관리번호,순서,공정명,QC체크,행,열
MXD-0002A-1,14,반제품 인수,NO,19,5
MXD-0002A-1,15,자재출고,NO,20,3
MXD-0002A-1,16,충전,NO,21,5
MXD-0002A-1,17,Q.C,YES,22,8
MXD-0002A-1,18,공정검사,NO,23,5
MXD-0002A-1,19,포장,NO,25,5
MXD-0002A-1,20,Q.C,YES,26,8
MXD-0002A-1,21,공정검사,NO,27,5
MXD-0002A-1,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,31,1
MXD-0002A-1,1,제조 공정도,NO,1,5
MXD-0002A-1,2,별첨. 2,NO,3,1
MXD-0002A-1,3,생산계획,NO,3,5
MXD-0002A-1,4,제조지시,NO,5,5
MXD-0002A-1,5,제조지시 및 기록서,NO,7,5
MXD-0002A-1,6,원료 출고,NO,8,3
MXD-0002A-1,7,원료 칭량,NO,9,5
MXD-0002A-1,8,Q.C,YES,10,8
MXD-0002A-1,9,혼합 용해,NO,11,5
MXD-0002A-1,10,냉각․탈포,NO,13,5
MXD-0002A-1,11,여과,NO,15,5
MXD-0002A-1,12,Q.C,YES,16,8
MXD-0002A-1,13,숙성보관,NO,17,5
MXD-0002A-1,14,반제품 인수,NO,19,5
MXD-0002A-1,15,자재출고,NO,20,3
MXD-0002A-1,16,충전,NO,21,5
MXD-0002A-1,17,Q.C,YES,22,8
MXD-0002A-1,18,공정검사,NO,23,5
MXD-0002A-1,19,포장,NO,25,5
MXD-0002A-1,20,Q.C,YES,26,8
MXD-0002A-1,21,공정검사,NO,27,5
MXD-0002A-1,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,31,1
MXD-0002A-1,1,제조 공정도,NO,1,5
MXD-0002A-1,2,별첨. 2,NO,3,1
MXD-0002A-1,3,생산계획,NO,3,5
MXD-0002A-1,4,제조지시,NO,5,5
MXD-0002A-1,5,제조지시 및 기록서,NO,7,5
MXD-0002A-1,6,원료 출고,NO,8,3
MXD-0002A-1,7,원료 칭량,NO,9,5
MXD-0002A-1,8,Q.C,YES,10,8
MXD-0002A-1,9,혼합 용해,NO,11,5
MXD-0002A-1,10,냉각․탈포,NO,13,5
MXD-0002A-1,11,여과,NO,15,5
MXD-0002A-1,12,Q.C,YES,16,8
MXD-0002A-1,13,숙성보관,NO,17,5
MXD-0002A-1,14,반제품 인수,NO,19,5
MXD-0002A-1,15,자재출고,NO,20,3
MXD-0002A-1,16,충전,NO,21,5
MXD-0002A-1,17,Q.C,YES,22,8
MXD-0002A-1,18,공정검사,NO,23,5
MXD-0002A-1,19,포장,NO,25,5
MXD-0002A-1,20,Q.C,YES,26,8
MXD-0002A-1,21,공정검사,NO,27,5
MXD-0002A-1,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,31,1
MXD-0002A-1,1,제조 공정도,NO,1,5
MXD-0002A-1,2,별첨. 2,NO,3,1
MXD-0002A-1,3,생산계획,NO,3,5
MXD-0002A-1,4,제조지시,NO,5,5
MXD-0002A-1,5,제조지시 및 기록서,NO,7,5
MXD-0002A-1,6,원료 출고,NO,8,3
MXD-0002A-1,7,원료 칭량,NO,9,5
MXD-0002A-1,8,Q.C,YES,10,8
MXD-0002A-1,9,혼합 용해,NO,11,5
MXD-0002A-1,10,냉각․탈포,NO,13,5
MXD-0002A-1,11,여과,NO,15,5
MXD-0002A-1,12,Q.C,YES,16,8
MXD-0002A-1,13,숙성보관,NO,17,5
MXD-0002A-1,14,반제품 인수,NO,19,5
MXD-0002A-1,15,자재출고,NO,20,3
MXD-0002A-1,16,충전,NO,21,5
MXD-0002A-1,17,Q.C,YES,22,8
MXD-0002A-1,18,공정검사,NO,23,5
MXD-0002A-1,19,포장,NO,25,5
MXD-0002A-1,20,Q.C,YES,26,8
MXD-0002A-1,21,공정검사,NO,27,5
MXD-0002A-1,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,31,1
제품표준서_EVCO213_(PFSP000)-프로페이스 더 패스트 샴푸,1,제조 공정도,NO,1,5
제품표준서_EVCO213_(PFSP000)-프로페이스 더 패스트 샴푸,2,별첨. 2,NO,3,1
제품표준서_EVCO213_(PFSP000)-프로페이스 더 패스트 샴푸,3,생산계획,NO,3,5
제품표준서_EVCO213_(PFSP000)-프로페이스 더 패스트 샴푸,4,제조지시,NO,5,5
제품표준서_EVCO213_(PFSP000)-프로페이스 더 패스트 샴푸,5,제조지시 및 기록서,NO,7,5
제품표준서_EVCO213_(PFSP000)-프로페이스 더 패스트 샴푸,6,원료 출고,NO,8,3
제품표준서_EVCO213_(PFSP000)-프로페이스 더 패스트 샴푸,7,원료 칭량,NO,9,5
제품표준서_EVCO213_(PFSP000)-프로페이스 더 패스트 샴푸,8,Q.C,YES,10,8
제품표준서_EVCO213_(PFSP000)-프로페이스 더 패스트 샴푸,9,혼합 용해,NO,11,5
제품표준서_EVCO213_(PFSP000)-프로페이스 더 패스트 샴푸,10,냉각․탈포,NO,13,5
제품표준서_EVCO213_(PFSP000)-프로페이스 더 패스트 샴푸,11,여과,NO,15,5
제품표준서_EVCO213_(PFSP000)-프로페이스 더 패스트 샴푸,12,Q.C,YES,16,8
제품표준서_EVCO213_(PFSP000)-프로페이스 더 패스트 샴푸,13,숙성보관,NO,17,5
제품표준서_EVCO213_(PFSP000)-프로페이스 더 패스트 샴푸,14,반제품 인수,NO,19,5
제품표준서_EVCO213_(PFSP000)-프로페이스 더 패스트 샴푸,15,자재출고,NO,20,3
제품표준서_EVCO213_(PFSP000)-프로페이스 더 패스트 샴푸,16,충전,NO,21,5
제품표준서_EVCO213_(PFSP000)-프로페이스 더 패스트 샴푸,17,Q.C,YES,22,8
제품표준서_EVCO213_(PFSP000)-프로페이스 더 패스트 샴푸,18,공정검사,NO,23,5
제품표준서_EVCO213_(PFSP000)-프로페이스 더 패스트 샴푸,19,포장,NO,25,5
제품표준서_EVCO213_(PFSP000)-프로페이스 더 패스트 샴푸,20,Q.C,YES,26,8
제품표준서_EVCO213_(PFSP000)-프로페이스 더 패스트 샴푸,21,공정검사,NO,27,5
제품표준서_EVCO213_(PFSP000)-프로페이스 더 패스트 샴푸,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,31,1
정제수,1,제조 공정도,NO,1,5
정제수,2,별첨. 2,NO,3,1
정제수,3,생산계획,NO,3,5
정제수,4,제조지시,NO,5,5
정제수,5,제조지시 및 기록서,NO,7,5
정제수,6,원료 출고,NO,8,3
정제수,7,원료 칭량,NO,9,5
정제수,8,Q.C,YES,10,8
정제수,9,혼합 용해,NO,11,5
정제수,10,냉각․탈포,NO,13,5
정제수,11,여과,NO,15,5
정제수,12,Q.C,YES,16,8
정제수,13,숙성보관,NO,17,5
정제수,14,반제품 인수,NO,19,5
정제수,15,자재출고,NO,20,3
정제수,16,충전,NO,21,5
정제수,17,Q.C,YES,22,8
정제수,18,공정검사,NO,23,5
정제수,19,포장,NO,25,5
정제수,20,Q.C,YES,26,8
정제수,21,공정검사,NO,27,5
정제수,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,31,1
MXD-0002,1,제조 공정도,NO,1,5
MXD-0002,2,별첨. 2,NO,3,1
MXD-0002,3,생산계획,NO,3,5
MXD-0002,4,제조지시,NO,5,5
MXD-0002,5,제조지시 및 기록서,NO,7,5
MXD-0002,6,원료 출고,NO,8,3
MXD-0002,7,원료 칭량,NO,9,5
MXD-0002,8,Q.C,YES,10,8
MXD-0002,9,"유상,수상 
별도 교반 및 
용해",NO,11,5
MXD-0002,10,여과,NO,13,5
MXD-0002,11,Q.C,YES,14,8
MXD-0002,12,"유상,수상
별도 보관",NO,15,5
MXD-0002,13,반제품 인수,NO,17,5
MXD-0002,14,자재출고,NO,18,3
MXD-0002,15,충전,NO,19,5
MXD-0002,16,Q.C,YES,20,8
MXD-0002,17,공정검사,NO,21,5
MXD-0002,18,포장,NO,23,5
MXD-0002,19,Q.C,YES,24,8
MXD-0002,20,공정검사,NO,25,5
MXD-0002,21,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,32,1
MXD-0002,1,제조 공정도,NO,1,5
MXD-0002,2,별첨. 2,NO,3,1
MXD-0002,3,생산계획,NO,3,5
MXD-0002,4,제조지시,NO,5,5
MXD-0002,5,제조지시 및 기록서,NO,7,5
MXD-0002,6,원료 출고,NO,8,3
MXD-0002,7,원료 칭량,NO,9,5
MXD-0002,8,Q.C,YES,10,8
MXD-0002,9,"유상,수상 
별도 교반 및 
용해",NO,11,5
MXD-0002,10,여과,NO,13,5
MXD-0002,11,Q.C,YES,14,8
MXD-0002,12,"유상,수상
별도 보관",NO,15,5
MXD-0002,13,반제품 인수,NO,17,5
MXD-0002,14,자재출고,NO,18,3
MXD-0002,15,충전,NO,19,5
MXD-0002,16,Q.C,YES,20,8
MXD-0002,17,공정검사,NO,21,5
MXD-0002,18,포장,NO,23,5
MXD-0002,19,Q.C,YES,24,8
MXD-0002,20,공정검사,NO,25,5
MXD-0002,21,㈜ 에바스코스메틱               A4(210mm*297mm),NO,32,1
MXD-0002,1,제조 공정도,NO,1,5
MXD-0002,2,별첨. 2,NO,3,1
MXD-0002,3,생산계획,NO,3,5
MXD-0002,4,제조지시,NO,5,5
MXD-0002,5,제조지시 및 기록서,NO,7,5
MXD-0002,6,원료 출고,NO,8,3
MXD-0002,7,원료 칭량,NO,9,5
MXD-0002,8,Q.C,YES,10,8
MXD-0002,9,"유상,수상 
별도 교반 및 
용해",NO,11,5
MXD-0002,10,여과,NO,13,5
MXD-0002,11,Q.C,YES,14,8
MXD-0002,12,"유상,수상
별도 보관",NO,15,5
MXD-0002,13,반제품 인수,NO,17,5
MXD-0002,14,자재출고,NO,18,3
MXD-0002,15,충전,NO,19,5
MXD-0002,16,Q.C,YES,20,8
MXD-0002,17,공정검사,NO,21,5
MXD-0002,18,포장,NO,23,5
MXD-0002,19,Q.C,YES,24,8
MXD-0002,20,공정검사,NO,25,5
MXD-0002,21,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,32,1
MXD-0002A-1,1,제조 공정도,NO,1,5
MXD-0002A-1,2,별첨. 2,NO,3,1
MXD-0002A-1,3,생산계획,NO,3,5
MXD-0002A-1,4,제조지시,NO,5,5
MXD-0002A-1,5,제조지시 및 기록서,NO,7,5
MXD-0002A-1,6,원료 출고,NO,8,3
MXD-0002A-1,7,원료 칭량,NO,9,5
MXD-0002A-1,8,Q.C,YES,10,8
MXD-0002A-1,9,"유상,수상 
별도 교반 및 
용해",NO,11,5
MXD-0002A-1,10,여과,NO,13,5
MXD-0002A-1,11,Q.C,YES,14,8
MXD-0002A-1,12,"유상,수상
별도 보관",NO,15,5
MXD-0002A-1,13,반제품 인수,NO,17,5
MXD-0002A-1,14,자재출고,NO,18,3
MXD-0002A-1,15,충전,NO,19,5
MXD-0002A-1,16,Q.C,YES,20,8
MXD-0002A-1,17,공정검사,NO,21,5
MXD-0002A-1,18,포장,NO,23,5
MXD-0002A-1,19,Q.C,YES,24,8
MXD-0002A-1,20,공정검사,NO,25,5
MXD-0002A-1,21,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,32,1
MAL-0017,1,제조 공정도,NO,1,5
MAL-0017,2,별첨. 2,NO,3,1
MAL-0017,3,생산계획,NO,3,5
MAL-0017,4,제조지시,NO,5,5
MAL-0017,5,제조지시 및 기록서,NO,7,5
MAL-0017,6,원료 출고,NO,8,3
MAL-0017,7,원료 칭량,NO,9,5
MAL-0017,8,Q.C,YES,10,8
MAL-0017,9,"유상,수상 
별도 교반 및 
용해",NO,11,5
MAL-0017,10,여과,NO,13,5
MAL-0017,11,Q.C,YES,14,8
MAL-0017,12,"유상,수상
별도 보관",NO,15,5
MAL-0017,13,반제품 인수,NO,17,5
MAL-0017,14,자재출고,NO,18,3
MAL-0017,15,충전,NO,19,5
MAL-0017,16,Q.C,YES,20,8
MAL-0017,17,공정검사,NO,21,5
MAL-0017,18,포장,NO,23,5
MAL-0017,19,Q.C,YES,24,8
MAL-0017,20,공정검사,NO,25,5
MAL-0017,21,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,32,1
MAL-0017,1,제조 공정도,NO,1,5
MAL-0017,2,별첨. 2,NO,3,1
MAL-0017,3,생산계획,NO,3,5
MAL-0017,4,제조지시,NO,5,5
MAL-0017,5,제조지시 및 기록서,NO,7,5
MAL-0017,6,원료 출고,NO,8,3
MAL-0017,7,원료 칭량,NO,9,5
MAL-0017,8,Q.C,YES,10,8
MAL-0017,9,"유상,수상 
별도 교반 및 
용해",NO,11,5
MAL-0017,10,여과,NO,13,5
MAL-0017,11,Q.C,YES,14,8
MAL-0017,12,"유상,수상
별도 보관",NO,15,5
MAL-0017,13,반제품 인수,NO,17,5
MAL-0017,14,자재출고,NO,18,3
MAL-0017,15,충전,NO,19,5
MAL-0017,16,Q.C,YES,20,8
MAL-0017,17,공정검사,NO,21,5
MAL-0017,18,포장,NO,23,5
MAL-0017,19,Q.C,YES,24,8
MAL-0017,20,공정검사,NO,25,5
MAL-0017,21,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,32,1
EVCO-221,1,제조 공정도,NO,1,5
EVCO-221,2,별첨. 2,NO,3,1
EVCO-221,3,생산계획,NO,3,5
EVCO-221,4,제조지시,NO,5,5
EVCO-221,5,제조지시 및 기록서,NO,7,5
EVCO-221,6,원료 출고,NO,8,3
EVCO-221,7,원료 칭량,NO,9,5
EVCO-221,8,Q.C,YES,10,8
EVCO-221,9,혼합 용해,NO,11,5
EVCO-221,10,냉각․탈포,NO,13,5
EVCO-221,11,여과,NO,15,5
EVCO-221,12,Q.C,YES,16,8
EVCO-221,13,숙성보관,NO,17,5
EVCO-221,14,반제품 인수,NO,19,5
EVCO-221,15,자재출고,NO,20,3
EVCO-221,16,충전,NO,21,5
EVCO-221,17,Q.C,YES,22,8
EVCO-221,18,공정검사,NO,23,5
EVCO-221,19,포장,NO,25,5
EVCO-221,20,Q.C,YES,26,8
EVCO-221,21,공정검사,NO,27,5
EVCO-221,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,31,1
MOD-0006,1,제조 공정도,NO,1,5
MOD-0006,2,별첨. 2,NO,3,1
MOD-0006,3,생산계획,NO,3,5
MOD-0006,4,제조지시,NO,5,5
MOD-0006,5,제조지시 및 기록서,NO,7,5
MOD-0006,6,원료 출고,NO,8,3
MOD-0006,7,원료 칭량,NO,9,5
MOD-0006,8,Q.C,YES,10,8
MOD-0006,9,혼합 용해,NO,11,5
MOD-0006,10,냉각․탈포,NO,13,5
MOD-0006,11,여과,NO,15,5
MOD-0006,12,Q.C,YES,16,8
MOD-0006,13,숙성보관,NO,17,5
MOD-0006,14,반제품 인수,NO,19,5
MOD-0006,15,자재출고,NO,20,3
MOD-0006,16,충전,NO,21,5
MOD-0006,17,Q.C,YES,22,8
MOD-0006,18,공정검사,NO,23,5
MOD-0006,19,포장,NO,25,5
MOD-0006,20,Q.C,YES,26,8
MOD-0006,21,공정검사,NO,27,5
MOD-0006,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,31,1
MXD-0002,1,제조 공정도,NO,1,5
MXD-0002,2,별첨. 2,NO,3,1
MXD-0002,3,생산계획,NO,3,5
MXD-0002,4,제조지시,NO,5,5
MXD-0002,5,제조지시 및 기록서,NO,7,5
MXD-0002,6,원료 출고,NO,8,3
MXD-0002,7,원료 칭량,NO,9,5
MXD-0002,8,Q.C,YES,10,8
MXD-0002,9,혼합 용해,NO,11,5
MXD-0002,10,냉각․탈포,NO,13,5
MXD-0002,11,여과,NO,15,5
MXD-0002,12,Q.C,YES,16,8
MXD-0002,13,숙성보관,NO,17,5
MXD-0002,14,반제품 인수,NO,19,5
MXD-0002,15,자재출고,NO,20,3
MXD-0002,16,충전,NO,21,5
MXD-0002,17,Q.C,YES,22,8
MXD-0002,18,공정검사,NO,23,5
MXD-0002,19,포장,NO,25,5
MXD-0002,20,Q.C,YES,26,8
MXD-0002,21,공정검사,NO,27,5
MXD-0002,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,31,1
MXD-0002,1,제조 공정도,NO,1,5
MXD-0002,2,별첨. 2,NO,3,1
MXD-0002,3,생산계획,NO,3,5
MXD-0002,4,제조지시,NO,5,5
MXD-0002,5,제조지시 및 기록서,NO,7,5
MXD-0002,6,원료 출고,NO,8,3
MXD-0002,7,원료 칭량,NO,9,5
MXD-0002,8,Q.C,YES,10,8
MXD-0002,9,혼합 용해,NO,11,5
MXD-0002,10,냉각․탈포,NO,13,5
MXD-0002,11,여과,NO,15,5
MXD-0002,12,Q.C,YES,16,8
MXD-0002,13,숙성보관,NO,17,5
MXD-0002,14,반제품 인수,NO,19,5
MXD-0002,15,자재출고,NO,20,3
MXD-0002,16,충전,NO,21,5
MXD-0002,17,Q.C,YES,22,8
MXD-0002,18,공정검사,NO,23,5
MXD-0002,19,포장,NO,25,5
MXD-0002,20,Q.C,YES,26,8
MXD-0002,21,공정검사,NO,27,5
MXD-0002,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,31,1
제품표준서_EVCO224_(TLHC001)-탑룩핸드크림(상큼한레몬향),1,제조 공정도,NO,1,5
제품표준서_EVCO224_(TLHC001)-탑룩핸드크림(상큼한레몬향),2,별첨. 2,NO,3,1
제품표준서_EVCO224_(TLHC001)-탑룩핸드크림(상큼한레몬향),3,생산계획,NO,3,5
제품표준서_EVCO224_(TLHC001)-탑룩핸드크림(상큼한레몬향),4,제조지시,NO,5,5
제품표준서_EVCO224_(TLHC001)-탑룩핸드크림(상큼한레몬향),5,제조지시 및 기록서,NO,7,5
제품표준서_EVCO224_(TLHC001)-탑룩핸드크림(상큼한레몬향),6,원료 출고,NO,8,3
제품표준서_EVCO224_(TLHC001)-탑룩핸드크림(상큼한레몬향),7,원료 칭량,NO,9,5
제품표준서_EVCO224_(TLHC001)-탑룩핸드크림(상큼한레몬향),8,Q.C,YES,10,8
제품표준서_EVCO224_(TLHC001)-탑룩핸드크림(상큼한레몬향),9,혼합 용해,NO,11,5
제품표준서_EVCO224_(TLHC001)-탑룩핸드크림(상큼한레몬향),10,냉각․탈포,NO,13,5
제품표준서_EVCO224_(TLHC001)-탑룩핸드크림(상큼한레몬향),11,여과,NO,15,5
제품표준서_EVCO224_(TLHC001)-탑룩핸드크림(상큼한레몬향),12,Q.C,YES,16,8
제품표준서_EVCO224_(TLHC001)-탑룩핸드크림(상큼한레몬향),13,숙성보관,NO,17,5
제품표준서_EVCO224_(TLHC001)-탑룩핸드크림(상큼한레몬향),14,반제품 인수,NO,19,5
제품표준서_EVCO224_(TLHC001)-탑룩핸드크림(상큼한레몬향),15,자재출고,NO,20,3
제품표준서_EVCO224_(TLHC001)-탑룩핸드크림(상큼한레몬향),16,충전,NO,21,5
제품표준서_EVCO224_(TLHC001)-탑룩핸드크림(상큼한레몬향),17,Q.C,YES,22,8
제품표준서_EVCO224_(TLHC001)-탑룩핸드크림(상큼한레몬향),18,공정검사,NO,23,5
제품표준서_EVCO224_(TLHC001)-탑룩핸드크림(상큼한레몬향),19,포장,NO,25,5
제품표준서_EVCO224_(TLHC001)-탑룩핸드크림(상큼한레몬향),20,Q.C,YES,26,8
제품표준서_EVCO224_(TLHC001)-탑룩핸드크림(상큼한레몬향),21,공정검사,NO,27,5
제품표준서_EVCO224_(TLHC001)-탑룩핸드크림(상큼한레몬향),22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
CODE,1,제조 공정도,NO,1,5
CODE,2,별첨. 2,NO,3,1
CODE,3,생산계획,NO,3,5
CODE,4,제조지시,NO,5,5
CODE,5,제조지시 및 기록서,NO,7,5
CODE,6,원료 출고,NO,8,3
CODE,7,원료 칭량,NO,9,5
CODE,8,Q.C,YES,10,8
CODE,9,혼합 용해,NO,11,5
CODE,10,냉각․탈포,NO,13,5
CODE,11,여과,NO,15,5
CODE,12,Q.C,YES,16,8
CODE,13,숙성보관,NO,17,5
CODE,14,반제품 인수,NO,19,5
CODE,15,자재출고,NO,20,3
CODE,16,충전,NO,21,5
CODE,17,Q.C,YES,22,8
CODE,18,공정검사,NO,23,5
CODE,19,포장,NO,25,5
CODE,20,Q.C,YES,26,8
CODE,21,공정검사,NO,27,5
CODE,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
CODE,1,제조 공정도,NO,1,5
CODE,2,별첨. 2,NO,3,1
CODE,3,생산계획,NO,3,5
CODE,4,제조지시,NO,5,5
CODE,5,제조지시 및 기록서,NO,7,5
CODE,6,원료 출고,NO,8,3
CODE,7,원료 칭량,NO,9,5
CODE,8,Q.C,YES,10,8
CODE,9,혼합 용해,NO,11,5
CODE,10,냉각․탈포,NO,13,5
CODE,11,여과,NO,15,5
CODE,12,Q.C,YES,16,8
CODE,13,숙성보관,NO,17,5
CODE,14,반제품 인수,NO,19,5
CODE,15,자재출고,NO,20,3
CODE,16,충전,NO,21,5
CODE,17,Q.C,YES,22,8
CODE,18,공정검사,NO,23,5
CODE,19,포장,NO,25,5
CODE,20,Q.C,YES,26,8
CODE,21,공정검사,NO,27,5
CODE,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
제품표준서_EVCO227_(TLHC004)-탑룩핸드크림(부드러운 허브향),1,제조 공정도,NO,1,5
제품표준서_EVCO227_(TLHC004)-탑룩핸드크림(부드러운 허브향),2,별첨. 2,NO,3,1
제품표준서_EVCO227_(TLHC004)-탑룩핸드크림(부드러운 허브향),3,생산계획,NO,3,5
제품표준서_EVCO227_(TLHC004)-탑룩핸드크림(부드러운 허브향),4,제조지시,NO,5,5
제품표준서_EVCO227_(TLHC004)-탑룩핸드크림(부드러운 허브향),5,제조지시 및 기록서,NO,7,5
제품표준서_EVCO227_(TLHC004)-탑룩핸드크림(부드러운 허브향),6,원료 출고,NO,8,3
제품표준서_EVCO227_(TLHC004)-탑룩핸드크림(부드러운 허브향),7,원료 칭량,NO,9,5
제품표준서_EVCO227_(TLHC004)-탑룩핸드크림(부드러운 허브향),8,Q.C,YES,10,8
제품표준서_EVCO227_(TLHC004)-탑룩핸드크림(부드러운 허브향),9,혼합 용해,NO,11,5
제품표준서_EVCO227_(TLHC004)-탑룩핸드크림(부드러운 허브향),10,냉각․탈포,NO,13,5
제품표준서_EVCO227_(TLHC004)-탑룩핸드크림(부드러운 허브향),11,여과,NO,15,5
제품표준서_EVCO227_(TLHC004)-탑룩핸드크림(부드러운 허브향),12,Q.C,YES,16,8
제품표준서_EVCO227_(TLHC004)-탑룩핸드크림(부드러운 허브향),13,숙성보관,NO,17,5
제품표준서_EVCO227_(TLHC004)-탑룩핸드크림(부드러운 허브향),14,반제품 인수,NO,19,5
제품표준서_EVCO227_(TLHC004)-탑룩핸드크림(부드러운 허브향),15,자재출고,NO,20,3
제품표준서_EVCO227_(TLHC004)-탑룩핸드크림(부드러운 허브향),16,충전,NO,21,5
제품표준서_EVCO227_(TLHC004)-탑룩핸드크림(부드러운 허브향),17,Q.C,YES,22,8
제품표준서_EVCO227_(TLHC004)-탑룩핸드크림(부드러운 허브향),18,공정검사,NO,23,5
제품표준서_EVCO227_(TLHC004)-탑룩핸드크림(부드러운 허브향),19,포장,NO,25,5
제품표준서_EVCO227_(TLHC004)-탑룩핸드크림(부드러운 허브향),20,Q.C,YES,26,8
제품표준서_EVCO227_(TLHC004)-탑룩핸드크림(부드러운 허브향),21,공정검사,NO,27,5
제품표준서_EVCO227_(TLHC004)-탑룩핸드크림(부드러운 허브향),22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
제품표준서_EVCO228_(VTBL004)-에바스 비타민 바디로션(석류),1,제조 공정도,NO,1,5
제품표준서_EVCO228_(VTBL004)-에바스 비타민 바디로션(석류),2,별첨. 2,NO,3,1
제품표준서_EVCO228_(VTBL004)-에바스 비타민 바디로션(석류),3,생산계획,NO,3,5
제품표준서_EVCO228_(VTBL004)-에바스 비타민 바디로션(석류),4,제조지시,NO,5,5
제품표준서_EVCO228_(VTBL004)-에바스 비타민 바디로션(석류),5,제조지시 및 기록서,NO,7,5
제품표준서_EVCO228_(VTBL004)-에바스 비타민 바디로션(석류),6,원료 출고,NO,8,3
제품표준서_EVCO228_(VTBL004)-에바스 비타민 바디로션(석류),7,원료 칭량,NO,9,5
제품표준서_EVCO228_(VTBL004)-에바스 비타민 바디로션(석류),8,Q.C,YES,10,8
제품표준서_EVCO228_(VTBL004)-에바스 비타민 바디로션(석류),9,혼합 용해,NO,11,5
제품표준서_EVCO228_(VTBL004)-에바스 비타민 바디로션(석류),10,냉각․탈포,NO,13,5
제품표준서_EVCO228_(VTBL004)-에바스 비타민 바디로션(석류),11,여과,NO,15,5
제품표준서_EVCO228_(VTBL004)-에바스 비타민 바디로션(석류),12,Q.C,YES,16,8
제품표준서_EVCO228_(VTBL004)-에바스 비타민 바디로션(석류),13,숙성보관,NO,17,5
제품표준서_EVCO228_(VTBL004)-에바스 비타민 바디로션(석류),14,반제품 인수,NO,19,5
제품표준서_EVCO228_(VTBL004)-에바스 비타민 바디로션(석류),15,자재출고,NO,20,3
제품표준서_EVCO228_(VTBL004)-에바스 비타민 바디로션(석류),16,충전,NO,21,5
제품표준서_EVCO228_(VTBL004)-에바스 비타민 바디로션(석류),17,Q.C,YES,22,8
제품표준서_EVCO228_(VTBL004)-에바스 비타민 바디로션(석류),18,공정검사,NO,23,5
제품표준서_EVCO228_(VTBL004)-에바스 비타민 바디로션(석류),19,포장,NO,25,5
제품표준서_EVCO228_(VTBL004)-에바스 비타민 바디로션(석류),20,Q.C,YES,26,8
제품표준서_EVCO228_(VTBL004)-에바스 비타민 바디로션(석류),21,공정검사,NO,27,5
제품표준서_EVCO228_(VTBL004)-에바스 비타민 바디로션(석류),22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
제품표준서_EVCO229_(VTBL005)-에바스 비타민 바디로션(오렌지),1,제조 공정도,NO,1,5
제품표준서_EVCO229_(VTBL005)-에바스 비타민 바디로션(오렌지),2,별첨. 2,NO,3,1
제품표준서_EVCO229_(VTBL005)-에바스 비타민 바디로션(오렌지),3,생산계획,NO,3,5
제품표준서_EVCO229_(VTBL005)-에바스 비타민 바디로션(오렌지),4,제조지시,NO,5,5
제품표준서_EVCO229_(VTBL005)-에바스 비타민 바디로션(오렌지),5,제조지시 및 기록서,NO,7,5
제품표준서_EVCO229_(VTBL005)-에바스 비타민 바디로션(오렌지),6,원료 출고,NO,8,3
제품표준서_EVCO229_(VTBL005)-에바스 비타민 바디로션(오렌지),7,원료 칭량,NO,9,5
제품표준서_EVCO229_(VTBL005)-에바스 비타민 바디로션(오렌지),8,Q.C,YES,10,8
제품표준서_EVCO229_(VTBL005)-에바스 비타민 바디로션(오렌지),9,혼합 용해,NO,11,5
제품표준서_EVCO229_(VTBL005)-에바스 비타민 바디로션(오렌지),10,냉각․탈포,NO,13,5
제품표준서_EVCO229_(VTBL005)-에바스 비타민 바디로션(오렌지),11,여과,NO,15,5
제품표준서_EVCO229_(VTBL005)-에바스 비타민 바디로션(오렌지),12,Q.C,YES,16,8
제품표준서_EVCO229_(VTBL005)-에바스 비타민 바디로션(오렌지),13,숙성보관,NO,17,5
제품표준서_EVCO229_(VTBL005)-에바스 비타민 바디로션(오렌지),14,반제품 인수,NO,19,5
제품표준서_EVCO229_(VTBL005)-에바스 비타민 바디로션(오렌지),15,자재출고,NO,20,3
제품표준서_EVCO229_(VTBL005)-에바스 비타민 바디로션(오렌지),16,충전,NO,21,5
제품표준서_EVCO229_(VTBL005)-에바스 비타민 바디로션(오렌지),17,Q.C,YES,22,8
제품표준서_EVCO229_(VTBL005)-에바스 비타민 바디로션(오렌지),18,공정검사,NO,23,5
제품표준서_EVCO229_(VTBL005)-에바스 비타민 바디로션(오렌지),19,포장,NO,25,5
