관리번호,순서,공정명,QC체크,행,열
제품표준서(CMFS000)-청정미인 데오라이징 쿨링 풋 샴푸,1,제조 공정도,NO,1,5
제품표준서(CMFS000)-청정미인 데오라이징 쿨링 풋 샴푸,2,별첨. 2,NO,3,1
제품표준서(CMFS000)-청정미인 데오라이징 쿨링 풋 샴푸,3,생산계획,NO,3,5
제품표준서(CMFS000)-청정미인 데오라이징 쿨링 풋 샴푸,4,제조지시,NO,5,5
제품표준서(CMFS000)-청정미인 데오라이징 쿨링 풋 샴푸,5,제조지시 및 기록서,NO,7,5
제품표준서(CMFS000)-청정미인 데오라이징 쿨링 풋 샴푸,6,원료 출고,NO,8,3
제품표준서(CMFS000)-청정미인 데오라이징 쿨링 풋 샴푸,7,원료 칭량,NO,9,5
제품표준서(CMFS000)-청정미인 데오라이징 쿨링 풋 샴푸,8,Q.C,YES,10,8
제품표준서(CMFS000)-청정미인 데오라이징 쿨링 풋 샴푸,9,혼합 용해,NO,11,5
제품표준서(CMFS000)-청정미인 데오라이징 쿨링 풋 샴푸,10,냉각․탈포,NO,13,5
제품표준서(CMFS000)-청정미인 데오라이징 쿨링 풋 샴푸,11,여과,NO,15,5
제품표준서(CMFS000)-청정미인 데오라이징 쿨링 풋 샴푸,12,Q.C,YES,16,8
제품표준서(CMFS000)-청정미인 데오라이징 쿨링 풋 샴푸,13,숙성보관,NO,17,5
제품표준서(CMFS000)-청정미인 데오라이징 쿨링 풋 샴푸,14,반제품 인수,NO,19,5
제품표준서(CMFS000)-청정미인 데오라이징 쿨링 풋 샴푸,15,자재출고,NO,20,3
제품표준서(CMFS000)-청정미인 데오라이징 쿨링 풋 샴푸,16,충전,NO,21,5
제품표준서(CMFS000)-청정미인 데오라이징 쿨링 풋 샴푸,17,Q.C,YES,22,8
제품표준서(CMFS000)-청정미인 데오라이징 쿨링 풋 샴푸,18,공정검사,NO,23,5
제품표준서(CMFS000)-청정미인 데오라이징 쿨링 풋 샴푸,19,포장,NO,25,5
제품표준서(CMFS000)-청정미인 데오라이징 쿨링 풋 샴푸,20,Q.C,YES,26,8
제품표준서(CMFS000)-청정미인 데오라이징 쿨링 풋 샴푸,21,공정검사,NO,27,5
제품표준서(CMFS000)-청정미인 데오라이징 쿨링 풋 샴푸,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,31,1
EVCO-1000,1,제조 공정도,NO,1,5
EVCO-1000,2,별첨. 2,NO,3,1
EVCO-1000,3,생산계획,NO,3,5
EVCO-1000,4,제조지시,NO,5,5
EVCO-1000,5,제조지시 및 기록서,NO,7,5
EVCO-1000,6,원료 출고,NO,8,3
EVCO-1000,7,원료 칭량,NO,9,5
EVCO-1000,8,Q.C,YES,10,8
EVCO-1000,9,혼합 용해,NO,11,5
EVCO-1000,10,냉각․탈포,NO,13,5
EVCO-1000,11,여과,NO,15,5
EVCO-1000,12,Q.C,YES,16,8
EVCO-1000,13,숙성보관,NO,17,5
EVCO-1000,14,반제품 인수,NO,19,5
EVCO-1000,15,자재출고,NO,20,3
EVCO-1000,16,충전,NO,21,5
EVCO-1000,17,Q.C,YES,22,8
EVCO-1000,18,공정검사,NO,23,5
EVCO-1000,19,포장,NO,25,5
EVCO-1000,20,Q.C,YES,26,8
EVCO-1000,21,공정검사,NO,27,5
EVCO-1000,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
EVCO-1001,1,제조 공정도,NO,1,5
EVCO-1001,2,별첨. 2,NO,3,1
EVCO-1001,3,생산계획,NO,3,5
EVCO-1001,4,제조지시,NO,5,5
EVCO-1001,5,제조지시 및 기록서,NO,7,5
EVCO-1001,6,원료 출고,NO,8,3
EVCO-1001,7,원료 칭량,NO,9,5
EVCO-1001,8,Q.C,YES,10,8
EVCO-1001,9,혼합 용해,NO,11,5
EVCO-1001,10,냉각․탈포,NO,13,5
EVCO-1001,11,여과,NO,15,5
EVCO-1001,12,Q.C,YES,16,8
EVCO-1001,13,숙성보관,NO,17,5
EVCO-1001,14,반제품 인수,NO,19,5
EVCO-1001,15,자재출고,NO,20,3
EVCO-1001,16,충전,NO,21,5
EVCO-1001,17,Q.C,YES,22,8
EVCO-1001,18,공정검사,NO,23,5
EVCO-1001,19,포장,NO,25,5
EVCO-1001,20,Q.C,YES,26,8
EVCO-1001,21,공정검사,NO,27,5
EVCO-1001,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
EVCO-1002,1,제조 공정도,NO,1,5
EVCO-1002,2,별첨. 2,NO,3,1
EVCO-1002,3,생산계획,NO,3,5
EVCO-1002,4,제조지시,NO,5,5
EVCO-1002,5,제조지시 및 기록서,NO,7,5
EVCO-1002,6,원료 출고,NO,8,3
EVCO-1002,7,원료 칭량,NO,9,5
EVCO-1002,8,Q.C,YES,10,8
EVCO-1002,9,혼합 용해,NO,11,5
EVCO-1002,10,냉각․탈포,NO,13,5
EVCO-1002,11,여과,NO,15,5
EVCO-1002,12,Q.C,YES,16,8
EVCO-1002,13,숙성보관,NO,17,5
EVCO-1002,14,반제품 인수,NO,19,5
EVCO-1002,15,자재출고,NO,20,3
EVCO-1002,16,충전,NO,21,5
EVCO-1002,17,Q.C,YES,22,8
EVCO-1002,18,공정검사,NO,23,5
EVCO-1002,19,포장,NO,25,5
EVCO-1002,20,Q.C,YES,26,8
EVCO-1002,21,공정검사,NO,27,5
EVCO-1002,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
EVCO-1003,1,제조 공정도,NO,1,5
EVCO-1003,2,별첨. 2,NO,3,1
EVCO-1003,3,생산계획,NO,3,5
EVCO-1003,4,제조지시,NO,5,5
EVCO-1003,5,제조지시 및 기록서,NO,7,5
EVCO-1003,6,원료 출고,NO,8,3
EVCO-1003,7,원료 칭량,NO,9,5
EVCO-1003,8,Q.C,YES,10,8
EVCO-1003,9,혼합 용해,NO,11,5
EVCO-1003,10,냉각․탈포,NO,13,5
EVCO-1003,11,여과,NO,15,5
EVCO-1003,12,Q.C,YES,16,8
EVCO-1003,13,숙성보관,NO,17,5
EVCO-1003,14,반제품 인수,NO,19,5
EVCO-1003,15,자재출고,NO,20,3
EVCO-1003,16,충전,NO,21,5
EVCO-1003,17,Q.C,YES,22,8
EVCO-1003,18,공정검사,NO,23,5
EVCO-1003,19,포장,NO,25,5
EVCO-1003,20,Q.C,YES,26,8
EVCO-1003,21,공정검사,NO,27,5
EVCO-1003,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
EVCO-1004,1,제조 공정도,NO,1,5
EVCO-1004,2,별첨. 2,NO,3,1
EVCO-1004,3,생산계획,NO,3,5
EVCO-1004,4,제조지시,NO,5,5
EVCO-1004,5,제조지시 및 기록서,NO,7,5
EVCO-1004,6,원료 출고,NO,8,3
EVCO-1004,7,원료 칭량,NO,9,5
EVCO-1004,8,Q.C,YES,10,8
EVCO-1004,9,혼합 용해,NO,11,5
EVCO-1004,10,냉각․탈포,NO,13,5
EVCO-1004,11,여과,NO,15,5
EVCO-1004,12,Q.C,YES,16,8
EVCO-1004,13,숙성보관,NO,17,5
EVCO-1004,14,반제품 인수,NO,19,5
EVCO-1004,15,자재출고,NO,20,3
EVCO-1004,16,충전,NO,21,5
EVCO-1004,17,Q.C,YES,22,8
EVCO-1004,18,공정검사,NO,23,5
EVCO-1004,19,포장,NO,25,5
EVCO-1004,20,Q.C,YES,26,8
EVCO-1004,21,공정검사,NO,27,5
EVCO-1004,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
EVCO-1005,1,제조 공정도,NO,1,5
EVCO-1005,2,별첨. 2,NO,3,1
EVCO-1005,3,생산계획,NO,3,5
EVCO-1005,4,제조지시,NO,5,5
EVCO-1005,5,제조지시 및 기록서,NO,7,5
EVCO-1005,6,원료 출고,NO,8,3
EVCO-1005,7,원료 칭량,NO,9,5
EVCO-1005,8,Q.C,YES,10,8
EVCO-1005,9,혼합 용해,NO,11,5
EVCO-1005,10,냉각․탈포,NO,13,5
EVCO-1005,11,여과,NO,15,5
EVCO-1005,12,Q.C,YES,16,8
EVCO-1005,13,숙성보관,NO,17,5
EVCO-1005,14,반제품 인수,NO,19,5
EVCO-1005,15,자재출고,NO,20,3
EVCO-1005,16,충전,NO,21,5
EVCO-1005,17,Q.C,YES,22,8
EVCO-1005,18,공정검사,NO,23,5
EVCO-1005,19,포장,NO,25,5
EVCO-1005,20,Q.C,YES,26,8
EVCO-1005,21,공정검사,NO,27,5
EVCO-1005,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
EVCO-1006,1,제조 공정도,NO,1,5
EVCO-1006,2,별첨. 2,NO,3,1
EVCO-1006,3,생산계획,NO,3,5
EVCO-1006,4,제조지시,NO,5,5
EVCO-1006,5,제조지시 및 기록서,NO,7,5
EVCO-1006,6,원료 출고,NO,8,3
EVCO-1006,7,원료 칭량,NO,9,5
EVCO-1006,8,Q.C,YES,10,8
EVCO-1006,9,혼합 용해,NO,11,5
EVCO-1006,10,냉각․탈포,NO,13,5
EVCO-1006,11,여과,NO,15,5
EVCO-1006,12,Q.C,YES,16,8
EVCO-1006,13,숙성보관,NO,17,5
EVCO-1006,14,반제품 인수,NO,19,5
EVCO-1006,15,자재출고,NO,20,3
EVCO-1006,16,충전,NO,21,5
EVCO-1006,17,Q.C,YES,22,8
EVCO-1006,18,공정검사,NO,23,5
EVCO-1006,19,포장,NO,25,5
EVCO-1006,20,Q.C,YES,26,8
EVCO-1006,21,공정검사,NO,27,5
EVCO-1006,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
EVCO-1007,1,제조 공정도,NO,1,5
EVCO-1007,2,별첨. 2,NO,3,1
EVCO-1007,3,생산계획,NO,3,5
EVCO-1007,4,제조지시,NO,5,5
EVCO-1007,5,제조지시 및 기록서,NO,7,5
EVCO-1007,6,원료 출고,NO,8,3
EVCO-1007,7,원료 칭량,NO,9,5
EVCO-1007,8,Q.C,YES,10,8
EVCO-1007,9,혼합 용해,NO,11,5
EVCO-1007,10,냉각․탈포,NO,13,5
EVCO-1007,11,여과,NO,15,5
EVCO-1007,12,Q.C,YES,16,8
EVCO-1007,13,숙성보관,NO,17,5
EVCO-1007,14,반제품 인수,NO,19,5
EVCO-1007,15,자재출고,NO,20,3
EVCO-1007,16,충전,NO,21,5
EVCO-1007,17,Q.C,YES,22,8
EVCO-1007,18,공정검사,NO,23,5
EVCO-1007,19,포장,NO,25,5
EVCO-1007,20,Q.C,YES,26,8
EVCO-1007,21,공정검사,NO,27,5
EVCO-1007,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
EVCO-1008,1,제조 공정도,NO,1,5
EVCO-1008,2,별첨. 2,NO,3,1
EVCO-1008,3,생산계획,NO,3,5
EVCO-1008,4,제조지시,NO,5,5
EVCO-1008,5,제조지시 및 기록서,NO,7,5
EVCO-1008,6,원료 출고,NO,8,3
EVCO-1008,7,원료 칭량,NO,9,5
EVCO-1008,8,Q.C,YES,10,8
EVCO-1008,9,혼합 용해,NO,11,5
EVCO-1008,10,냉각․탈포,NO,13,5
EVCO-1008,11,여과,NO,15,5
EVCO-1008,12,Q.C,YES,16,8
EVCO-1008,13,숙성보관,NO,17,5
EVCO-1008,14,반제품 인수,NO,19,5
EVCO-1008,15,자재출고,NO,20,3
EVCO-1008,16,충전,NO,21,5
EVCO-1008,17,Q.C,YES,22,8
EVCO-1008,18,공정검사,NO,23,5
EVCO-1008,19,포장,NO,25,5
EVCO-1008,20,Q.C,YES,26,8
EVCO-1008,21,공정검사,NO,27,5
EVCO-1008,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
EVCO-1009,1,제조 공정도,NO,1,5
EVCO-1009,2,별첨. 2,NO,3,1
EVCO-1009,3,생산계획,NO,3,5
EVCO-1009,4,제조지시,NO,5,5
EVCO-1009,5,제조지시 및 기록서,NO,7,5
EVCO-1009,6,원료 출고,NO,8,3
EVCO-1009,7,원료 칭량,NO,9,5
EVCO-1009,8,Q.C,YES,10,8
EVCO-1009,9,혼합 용해,NO,11,5
EVCO-1009,10,냉각․탈포,NO,13,5
EVCO-1009,11,여과,NO,15,5
EVCO-1009,12,Q.C,YES,16,8
EVCO-1009,13,숙성보관,NO,17,5
EVCO-1009,14,반제품 인수,NO,19,5
EVCO-1009,15,자재출고,NO,20,3
EVCO-1009,16,충전,NO,21,5
EVCO-1009,17,Q.C,YES,22,8
EVCO-1009,18,공정검사,NO,23,5
EVCO-1009,19,포장,NO,25,5
EVCO-1009,20,Q.C,YES,26,8
EVCO-1009,21,공정검사,NO,27,5
EVCO-1009,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
EVCO-1010,1,제조 공정도,NO,1,5
EVCO-1010,2,별첨. 2,NO,3,1
EVCO-1010,3,생산계획,NO,3,5
EVCO-1010,4,제조지시,NO,5,5
EVCO-1010,5,제조지시 및 기록서,NO,7,5
EVCO-1010,6,원료 출고,NO,8,3
EVCO-1010,7,원료 칭량,NO,9,5
EVCO-1010,8,Q.C,YES,10,8
EVCO-1010,9,혼합 용해,NO,11,5
EVCO-1010,10,냉각․탈포,NO,13,5
EVCO-1010,11,여과,NO,15,5
EVCO-1010,12,Q.C,YES,16,8
EVCO-1010,13,숙성보관,NO,17,5
EVCO-1010,14,반제품 인수,NO,19,5
EVCO-1010,15,자재출고,NO,20,3
EVCO-1010,16,충전,NO,21,5
EVCO-1010,17,Q.C,YES,22,8
EVCO-1010,18,공정검사,NO,23,5
EVCO-1010,19,포장,NO,25,5
EVCO-1010,20,Q.C,YES,26,8
EVCO-1010,21,공정검사,NO,27,5
EVCO-1010,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
EVCO-1011,1,제조 공정도,NO,1,5
EVCO-1011,2,별첨. 2,NO,3,1
EVCO-1011,3,생산계획,NO,3,5
EVCO-1011,4,제조지시,NO,5,5
EVCO-1011,5,제조지시 및 기록서,NO,7,5
EVCO-1011,6,원료 출고,NO,8,3
EVCO-1011,7,원료 칭량,NO,9,5
EVCO-1011,8,Q.C,YES,10,8
EVCO-1011,9,혼합 용해,NO,11,5
EVCO-1011,10,냉각․탈포,NO,13,5
EVCO-1011,11,여과,NO,15,5
EVCO-1011,12,Q.C,YES,16,8
EVCO-1011,13,숙성보관,NO,17,5
EVCO-1011,14,반제품 인수,NO,19,5
EVCO-1011,15,자재출고,NO,20,3
EVCO-1011,16,충전,NO,21,5
EVCO-1011,17,Q.C,YES,22,8
EVCO-1011,18,공정검사,NO,23,5
EVCO-1011,19,포장,NO,25,5
EVCO-1011,20,Q.C,YES,26,8
EVCO-1011,21,공정검사,NO,27,5
EVCO-1011,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
EVCO-1012,1,제조 공정도,NO,1,5
EVCO-1012,2,별첨. 2,NO,3,1
EVCO-1012,3,생산계획,NO,3,5
EVCO-1012,4,제조지시,NO,5,5
EVCO-1012,5,제조지시 및 기록서,NO,7,5
EVCO-1012,6,원료 출고,NO,8,3
EVCO-1012,7,원료 칭량,NO,9,5
EVCO-1012,8,Q.C,YES,10,8
EVCO-1012,9,혼합 용해,NO,11,5
EVCO-1012,10,냉각․탈포,NO,13,5
EVCO-1012,11,여과,NO,15,5
EVCO-1012,12,Q.C,YES,16,8
EVCO-1012,13,숙성보관,NO,17,5
EVCO-1012,14,반제품 인수,NO,19,5
EVCO-1012,15,자재출고,NO,20,3
EVCO-1012,16,충전,NO,21,5
EVCO-1012,17,Q.C,YES,22,8
EVCO-1012,18,공정검사,NO,23,5
EVCO-1012,19,포장,NO,25,5
EVCO-1012,20,Q.C,YES,26,8
EVCO-1012,21,공정검사,NO,27,5
EVCO-1012,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
EVCO-1013,1,제조 공정도,NO,1,5
EVCO-1013,2,별첨. 2,NO,3,1
EVCO-1013,3,생산계획,NO,3,5
EVCO-1013,4,제조지시,NO,5,5
EVCO-1013,5,제조지시 및 기록서,NO,7,5
EVCO-1013,6,원료 출고,NO,8,3
EVCO-1013,7,원료 칭량,NO,9,5
EVCO-1013,8,Q.C,YES,10,8
EVCO-1013,9,혼합 용해,NO,11,5
EVCO-1013,10,냉각․탈포,NO,13,5
EVCO-1013,11,여과,NO,15,5
EVCO-1013,12,Q.C,YES,16,8
EVCO-1013,13,숙성보관,NO,17,5
EVCO-1013,14,반제품 인수,NO,19,5
EVCO-1013,15,자재출고,NO,20,3
EVCO-1013,16,충전,NO,21,5
EVCO-1013,17,Q.C,YES,22,8
EVCO-1013,18,공정검사,NO,23,5
EVCO-1013,19,포장,NO,25,5
EVCO-1013,20,Q.C,YES,26,8
EVCO-1013,21,공정검사,NO,27,5
EVCO-1013,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
EVCO-1014,1,제조 공정도,NO,1,5
EVCO-1014,2,별첨. 2,NO,3,1
EVCO-1014,3,생산계획,NO,3,5
EVCO-1014,4,제조지시,NO,5,5
EVCO-1014,5,제조지시 및 기록서,NO,7,5
EVCO-1014,6,원료 출고,NO,8,3
EVCO-1014,7,원료 칭량,NO,9,5
EVCO-1014,8,Q.C,YES,10,8
EVCO-1014,9,혼합 용해,NO,11,5
EVCO-1014,10,냉각․탈포,NO,13,5
EVCO-1014,11,여과,NO,15,5
EVCO-1014,12,Q.C,YES,16,8
EVCO-1014,13,숙성보관,NO,17,5
EVCO-1014,14,반제품 인수,NO,19,5
EVCO-1014,15,자재출고,NO,20,3
EVCO-1014,16,충전,NO,21,5
EVCO-1014,17,Q.C,YES,22,8
EVCO-1014,18,공정검사,NO,23,5
EVCO-1014,19,포장,NO,25,5
EVCO-1014,20,Q.C,YES,26,8
EVCO-1014,21,공정검사,NO,27,5
EVCO-1014,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
EVCO-1015,1,제조 공정도,NO,1,5
EVCO-1015,2,별첨. 2,NO,3,1
EVCO-1015,3,생산계획,NO,3,5
EVCO-1015,4,제조지시,NO,5,5
EVCO-1015,5,제조지시 및 기록서,NO,7,5
EVCO-1015,6,원료 출고,NO,8,3
EVCO-1015,7,원료 칭량,NO,9,5
EVCO-1015,8,Q.C,YES,10,8
EVCO-1015,9,혼합 용해,NO,11,5
EVCO-1015,10,냉각․탈포,NO,13,5
EVCO-1015,11,여과,NO,15,5
EVCO-1015,12,Q.C,YES,16,8
EVCO-1015,13,숙성보관,NO,17,5
EVCO-1015,14,반제품 인수,NO,19,5
EVCO-1015,15,자재출고,NO,20,3
EVCO-1015,16,충전,NO,21,5
EVCO-1015,17,Q.C,YES,22,8
EVCO-1015,18,공정검사,NO,23,5
EVCO-1015,19,포장,NO,25,5
EVCO-1015,20,Q.C,YES,26,8
EVCO-1015,21,공정검사,NO,27,5
EVCO-1015,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
EVCO-1016,1,제조 공정도,NO,1,5
EVCO-1016,2,별첨. 2,NO,3,1
EVCO-1016,3,생산계획,NO,3,5
EVCO-1016,4,제조지시,NO,5,5
EVCO-1016,5,제조지시 및 기록서,NO,7,5
EVCO-1016,6,원료 출고,NO,8,3
EVCO-1016,7,원료 칭량,NO,9,5
EVCO-1016,8,Q.C,YES,10,8
EVCO-1016,9,혼합 용해,NO,11,5
EVCO-1016,10,냉각․탈포,NO,13,5
EVCO-1016,11,여과,NO,15,5
EVCO-1016,12,Q.C,YES,16,8
EVCO-1016,13,숙성보관,NO,17,5
EVCO-1016,14,반제품 인수,NO,19,5
EVCO-1016,15,자재출고,NO,20,3
EVCO-1016,16,충전,NO,21,5
EVCO-1016,17,Q.C,YES,22,8
EVCO-1016,18,공정검사,NO,23,5
EVCO-1016,19,포장,NO,25,5
EVCO-1016,20,Q.C,YES,26,8
EVCO-1016,21,공정검사,NO,27,5
EVCO-1016,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
EVCO-1017,1,제조 공정도,NO,1,5
EVCO-1017,2,별첨. 2,NO,3,1
EVCO-1017,3,생산계획,NO,3,5
EVCO-1017,4,제조지시,NO,5,5
EVCO-1017,5,제조지시 및 기록서,NO,7,5
EVCO-1017,6,원료 출고,NO,8,3
EVCO-1017,7,원료 칭량,NO,9,5
EVCO-1017,8,Q.C,YES,10,8
EVCO-1017,9,혼합 용해,NO,11,5
EVCO-1017,10,냉각․탈포,NO,13,5
EVCO-1017,11,여과,NO,15,5
EVCO-1017,12,Q.C,YES,16,8
EVCO-1017,13,숙성보관,NO,17,5
EVCO-1017,14,반제품 인수,NO,19,5
EVCO-1017,15,자재출고,NO,20,3
EVCO-1017,16,충전,NO,21,5
EVCO-1017,17,Q.C,YES,22,8
EVCO-1017,18,공정검사,NO,23,5
EVCO-1017,19,포장,NO,25,5
EVCO-1017,20,Q.C,YES,26,8
EVCO-1017,21,공정검사,NO,27,5
EVCO-1017,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
EVCO-1018,1,제조 공정도,NO,1,5
EVCO-1018,2,별첨. 2,NO,3,1
EVCO-1018,3,생산계획,NO,3,5
EVCO-1018,4,제조지시,NO,5,5
EVCO-1018,5,제조지시 및 기록서,NO,7,5
EVCO-1018,6,원료 출고,NO,8,3
EVCO-1018,7,원료 칭량,NO,9,5
EVCO-1018,8,Q.C,YES,10,8
EVCO-1018,9,혼합 용해,NO,11,5
EVCO-1018,10,냉각․탈포,NO,13,5
EVCO-1018,11,여과,NO,15,5
EVCO-1018,12,Q.C,YES,16,8
EVCO-1018,13,숙성보관,NO,17,5
EVCO-1018,14,반제품 인수,NO,19,5
EVCO-1018,15,자재출고,NO,20,3
EVCO-1018,16,충전,NO,21,5
EVCO-1018,17,Q.C,YES,22,8
EVCO-1018,18,공정검사,NO,23,5
EVCO-1018,19,포장,NO,25,5
EVCO-1018,20,Q.C,YES,26,8
EVCO-1018,21,공정검사,NO,27,5
EVCO-1018,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
EVCO-1019,1,제조 공정도,NO,1,5
EVCO-1019,2,별첨. 2,NO,3,1
EVCO-1019,3,생산계획,NO,3,5
EVCO-1019,4,제조지시,NO,5,5
EVCO-1019,5,제조지시 및 기록서,NO,7,5
EVCO-1019,6,원료 출고,NO,8,3
EVCO-1019,7,원료 칭량,NO,9,5
EVCO-1019,8,Q.C,YES,10,8
EVCO-1019,9,혼합 용해,NO,11,5
EVCO-1019,10,냉각․탈포,NO,13,5
EVCO-1019,11,여과,NO,15,5
EVCO-1019,12,Q.C,YES,16,8
EVCO-1019,13,숙성보관,NO,17,5
EVCO-1019,14,반제품 인수,NO,19,5
EVCO-1019,15,자재출고,NO,20,3
EVCO-1019,16,충전,NO,21,5
EVCO-1019,17,Q.C,YES,22,8
EVCO-1019,18,공정검사,NO,23,5
EVCO-1019,19,포장,NO,25,5
EVCO-1019,20,Q.C,YES,26,8
EVCO-1019,21,공정검사,NO,27,5
EVCO-1019,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
EVCO-1020,1,제조 공정도,NO,1,5
EVCO-1020,2,별첨. 2,NO,3,1
EVCO-1020,3,생산계획,NO,3,5
EVCO-1020,4,제조지시,NO,5,5
EVCO-1020,5,제조지시 및 기록서,NO,7,5
EVCO-1020,6,원료 출고,NO,8,3
EVCO-1020,7,원료 칭량,NO,9,5
EVCO-1020,8,Q.C,YES,10,8
EVCO-1020,9,혼합 용해,NO,11,5
EVCO-1020,10,냉각․탈포,NO,13,5
EVCO-1020,11,여과,NO,15,5
EVCO-1020,12,Q.C,YES,16,8
EVCO-1020,13,숙성보관,NO,17,5
EVCO-1020,14,반제품 인수,NO,19,5
EVCO-1020,15,자재출고,NO,20,3
EVCO-1020,16,충전,NO,21,5
EVCO-1020,17,Q.C,YES,22,8
EVCO-1020,18,공정검사,NO,23,5
EVCO-1020,19,포장,NO,25,5
EVCO-1020,20,Q.C,YES,26,8
EVCO-1020,21,공정검사,NO,27,5
EVCO-1020,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
EVCO-1021,1,제조 공정도,NO,1,5
EVCO-1021,2,별첨. 2,NO,3,1
EVCO-1021,3,생산계획,NO,3,5
EVCO-1021,4,제조지시,NO,5,5
EVCO-1021,5,제조지시 및 기록서,NO,7,5
EVCO-1021,6,원료 출고,NO,8,3
EVCO-1021,7,원료 칭량,NO,9,5
EVCO-1021,8,Q.C,YES,10,8
EVCO-1021,9,혼합 용해,NO,11,5
EVCO-1021,10,냉각․탈포,NO,13,5
EVCO-1021,11,여과,NO,15,5
EVCO-1021,12,Q.C,YES,16,8
EVCO-1021,13,숙성보관,NO,17,5
EVCO-1021,14,반제품 인수,NO,19,5
EVCO-1021,15,자재출고,NO,20,3
EVCO-1021,16,충전,NO,21,5
EVCO-1021,17,Q.C,YES,22,8
EVCO-1021,18,공정검사,NO,23,5
EVCO-1021,19,포장,NO,25,5
EVCO-1021,20,Q.C,YES,26,8
EVCO-1021,21,공정검사,NO,27,5
EVCO-1021,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
EVCO-1022,1,제조 공정도,NO,1,5
EVCO-1022,2,별첨. 2,NO,3,1
EVCO-1022,3,생산계획,NO,3,5
EVCO-1022,4,제조지시,NO,5,5
EVCO-1022,5,제조지시 및 기록서,NO,7,5
EVCO-1022,6,원료 출고,NO,8,3
EVCO-1022,7,원료 칭량,NO,9,5
EVCO-1022,8,Q.C,YES,10,8
EVCO-1022,9,혼합 용해,NO,11,5
EVCO-1022,10,냉각․탈포,NO,13,5
EVCO-1022,11,여과,NO,15,5
EVCO-1022,12,Q.C,YES,16,8
EVCO-1022,13,숙성보관,NO,17,5
EVCO-1022,14,반제품 인수,NO,19,5
EVCO-1022,15,자재출고,NO,20,3
EVCO-1022,16,충전,NO,21,5
EVCO-1022,17,Q.C,YES,22,8
EVCO-1022,18,공정검사,NO,23,5
EVCO-1022,19,포장,NO,25,5
EVCO-1022,20,Q.C,YES,26,8
EVCO-1022,21,공정검사,NO,27,5
EVCO-1022,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
EVCO-1023,1,제조 공정도,NO,1,5
EVCO-1023,2,별첨. 2,NO,3,1
EVCO-1023,3,생산계획,NO,3,5
EVCO-1023,4,제조지시,NO,5,5
EVCO-1023,5,제조지시 및 기록서,NO,7,5
EVCO-1023,6,원료 출고,NO,8,3
EVCO-1023,7,원료 칭량,NO,9,5
EVCO-1023,8,Q.C,YES,10,8
EVCO-1023,9,혼합 용해,NO,11,5
EVCO-1023,10,냉각․탈포,NO,13,5
EVCO-1023,11,여과,NO,15,5
EVCO-1023,12,Q.C,YES,16,8
EVCO-1023,13,숙성보관,NO,17,5
EVCO-1023,14,반제품 인수,NO,19,5
EVCO-1023,15,자재출고,NO,20,3
EVCO-1023,16,충전,NO,21,5
EVCO-1023,17,Q.C,YES,22,8
EVCO-1023,18,공정검사,NO,23,5
EVCO-1023,19,포장,NO,25,5
EVCO-1023,20,Q.C,YES,26,8
EVCO-1023,21,공정검사,NO,27,5
EVCO-1023,22,㈜ 에바스코스메틱                     A4(210mm*297mm),NO,35,1
EVCO-1024,1,제조 공정도,NO,1,5
EVCO-1024,2,별첨. 2,NO,3,1
EVCO-1024,3,생산계획,NO,3,5
EVCO-1024,4,제조지시,NO,5,5
EVCO-1024,5,제조지시 및 기록서,NO,7,5
EVCO-1024,6,원료 출고,NO,8,3
EVCO-1024,7,원료 칭량,NO,9,5
EVCO-1024,8,Q.C,YES,10,8
EVCO-1024,9,혼합 용해,NO,11,5
EVCO-1024,10,냉각․탈포,NO,13,5
EVCO-1024,11,여과,NO,15,5
EVCO-1024,12,Q.C,YES,16,8
EVCO-1024,13,숙성보관,NO,17,5
EVCO-1024,14,반제품 인수,NO,19,5
