제품코드,순번,원료코드,함량
BTBL003,1.0,MXD-0002,74.56699999999998
BTBL003,2.0,MOL-0002,7.0
BTBL003,3.0,MKG-0001,6.0
BTBL003,4.0,MON-0001,2.0
BTBL003,5.0,MWM-0002,1.5
BTBL003,6.0,MWE-0001,1.5
BTBL003,7.0,MST-0001,1.5
BTBL003,8.0,MWE-0002,1.0
BTBL003,9.0,MWE-0004,1.0
BTBL003,10.0,MSK-0001,0.8
BTBL003,11.0,MSA-0007,0.5
BTBL003,12.0,MOD-0004,0.5
BTBL003,13.0,MXT-0001,0.3
BTBL003,14.0,MFB-0029,0.3
BTBL003,15.0,MPP-0005,0.3
BTBL003,16.0,MWV-0001,0.25
BTBL003,17.0,MPD-0003,0.18
BTBL003,18.0,MPD-0004,0.1
BTBL003,19.0,MWS-0001,0.1
BTBL003,20.0,MOR-0001,0.1
BTBL003,21.0,MVP-0006,0.1
BTBL003,22.0,MAT-0011,0.1
BTBL003,23.0,MWM-0005,0.05
BTBL003,24.0,MAH-0018,0.05
BTBL003,25.0,MAP-0033,0.05
BTBL003,26.0,MVN-0001,0.03
BTBL003,27.0,MXE-0001,0.02
BTBL003,28.0,MAS-0029,0.02
BTBL003,29.0,MOO-0001,0.01
BTBL003,30.0,MOS-0026,0.01
BTBL003,31.0,MOJ-0001,0.01
MLHC006,1.0,MXD-0002,77.32849999999998
MLHC006,2.0,MOL-0002,7.4
MLHC006,3.0,MKG-0001,5.0
MLHC006,4.0,MWE-0002,2.3
MLHC006,5.0,MWP-0009,1.5
MLHC006,6.0,MST-0001,1.3
MLHC006,7.0,MWS-0001,1.0
MLHC006,8.0,MSK-0001,1.0
MLHC006,9.0,MWM-0002,0.8
MLHC006,10.0,MOD-0004,0.5
MLHC006,11.0,MFP-0040,0.5
MLHC006,12.0,MXT-0001,0.3
MLHC006,13.0,MPD-0003,0.2
MLHC006,14.0,MPP-0005,0.2
MLHC006,15.0,MSA-0007,0.1
MLHC006,16.0,MVC-0003,0.1
MLHC006,17.0,MAF-0008,0.1
MLHC006,18.0,MPL-0001,0.06
MLHC006,19.0,MAV-0002,0.05
MLHC006,20.0,MAS-0035,0.05
MLHC006,21.0,MAR-0006,0.05
MLHC006,22.0,MAS-0034,0.05
MLHC006,23.0,MXE-0001,0.03
MLHC006,24.0,MVN-0001,0.03
MLHC006,25.0,MOA-0008,0.01
MLHC006,26.0,MXD-0001,0.01
MLHC006,27.0,MAF-0006,0.01
MLHC006,28.0,MAL-0018,0.01
MLHC006,29.0,MAA-0027,0.01
MLHC006,30.0,MAC-0018,0.001
MLHC006,31.0,MCF-0005,0.00025
MLHC007,1.0,MXD-0002,77.21799999999998
MLHC007,2.0,MOL-0002,7.4
MLHC007,3.0,MKG-0001,5.0
MLHC007,4.0,MWE-0002,2.3
MLHC007,5.0,MWP-0009,1.5
MLHC007,6.0,MST-0001,1.3
MLHC007,7.0,MWS-0001,1.0
MLHC007,8.0,MSK-0001,1.0
MLHC007,9.0,MWM-0002,0.8
MLHC007,10.0,MFP-0039,0.6
MLHC007,11.0,MOD-0004,0.5
MLHC007,12.0,MXT-0001,0.3
MLHC007,13.0,MPD-0003,0.2
MLHC007,14.0,MPP-0005,0.2
MLHC007,15.0,MSA-0007,0.1
MLHC007,16.0,MVC-0003,0.1
MLHC007,17.0,MAS-0033,0.1
MLHC007,18.0,MPL-0001,0.06
MLHC007,19.0,MAV-0002,0.05
MLHC007,20.0,MAS-0035,0.05
MLHC007,21.0,MAR-0006,0.05
MLHC007,22.0,MAF-0008,0.05
MLHC007,23.0,MXE-0001,0.03
MLHC007,24.0,MVN-0001,0.03
MLHC007,25.0,MOA-0008,0.01
MLHC007,26.0,MXD-0001,0.01
MLHC007,27.0,MAC-0035,0.01
MLHC007,28.0,MAG-0022,0.01
MLHC007,29.0,MAL-0019,0.01
MLHC007,30.0,MAC-0038,0.01
MLHC007,31.0,MAC-0018,0.001
MLHC008,1.0,MXD-0002,77.25785999999998
MLHC008,2.0,MOL-0002,7.4
MLHC008,3.0,MKG-0001,5.0
MLHC008,4.0,MWE-0002,2.3
MLHC008,5.0,MWP-0009,1.5
MLHC008,6.0,MST-0001,1.3
MLHC008,7.0,MWS-0001,1.0
MLHC008,8.0,MSK-0001,1.0
MLHC008,9.0,MWM-0002,0.8
MLHC008,10.0,MFB-0040,0.6
MLHC008,11.0,MOD-0004,0.5
MLHC008,12.0,MXT-0001,0.3
MLHC008,13.0,MPD-0003,0.2
MLHC008,14.0,MPP-0005,0.2
MLHC008,15.0,MSA-0007,0.1
MLHC008,16.0,MVC-0003,0.1
MLHC008,17.0,MAG-0024,0.1
MLHC008,18.0,MPL-0001,0.06
MLHC008,19.0,MAV-0002,0.05
MLHC008,20.0,MAS-0035,0.05
MLHC008,21.0,MAR-0006,0.05
MLHC008,22.0,MXE-0001,0.03
MLHC008,23.0,MVN-0001,0.03
MLHC008,24.0,MAF-0008,0.02
MLHC008,25.0,MOA-0008,0.01
MLHC008,26.0,MXD-0001,0.01
MLHC008,27.0,MAL-0018,0.01
MLHC008,28.0,MAO-0006,0.01
MLHC008,29.0,MAT-0010,0.01
MLHC008,30.0,MAC-0018,0.001
MLHC008,31.0,MCF-0005,0.001
PTPW001,1.0,MXO-0001,86.6
PTPW001,2.0,MXC-0007,10.0
PTPW001,3.0,MAC-0040,1.5
PTPW001,4.0,MUZ-0002,0.8
PTPW001,5.0,MAD-0002,0.5
PTPW001,6.0,MAA-0001,0.3
PTPW001,7.0,MAA-0021,0.3
PTPW002,1.0,MAA-0036,100.0
MLHC014,1.0,MXD-0002,68.31899999999999
MLHC014,2.0,MKG-0001,5.0
MLHC014,3.0,MON-0004,5.0
MLHC014,4.0,MWE-0002,4.0
MLHC014,5.0,MWE-0004,3.5
MLHC014,6.0,MOS-0024,3.5
MLHC014,7.0,MOD-0004,3.0
MLHC014,8.0,MSK-0001,1.5
MLHC014,9.0,MWS-0001,1.2
MLHC014,10.0,MSA-0007,1.0
MLHC014,11.0,MST-0001,1.0
MLHC014,12.0,MVV-0004,0.6
MLHC014,13.0,MFB-0087,0.5
MLHC014,14.0,MPS-0002,0.5
MLHC014,15.0,MKC-0003,0.5
MLHC014,16.0,MPP-0005,0.3
MLHC014,17.0,MAR-0006,0.1
MLHC014,18.0,MAJ-0003,0.1
MLHC014,19.0,MAT-0009,0.1
MLHC014,20.0,MWM-0005,0.05
MLHC014,21.0,MAV-0002,0.05
MLHC014,22.0,MAA-0030,0.05
MLHC014,23.0,MXD-0001,0.05
MLHC014,24.0,MXE-0001,0.03
MLHC014,25.0,MVN-0001,0.03
MLHC014,26.0,MOA-0008,0.01
MLHC014,27.0,MOR-0001,0.01
MLHC014,28.0,MAC-0018,0.001
MLHC015,1.0,MXD-0002,68.31899999999999
MLHC015,2.0,MKG-0001,5.0
MLHC015,3.0,MON-0004,5.0
MLHC015,4.0,MWE-0002,4.0
MLHC015,5.0,MWE-0004,3.5
MLHC015,6.0,MOS-0024,3.5
MLHC015,7.0,MOD-0004,3.0
MLHC015,8.0,MSK-0001,1.5
MLHC015,9.0,MWS-0001,1.2
MLHC015,10.0,MSA-0007,1.0
MLHC015,11.0,MST-0001,1.0
MLHC015,12.0,MVV-0004,0.6
MLHC015,13.0,MFP-0028,0.5
MLHC015,14.0,MPS-0002,0.5
MLHC015,15.0,MKC-0003,0.5
MLHC015,16.0,MPP-0005,0.3
MLHC015,17.0,MAR-0006,0.1
MLHC015,18.0,MAJ-0003,0.1
MLHC015,19.0,MAT-0009,0.1
MLHC015,20.0,MWM-0005,0.05
MLHC015,21.0,MAV-0002,0.05
MLHC015,22.0,MAA-0030,0.05
MLHC015,23.0,MXD-0001,0.05
MLHC015,24.0,MXE-0001,0.03
MLHC015,25.0,MVN-0001,0.03
MLHC015,26.0,MOA-0008,0.01
MLHC015,27.0,MOR-0001,0.01
MLHC015,28.0,MAC-0018,0.001
MLHC016,1.0,MXD-0002,68.31899999999999
MLHC016,2.0,MKG-0001,5.0
MLHC016,3.0,MON-0004,5.0
MLHC016,4.0,MWE-0002,4.0
MLHC016,5.0,MWE-0004,3.5
MLHC016,6.0,MOS-0024,3.5
MLHC016,7.0,MOD-0004,3.0
MLHC016,8.0,MSK-0001,1.5
MLHC016,9.0,MWS-0001,1.2
MLHC016,10.0,MSA-0007,1.0
MLHC016,11.0,MST-0001,1.0
MLHC016,12.0,MVV-0004,0.6
MLHC016,13.0,MFS-0083,0.5
MLHC016,14.0,MPS-0002,0.5
MLHC016,15.0,MKC-0003,0.5
MLHC016,16.0,MPP-0005,0.3
MLHC016,17.0,MAR-0006,0.1
MLHC016,18.0,MAJ-0003,0.1
MLHC016,19.0,MAT-0009,0.1
MLHC016,20.0,MWM-0005,0.05
MLHC016,21.0,MAV-0002,0.05
MLHC016,22.0,MAA-0030,0.05
MLHC016,23.0,MXD-0001,0.05
MLHC016,24.0,MXE-0001,0.03
MLHC016,25.0,MVN-0001,0.03
MLHC016,26.0,MOA-0008,0.01
MLHC016,27.0,MOR-0001,0.01
MLHC016,28.0,MAC-0018,0.001
MLHC017,1.0,MXD-0002,68.31899999999999
MLHC017,2.0,MKG-0001,5.0
MLHC017,3.0,MON-0004,5.0
MLHC017,4.0,MWE-0002,4.0
MLHC017,5.0,MWE-0004,3.5
MLHC017,6.0,MOS-0024,3.5
MLHC017,7.0,MOD-0004,3.0
MLHC017,8.0,MSK-0001,1.5
MLHC017,9.0,MWS-0001,1.2
MLHC017,10.0,MSA-0007,1.0
MLHC017,11.0,MST-0001,1.0
MLHC017,12.0,MVV-0004,0.6
MLHC017,13.0,MFB-0088,0.5
MLHC017,14.0,MPS-0002,0.5
MLHC017,15.0,MKC-0003,0.5
MLHC017,16.0,MPP-0005,0.3
MLHC017,17.0,MAR-0006,0.1
MLHC017,18.0,MAJ-0003,0.1
MLHC017,19.0,MAT-0009,0.1
MLHC017,20.0,MWM-0005,0.05
MLHC017,21.0,MAV-0002,0.05
MLHC017,22.0,MAA-0030,0.05
MLHC017,23.0,MXD-0001,0.05
MLHC017,24.0,MXE-0001,0.03
MLHC017,25.0,MVN-0001,0.03
MLHC017,26.0,MOA-0008,0.01
MLHC017,27.0,MOR-0001,0.01
MLHC017,28.0,MAC-0018,0.001
PTFC001,1.0,MXD-0002,33.708
PTFC001,2.0,MKG-0001,27.0
PTFC001,3.0,MSM-0032,16.0
PTFC001,4.0,MSM-0033,10.0
PTFC001,5.0,MSA-0007,3.0
PTFC001,6.0,MWM-0006,2.0
PTFC001,7.0,MLM-0003,2.0
PTFC001,8.0,MWP-0009,1.0
PTFC001,9.0,MSC-0006,1.0
PTFC001,10.0,MOM-0005,1.0
PTFC001,11.0,MK1-0002,0.9
PTFC001,12.0,MXC-0001,0.5
PTFC001,13.0,MXS-0001,0.5
PTFC001,14.0,MPS-0002,0.5
PTFC001,15.0,MPE-0002,0.2
PTFC001,16.0,MAB-0012,0.2
PTFC001,17.0,MXE-0001,0.1
PTFC001,18.0,MAA-0001,0.1
PTFC001,19.0,MXL-0001,0.1
PTFC001,20.0,MPL-0001,0.1
PTFC001,21.0,MAV-0002,0.05
PTFC001,22.0,MAB-0014,0.02
PTFC001,23.0,MXG-0003,0.01
PTFC001,24.0,MXD-0001,0.01
PTFC001,25.0,MAC-0040,0.001
PTFC001,26.0,MXG-0004,0.001
VMSS001,1.0,MXD-0002,73.50859999999999
VMSS001,2.0,MKG-0001,5.0
VMSS001,3.0,MDK-0001,4.0
VMSS001,4.0,MOD-0012,3.0
VMSS001,5.0,MSM-0024,2.5
VMSS001,6.0,MWE-0004,2.0
VMSS001,7.0,MON-0004,2.0
VMSS001,8.0,MKI-0004,2.0
VMSS001,9.0,MWE-0002,1.5
VMSS001,10.0,MSK-0001,0.8
VMSS001,11.0,MVP-0003,0.5
VMSS001,12.0,MSA-0007,0.5
VMSS001,13.0,MV6-0001,0.5
VMSS001,14.0,MPS-0002,0.4
VMSS001,15.0,MPE-0002,0.3
VMSS001,16.0,MXM-0001,0.2
VMSS001,17.0,MAL-0001,0.15
VMSS001,18.0,MAM-0030,0.1
VMSS001,19.0,MOO-0001,0.1
VMSS001,20.0,MOH-0001,0.1
VMSS001,21.0,MAB-0012,0.1
VMSS001,22.0,MAT-0011,0.1
VMSS001,23.0,MAI-0006,0.1
VMSS001,24.0,MAE-0018,0.1
VMSS001,25.0,MAF-0008,0.1
VMSS001,26.0,MFB-0075,0.084
VMSS001,27.0,MXE-0001,0.05
VMSS001,28.0,MXD-0001,0.05
VMSS001,29.0,MFR-0004,0.042
VMSS001,30.0,MFE-0020,0.042
VMSS001,31.0,MXC-0001,0.02
VMBA001,1.0,MXD-0002,77.03
VMBA001,2.0,MKP-0001,4.0
VMBA001,3.0,MOS-0024,4.0
VMBA001,4.0,MWE-0004,2.5
VMBA001,5.0,MOD-0006,2.5
VMBA001,6.0,MAS-0035,2.0
VMBA001,7.0,MWE-0002,1.5
VMBA001,8.0,MSK-0001,1.0
VMBA001,9.0,MOM-0009,1.0
VMBA001,10.0,MOD-0004,1.0
VMBA001,11.0,MSM-0031,0.8
VMBA001,12.0,MON-0004,0.5
VMBA001,13.0,MPS-0002,0.4
VMBA001,14.0,MPE-0002,0.3
VMBA001,15.0,MVP-0009,0.2
VMBA001,16.0,MSM-0024,0.2
VMBA001,17.0,MST-0002,0.2
VMBA001,18.0,MOM-0005,0.1
VMBA001,19.0,MOH-0001,0.1
VMBA001,20.0,MFS-0099,0.1
VMBA001,21.0,MAP-0020,0.1
VMBA001,22.0,MAP-0011,0.1
VMBA001,23.0,MAA-0035,0.1
VMBA001,24.0,MAE-0018,0.1
VMBA001,25.0,MAP-0033,0.1
VMBA001,26.0,MXE-0001,0.05
VMBA001,27.0,MXD-0001,0.01
VMBA001,28.0,MAP-0035,0.01
VMSF001,1.0,MXD-0002,48.05200000000001
VMSF001,2.0,MKE-0001,26.0
VMSF001,3.0,MAH-0006,20.0
VMSF001,4.0,MAB-0012,1.5
VMSF001,5.0,MST-0002,1.4
VMSF001,6.0,MAT-0011,1.0
VMSF001,7.0,MK1-0002,0.8
VMSF001,8.0,MXT-0001,0.2
VMSF001,9.0,MVC-0003,0.18
VMSF001,10.0,MXM-0001,0.15
VMSF001,11.0,MFB-0075,0.125
VMSF001,12.0,MAA-0001,0.1
VMSF001,13.0,MAI-0006,0.1
VMSF001,14.0,MAE-0018,0.1
VMSF001,15.0,MFR-0004,0.062
VMSF001,16.0,MFE-0020,0.062
VMSF001,17.0,MXD-0001,0.05
VMSF001,18.0,MPL-0001,0.04
VMSF001,19.0,MFL-0009,0.025
VMSF001,20.0,MOH-0001,0.02
VMSF001,21.0,MFP-0038,0.012
VMSF001,22.0,MFO-0005,0.012
VMSF001,23.0,MAB-0017,0.01
BDFD001,1.0,MOD-0006,50.4
BDFD001,2.0,MXD-0002,25.46
BDFD001,3.0,MXL-0002,12.0
BDFD001,4.0,MSA-0014,6.4
BDFD001,5.0,MFS-0041,2.8
BDFD001,6.0,MDA-0002,2.0
BDFD001,7.0,MXM-0001,0.64
BDFD001,8.0,MAS-0022,0.1
BDFD001,9.0,MAG-0009,0.1
BDFD001,10.0,MAT-0009,0.1
PTEF001,1.0,MXD-0002,37.03999999999999
PTEF001,2.0,MK1-0001,25.0
PTEF001,3.0,MAN-0009,20.0
PTEF001,4.0,MKD-0005,6.0
PTEF001,5.0,MKC-0003,5.0
PTEF001,6.0,MKL-0001,3.0
PTEF001,7.0,MAS-0028,2.0
PTEF001,8.0,MK1-0002,1.0
PTEF001,9.0,MPS-0002,0.3
PTEF001,10.0,MVC-0004,0.2
PTEF001,11.0,MAL-0001,0.2
PTEF001,12.0,MAB-0016,0.1
PTEF001,13.0,MKH-0005,0.1
PTEF001,14.0,MPL-0001,0.06
PTEF002,1.0,MXD-0002,77.37899999999999
PTEF002,2.0,MKD-0006,6.5
PTEF002,3.0,MAR-0016,3.5
PTEF002,4.0,MAP-0030,3.0
PTEF002,5.0,MKL-0001,2.0
PTEF002,6.0,MKC-0003,2.0
PTEF002,7.0,MK1-0002,1.0
PTEF002,8.0,MXL-0001,0.8
PTEF002,9.0,MVN-0001,0.65
PTEF002,10.0,MXG-0003,0.5
PTEF002,11.0,MAA-0032,0.5
PTEF002,12.0,MAL-0019,0.5
PTEF002,13.0,MXS-0008,0.3
PTEF002,14.0,MAF-0008,0.24
PTEF002,15.0,MAH-0021,0.2
PTEF002,16.0,MAS-0033,0.2
PTEF002,17.0,MAB-0014,0.2
PTEF002,18.0,MXN-0004,0.15
PTEF002,19.0,MXC-0001,0.1
PTEF002,20.0,MST-0002,0.1
PTEF002,21.0,MXD-0001,0.1
PTEF002,22.0,MXS-0001,0.05
PTEF002,23.0,MXE-0001,0.03
PTEF002,24.0,MXG-0004,0.001
PTEF003,1.0,MXD-0002,76.59
PTEF003,2.0,MK1-0001,6.0
PTEF003,3.0,MAB-0012,5.0
PTEF003,4.0,MKD-0006,3.0
PTEF003,5.0,MAT-0012,3.0
PTEF003,6.0,MAO-0009,2.0
PTEF003,7.0,MAY-0010,2.0
PTEF003,8.0,MK1-0002,1.5
PTEF003,9.0,MPS-0002,0.4
PTEF003,10.0,MVN-0001,0.3
PTEF003,11.0,MXS-0008,0.1
PTEF003,12.0,MAA-0001,0.05
PTEF003,13.0,MAD-0002,0.02
PTEF003,14.0,MXC-0001,0.01
PTEF003,15.0,MXL-0001,0.01
PTEF003,16.0,MXG-0004,0.01
PTEF003,17.0,MAF-0006,0.01
BTMD001,1.0,MXD-0002,82.808
BTMD001,2.0,MKE-0001,12.0
BTMD001,3.0,MSC-0006,2.5
BTMD001,4.0,MFB-0089,1.2
BTMD001,5.0,MKG-0001,1.0
BTMD001,6.0,MPS-0003,0.3
BTMD001,7.0,MXS-0008,0.1
BTMD001,8.0,MXC-0001,0.08
BTMD001,9.0,MAP-0031,0.01
BTMD001,10.0,MFB-0075,0.001
BTMD001,11.0,MFL-0009,0.001
ILWS003,1.0,MXD-0002,66.27
ILWS003,2.0,MSM-0013,12.5
ILWS003,3.0,MKG-0001,10.0
ILWS003,4.0,MSP-0004,6.0
ILWS003,5.0,MAR-0006,2.0
ILWS003,6.0,MAY-0007,0.5
ILWS003,7.0,MAG-0009,0.5
ILWS003,8.0,MPS-0003,0.4
ILWS003,9.0,MFS-0041,0.35
ILWS003,10.0,MXC-0001,0.3
ILWS003,11.0,MXL-0001,0.15
ILWS003,12.0,MXE-0001,0.1
ILWS003,13.0,MAF-0006,0.1
ILWS003,14.0,MAT-0009,0.1
ILWS003,15.0,MAH-0022,0.1
ILWS003,16.0,MAT-0012,0.1
ILWS003,17.0,MSP-0005,0.05
ILWS003,18.0,MXC-0004,0.05
ILWS003,19.0,MPL-0001,0.05
ILWS003,20.0,MAA-0035,0.05
ILWS003,21.0,MAH-0006,0.05
ILWS003,22.0,MAJ-0004,0.05
ILWS003,23.0,MAY-0005,0.05
ILWS003,24.0,MAM-0001,0.05
ILWS003,25.0,MAC-0001,0.05
ILWS003,26.0,MXS-0008,0.04
ILWS003,27.0,MXM-0001,0.04
ILWS004,1.0,MXD-0002,66.57
ILWS004,2.0,MSM-0013,12.5
ILWS004,3.0,MKG-0001,10.0
ILWS004,4.0,MSP-0004,6.0
ILWS004,5.0,MAR-0006,2.0
ILWS004,6.0,MAY-0007,0.5
ILWS004,7.0,MPS-0003,0.4
ILWS004,8.0,MFA-0014,0.35
ILWS004,9.0,MXC-0001,0.3
ILWS004,10.0,MAC-0038,0.3
ILWS004,11.0,MXL-0001,0.15
ILWS004,12.0,MXE-0001,0.1
ILWS004,13.0,MAF-0006,0.1
ILWS004,14.0,MAT-0009,0.1
ILWS004,15.0,MAH-0022,0.1
ILWS004,16.0,MSP-0005,0.05
ILWS004,17.0,MXC-0004,0.05
ILWS004,18.0,MPL-0001,0.05
ILWS004,19.0,MAA-0035,0.05
ILWS004,20.0,MAH-0006,0.05
ILWS004,21.0,MAJ-0004,0.05
ILWS004,22.0,MAY-0005,0.05
ILWS004,23.0,MAM-0001,0.05
ILWS004,24.0,MAC-0001,0.05
ILWS004,25.0,MXS-0008,0.04
ILWS004,26.0,MXM-0001,0.04
ILMT003,1.0,MXD-0002,84.858
ILMT003,2.0,MKI-0004,6.0
ILMT003,3.0,MSS-0007,2.2
ILMT003,4.0,MAR-0006,2.0
ILMT003,5.0,MKG-0001,1.0
ILMT003,6.0,MKL-0001,0.5
ILMT003,7.0,MPS-0002,0.5
ILMT003,8.0,MAG-0009,0.5
ILMT003,9.0,MXC-0007,0.3
ILMT003,10.0,MAY-0007,0.3
ILMT003,11.0,MKA-0001,0.2
ILMT003,12.0,MXS-0008,0.2
ILMT003,13.0,MPE-0002,0.2
ILMT003,14.0,MFS-0041,0.2
ILMT003,15.0,MXC-0001,0.1
ILMT003,16.0,MAF-0006,0.1
ILMT003,17.0,MAT-0011,0.1
ILMT003,18.0,MAT-0009,0.1
ILMT003,19.0,MAH-0022,0.1
ILMT003,20.0,MAT-0012,0.1
ILMT003,21.0,MXG-0003,0.05
ILMT003,22.0,MXL-0001,0.05
ILMT003,23.0,MAL-0022,0.05
ILMT003,24.0,MAA-0035,0.05
ILMT003,25.0,MAH-0006,0.05
ILMT003,26.0,MAM-0001,0.05
ILMT003,27.0,MAC-0001,0.05
ILMT003,28.0,MXE-0001,0.03
ILMT003,29.0,MXM-0001,0.03
ILMT003,30.0,MAD-0002,0.02
ILMT003,31.0,MXD-0001,0.01
ILMT004,1.0,MXD-0002,85.159
ILMT004,2.0,MKI-0004,6.0
ILMT004,3.0,MSS-0007,2.2
ILMT004,4.0,MAR-0006,2.0
ILMT004,5.0,MKG-0001,1.0
ILMT004,6.0,MKL-0001,0.5
ILMT004,7.0,MPS-0002,0.5
ILMT004,8.0,MXC-0007,0.3
ILMT004,9.0,MAY-0007,0.3
ILMT004,10.0,MAC-0038,0.3
ILMT004,11.0,MKA-0001,0.2
ILMT004,12.0,MXS-0008,0.2
ILMT004,13.0,MPE-0002,0.2
ILMT004,14.0,MFA-0014,0.2
ILMT004,15.0,MXC-0001,0.1
ILMT004,16.0,MAF-0006,0.1
ILMT004,17.0,MAT-0011,0.1
ILMT004,18.0,MAT-0009,0.1
ILMT004,19.0,MAH-0022,0.1
ILMT004,20.0,MXG-0003,0.05
ILMT004,21.0,MXL-0001,0.05
ILMT004,22.0,MAL-0022,0.05
ILMT004,23.0,MAA-0035,0.05
ILMT004,24.0,MAH-0006,0.05
ILMT004,25.0,MAM-0001,0.05
ILMT004,26.0,MAC-0001,0.05
ILMT004,27.0,MXE-0001,0.03
ILMT004,28.0,MXM-0001,0.03
ILMT004,29.0,MAD-0002,0.02
ILMT004,30.0,MXD-0001,0.01
ILMT004,31.0,MFP-0038,0.001
VMOL001,1.0,MOS-0024,56.9
VMOL001,2.0,MOD-0006,31.808400000000002
VMOL001,3.0,MOF-0002,10.039959999999994
VMOL001,4.0,MUP-0002,0.5
VMOL001,5.0,MFS-0099,0.45
VMOL001,6.0,MOS-0011,0.1
VMOL001,7.0,MOA-0008,0.1
VMOL001,8.0,MOH-0001,0.1
VMOL001,9.0,MOR-0001,0.001
VMOL001,10.0,MAS-0035,0.0001
VMOL001,11.0,MAP-0020,0.0001
VMOL001,12.0,MAA-0035,0.0001
VMOL001,13.0,MAE-0018,0.0001
VMOL001,14.0,MAP-0035,0.0001
VMOL001,15.0,MAP-0033,0.0001
VMOL001,16.0,MCR-0006,4e-05
VMCP001,1.0,MKE-0001,47.0
VMCP001,2.0,MKP-0001,37.53994
VMCP001,3.0,MWL-0004,10.0
VMCP001,4.0,MSM-0024,4.0
VMCP001,5.0,MFS-0099,0.8
VMCP001,6.0,MK1-0001,0.1
VMCP001,7.0,MKG-0001,0.1
VMCP001,8.0,MKD-0006,0.1
VMCP001,9.0,MAP-0035,0.1
VMCP001,10.0,MXD-0002,0.06
VMCP001,11.0,MOH-0001,0.05
VMCP001,12.0,MAE-0018,0.05
VMCP001,13.0,MAK-0001,0.05
VMCP001,14.0,MAP-0020,0.01
VMCP001,15.0,MAP-0011,0.01
VMCP001,16.0,MKP-0003,0.01
VMCP001,17.0,MAG-0007,0.01
VMCP001,18.0,MAM-0011,0.01
VMCP001,19.0,MCR-0007,5.9999999999999995e-05
PTBC002,1.0,MXD-0002,33.239
PTBC002,2.0,MSM-0013,25.0
PTBC002,3.0,MSM-0029,14.0
PTBC002,4.0,MWL-0003,6.5
PTBC002,5.0,MKG-0001,5.5
PTBC002,6.0,MSM-0034,4.0
PTBC002,7.0,MKP-0001,3.0
PTBC002,8.0,MXK-0002,2.6
PTBC002,9.0,MWM-0006,1.5
PTBC002,10.0,MST-0002,0.9
PTBC002,11.0,MFB-0077,0.85
PTBC002,12.0,MSM-0035,0.6
PTBC002,13.0,MPE-0002,0.5
PTBC002,14.0,MXS-0001,0.5
PTBC002,15.0,MAB-0012,0.5
PTBC002,16.0,MPS-0002,0.2
PTBC002,17.0,MPL-0001,0.1
PTBC002,18.0,MAG-0009,0.1
PTBC002,19.0,MAA-0002,0.1
PTBC002,20.0,MAO-0009,0.1
PTBC002,21.0,MAY-0010,0.1
PTBC002,22.0,MXE-0001,0.05
PTBC002,23.0,MAT-0012,0.05
PTBC002,24.0,MAC-0001,0.01
PTBC002,25.0,MAC-0040,0.001
MLPF001,1.0,MKE-0001,84.45
MLPF001,2.0,MFP-0028,12.0
MLPF001,3.0,MXD-0002,3.5
MLPF001,4.0,MUA-0001,0.05
MLPF002,1.0,MKE-0001,84.45
MLPF002,2.0,MFP-0028,12.0
MLPF002,3.0,MXD-0002,3.5
MLPF002,4.0,MUA-0001,0.05
MLPF003,1.0,MKE-0001,84.45
MLPF003,2.0,MFP-0028,12.0
MLPF003,3.0,MXD-0002,3.5
MLPF003,4.0,MUA-0001,0.05
MLPF004,1.0,MKE-0001,84.45
MLPF004,2.0,MFP-0028,12.0
MLPF004,3.0,MXD-0002,3.5
MLPF004,4.0,MUA-0001,0.05
MLPF005,1.0,MKE-0001,84.45
MLPF005,2.0,MFP-0028,12.0
MLPF005,3.0,MXD-0002,3.5
MLPF005,4.0,MUA-0001,0.05
BDFS002,1.0,MXD-0002,80.92799999999998
BDFS002,2.0,MKE-0001,8.0
BDFS002,3.0,MKD-0006,3.5
BDFS002,4.0,MKP-0001,2.5
BDFS002,5.0,MKS-0002,2.05
BDFS002,6.0,MVC-0003,1.5
BDFS002,7.0,MPS-0002,0.5
BDFS002,8.0,MSC-0006,0.4
BDFS002,9.0,MSM-0024,0.2
BDFS002,10.0,MAA-0001,0.1
BDFS002,11.0,MFS-0041,0.1
BDFS002,12.0,MXC-0001,0.1
BDFS002,13.0,MPL-0001,0.05
BDFS002,14.0,MXE-0001,0.02
BDFS002,15.0,MAS-0022,0.01
BDFS002,16.0,MAL-0018,0.01
BDFS002,17.0,MAG-0009,0.01
BDFS002,18.0,MAR-0011,0.01
BDFS002,19.0,MAT-0009,0.01
BDFS002,20.0,MXM-0001,0.001
BDFS002,21.0,MXG-0003,0.001
RRBM010,1.0,MKE-0001,62.0
RRBM010,2.0,MXD-0002,34.48
RRBM010,3.0,MFP-0033,2.5
RRBM010,4.0,MSC-0006,0.4
RRBM010,5.0,MSE-0013,0.4
RRBM010,6.0,MUA-0001,0.1
RRBM010,7.0,MAT-0011,0.02
RRBM010,8.0,MAA-0002,0.01
RRBM010,9.0,MAE-0013,0.01
RRBM010,10.0,MAM-0011,0.01
RRBM010,11.0,MAR-0006,0.01
RRBM010,12.0,MAT-0009,0.01
RRBM010,13.0,MAL-0020,0.01
RRBM010,14.0,MAJ-0004,0.01
RRBM010,15.0,MAH-0020,0.01
RRBM010,16.0,MAS-0029,0.01
RRBM010,17.0,MAA-0027,0.01
RRBM011,1.0,MKE-0001,62.0
