관리번호,제품명,품목코드,TEST,SPECIFICATION,RESULT
EVCO-1264,HOTEL CRESCENDO Nourishing Body Wash,HCBC001,Appearance,Transparent Oil,PASSED TO THE TEST
EVCO-1264,HOTEL CRESCENDO Nourishing Body Wash,HCBC001,Color,Pale Yellow,PASSED TO THE TEST
EVCO-1264,HOTEL CRESCENDO Nourishing Body Wash,HCBC001,Odor,Fragrance,PASSED TO THE TEST
EVCO-1264,HOTEL CRESCENDO Nourishing Body Wash,HCBC001,pH ( 25℃ ),6.30 ± 1.0 (25℃),0.0
EVCO-1264,HOTEL CRESCENDO Nourishing Body Wash,HCBC001,Viscosity,"10,000 ± 3,000 Cps",0.0
EVCO-1264,HOTEL CRESCENDO Nourishing Body Wash,HCBC001,Microorganism,MAX. 500 CFU/g,
EVCO-1264,HOTEL CRESCENDO Nourishing Body Wash,HCBC001,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1264,HOTEL CRESCENDO Nourishing Body Wash,HCBC001,Content,500 ml,0.0
EVCO-1265,HOTEL CRESCENDO Nourishing Body Lotion,HCBL001,Appearance,Transparent Oil,PASSED TO THE TEST
EVCO-1265,HOTEL CRESCENDO Nourishing Body Lotion,HCBL001,Color,Pale Yellow,PASSED TO THE TEST
EVCO-1265,HOTEL CRESCENDO Nourishing Body Lotion,HCBL001,Odor,Fragrance,PASSED TO THE TEST
EVCO-1265,HOTEL CRESCENDO Nourishing Body Lotion,HCBL001,pH ( 25℃ ),6.50 ± 1.0 (25℃),0.0
EVCO-1265,HOTEL CRESCENDO Nourishing Body Lotion,HCBL001,Viscosity,"25,000 ± 8,000 Cps",0.0
EVCO-1265,HOTEL CRESCENDO Nourishing Body Lotion,HCBL001,Microorganism,MAX. 500 CFU/g,
EVCO-1265,HOTEL CRESCENDO Nourishing Body Lotion,HCBL001,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1265,HOTEL CRESCENDO Nourishing Body Lotion,HCBL001,Content,500 ml,0.0
EVCO-1266,HOTEL CRESCENDO Nourishing Shampoo,HCSP001,Appearance,Transparent Oil,PASSED TO THE TEST
EVCO-1266,HOTEL CRESCENDO Nourishing Shampoo,HCSP001,Color,Pale Yellow,PASSED TO THE TEST
EVCO-1266,HOTEL CRESCENDO Nourishing Shampoo,HCSP001,Odor,Fragrance,PASSED TO THE TEST
EVCO-1266,HOTEL CRESCENDO Nourishing Shampoo,HCSP001,pH ( 25℃ ),6.30 ± 1.0 (25℃),0.0
EVCO-1266,HOTEL CRESCENDO Nourishing Shampoo,HCSP001,Viscosity,"5,000 ± 1,500 Cps",0.0
EVCO-1266,HOTEL CRESCENDO Nourishing Shampoo,HCSP001,Microorganism,MAX. 500 CFU/g,
EVCO-1266,HOTEL CRESCENDO Nourishing Shampoo,HCSP001,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1266,HOTEL CRESCENDO Nourishing Shampoo,HCSP001,Content,500 ml,0.0
EVCO-1267,HOTEL CRESCENDO Nourishing Conditioner,HCRS001,Appearance,Transparent Oil,PASSED TO THE TEST
EVCO-1267,HOTEL CRESCENDO Nourishing Conditioner,HCRS001,Color,Pale Yellow,PASSED TO THE TEST
EVCO-1267,HOTEL CRESCENDO Nourishing Conditioner,HCRS001,Odor,Fragrance,PASSED TO THE TEST
EVCO-1267,HOTEL CRESCENDO Nourishing Conditioner,HCRS001,pH ( 25℃ ),5.70 ± 1.0 (25℃),0.0
EVCO-1267,HOTEL CRESCENDO Nourishing Conditioner,HCRS001,Viscosity,"22,000 ± 8,000 Cps",0.0
EVCO-1267,HOTEL CRESCENDO Nourishing Conditioner,HCRS001,Microorganism,MAX. 500 CFU/g,
EVCO-1267,HOTEL CRESCENDO Nourishing Conditioner,HCRS001,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1267,HOTEL CRESCENDO Nourishing Conditioner,HCRS001,Content,500 ml,0.0
EVCO-1268,HOTEL CRESCENDO Gentle Hand Wash,HCHW001,Appearance,Transparent Oil,PASSED TO THE TEST
EVCO-1268,HOTEL CRESCENDO Gentle Hand Wash,HCHW001,Color,Pale Yellow,PASSED TO THE TEST
EVCO-1268,HOTEL CRESCENDO Gentle Hand Wash,HCHW001,Odor,Fragrance,PASSED TO THE TEST
EVCO-1268,HOTEL CRESCENDO Gentle Hand Wash,HCHW001,pH ( 25℃ ),6.30 ± 1.0 (25℃),0.0
EVCO-1268,HOTEL CRESCENDO Gentle Hand Wash,HCHW001,Viscosity,"10,000 ± 3,000 Cps",0.0
EVCO-1268,HOTEL CRESCENDO Gentle Hand Wash,HCHW001,Microorganism,MAX. 500 CFU/g,
EVCO-1268,HOTEL CRESCENDO Gentle Hand Wash,HCHW001,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1268,HOTEL CRESCENDO Gentle Hand Wash,HCHW001,Content,500 ml,0.0
EVCO-1269,Fraijour Alchemic Ginsenoside Exo-Wrap Mask,FJMK008,Appearance,Viscous Liquid,PASSED TO THE TEST
EVCO-1269,Fraijour Alchemic Ginsenoside Exo-Wrap Mask,FJMK008,Color,Colorless Translucent,PASSED TO THE TEST
EVCO-1269,Fraijour Alchemic Ginsenoside Exo-Wrap Mask,FJMK008,Odor,Fragrance,PASSED TO THE TEST
EVCO-1269,Fraijour Alchemic Ginsenoside Exo-Wrap Mask,FJMK008,pH ( 25℃ ),4.50 ± 1.0 (25℃),0.0
EVCO-1269,Fraijour Alchemic Ginsenoside Exo-Wrap Mask,FJMK008,Viscosity,"50,000 ± 20,000 Cps",0.0
EVCO-1269,Fraijour Alchemic Ginsenoside Exo-Wrap Mask,FJMK008,Microorganism,MAX. 500 CFU/g,
EVCO-1269,Fraijour Alchemic Ginsenoside Exo-Wrap Mask,FJMK008,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1269,Fraijour Alchemic Ginsenoside Exo-Wrap Mask,FJMK008,Content,80 g,0.0
EVCO-1270,Char Char Argan Oil Ginger Cooling Care Body Wash,AOBC005,Appearance,Transparent Oil,PASSED TO THE TEST
EVCO-1270,Char Char Argan Oil Ginger Cooling Care Body Wash,AOBC005,Color,Pale Yellow,PASSED TO THE TEST
EVCO-1270,Char Char Argan Oil Ginger Cooling Care Body Wash,AOBC005,Odor,Fragrance,PASSED TO THE TEST
EVCO-1270,Char Char Argan Oil Ginger Cooling Care Body Wash,AOBC005,pH ( 25℃ ),6.00 ± 1.0 (25℃),0.0
EVCO-1270,Char Char Argan Oil Ginger Cooling Care Body Wash,AOBC005,Viscosity,"1,000 ± 500 Cps",0.0
EVCO-1270,Char Char Argan Oil Ginger Cooling Care Body Wash,AOBC005,Microorganism,MAX. 500 CFU/g,
EVCO-1270,Char Char Argan Oil Ginger Cooling Care Body Wash,AOBC005,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1270,Char Char Argan Oil Ginger Cooling Care Body Wash,AOBC005,Content,1000 ml,0.0
EVCO-,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Appearance,Viscous Liquid,PASSED TO THE TEST
EVCO-,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Color,Coral,PASSED TO THE TEST
EVCO-,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Odor,Fragrance,PASSED TO THE TEST
EVCO-,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,pH ( 25℃ ),5.50 ± 1.00,5.52
EVCO-,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,"Hardness ( 25℃ , Cps)","5,000 ± 2,000",5200.0
EVCO-,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Content,300 ml,PASSED TO THE TEST
EVCO-,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Appearance,Viscous Liquid,PASSED TO THE TEST
EVCO-,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Color,Coral,PASSED TO THE TEST
EVCO-,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Odor,Fragrance,PASSED TO THE TEST
EVCO-,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,pH ( 25℃ ),5.50 ± 1.00,5.52
EVCO-,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,"Hardness ( 25℃ , Cps)","5,000 ± 2,000",5200.0
EVCO-,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Content,300 ml,PASSED TO THE TEST
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Appearance,Viscous Liquid,PASSED TO THE TEST
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Color,Coral,PASSED TO THE TEST
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Odor,Fragrance,PASSED TO THE TEST
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,pH ( 25℃ ),5.50 ± 1.00,5.52
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,"Hardness ( 25℃ , Cps)","5,000 ± 2,000",5200.0
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Content,300 ml,PASSED TO THE TEST
정제수,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Appearance,Viscous Liquid,PASSED TO THE TEST
정제수,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Color,Coral,PASSED TO THE TEST
정제수,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Odor,Fragrance,PASSED TO THE TEST
정제수,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,pH ( 25℃ ),5.50 ± 1.00,5.52
정제수,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,"Hardness ( 25℃ , Cps)","5,000 ± 2,000",5200.0
정제수,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
정제수,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
정제수,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Content,300 ml,PASSED TO THE TEST
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Appearance,Viscous Liquid,PASSED TO THE TEST
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Color,Coral,PASSED TO THE TEST
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Odor,Fragrance,PASSED TO THE TEST
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,pH ( 25℃ ),5.50 ± 1.00,5.52
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,"Hardness ( 25℃ , Cps)","5,000 ± 2,000",5200.0
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Content,300 ml,PASSED TO THE TEST
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Appearance,Viscous Liquid,PASSED TO THE TEST
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Color,Coral,PASSED TO THE TEST
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Odor,Fragrance,PASSED TO THE TEST
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,pH ( 25℃ ),5.50 ± 1.00,5.52
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,"Hardness ( 25℃ , Cps)","5,000 ± 2,000",5200.0
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Content,300 ml,PASSED TO THE TEST
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Appearance,Viscous Liquid,PASSED TO THE TEST
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Color,Coral,PASSED TO THE TEST
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Odor,Fragrance,PASSED TO THE TEST
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,pH ( 25℃ ),5.50 ± 1.00,5.52
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,"Hardness ( 25℃ , Cps)","5,000 ± 2,000",5200.0
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
MXD-0002A-1,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Content,300 ml,PASSED TO THE TEST
정제수,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Appearance,Viscous Liquid,PASSED TO THE TEST
정제수,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Color,Coral,PASSED TO THE TEST
정제수,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Odor,Fragrance,PASSED TO THE TEST
정제수,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,pH ( 25℃ ),5.50 ± 1.00,5.52
정제수,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,"Hardness ( 25℃ , Cps)","5,000 ± 2,000",5200.0
정제수,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
정제수,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
정제수,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Content,300 ml,PASSED TO THE TEST
EVCO-221,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Appearance,Viscous Liquid,PASSED TO THE TEST
EVCO-221,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Color,Coral,PASSED TO THE TEST
EVCO-221,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Odor,Fragrance,PASSED TO THE TEST
EVCO-221,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,pH ( 25℃ ),5.50 ± 1.00,5.52
EVCO-221,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,"Hardness ( 25℃ , Cps)","5,000 ± 2,000",5200.0
EVCO-221,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-221,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-221,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Content,300 ml,PASSED TO THE TEST
MOD-0006,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Appearance,Viscous Liquid,PASSED TO THE TEST
MOD-0006,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Color,Coral,PASSED TO THE TEST
MOD-0006,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Odor,Fragrance,PASSED TO THE TEST
MOD-0006,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,pH ( 25℃ ),5.50 ± 1.00,5.52
MOD-0006,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,"Hardness ( 25℃ , Cps)","5,000 ± 2,000",5200.0
MOD-0006,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
MOD-0006,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
MOD-0006,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Content,300 ml,PASSED TO THE TEST
MXD-0002,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Appearance,Viscous Liquid,PASSED TO THE TEST
MXD-0002,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Color,Coral,PASSED TO THE TEST
MXD-0002,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Odor,Fragrance,PASSED TO THE TEST
MXD-0002,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,pH ( 25℃ ),5.50 ± 1.00,5.52
MXD-0002,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,"Hardness ( 25℃ , Cps)","5,000 ± 2,000",5200.0
MXD-0002,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
MXD-0002,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
MXD-0002,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Content,300 ml,PASSED TO THE TEST
MXD-0002,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Appearance,Viscous Liquid,PASSED TO THE TEST
MXD-0002,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Color,Coral,PASSED TO THE TEST
MXD-0002,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Odor,Fragrance,PASSED TO THE TEST
MXD-0002,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,pH ( 25℃ ),5.50 ± 1.00,5.52
MXD-0002,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,"Hardness ( 25℃ , Cps)","5,000 ± 2,000",5200.0
MXD-0002,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
MXD-0002,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
MXD-0002,Evas White Cacao Ciocolato Body Wash,7  Oct . 2011,Content,300 ml,PASSED TO THE TEST
EVCO-224,탑룩핸드크림(상큼한레몬향),TLHC001,Appearance,Cream,PASSED TO THE TEST
EVCO-224,탑룩핸드크림(상큼한레몬향),TLHC001,Color,White,PASSED TO THE TEST
EVCO-224,탑룩핸드크림(상큼한레몬향),TLHC001,Odor,Fragrance,PASSED TO THE TEST
EVCO-224,탑룩핸드크림(상큼한레몬향),TLHC001,pH ( 25℃ ),6.00 ± 0.50 (25℃),6.18
EVCO-224,탑룩핸드크림(상큼한레몬향),TLHC001,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-224,탑룩핸드크림(상큼한레몬향),TLHC001,Viscosity,"35,000 ± 5,000 Cps",36500.0
EVCO-224,탑룩핸드크림(상큼한레몬향),TLHC001,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-224,탑룩핸드크림(상큼한레몬향),TLHC001,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-224,탑룩핸드크림(상큼한레몬향),TLHC001,Content,50ml,PASSED TO THE TEST
제품표준서_EVCO237_(GVHC001)-지피엠 플라워 인스파이어 핸드크림(포매그래니트),GPM Flower Inspire Hand Cream (pomegranate),2012.11.01,Appearance,Cream,PASSED TO THE TEST
제품표준서_EVCO237_(GVHC001)-지피엠 플라워 인스파이어 핸드크림(포매그래니트),GPM Flower Inspire Hand Cream (pomegranate),2012.11.01,Color,White,PASSED TO THE TEST
제품표준서_EVCO237_(GVHC001)-지피엠 플라워 인스파이어 핸드크림(포매그래니트),GPM Flower Inspire Hand Cream (pomegranate),2012.11.01,Odor,Fragrance,PASSED TO THE TEST
제품표준서_EVCO237_(GVHC001)-지피엠 플라워 인스파이어 핸드크림(포매그래니트),GPM Flower Inspire Hand Cream (pomegranate),2012.11.01,pH ( 25℃ ),6.0 ± 1.0,6.0
제품표준서_EVCO237_(GVHC001)-지피엠 플라워 인스파이어 핸드크림(포매그래니트),GPM Flower Inspire Hand Cream (pomegranate),2012.11.01,Mercury,≤20 ppm,≤1 ppm
제품표준서_EVCO237_(GVHC001)-지피엠 플라워 인스파이어 핸드크림(포매그래니트),GPM Flower Inspire Hand Cream (pomegranate),2012.11.01,Viscosity,"35,000 ± 5,000",32000.0
제품표준서_EVCO237_(GVHC001)-지피엠 플라워 인스파이어 핸드크림(포매그래니트),GPM Flower Inspire Hand Cream (pomegranate),2012.11.01,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
제품표준서_EVCO237_(GVHC001)-지피엠 플라워 인스파이어 핸드크림(포매그래니트),GPM Flower Inspire Hand Cream (pomegranate),2012.11.01,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
제품표준서_EVCO237_(GVHC001)-지피엠 플라워 인스파이어 핸드크림(포매그래니트),GPM Flower Inspire Hand Cream (pomegranate),2012.11.01,Content,80ml,PASSED TO THE TEST
제품표준서_EVCO238_(GVHC002)-지피엠 플라워 인스파이어 핸드크림(래드 피오니),GPM Flower Inspire Hand Cream(red peony),2012.11.01,Appearance,Cream,PASSED TO THE TEST
제품표준서_EVCO238_(GVHC002)-지피엠 플라워 인스파이어 핸드크림(래드 피오니),GPM Flower Inspire Hand Cream(red peony),2012.11.01,Color,White,PASSED TO THE TEST
제품표준서_EVCO238_(GVHC002)-지피엠 플라워 인스파이어 핸드크림(래드 피오니),GPM Flower Inspire Hand Cream(red peony),2012.11.01,Odor,Fragrance,PASSED TO THE TEST
제품표준서_EVCO238_(GVHC002)-지피엠 플라워 인스파이어 핸드크림(래드 피오니),GPM Flower Inspire Hand Cream(red peony),2012.11.01,pH ( 25℃ ),6.0 ± 1.0,6.21
제품표준서_EVCO238_(GVHC002)-지피엠 플라워 인스파이어 핸드크림(래드 피오니),GPM Flower Inspire Hand Cream(red peony),2012.11.01,Mercury,≤20 ppm,≤1 ppm
제품표준서_EVCO238_(GVHC002)-지피엠 플라워 인스파이어 핸드크림(래드 피오니),GPM Flower Inspire Hand Cream(red peony),2012.11.01,Viscosity,"35,000 ± 5,000",35000.0
제품표준서_EVCO238_(GVHC002)-지피엠 플라워 인스파이어 핸드크림(래드 피오니),GPM Flower Inspire Hand Cream(red peony),2012.11.01,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
제품표준서_EVCO238_(GVHC002)-지피엠 플라워 인스파이어 핸드크림(래드 피오니),GPM Flower Inspire Hand Cream(red peony),2012.11.01,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
제품표준서_EVCO238_(GVHC002)-지피엠 플라워 인스파이어 핸드크림(래드 피오니),GPM Flower Inspire Hand Cream(red peony),2012.11.01,Content,80ml,PASSED TO THE TEST
제품표준서_EVCO239_(GVHC003)-지피엠 플라워 인스파이어 핸드크림(와일드 플라워),GPM Flower Inspire Hand Cream(Wild Flower),2012.11.01,Appearance,Cream,PASSED TO THE TEST
제품표준서_EVCO239_(GVHC003)-지피엠 플라워 인스파이어 핸드크림(와일드 플라워),GPM Flower Inspire Hand Cream(Wild Flower),2012.11.01,Color,White,PASSED TO THE TEST
제품표준서_EVCO239_(GVHC003)-지피엠 플라워 인스파이어 핸드크림(와일드 플라워),GPM Flower Inspire Hand Cream(Wild Flower),2012.11.01,Odor,Fragrance,PASSED TO THE TEST
제품표준서_EVCO239_(GVHC003)-지피엠 플라워 인스파이어 핸드크림(와일드 플라워),GPM Flower Inspire Hand Cream(Wild Flower),2012.11.01,pH ( 25℃ ),6.0 ± 1.0,6.4
제품표준서_EVCO239_(GVHC003)-지피엠 플라워 인스파이어 핸드크림(와일드 플라워),GPM Flower Inspire Hand Cream(Wild Flower),2012.11.01,Mercury,≤20 ppm,≤1 ppm
제품표준서_EVCO239_(GVHC003)-지피엠 플라워 인스파이어 핸드크림(와일드 플라워),GPM Flower Inspire Hand Cream(Wild Flower),2012.11.01,Viscosity,"35,000 ± 5,000",32000.0
제품표준서_EVCO239_(GVHC003)-지피엠 플라워 인스파이어 핸드크림(와일드 플라워),GPM Flower Inspire Hand Cream(Wild Flower),2012.11.01,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
제품표준서_EVCO239_(GVHC003)-지피엠 플라워 인스파이어 핸드크림(와일드 플라워),GPM Flower Inspire Hand Cream(Wild Flower),2012.11.01,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
제품표준서_EVCO239_(GVHC003)-지피엠 플라워 인스파이어 핸드크림(와일드 플라워),GPM Flower Inspire Hand Cream(Wild Flower),2012.11.01,Content,80ml,PASSED TO THE TEST
제품표준서_EVCO240_(GVHC004)-지피엠 플라워 인스파이어 핸드크림(보태닉 가든),GPM Flower Inspire Hand Cream(botanic garden),2012.11.01,Appearance,Cream,PASSED TO THE TEST
제품표준서_EVCO240_(GVHC004)-지피엠 플라워 인스파이어 핸드크림(보태닉 가든),GPM Flower Inspire Hand Cream(botanic garden),2012.11.01,Color,White,PASSED TO THE TEST
제품표준서_EVCO240_(GVHC004)-지피엠 플라워 인스파이어 핸드크림(보태닉 가든),GPM Flower Inspire Hand Cream(botanic garden),2012.11.01,Odor,Fragrance,PASSED TO THE TEST
제품표준서_EVCO240_(GVHC004)-지피엠 플라워 인스파이어 핸드크림(보태닉 가든),GPM Flower Inspire Hand Cream(botanic garden),2012.11.01,pH ( 25℃ ),6.0 ± 1.0,5.87
제품표준서_EVCO240_(GVHC004)-지피엠 플라워 인스파이어 핸드크림(보태닉 가든),GPM Flower Inspire Hand Cream(botanic garden),2012.11.01,Mercury,≤20 ppm,≤1 ppm
제품표준서_EVCO240_(GVHC004)-지피엠 플라워 인스파이어 핸드크림(보태닉 가든),GPM Flower Inspire Hand Cream(botanic garden),2012.11.01,Viscosity,"35,000 ± 5,000",36000.0
제품표준서_EVCO240_(GVHC004)-지피엠 플라워 인스파이어 핸드크림(보태닉 가든),GPM Flower Inspire Hand Cream(botanic garden),2012.11.01,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
제품표준서_EVCO240_(GVHC004)-지피엠 플라워 인스파이어 핸드크림(보태닉 가든),GPM Flower Inspire Hand Cream(botanic garden),2012.11.01,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
제품표준서_EVCO240_(GVHC004)-지피엠 플라워 인스파이어 핸드크림(보태닉 가든),GPM Flower Inspire Hand Cream(botanic garden),2012.11.01,Content,80ml,PASSED TO THE TEST
제품표준서_EVCO241_(GVHC005)-지피엠 플라워 인스파이어 핸드크림(스위티 프루티),GPM Flower Inspire Hand Cream(Sweety Fruity),2012.11.01,Appearance,Cream,PASSED TO THE TEST
