ingredient_code,file_type,original_filename,file_path,file_size
MAH-0011,COA,MAH-0011_Ivy Ext(EN).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAH-0011_Ivy Ext(EN).pdf,174984
MAH-0011,COA,MAH-0011_Ivy Ext.(담쟁이).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAH-0011_Ivy Ext.(담쟁이).pdf,284552
MAH-0018,COA,MAH-0018_Honey Extract.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAH-0018_Honey Extract.pdf,729594
MAH-0018,COA,MAH-0018_꿀추출물_영문COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAH-0018_꿀추출물_영문COA.pdf,418489
MAH-0021,COA,MAH-0021_스웨덴 홍차추출물_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAH-0021_스웨덴 홍차추출물_COA.pdf,274079
MAH-0022,COA,MAH-0022_Hibiscus Flower Extract_COA(ENG).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAH-0022_Hibiscus Flower Extract_COA(ENG).pdf,63561
MAH-0022,COA,MAH-0022_히비스커스 추출물.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAH-0022_히비스커스 추출물.pdf,662639
MAH-0023,COA,MAH-0023_houttuynia cordata pwd gb 1000_composition.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAH-0023_houttuynia cordata pwd gb 1000_composition.pdf,346406
MAH-0024,COA,MAH-0024-Red Ginseng Water-HD_COA(ENG).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAH-0024-Red Ginseng Water-HD_COA(ENG).pdf,112843
MAH-0024,COA,MAH-0024_홍삼수-HD_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAH-0024_홍삼수-HD_COA.pdf,400446
MAH-0024,COA,MAH-0024_홍삼수-HD_SPEC.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAH-0024_홍삼수-HD_SPEC.pdf,98921
MAH-0025,COA,MAH-0025_Hyal 11(T)_CoA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAH-0025_Hyal 11(T)_CoA.pdf,62942
MAI-0003,COA,MAI-0003_INFLAX.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAI-0003_INFLAX.pdf,664880
MAI-0003,COA,MAI-0003_INFLAX_영문COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAI-0003_INFLAX_영문COA.pdf,141505
MAI-0005,COA,MAI-0005_Ginseng Ferment(B) Filtrate-HD_COA(ENG).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAI-0005_Ginseng Ferment(B) Filtrate-HD_COA(ENG).pdf,63029
MAI-0005,COA,MAI-0005_인삼발효(B)여과물-HD.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAI-0005_인삼발효(B)여과물-HD.pdf,611463
MAJ-0004,COA,MAJ-0004_제비꽃 추출물.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAJ-0004_제비꽃 추출물.pdf,727362
MAJ-0004,COA,MAJ-0004_제비꽃추출물_영문COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAJ-0004_제비꽃추출물_영문COA.pdf,418468
MAJ-0005,COA,MAJ-0005_진주추출물-NP_영문 COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAJ-0005_진주추출물-NP_영문 COA.pdf,415774
MAJ-0005,COA,MAJ-0005_진주추출물_coa.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAJ-0005_진주추출물_coa.pdf,315475
MAJ-0006,COA,MAJ-0006_작약꽃추출물_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAJ-0006_작약꽃추출물_COA.pdf,309195
MAK-0001,COA,MAK-0001_Keratin H-HD_COA(ENG).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAK-0001_Keratin H-HD_COA(ENG).pdf,63246
MAL-0001,COA,MAL-0001_L-ARGININE (COA).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAL-0001_L-ARGININE (COA).pdf,404326
MAL-0001,COA,MAL-0001_L-ARGININE_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAL-0001_L-ARGININE_COA.pdf,327401
MAL-0001,COA,MAL-0001_L-아르지닌(영문)COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAL-0001_L-아르지닌(영문)COA.pdf,300644
MAL-0016,COA,MAL-0016-라벤더추출물-NS_영문 COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAL-0016-라벤더추출물-NS_영문 COA.pdf,419518
MAL-0016,COA,MAL-0016_라벤더추출물_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAL-0016_라벤더추출물_COA.pdf,329870
MAL-0017,COA,MAL-0017_Organic Lemonbalm Water.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAL-0017_Organic Lemonbalm Water.pdf,565672
MAL-0017,COA,MAL-0017_유기농레몬밤수_영문 COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAL-0017_유기농레몬밤수_영문 COA.pdf,418077
MAL-0018,COA,MAL-0018_레몬추출물.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAL-0018_레몬추출물.pdf,771931
MAL-0019,COA,MAL-0019_Lovely Berry 4 Complex.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAL-0019_Lovely Berry 4 Complex.pdf,803889
MAL-0019,COA,MAL-0019_Lovely Berry 4 Complex_영문COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAL-0019_Lovely Berry 4 Complex_영문COA.pdf,415715
MAL-0020,COA,MAL-0020_라임추출물.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAL-0020_라임추출물.pdf,750528
MAL-0020,COA,MAL-0020_라임추출물_영문 COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAL-0020_라임추출물_영문 COA.pdf,418582
MAL-0022,COA,MAL-0022_Lactobacillus Ferment-HD_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAL-0022_Lactobacillus Ferment-HD_COA.pdf,61699
MAL-0022,COA,MAL-0022_락토바실러스발효물-HD.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAL-0022_락토바실러스발효물-HD.pdf,599655
MAL-0023,COA,MAL-0023_리치열매추출물_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAL-0023_리치열매추출물_COA.pdf,83046
MAL-0024,COA,MAL-0024_LACTO 10 COMPLEX_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAL-0024_LACTO 10 COMPLEX_COA.pdf,436066
MAL-0024,COA,MAL-0024_Lacto 10 Complex_SPEC.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAL-0024_Lacto 10 Complex_SPEC.pdf,337434
MAL-0024,COA,MAL-0024_Lacto 10 Complex_영문 COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAL-0024_Lacto 10 Complex_영문 COA.pdf,359084
MAM-0001,COA,MAM-0001_Marigold Ext..pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAM-0001_Marigold Ext..pdf,665552
MAM-0001,COA,MAM-0001_Marigold Ext_COA(ENG).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAM-0001_Marigold Ext_COA(ENG).pdf,63459
MAM-0011,COA,MAM-0011_Marine collagen(KV)_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAM-0011_Marine collagen(KV)_COA.pdf,208810
MAM-0026,COA,MAM-0026_모링가잎 추출물.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAM-0026_모링가잎 추출물.pdf,622388
MAM-0027,COA,MAM-0027_우유추출물-NP.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAM-0027_우유추출물-NP.pdf,512804
MAM-0027,COA,MAM-0027_우유추출물-NP_영문COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAM-0027_우유추출물-NP_영문COA.pdf,414431
MAM-0028,COA,MAM-0028_망고추출물.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAM-0028_망고추출물.pdf,570827
MAM-0029,COA,MAM-0029_Marine collagen(KV)(H)_COA(영문).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAM-0029_Marine collagen(KV)(H)_COA(영문).pdf,202383
MAM-0029,COA,MAM-0029_Marine collagen(KV)(H)_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAM-0029_Marine collagen(KV)(H)_COA.pdf,84525
MAM-0030,COA,MAM-0030_MSM.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAM-0030_MSM.pdf,109462
MAM-0030,COA,MAM-0030_MSM_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAM-0030_MSM_COA.pdf,470630
MAM-0030,COA,MAM-0030_MSM_XINGFA_Allergen Statement.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAM-0030_MSM_XINGFA_Allergen Statement.pdf,36391
MAM-0030,COA,MAM-0030_MSM_XINGFA_COA of Dimethyl Sulfone Food Grade 20-40mesh.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAM-0030_MSM_XINGFA_COA of Dimethyl Sulfone Food Grade 20-40mesh.pdf,90522
MAM-0030,COA,MAM-0030_MSM_XINGFA_TDS-Dimethyl Sulfone.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAM-0030_MSM_XINGFA_TDS-Dimethyl Sulfone.pdf,71136
MAM-0030,COA,MAM-0030_MSM_XINGFA_Vegan Statement-Dimethyl Sulfone.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAM-0030_MSM_XINGFA_Vegan Statement-Dimethyl Sulfone.pdf,66326
MAM-0031,COA,MAM-0031_Lepidium Meyenii Extract_COA(ENG).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAM-0031_Lepidium Meyenii Extract_COA(ENG).pdf,63283
MAM-0033,COA,MAM-0033_Melafresh T96_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAM-0033_Melafresh T96_COA.pdf,416637
MAM-0034,COA,MAM-0034_MS-NeoBead GR13(G)_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAM-0034_MS-NeoBead GR13(G)_COA.pdf,65819
MAM-0035,COA,MAM-0035_COA_Madecassoside 90.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAM-0035_COA_Madecassoside 90.pdf,301481
MAM-0036,COA,MAM-0036_Chamomilla Recutita (Matricaria) Flower Water-HD_COA(ENG).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAM-0036_Chamomilla Recutita (Matricaria) Flower Water-HD_COA(ENG).pdf,63554
MAM-0036,COA,MAM-0036_마트리카리아꽃수-HD_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAM-0036_마트리카리아꽃수-HD_COA.pdf,83079
MAN-0001,COA,MAN-0001_Nicotinamide (Niacinamide PC).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAN-0001_Nicotinamide (Niacinamide PC).pdf,1499097
MAN-0009,COA,MAN-0009_COA-NSG.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAN-0009_COA-NSG.pdf,274307
MAN-0009,COA,MAN-0009_NSG.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAN-0009_NSG.pdf,336479
MAN-0011,COA,MAN-0011_Nanoactive RAL.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAN-0011_Nanoactive RAL.pdf,259610
MAO-0006,COA,MAO-0006_오렌지 추출물.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAO-0006_오렌지 추출물.pdf,514035
MAO-0008,COA,MAO-0008_온천수-WP_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAO-0008_온천수-WP_COA.pdf,280424
MAO-0008,COA,MAO-0008_온천수-WP_영문 COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAO-0008_온천수-WP_영문 COA.pdf,415500
MAP-0011,COA,MAP-0011_Hydrolyzed Silk-HD_COA(ENG).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAP-0011_Hydrolyzed Silk-HD_COA(ENG).pdf,63399
MAP-0011,COA,MAP-0011_하이드롤라이즈드실크-HD.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAP-0011_하이드롤라이즈드실크-HD.pdf,702305
MAP-0019,COA,MAP-0019_Portulaca Ext.(마치현).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAP-0019_Portulaca Ext.(마치현).pdf,127097
MAP-0020,COA,MAP-0020_Phyto Keratin_23COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAP-0020_Phyto Keratin_23COA.pdf,98954
MAP-0020,COA,MAP-0020_PHYTO KERATIN_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAP-0020_PHYTO KERATIN_COA.pdf,197937
MAP-0020,COA,MAP-0020_Phyto Protein Complex_COA(ENG).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAP-0020_Phyto Protein Complex_COA(ENG).pdf,64019
MAP-0020,COA,MAP-0020_Phyto Protein Complex_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAP-0020_Phyto Protein Complex_COA.pdf,84144
MAP-0020,COA,MAP-0020_PHYTOKERATIN.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAP-0020_PHYTOKERATIN.pdf,387955
MAP-0022,COA,MAP-0022_석류추출물（ Punica Extract).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAP-0022_석류추출물（ Punica Extract).pdf,645640
MAP-0030,COA,MAP-0030_Phyto Aqua HA-05.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAP-0030_Phyto Aqua HA-05.pdf,596198
MAP-0032,COA,MAP-0032_Phytobright-FR (PD).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAP-0032_Phytobright-FR (PD).pdf,581546
MAP-0033,COA,MAP-0033_프로폴리스 추출물.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAP-0033_프로폴리스 추출물.pdf,585359
MAP-0033,COA,MAP-0033_프로폴리스추출물_영문 COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAP-0033_프로폴리스추출물_영문 COA.pdf,419335
MAP-0035,COA,MAP-0035_Peptuin 9 balance_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAP-0035_Peptuin 9 balance_COA.pdf,156338
MAP-0035,COA,MAP-0035_Peptuin 9 balance_영문COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAP-0035_Peptuin 9 balance_영문COA.pdf,112961
MAP-0036,COA,MAP-0036_프로폴리스 추출수.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAP-0036_프로폴리스 추출수.pdf,612342
MAP-0038,COA,MAP-0038_PUENSOMES.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAP-0038_PUENSOMES.pdf,363932
MAP-0039,COA,MAP-0039_AIO Marine Plant PDRN_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAP-0039_AIO Marine Plant PDRN_COA.pdf,318038
MAP-0040,COA,MAP-0040_phytoserene_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAP-0040_phytoserene_COA.pdf,184810
MAR-0006,COA,MAR-0006_ROSEWATER_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAR-0006_ROSEWATER_COA.pdf,130985
MAR-0014,COA,MAR-0014_로즈오브예리코추출물_영문 COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAR-0014_로즈오브예리코추출물_영문 COA.pdf,417269
MAR-0015,COA,MAR-0015_RCe(LS) FM-HD.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAR-0015_RCe(LS) FM-HD.pdf,621242
MAR-0015,COA,MAR-0015_RCe(LS) FM-HD_COA(ENG).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAR-0015_RCe(LS) FM-HD_COA(ENG).pdf,63157
MAR-0016,COA,MAR-0016_RNC 2118_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAR-0016_RNC 2118_COA.pdf,226046
MAS-0003,COA,MAS-0003_Skimmed Milk Powder.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAS-0003_Skimmed Milk Powder.pdf,294371
MAS-0003,COA,MAS-0003_SKIMMED MILK POWDER_영문 COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAS-0003_SKIMMED MILK POWDER_영문 COA.pdf,102350
MAS-0008,COA,MAS-0008_조류(Algae)추출물.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAS-0008_조류(Algae)추출물.pdf,609831
MAS-0018,COA,MAS-0018_쌀추출물_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAS-0018_쌀추출물_COA.pdf,82871
MAS-0021,COA,MAS-0021_Seed Complex (곡물혼합추출물）.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAS-0021_Seed Complex (곡물혼합추출물）.pdf,257206
MAS-0021,COA,MAS-0021_Seed Complex_COA(EN).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAS-0021_Seed Complex_COA(EN).pdf,93339
MAS-0022,COA,MAS-0022_Peppermint Ext..pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAS-0022_Peppermint Ext..pdf,667559
MAS-0028,COA,MAS-0028_달팽이점액여과물.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAS-0028_달팽이점액여과물.pdf,643800
MAS-0029,COA,MAS-0029_생모단EVAS_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAS-0029_생모단EVAS_COA.pdf,436240
MAS-0032,COA,MAS-0032_Redstem Wormwood Extract_COA(ENG).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAS-0032_Redstem Wormwood Extract_COA(ENG).pdf,63649
MAS-0032,COA,MAS-0032_사철쑥추출물.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAS-0032_사철쑥추출물.pdf,569440
MAS-0032,COA,MAS-0032_사철쑥추출물_제조흐름도_(주)즐거운회사.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAS-0032_사철쑥추출물_제조흐름도_(주)즐거운회사.pdf,148326
MAS-0033,COA,MAS-0033_사탕무뿌리추출물_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAS-0033_사탕무뿌리추출물_COA.pdf,83465
