ingredient_code,file_type,original_filename,file_path,file_size
MAS-0034,COA,MAS-0034_Spirulina Extract_영문MSDS.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAS-0034_Spirulina Extract_영문MSDS.pdf,196676
MAS-0034,COA,MAS-0034_스피룰리나추출물)COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAS-0034_스피룰리나추출물)COA.pdf,321913
MAS-0035,COA,MAS-0035_Silk Extract-PF_COA(ENG).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAS-0035_Silk Extract-PF_COA(ENG).pdf,63370
MAS-0035,COA,MAS-0035_실크추출물.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAS-0035_실크추출물.pdf,663231
MAS-0036,COA,MAS-0036_생강추출물-PF_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAS-0036_생강추출물-PF_COA.pdf,83492
MAS-0037,COA,MAS-0037_SYTENOL A_SYTHEON_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAS-0037_SYTENOL A_SYTHEON_COA.pdf,442854
MAS-0038,COA,MAS-0038_Sodium Hyaluronate(120만)_Shandong_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAS-0038_Sodium Hyaluronate(120만)_Shandong_COA.pdf,855584
MAS-0039,COA,MAS-0039_SinoWhite TXA COA 20190826.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAS-0039_SinoWhite TXA COA 20190826.pdf,267538
MAS-0040,COA,MAS-0040_OPT Sugar Cane Extract (HD)_SCEH-24001_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAS-0040_OPT Sugar Cane Extract (HD)_SCEH-24001_COA.pdf,86169
MAS-0041,COA,MAS-0041_산호추출물-PF_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAS-0041_산호추출물-PF_COA.pdf,83662
MAT-0009,COA,MAT-0009_T-Flower Complex.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAT-0009_T-Flower Complex.pdf,830654
MAT-0009,COA,MAT-0009_T-Flower Complex_영문 COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAT-0009_T-Flower Complex_영문 COA.pdf,418003
MAT-0010,COA,MAT-0010_Tropical Fruits Complex-GS_영문COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAT-0010_Tropical Fruits Complex-GS_영문COA.pdf,328131
MAT-0011,COA,MAT-0011_탄산수 COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAT-0011_탄산수 COA.pdf,610878
MAT-0011,COA,MAT-0011_탄산수_영문MSDS.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAT-0011_탄산수_영문MSDS.pdf,188897
MAT-0012,COA,MAT-0012_Tea Tree Extract-PF_COA(ENG).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAT-0012_Tea Tree Extract-PF_COA(ENG).pdf,63423
MAT-0012,COA,MAT-0012_티트리잎추출물-PF.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAT-0012_티트리잎추출물-PF.pdf,728307
MAT-0012,COA,MAT-0012_티트리잎추출물_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAT-0012_티트리잎추출물_COA.pdf,325640
MAT-0013,COA,MAT-0013_티트리잎수-HE_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAT-0013_티트리잎수-HE_COA.pdf,83512
MAT-0014,COA,MAT-0014_COA__TECA 90.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAT-0014_COA__TECA 90.pdf,160685
MAU-0005,COA,MAU-0005_Yuja Extract-PF_COA(ENG).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAU-0005_Yuja Extract-PF_COA(ENG).pdf,63619
MAU-0005,COA,MAU-0005_유자추추물-PF.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAU-0005_유자추추물-PF.pdf,605912
MAU-0006,COA,MAU-0006_울릉해양심층수-THD_국문 COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAU-0006_울릉해양심층수-THD_국문 COA.pdf,355346
MAV-0002,COA,MAV-0002_Vitamin-E Acetate.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAV-0002_Vitamin-E Acetate.pdf,1250490
MAV-0005,COA,MAV-0005 Papaya Extract_COA(ENG)_122UWD.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAV-0005 Papaya Extract_COA(ENG)_122UWD.pdf,93161
MAV-0005,COA,MAV-0005 Papaya Extract_SPEC(ENG)_(주)즐거운회사.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAV-0005 Papaya Extract_SPEC(ENG)_(주)즐거운회사.pdf,103506
MAV-0005,COA,MAV-0005 파파야열매추출물_COA_122UWD.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAV-0005 파파야열매추출물_COA_122UWD.pdf,109405
MAV-0005,COA,MAV-0005 파파야열매추출물_SPEC_(주)즐거운회사.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAV-0005 파파야열매추출물_SPEC_(주)즐거운회사.pdf,109197
MAV-0005,COA,MAV-0005_Vegebios of Papaya.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAV-0005_Vegebios of Papaya.pdf,533935
MAV-0007,COA,MAV-0007_비타민수.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAV-0007_비타민수.pdf,595527
MAV-0007,COA,MAV-0007_비타민수_COA(ENG)_112RWD.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAV-0007_비타민수_COA(ENG)_112RWD.pdf,89592
MAV-0008,COA,MAV-0008_VitaCE 990_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAV-0008_VitaCE 990_COA.pdf,88065
MAV-0010,COA,MAV-0010_Vita 11 TS (C)_CoA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAV-0010_Vita 11 TS (C)_CoA.pdf,78871
MAV-0010,COA,MAV-0010_Vita 11 TS (C)_Composition sheet.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAV-0010_Vita 11 TS (C)_Composition sheet.pdf,52560
MAV-0010,COA,MAV-0010_Vita 11 TS (C)_SPEC.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAV-0010_Vita 11 TS (C)_SPEC.pdf,52300
MAV-0011,COA,MAV-0011_Vitamin B12 cryst_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAV-0011_Vitamin B12 cryst_COA.pdf,78209
MAY-0003,COA,MAY-0003_윤부용 (Yoon Bu Yong).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAY-0003_윤부용 (Yoon Bu Yong).pdf,420476
MAY-0003,COA,MAY-0003_윤부용((Yoon Bu Yong)_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAY-0003_윤부용((Yoon Bu Yong)_COA.pdf,97884
MAY-0005,COA,MAY-0005_산다화추출물(동백꽃추출물).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAY-0005_산다화추출물(동백꽃추출물).pdf,817931
MAY-0005,COA,MAY-0005_산다화추출물_영문 COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAY-0005_산다화추출물_영문 COA.pdf,420656
MAY-0007,COA,MAY-0007_약쑥추출물.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAY-0007_약쑥추출물.pdf,900567
MAY-0007,COA,MAY-0007_약쑥추출물_COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAY-0007_약쑥추출물_COA.pdf,345449
MAY-0007,COA,MAY-0007_약쑥추출물_영문COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAY-0007_약쑥추출물_영문COA.pdf,418193
MAY-0010,COA,MAY-0010_Heartleaf Houttuynia Extract-PF_COA(ENG).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAY-0010_Heartleaf Houttuynia Extract-PF_COA(ENG).pdf,63463
MAY-0011,COA,MAY-0011_YNC 1113-GnB-COA.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_COA (원료업체)\MAY-0011_YNC 1113-GnB-COA.pdf,248964
MAA-0001,성분비,MAA-0001_Allantoin-Composition Sheet.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0001_Allantoin-Composition Sheet.pdf,254389
MAA-0002,성분비,MAA-0002_알로에베라추출물(BG)_제품성분비자료.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0002_알로에베라추출물(BG)_제품성분비자료.pdf,83844
MAA-0017,성분비,MAA-0017_Composition Statement_Beta Arbutin.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0017_Composition Statement_Beta Arbutin.pdf,1838257
MAA-0021,성분비,MAA-0021_Adenosine.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0021_Adenosine.pdf,110394
MAA-0024,성분비,MAA-0024_아카시아추출물-NP_국문 성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0024_아카시아추출물-NP_국문 성분비.pdf,334323
MAA-0025,성분비,MAA-0025_은행나무잎추출물_제품성분비_(주)즐거운회사.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0025_은행나무잎추출물_제품성분비_(주)즐거운회사.pdf,71166
MAA-0026,성분비,MAA-0026_레몬밤 추출물(LMB-NP)_성분비14_수정140402.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0026_레몬밤 추출물(LMB-NP)_성분비14_수정140402.pdf,133496
MAA-0026,성분비,MAA-0026_레몬밤추출물_영문 성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0026_레몬밤추출물_영문 성분비.pdf,471201
MAA-0027,성분비,MAA-0027_아보카도추출물(무방부)_국문 성분비_T1R0.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0027_아보카도추출물(무방부)_국문 성분비_T1R0.pdf,148765
MAA-0028,성분비,MAA-0028_AZURE 3 Complex_성분비_T0R0.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0028_AZURE 3 Complex_성분비_T0R0.pdf,345529
MAA-0028,성분비,MAA-0028_Azure 3 Complex_영문 성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0028_Azure 3 Complex_영문 성분비.pdf,280590
MAA-0028,성분비,MAA-0028_Azure 3 Complex_영문 제조확인서_T0R0_과산화물가.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0028_Azure 3 Complex_영문 제조확인서_T0R0_과산화물가.pdf,254001
MAA-0028,성분비,MAA-0028_첨부2_AZURE 3 Complex_성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0028_첨부2_AZURE 3 Complex_성분비.pdf,345529
MAA-0030,성분비,MAA-0030_안젤리카추출물_국문 성분비_T1R0.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0030_안젤리카추출물_국문 성분비_T1R0.pdf,333050
MAA-0031,성분비,MAA-0031 사과추출물-PF_제품성분비_(주)즐거운회사 (1).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0031 사과추출물-PF_제품성분비_(주)즐거운회사 (1).pdf,83946
MAA-0032,성분비,MAA-0032_아로니아열매추출물 H_조성비자료.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0032_아로니아열매추출물 H_조성비자료.pdf,84285
MAA-0034,성분비,MAA-0034_은행나무잎추출물_제품성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0034_은행나무잎추출물_제품성분비.pdf,71166
MAA-0035,성분비,MAA-0035_Amino Acid Solution_영문 성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0035_Amino Acid Solution_영문 성분비.pdf,476012
MAA-0037,성분비,MAA-0037_아티초크잎추출물-PF_제품성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0037_아티초크잎추출물-PF_제품성분비.pdf,64765
MAA-0038,성분비,MAA-0038_Houttuynia Cordata Extract-HD_제품성분비(ENG).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0038_Houttuynia Cordata Extract-HD_제품성분비(ENG).pdf,59777
MAA-0039,성분비,MAA-0039_아텔로콜라겐솔루션(0.1%)_국문 성분비_T1R0.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0039_아텔로콜라겐솔루션(0.1%)_국문 성분비_T1R0.pdf,332658
MAA-0039,성분비,MAA-0039_아텔로콜라겐솔루션(0.1_)_영문 성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0039_아텔로콜라겐솔루션(0.1_)_영문 성분비.pdf,475604
MAB-0009,성분비,MAB-0009_블랙커민씨추출물_영문성분비_T0R1.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0009_블랙커민씨추출물_영문성분비_T0R1.pdf,360069
MAB-0010,성분비,MAB-0010_바오밥나무추출물_국문 성분비_T1R0.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0010_바오밥나무추출물_국문 성분비_T1R0.pdf,332687
MAB-0012,성분비,MAB-0012_Byungpul Extract_제품성분비(ENG).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0012_Byungpul Extract_제품성분비(ENG).pdf,59793
MAB-0012,성분비,MAB-0012_병풀추출물_제품성분비_(주)즐거운회사.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0012_병풀추출물_제품성분비_(주)즐거운회사.pdf,70030
MAB-0013,성분비,MAB-0013_Byungpul Extract-Ev_제품성분비_(주)즐거운회사.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0013_Byungpul Extract-Ev_제품성분비_(주)즐거운회사.pdf,69266
MAB-0014,성분비,MAB-0014_Blue Complex H_성분비자료.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0014_Blue Complex H_성분비자료.pdf,88917
MAB-0015,성분비,MAB-0015_푸른연꽃추출물-PF_제품성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0015_푸른연꽃추출물-PF_제품성분비.pdf,71627
MAB-0015,성분비,MAB-0015_푸른연꽃추출물-PF_제품성분비_(주)즐거운회사.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0015_푸른연꽃추출물-PF_제품성분비_(주)즐거운회사.pdf,88357
MAB-0016,성분비,MAB-0016_Bifida Ferment Extract-HD_제품성분비(ENG).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0016_Bifida Ferment Extract-HD_제품성분비(ENG).pdf,59856
MAB-0016,성분비,MAB-0016_비피다발효추출물-HD_제품성분비_(주)즐거운회사.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0016_비피다발효추출물-HD_제품성분비_(주)즐거운회사.pdf,69700
MAB-0017,성분비,MAB-0017_D-BIOTIN.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0017_D-BIOTIN.pdf,83374
MAB-0018,성분비,MAB-0018_BioDToX_성분비자료.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0018_BioDToX_성분비자료.pdf,180190
MAB-0019,성분비,MAB-0019_Brillian-MB218_조성비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0019_Brillian-MB218_조성비.pdf,63472
MAC-0001,성분비,MAC-0001_카모마일추출물(MSDS).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0001_카모마일추출물(MSDS).pdf,121440
MAC-0001,성분비,MAC-0001_캐모마일꽃추출물_제품성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0001_캐모마일꽃추출물_제품성분비.pdf,64370
MAC-0001,성분비,MAC-0001_캐모마일꽃추출물_제품성분비_(주)즐거운회사.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0001_캐모마일꽃추출물_제품성분비_(주)즐거운회사.pdf,88744
MAC-0018,성분비,MAC-0018_Ceramide Y3O.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0018_Ceramide Y3O.pdf,129018
MAC-0032,성분비,MAC-0032_Coral Water_영문MSDS.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0032_Coral Water_영문MSDS.pdf,91339
MAC-0035,성분비,MAC-0035_체리추출물_영문성분비_T0R1.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0035_체리추출물_영문성분비_T0R1.pdf,286745
MAC-0038,성분비,MAC-0038_크랜베리추출물_국문성분비_T1R0.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0038_크랜베리추출물_국문성분비_T1R0.pdf,332745
MAC-0039,성분비,MAC-0039_컴프리잎추출물-SP_국문 성분비_T1R0.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0039_컴프리잎추출물-SP_국문 성분비_T1R0.pdf,332430
MAC-0040,성분비,MAC-0040_Centella Asiatica Extract_성분비자료.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0040_Centella Asiatica Extract_성분비자료.pdf,528914
MAC-0041,성분비,MAC-0041_Composition_CapColors CV-WSS.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0041_Composition_CapColors CV-WSS.pdf,89696
MAC-0042,성분비,MAC-0042_캐나다빙하수(HD)-GnB-조성비-에바스코스메틱(수출용) (2).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0042_캐나다빙하수(HD)-GnB-조성비-에바스코스메틱(수출용) (2).pdf,167402
MAC-0043,성분비,MAC-0043_7 Collagen Complex composition.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0043_7 Collagen Complex composition.pdf,96891
MAC-0044,성분비,MAC-0044_칼라민파우더_Composition.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0044_칼라민파우더_Composition.pdf,109878
MAC-0045,성분비,MAC-0045_CHOLESTEROL JP_조성비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0045_CHOLESTEROL JP_조성비.pdf,235782
MAD-0002,성분비,MAD-0002_LICO DPG - COMPOSITION LIST(영문).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAD-0002_LICO DPG - COMPOSITION LIST(영문).pdf,153078
MAD-0011,성분비,MAD-0011_감나무잎추출물-PF_제품성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAD-0011_감나무잎추출물-PF_제품성분비.pdf,71168
MAD-0012,성분비,MAD-0012_당호박추출물-PF_제품성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAD-0012_당호박추출물-PF_제품성분비.pdf,70612
MAD-0013,성분비,MAD-0013 두송열매추출물-PF_제품성분비_(주)즐거운회사 (1).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAD-0013 두송열매추출물-PF_제품성분비_(주)즐거운회사 (1).pdf,84206
