ingredient_code,file_type,original_filename,file_path,file_size,file_extension
MAA-0027,성분비,MAA-0027_아보카도추출물(무방부)_국문 성분비_T1R0.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0027_아보카도추출물(무방부)_국문 성분비_T1R0.pdf,148765,.pdf
MAA-0028,성분비,MAA-0028_AZURE 3 Complex_성분비_T0R0.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0028_AZURE 3 Complex_성분비_T0R0.pdf,345529,.pdf
MAA-0028,성분비,MAA-0028_Azure 3 Complex_영문 성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0028_Azure 3 Complex_영문 성분비.pdf,280590,.pdf
MAA-0028,성분비,MAA-0028_Azure 3 Complex_영문 제조확인서_T0R0_과산화물가.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0028_Azure 3 Complex_영문 제조확인서_T0R0_과산화물가.pdf,254001,.pdf
MAA-0028,성분비,MAA-0028_첨부2_AZURE 3 Complex_성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0028_첨부2_AZURE 3 Complex_성분비.pdf,345529,.pdf
MAA-0030,성분비,MAA-0030_안젤리카추출물_국문 성분비_T1R0.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0030_안젤리카추출물_국문 성분비_T1R0.pdf,333050,.pdf
MAA-0031,성분비,MAA-0031 사과추출물-PF_제품성분비_(주)즐거운회사 (1).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0031 사과추출물-PF_제품성분비_(주)즐거운회사 (1).pdf,83946,.pdf
MAA-0032,성분비,MAA-0032_아로니아열매추출물 H_조성비자료.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0032_아로니아열매추출물 H_조성비자료.pdf,84285,.pdf
MAA-0034,성분비,MAA-0034_은행나무잎추출물_제품성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0034_은행나무잎추출물_제품성분비.pdf,71166,.pdf
MAA-0035,성분비,MAA-0035_Amino Acid Solution_영문 성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0035_Amino Acid Solution_영문 성분비.pdf,476012,.pdf
MAA-0037,성분비,MAA-0037_아티초크잎추출물-PF_제품성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0037_아티초크잎추출물-PF_제품성분비.pdf,64765,.pdf
MAA-0038,성분비,MAA-0038_Houttuynia Cordata Extract-HD_제품성분비(ENG).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0038_Houttuynia Cordata Extract-HD_제품성분비(ENG).pdf,59777,.pdf
MAA-0039,성분비,MAA-0039_아텔로콜라겐솔루션(0.1%)_국문 성분비_T1R0.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0039_아텔로콜라겐솔루션(0.1%)_국문 성분비_T1R0.pdf,332658,.pdf
MAA-0039,성분비,MAA-0039_아텔로콜라겐솔루션(0.1_)_영문 성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAA-0039_아텔로콜라겐솔루션(0.1_)_영문 성분비.pdf,475604,.pdf
MAB-0009,성분비,MAB-0009_블랙커민씨추출물_영문성분비_T0R1.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0009_블랙커민씨추출물_영문성분비_T0R1.pdf,360069,.pdf
MAB-0010,성분비,MAB-0010_바오밥나무추출물_국문 성분비_T1R0.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0010_바오밥나무추출물_국문 성분비_T1R0.pdf,332687,.pdf
MAB-0012,성분비,MAB-0012_Byungpul Extract_제품성분비(ENG).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0012_Byungpul Extract_제품성분비(ENG).pdf,59793,.pdf
MAB-0012,성분비,MAB-0012_병풀추출물_제품성분비_(주)즐거운회사.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0012_병풀추출물_제품성분비_(주)즐거운회사.pdf,70030,.pdf
MAB-0013,성분비,MAB-0013_Byungpul Extract-Ev_제품성분비_(주)즐거운회사.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0013_Byungpul Extract-Ev_제품성분비_(주)즐거운회사.pdf,69266,.pdf
MAB-0014,성분비,MAB-0014_Blue Complex H_성분비자료.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0014_Blue Complex H_성분비자료.pdf,88917,.pdf
MAB-0015,성분비,MAB-0015_푸른연꽃추출물-PF_제품성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0015_푸른연꽃추출물-PF_제품성분비.pdf,71627,.pdf
MAB-0015,성분비,MAB-0015_푸른연꽃추출물-PF_제품성분비_(주)즐거운회사.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0015_푸른연꽃추출물-PF_제품성분비_(주)즐거운회사.pdf,88357,.pdf
MAB-0016,성분비,MAB-0016_Bifida Ferment Extract-HD_제품성분비(ENG).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0016_Bifida Ferment Extract-HD_제품성분비(ENG).pdf,59856,.pdf
MAB-0016,성분비,MAB-0016_비피다발효추출물-HD_제품성분비_(주)즐거운회사.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0016_비피다발효추출물-HD_제품성분비_(주)즐거운회사.pdf,69700,.pdf
MAB-0017,성분비,MAB-0017_D-BIOTIN.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0017_D-BIOTIN.pdf,83374,.pdf
MAB-0018,성분비,MAB-0018_BioDToX_성분비자료.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0018_BioDToX_성분비자료.pdf,180190,.pdf
MAB-0019,성분비,MAB-0019_Brillian-MB218_조성비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAB-0019_Brillian-MB218_조성비.pdf,63472,.pdf
MAC-0001,성분비,MAC-0001_카모마일추출물(MSDS).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0001_카모마일추출물(MSDS).pdf,121440,.pdf
MAC-0001,성분비,MAC-0001_캐모마일꽃추출물_제품성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0001_캐모마일꽃추출물_제품성분비.pdf,64370,.pdf
MAC-0001,성분비,MAC-0001_캐모마일꽃추출물_제품성분비_(주)즐거운회사.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0001_캐모마일꽃추출물_제품성분비_(주)즐거운회사.pdf,88744,.pdf
MAC-0018,성분비,MAC-0018_Ceramide Y3O.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0018_Ceramide Y3O.pdf,129018,.pdf
MAC-0032,성분비,MAC-0032_Coral Water_영문MSDS.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0032_Coral Water_영문MSDS.pdf,91339,.pdf
MAC-0035,성분비,MAC-0035_체리추출물_영문성분비_T0R1.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0035_체리추출물_영문성분비_T0R1.pdf,286745,.pdf
MAC-0038,성분비,MAC-0038_크랜베리추출물_국문성분비_T1R0.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0038_크랜베리추출물_국문성분비_T1R0.pdf,332745,.pdf
MAC-0039,성분비,MAC-0039_컴프리잎추출물-SP_국문 성분비_T1R0.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0039_컴프리잎추출물-SP_국문 성분비_T1R0.pdf,332430,.pdf
MAC-0040,성분비,MAC-0040_Centella Asiatica Extract_성분비자료.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0040_Centella Asiatica Extract_성분비자료.pdf,528914,.pdf
MAC-0041,성분비,MAC-0041_Composition_CapColors CV-WSS.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0041_Composition_CapColors CV-WSS.pdf,89696,.pdf
MAC-0042,성분비,MAC-0042_캐나다빙하수(HD)-GnB-조성비-에바스코스메틱(수출용) (2).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0042_캐나다빙하수(HD)-GnB-조성비-에바스코스메틱(수출용) (2).pdf,167402,.pdf
MAC-0043,성분비,MAC-0043_7 Collagen Complex composition.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0043_7 Collagen Complex composition.pdf,96891,.pdf
MAC-0044,성분비,MAC-0044_칼라민파우더_Composition.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0044_칼라민파우더_Composition.pdf,109878,.pdf
MAC-0045,성분비,MAC-0045_CHOLESTEROL JP_조성비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAC-0045_CHOLESTEROL JP_조성비.pdf,235782,.pdf
MAD-0002,성분비,MAD-0002_LICO DPG - COMPOSITION LIST(영문).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAD-0002_LICO DPG - COMPOSITION LIST(영문).pdf,153078,.pdf
MAD-0011,성분비,MAD-0011_감나무잎추출물-PF_제품성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAD-0011_감나무잎추출물-PF_제품성분비.pdf,71168,.pdf
MAD-0012,성분비,MAD-0012_당호박추출물-PF_제품성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAD-0012_당호박추출물-PF_제품성분비.pdf,70612,.pdf
MAD-0013,성분비,MAD-0013 두송열매추출물-PF_제품성분비_(주)즐거운회사 (1).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAD-0013 두송열매추출물-PF_제품성분비_(주)즐거운회사 (1).pdf,84206,.pdf
MAD-0014,성분비,MAD-0014_바다포도추출물_제품성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAD-0014_바다포도추출물_제품성분비.pdf,96062,.pdf
MAD-0015,성분비,MAD-0015_Dextrose anhydrous 98_조성비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAD-0015_Dextrose anhydrous 98_조성비.pdf,60338,.pdf
MAE-0013,성분비,MAE-0013_Evas Herb Complex(HD)_영문성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAE-0013_Evas Herb Complex(HD)_영문성분비.pdf,116621,.pdf
MAE-0013,성분비,MAE-0013_EVAS Herb Complex_조성비자료.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAE-0013_EVAS Herb Complex_조성비자료.pdf,42931,.pdf
MAE-0014,성분비,MAE-0014_BIO-EGF 10 H Composition.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAE-0014_BIO-EGF 10 H Composition.pdf,93586,.pdf
MAE-0014,성분비,MAE-0014_EGF-L10_영문_성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAE-0014_EGF-L10_영문_성분비.pdf,116660,.pdf
MAE-0015,성분비,MAE-0015_에바스-Pro Complex_국문 성분비_T1R0.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAE-0015_에바스-Pro Complex_국문 성분비_T1R0.pdf,334239,.pdf
MAE-0016,성분비,MAE-0016_유칼립투스추출물_국문 성분비_T1R0.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAE-0016_유칼립투스추출물_국문 성분비_T1R0.pdf,333727,.pdf
MAE-0016,성분비,MAE-0016_유칼립투스추출물_영문 성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAE-0016_유칼립투스추출물_영문 성분비.pdf,475061,.pdf
MAE-0017,성분비,MAE-0017_에델바이스추출물-SP_국문 성분비_T1R0.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAE-0017_에델바이스추출물-SP_국문 성분비_T1R0.pdf,331828,.pdf
MAE-0018,성분비,MAE-0018_ELASTIN H-HD_제품성분비(ENG).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAE-0018_ELASTIN H-HD_제품성분비(ENG).pdf,59809,.pdf
MAE-0019,성분비,MAE-0019_SpecBio Ectoine_조성비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAE-0019_SpecBio Ectoine_조성비.pdf,239929,.pdf
MAE-0020,성분비,MAE-0020_EVAS Anti-odor Complex_제품성분비_(주)즐거운회사.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAE-0020_EVAS Anti-odor Complex_제품성분비_(주)즐거운회사.pdf,74362,.pdf
MAF-0006,성분비,MAF-0006_Fresh Green Bud(무방부)_국문추출부위확인서_T0R0.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAF-0006_Fresh Green Bud(무방부)_국문추출부위확인서_T0R0.pdf,135676,.pdf
MAF-0006,성분비,MAF-0006_Fresh Green Bud(무방부)_영문 성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAF-0006_Fresh Green Bud(무방부)_영문 성분비.pdf,454813,.pdf
MAF-0006,성분비,MAF-0006_첨부6_Fresh Green Bud_성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAF-0006_첨부6_Fresh Green Bud_성분비.pdf,342366,.pdf
MAF-0008,성분비,MAF-0008_Fruitmax Brown 900 WS.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAF-0008_Fruitmax Brown 900 WS.pdf,298124,.pdf
MAG-0007,성분비,MAG-0007_GLUADIN W 40_조성비지료.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAG-0007_GLUADIN W 40_조성비지료.pdf,43335,.pdf
MAG-0007,성분비,MAG-0007_HIZ Wheat Protein_제품성분비_(주)즐거운회사.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAG-0007_HIZ Wheat Protein_제품성분비_(주)즐거운회사.pdf,71237,.pdf
MAG-0009,성분비,MAG-0009_Green Tea Ext_제품성분비(ENG).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAG-0009_Green Tea Ext_제품성분비(ENG).pdf,60064,.pdf
MAG-0009,성분비,MAG-0009_Green Tea Ext_제품성분비_(주)즐거운회사.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAG-0009_Green Tea Ext_제품성분비_(주)즐거운회사.pdf,88663,.pdf
MAG-0009,성분비,MAG-0009_Green Tea Ext_제품성분비_수출.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAG-0009_Green Tea Ext_제품성분비_수출.pdf,100340,.pdf
MAG-0012,성분비,MAG-0012 자몽추출물-PF_제품성분비_(주)즐거운회사.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAG-0012 자몽추출물-PF_제품성분비_(주)즐거운회사.pdf,108584,.pdf
MAG-0012,성분비,MAG-0012 자몽추출물-PF_제품성분비_수출.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAG-0012 자몽추출물-PF_제품성분비_수출.pdf,103010,.pdf
MAG-0012,성분비,MAG-0012_Grapefruit Extract MSDS.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAG-0012_Grapefruit Extract MSDS.pdf,48747,.pdf
MAG-0021,성분비,MAG-0021_갈락토미세스발효여과물_국문 성분비_T1R0.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAG-0021_갈락토미세스발효여과물_국문 성분비_T1R0.pdf,331015,.pdf
MAG-0021,성분비,MAG-0021_갈락토미세스발효여과물_영문 성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAG-0021_갈락토미세스발효여과물_영문 성분비.pdf,119834,.pdf
MAG-0022,성분비,MAG-0022_포도추출물_국문 성분비_T1R0.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAG-0022_포도추출물_국문 성분비_T1R0.pdf,147452,.pdf
MAG-0024,성분비,MAG-0024_감귤추출물-PF_제품성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAG-0024_감귤추출물-PF_제품성분비.pdf,61199,.pdf
MAG-0025,성분비,MAG-0025_고수추출물_국문 성분비_T1R0.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAG-0025_고수추출물_국문 성분비_T1R0.pdf,331356,.pdf
MAG-0026,성분비,MAG-0026_검정콩추출물_제품성분비_(주)즐거운회사.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAG-0026_검정콩추출물_제품성분비_(주)즐거운회사.pdf,87611,.pdf
MAG-0027,성분비,MAG-0027_L-Glutathione_영문성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAG-0027_L-Glutathione_영문성분비.pdf,48469,.pdf
MAG-0028,성분비,MAG-0028_green tea pwd gb 3000_en composition sheet_gn bio.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAG-0028_green tea pwd gb 3000_en composition sheet_gn bio.pdf,372447,.pdf
MAG-0029,성분비,MAG-0029_가르시니아열매추출물-PF_제품성분비_(주)즐거운회사.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAG-0029_가르시니아열매추출물-PF_제품성분비_(주)즐거운회사.pdf,71569,.pdf
MAG-0030,성분비,MAG-0030_금사연둥지추출물_제품성분비_(주)즐거운회사.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAG-0030_금사연둥지추출물_제품성분비_(주)즐거운회사.pdf,64278,.pdf
MAG-0031,성분비,MAG-0031_Green-WS-P High_성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAG-0031_Green-WS-P High_성분비.pdf,366558,.pdf
MAG-0032,성분비,MAG-0032_ Ginsenosides Solution_조성비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAG-0032_ Ginsenosides Solution_조성비.pdf,79375,.pdf
MAG-0033,성분비,MAG-0033_Ginsenoside Exosome #9_조성비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAG-0033_Ginsenoside Exosome #9_조성비.pdf,77100,.pdf
MAH-0001,성분비,MAH-0001_위치하젤추출물_국문 성분비_T1R0.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAH-0001_위치하젤추출물_국문 성분비_T1R0.pdf,333740,.pdf
MAH-0006,성분비,MAH-0006_로즈마리추출물_제품성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAH-0006_로즈마리추출물_제품성분비.pdf,70584,.pdf
MAH-0011,성분비,MAH-0011_Composition_Ivy Ext(EN).pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAH-0011_Composition_Ivy Ext(EN).pdf,85780,.pdf
MAH-0011,성분비,MAH-0011_Ivy Ext._조성비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAH-0011_Ivy Ext._조성비.pdf,153841,.pdf
MAH-0018,성분비,MAH-0018_꿀추출물_중국수출용성분비_T0R0.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAH-0018_꿀추출물_중국수출용성분비_T0R0.pdf,94913,.pdf
MAH-0020,성분비,MAH-0020_첨부4_해당화뿌리추출물_성분비.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAH-0020_첨부4_해당화뿌리추출물_성분비.pdf,332994,.pdf
MAH-0020,성분비,MAH-0020_해당화뿌리추출물_영문 성분비_T0R0.pdf,d:\(주)에바스코스메틱 Dropbox\JI SEULKI\claude\@ongoing_LAB doc\200_연구실 문서 샘플\250930_성분비자료 (원료업체)\MAH-0020_해당화뿌리추출물_영문 성분비_T0R0.pdf,358935,.pdf
