ingredient_code,coa_urls,coa_count,composition_urls,composition_count,msds_kr_urls,msds_kr_count,msds_en_urls,msds_en_count,total_files
MAA-0001,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0001/COA/MAA-0001_COA_005.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0001/COA/MAA-0001_COA_004.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0001/COA/MAA-0001_COA_002.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0001/COA/MAA-0001_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0001/COA/MAA-0001_COA_003.pdf""]",5,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0001/COMP/MAA-0001_COMP_001.pdf""]",1,[],0,[],0,6
MAA-0002,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0002/COA/MAA-0002_COA_002.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0002/COA/MAA-0002_COA_001.pdf""]",2,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0002/COMP/MAA-0002_COMP_001.pdf""]",1,[],0,[],0,3
MAA-0017,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0017/COA/MAA-0017_COA_001.pdf""]",1,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0017/COMP/MAA-0017_COMP_001.pdf""]",1,[],0,[],0,2
MAA-0021,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0021/COA/MAA-0021_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0021/COA/MAA-0021_COA_003.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0021/COA/MAA-0021_COA_002.pdf""]",3,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0021/COMP/MAA-0021_COMP_001.pdf""]",1,[],0,[],0,4
MAA-0022,[],0,[],0,[],0,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0022/MSDS_EN/MAA-0022_MSDS_EN_001.pdf""]",1,1
MAA-0024,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0024/COA/MAA-0024_COA_001.pdf""]",1,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0024/COMP/MAA-0024_COMP_001.pdf""]",1,[],0,[],0,2
MAA-0025,[],0,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0025/COMP/MAA-0025_COMP_001.pdf""]",1,[],0,[],0,1
MAA-0026,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0026/COA/MAA-0026_COA_002.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0026/COA/MAA-0026_COA_001.pdf""]",2,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0026/COMP/MAA-0026_COMP_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0026/COMP/MAA-0026_COMP_002.pdf""]",2,[],0,[],0,4
MAA-0027,[],0,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0027/COMP/MAA-0027_COMP_001.pdf""]",1,[],0,[],0,1
MAA-0028,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0028/COA/MAA-0028_COA_002.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0028/COA/MAA-0028_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0028/COA/MAA-0028_COA_003.pdf""]",3,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0028/COMP/MAA-0028_COMP_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0028/COMP/MAA-0028_COMP_002.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0028/COMP/MAA-0028_COMP_003.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0028/COMP/MAA-0028_COMP_004.pdf""]",4,[],0,[],0,7
MAA-0029,[],0,[],0,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0029/MSDS_KR/MAA-0029_MSDS_KR_001.pdf""]",1,[],0,1
MAA-0030,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0030/COA/MAA-0030_COA_001.pdf""]",1,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0030/COMP/MAA-0030_COMP_001.pdf""]",1,[],0,[],0,2
MAA-0031,[],0,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0031/COMP/MAA-0031_COMP_001.pdf""]",1,[],0,[],0,1
MAA-0032,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0032/COA/MAA-0032_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0032/COA/MAA-0032_COA_002.pdf""]",2,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0032/COMP/MAA-0032_COMP_001.pdf""]",1,[],0,[],0,3
MAA-0033,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0033/COA/MAA-0033_COA_001.pdf""]",1,[],0,[],0,[],0,1
MAA-0034,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0034/COA/MAA-0034_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0034/COA/MAA-0034_COA_002.pdf""]",2,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0034/COMP/MAA-0034_COMP_001.pdf""]",1,[],0,[],0,3
MAA-0035,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0035/COA/MAA-0035_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0035/COA/MAA-0035_COA_002.pdf""]",2,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0035/COMP/MAA-0035_COMP_001.pdf""]",1,[],0,[],0,3
MAA-0036,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0036/COA/MAA-0036_COA_001.pdf""]",1,[],0,[],0,[],0,1
MAA-0037,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0037/COA/MAA-0037_COA_001.pdf""]",1,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0037/COMP/MAA-0037_COMP_001.pdf""]",1,[],0,[],0,2
MAA-0038,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0038/COA/MAA-0038_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0038/COA/MAA-0038_COA_002.pdf""]",2,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0038/COMP/MAA-0038_COMP_001.pdf""]",1,[],0,[],0,3
MAA-0039,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0039/COA/MAA-0039_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0039/COA/MAA-0039_COA_002.pdf""]",2,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0039/COMP/MAA-0039_COMP_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAA-0039/COMP/MAA-0039_COMP_002.pdf""]",2,[],0,[],0,4
MAB-0009,[],0,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAB-0009/COMP/MAB-0009_COMP_001.pdf""]",1,[],0,[],0,1
MAB-0010,[],0,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAB-0010/COMP/MAB-0010_COMP_001.pdf""]",1,[],0,[],0,1
MAB-0012,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAB-0012/COA/MAB-0012_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAB-0012/COA/MAB-0012_COA_002.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAB-0012/COA/MAB-0012_COA_003.pdf""]",3,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAB-0012/COMP/MAB-0012_COMP_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAB-0012/COMP/MAB-0012_COMP_002.pdf""]",2,[],0,[],0,5
MAB-0013,[],0,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAB-0013/COMP/MAB-0013_COMP_001.pdf""]",1,[],0,[],0,1
MAB-0014,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAB-0014/COA/MAB-0014_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAB-0014/COA/MAB-0014_COA_002.pdf""]",2,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAB-0014/COMP/MAB-0014_COMP_001.pdf""]",1,[],0,[],0,3
MAB-0015,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAB-0015/COA/MAB-0015_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAB-0015/COA/MAB-0015_COA_002.pdf""]",2,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAB-0015/COMP/MAB-0015_COMP_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAB-0015/COMP/MAB-0015_COMP_002.pdf""]",2,[],0,[],0,4
MAB-0016,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAB-0016/COA/MAB-0016_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAB-0016/COA/MAB-0016_COA_002.pdf""]",2,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAB-0016/COMP/MAB-0016_COMP_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAB-0016/COMP/MAB-0016_COMP_002.pdf""]",2,[],0,[],0,4
MAB-0017,[],0,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAB-0017/COMP/MAB-0017_COMP_001.pdf""]",1,[],0,[],0,1
MAB-0018,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAB-0018/COA/MAB-0018_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAB-0018/COA/MAB-0018_COA_002.pdf""]",2,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAB-0018/COMP/MAB-0018_COMP_001.pdf""]",1,[],0,[],0,3
MAB-0019,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAB-0019/COA/MAB-0019_COA_001.pdf""]",1,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAB-0019/COMP/MAB-0019_COMP_001.pdf""]",1,[],0,[],0,2
MAC-0001,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0001/COA/MAC-0001_COA_002.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0001/COA/MAC-0001_COA_004.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0001/COA/MAC-0001_COA_003.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0001/COA/MAC-0001_COA_001.pdf""]",4,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0001/COMP/MAC-0001_COMP_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0001/COMP/MAC-0001_COMP_002.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0001/COMP/MAC-0001_COMP_003.pdf""]",3,[],0,[],0,7
MAC-0016,[],0,[],0,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0016/MSDS_KR/MAC-0016_MSDS_KR_001.pdf""]",1,[],0,1
MAC-0018,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0018/COA/MAC-0018_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0018/COA/MAC-0018_COA_002.pdf""]",2,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0018/COMP/MAC-0018_COMP_001.pdf""]",1,[],0,[],0,3
MAC-0021,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0021/COA/MAC-0021_COA_001.pdf""]",1,[],0,[],0,[],0,1
MAC-0032,[],0,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0032/COMP/MAC-0032_COMP_001.pdf""]",1,[],0,[],0,1
MAC-0035,[],0,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0035/COMP/MAC-0035_COMP_001.pdf""]",1,[],0,[],0,1
MAC-0038,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0038/COA/MAC-0038_COA_001.pdf""]",1,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0038/COMP/MAC-0038_COMP_001.pdf""]",1,[],0,[],0,2
MAC-0039,[],0,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0039/COMP/MAC-0039_COMP_001.pdf""]",1,[],0,[],0,1
MAC-0040,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0040/COA/MAC-0040_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0040/COA/MAC-0040_COA_002.pdf""]",2,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0040/COMP/MAC-0040_COMP_001.pdf""]",1,[],0,[],0,3
MAC-0041,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0041/COA/MAC-0041_COA_001.pdf""]",1,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0041/COMP/MAC-0041_COMP_001.pdf""]",1,[],0,[],0,2
MAC-0042,[],0,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0042/COMP/MAC-0042_COMP_001.pdf""]",1,[],0,[],0,1
MAC-0043,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0043/COA/MAC-0043_COA_001.pdf""]",1,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0043/COMP/MAC-0043_COMP_001.pdf""]",1,[],0,[],0,2
MAC-0044,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0044/COA/MAC-0044_COA_001.pdf""]",1,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0044/COMP/MAC-0044_COMP_001.pdf""]",1,[],0,[],0,2
MAC-0045,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0045/COA/MAC-0045_COA_001.pdf""]",1,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAC-0045/COMP/MAC-0045_COMP_001.pdf""]",1,[],0,[],0,2
MAD-0002,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAD-0002/COA/MAD-0002_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAD-0002/COA/MAD-0002_COA_002.pdf""]",2,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAD-0002/COMP/MAD-0002_COMP_001.pdf""]",1,[],0,[],0,3
MAD-0011,[],0,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAD-0011/COMP/MAD-0011_COMP_001.pdf""]",1,[],0,[],0,1
MAD-0012,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAD-0012/COA/MAD-0012_COA_001.pdf""]",1,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAD-0012/COMP/MAD-0012_COMP_001.pdf""]",1,[],0,[],0,2
MAD-0013,[],0,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAD-0013/COMP/MAD-0013_COMP_001.pdf""]",1,[],0,[],0,1
MAD-0014,[],0,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAD-0014/COMP/MAD-0014_COMP_001.pdf""]",1,[],0,[],0,1
MAD-0015,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAD-0015/COA/MAD-0015_COA_001.pdf""]",1,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAD-0015/COMP/MAD-0015_COMP_001.pdf""]",1,[],0,[],0,2
MAE-0013,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAE-0013/COA/MAE-0013_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAE-0013/COA/MAE-0013_COA_002.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAE-0013/COA/MAE-0013_COA_003.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAE-0013/COA/MAE-0013_COA_004.pdf""]",4,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAE-0013/COMP/MAE-0013_COMP_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAE-0013/COMP/MAE-0013_COMP_002.pdf""]",2,[],0,[],0,6
MAE-0014,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAE-0014/COA/MAE-0014_COA_001.pdf""]",1,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAE-0014/COMP/MAE-0014_COMP_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAE-0014/COMP/MAE-0014_COMP_002.pdf""]",2,[],0,[],0,3
MAE-0015,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAE-0015/COA/MAE-0015_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAE-0015/COA/MAE-0015_COA_002.pdf""]",2,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAE-0015/COMP/MAE-0015_COMP_001.pdf""]",1,[],0,[],0,3
MAE-0016,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAE-0016/COA/MAE-0016_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAE-0016/COA/MAE-0016_COA_002.pdf""]",2,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAE-0016/COMP/MAE-0016_COMP_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAE-0016/COMP/MAE-0016_COMP_002.pdf""]",2,[],0,[],0,4
MAE-0017,[],0,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAE-0017/COMP/MAE-0017_COMP_001.pdf""]",1,[],0,[],0,1
MAE-0018,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAE-0018/COA/MAE-0018_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAE-0018/COA/MAE-0018_COA_002.pdf""]",2,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAE-0018/COMP/MAE-0018_COMP_001.pdf""]",1,[],0,[],0,3
MAE-0019,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAE-0019/COA/MAE-0019_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAE-0019/COA/MAE-0019_COA_002.pdf""]",2,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAE-0019/COMP/MAE-0019_COMP_001.pdf""]",1,[],0,[],0,3
MAE-0020,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAE-0020/COA/MAE-0020_COA_001.pdf""]",1,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAE-0020/COMP/MAE-0020_COMP_001.pdf""]",1,[],0,[],0,2
MAF-0006,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAF-0006/COA/MAF-0006_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAF-0006/COA/MAF-0006_COA_002.pdf""]",2,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAF-0006/COMP/MAF-0006_COMP_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAF-0006/COMP/MAF-0006_COMP_002.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAF-0006/COMP/MAF-0006_COMP_003.pdf""]",3,[],0,[],0,5
MAF-0008,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAF-0008/COA/MAF-0008_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAF-0008/COA/MAF-0008_COA_002.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAF-0008/COA/MAF-0008_COA_003.pdf""]",3,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAF-0008/COMP/MAF-0008_COMP_001.pdf""]",1,[],0,[],0,4
MAG-0007,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAG-0007/COA/MAG-0007_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAG-0007/COA/MAG-0007_COA_002.pdf""]",2,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAG-0007/COMP/MAG-0007_COMP_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAG-0007/COMP/MAG-0007_COMP_002.pdf""]",2,[],0,[],0,4
MAG-0009,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAG-0009/COA/MAG-0009_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAG-0009/COA/MAG-0009_COA_002.pdf""]",2,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAG-0009/COMP/MAG-0009_COMP_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAG-0009/COMP/MAG-0009_COMP_002.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAG-0009/COMP/MAG-0009_COMP_003.pdf""]",3,[],0,[],0,5
MAG-0012,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAG-0012/COA/MAG-0012_COA_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAG-0012/COA/MAG-0012_COA_002.pdf""]",2,"[""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAG-0012/COMP/MAG-0012_COMP_001.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAG-0012/COMP/MAG-0012_COMP_003.pdf"", ""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MAG-0012/COMP/MAG-0012_COMP_002.pdf""]",3,[],0,[],0,5
