id,ingredient_code,component_order,inci_name_en,inci_name_kr,cas_number,composition_ratio,function,country_of_origin,created_at
88af73be-b878-4b4f-b6bb-c1c38a06734d,MXC-0007,1,Cyclodextrin,사이클로덱스트린,"7585-39-9 
12619-70-4",100.0000,"Absorbents, Chelating Agents",,2026-01-28 16:37:18.006524+00
88dc7d10-1f31-4c65-beb4-648bc4dddbd2,MAM-0029,1,Water,정제수,7732-18-5,77.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
893cdeb5-45f9-4407-b3eb-340df366d08f,MFT-0007,1,Fragrance,향료,-,100.0000,Fragrance,스페인,2026-01-28 16:37:18.006524+00
899352d4-37ca-4810-a1f5-162c4c28b28e,MAP-0039,1,Sodium DNA,소듐디엔에이,9007-49-2,0.0050,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
89b86fff-af37-4777-8ee1-87c55980dad5,MFB-0060,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
89d16ae7-9885-400e-b1ea-a2ca1e97ca25,MFB-0046,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
89e5e008-ed08-4d99-8955-dd081146bd53,MAS-0036,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
8a315e10-d5dc-4aba-8c58-b027d586e0aa,MAB-0017,1,Biotin,바이오틴,58-85-5,100.0000,Skin Conditioning Agent,중국,2026-01-28 16:37:16.589765+00
8a45d080-783d-4de2-9fe9-ca777bc7120d,MFS-0070,1,Fragrance,향료,-,100.0000,Fragrance,,2026-01-28 16:37:18.006524+00
8a6ce0a0-cb46-404c-a8b8-ffaa7c946a23,MAB-0011,1,Centella Asiatica Extract,병풀추출물,"84696-21-9
107-88-0
6920-22-5
70445-33-9",87.9000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
8a6d69a0-9595-47e6-8e3f-b20474e76659,MAS-0027,2,Ficus Carica (Fig) Fruit Extract,무화과추출물,-,0.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
8a866288-05df-464d-99aa-52e9a434b842,MOC-0007,1,Di-C12-13 Alkyl Malate,다이-C12-13알킬말레이트,-,100.0000,Skin Conditioning Agent,,2026-01-28 16:37:18.006524+00
8a9fedcb-2287-457e-9026-8ab494d1de09,MAP-0035,12,Tripeptide-1,트라이펩타이드-1,-,0.0050,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
8accde3e-f521-45bf-9df8-2ccfb6260ef0,MAH-0011,4,"1,2-Hexanediol","1,2-헥산다이올",6920-22-584082-54-2,2.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
8ad7f9bd-00c9-4641-a562-661d226f9575,MSM-0003,1,Sodium Lauryl Ether Sulfate,,3088-31-1,30.0000,Surfactant,,2026-01-28 16:37:18.006524+00
8b036aca-f753-4f7f-a113-38cf965e6ce3,MAS-0029,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
8b0fe2c1-b474-46b0-831d-589778a52ff3,MXV-0003,1,Microcrystalline Cellulose,마이크로크리스탈린셀룰로오스,9004-34-6,70.0000,"Bulking Agents, Emulsion Stabilizer",,2026-01-28 16:37:18.006524+00
8b162761-242d-4c0e-9a7e-fb0ca21c0c5f,MVS-0005,1,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,111286-86-3,100.0000,Viscosity Increasing Agent,프랑스,2026-01-28 16:37:18.006524+00
8b16d153-0e7e-414b-a17c-ba408c934bd2,MAL-0018,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
8b32a267-1c75-45db-b890-370268376a79,MSG-0005,1,Methyl Glucose Dioleate,메틸글루코오스다이올리에이트,-,100.0000,Surfactant,,2026-01-28 16:37:18.006524+00
8b5da1eb-29e5-42e5-9b4c-de6290172e64,MAG-0004,3,"1,2-Hexanediol",,,5.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
8b6a123e-20eb-4a7d-bb6e-fc6ddd2dbaa0,MFS-0068,1,Fragrance,향료,-,100.0000,Fragrance,,2026-01-28 16:37:18.006524+00
8b7f8d3f-be02-4722-922a-7a7935961231,MOA-0011,1,Prunus Armeniaca (Apricot) Kernel Oil,살구씨오일,72869-69-3,100.0000,Skin Conditioning Agent,영국,2026-01-28 16:37:18.006524+00
8b95fa58-7f14-4d82-85a9-879614a0f915,MAE-0018,3,Hydrolyzed Elastin,하이드롤라이즈드엘라스틴,100085-10-7,0.5000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
8ba7a368-82fb-436d-8257-53506b6e6ac2,MPS-0001,3,Glycerin,글리세린,56-81-5,0.0000,Skin Conditioning Agent,미국,2026-01-28 16:37:18.006524+00
8be69d01-338d-4137-804d-82f0be0d4d14,MAE-0014,3,0.1,,70445-33-9,0.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
8c3f459b-f585-43d1-a7b3-fff0c8f93af4,MKC-0004,5,Pentylene Glycol,펜틸렌글라이콜,5343-92-0,0.0000,Skin Conditioning Agent,미국,2026-01-28 16:37:18.006524+00
8c441e77-872f-48fa-80c9-ab64b1e4a254,MFC-0023,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
8c7d424d-faaf-402d-b49b-971eb13e4dfa,MAB-0011,2,Butylene Glycol,부틸렌글라이콜,,10.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
8ca48cec-ef0b-4eca-89af-5c8ccb9ce074,MCF-0006,1,CI 15985,황색5호,2783-94-0,100.0000,Colorant,일본,2026-01-28 16:37:16.589765+00
8cdd6ebb-1fbc-4da1-b2f2-28ab943c0a32,MAL-0020,1,Water,정제수,7732-18-5,55.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
8d03edce-5ca5-4339-bdbf-fb3f6c5a131d,MAV-0007,2,"1,2-Hexanediol",,6920-22-5,2.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
8d4035a0-8c59-4679-991d-2240bc1100ba,MAS-0029,1,Water,정제수,7732-18-5,50.6500,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
8d7dd971-3314-4453-87f4-99329922ef22,MSP-0003,1,PEG-75,피이지-75,25322-68-3 (Generic),100.0000,Humectants,,2026-01-28 16:37:18.006524+00
8d8efad4-8cb9-4011-a8e3-acf32c8e0c42,MAP-0032,2,Propanediol,프로판다이올,504-63-2,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
8da1f504-ff85-49b2-b5fa-f984ffb8e1c0,MAB-0015,1,Water,정제수,7732-18-5,58.5000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
8df34d8c-f7f4-4d4f-8ae9-657feffd09cb,MAC-0037,3,Theobroma Cacao (Cocoa) Seed Extract,,-,0.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
8e02af66-b143-404f-b501-d0ed36d5ba07,MAA-0035,18,Tyrosine,타이로신,60-18-4(L-Form),0.0100,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
8e4f323c-e5c5-4a0f-8dca-5fa2d9884d81,MCG-0001,1,Azo Dye Mixture,아조 다이 믹스처,,100.0000,,,2026-01-28 16:37:16.589765+00
8e6046e6-efad-46c5-8ec4-bd7ae430ecb8,MAH-0025,10,Hyaluronic Acid,하이알루로닉애씨드,9004-61-9,0.1000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
8e870aea-d09c-49cf-98a7-ad8698048f30,MSM-0023,2,Water,정제수,7732-18-5,50.0000,Surfactant,대한민국,2026-01-28 16:37:18.006524+00
8ec646ac-4c7a-43b9-b7c6-a5eec2f7c972,MAO-0006,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
8ed4cf31-5bb7-40ea-b220-4de33bcab13c,MFC-0017,1,Fragrance,향료,-,100.0000,Fragrance,,2026-01-28 16:37:16.589765+00
8ed95095-6f5b-4c31-9350-3c9b792d677b,MOT-0001,1,Triethylhexanoin,트리에칠헥사노인,7360-38-5,100.0000,Skin Conditioning Agent,,2026-01-28 16:37:18.006524+00
8edf8a95-fc4d-47af-8fae-119f4f8225b2,MAP-0035,1,Water,정제수,7732-18-5,87.8590,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
8eef83ed-7da8-4239-9cbc-fa3f474fb1d1,MKC-0004,8,Amodimethicone,아모다이메티콘,-,0.0000,Skin Conditioning Agent,미국,2026-01-28 16:37:18.006524+00
8f04aacf-1eff-417b-824c-c2b1605d988c,MFB-0090,1,Fragrance,향료,,100.0000,Fragrance,,2026-01-28 16:37:16.589765+00
8f0f5d09-28e2-4c51-87f6-a39c269f6b2b,MAH-0001,1,Honey,,7732-18-5,100.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
8f30ad47-2a61-41b8-b7cd-231bc45fd790,MKC-0004,3,Glycerin,글리세린,56-81-5,0.0000,Skin Conditioning Agent,미국,2026-01-28 16:37:18.006524+00
8f4164f2-b7b2-4943-99fc-e886708a5247,MFM-0023,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:18.006524+00
8f5ae088-5371-4310-ac54-1462e6193b4f,MAA-0022,5,Sucrose Distearate,수크로오스다이스테아레이트,27195-16-0,0.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
8f7aab4e-03e9-4995-b8e9-63557e8532fb,MAM-0031,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
8fb53196-e119-4822-9622-899e75f5a7dc,MSE-0023,1,Dimethicone Copolyol,디메티콘코폴리올,-,100.0000,Surfactant,일본,2026-01-28 16:37:18.006524+00
8feb5ca0-73a3-463a-a4f8-ffe118c806c8,MAG-0022,3,Vitis Vinifera (Grape) Fruit Extract,포도추출물,84929-27-1,10.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
8ff3b534-00bf-4357-a5f0-2a311d10a6fd,MSA-0017,2,Cetyl PEG/PPG-10/1 Dimethicone,세틸피이지/피피지-10/1다이메티콘,-,0.0000,Skin Conditioning Agent,,2026-01-28 16:37:18.006524+00
900740e7-1cee-41c5-aa77-d5a3749b90b1,MOS-0025,3,C12-14 Sec-Alketh-7,C12-14Sec-알케스-7,84133-50-6,9.0000,Skin Conditioning Agent,,2026-01-28 16:37:18.006524+00
9027b224-9eff-47eb-b3ff-c538dc276c0e,MAB-0015,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
90304d1a-eb74-47e8-a1de-4a4a5428e49f,MFS-0112,7,Anthemis Nobilis Flower Oil,캐모마일꽃오일,8015-92-7,2.1152,Skin Conditioning Agent,대한민국,2026-01-28 16:37:18.006524+00
908694e6-7e8b-41e2-a09c-d0d3d0d67c82,MPP-0006,4,Butylparaben,부틸파라벤,94-26-8,0.0000,Preservative,이스라엘,2026-01-28 16:37:18.006524+00
9094e0d6-99fb-4a0b-b120-a6ff6c9ae316,MKA-0001,1,Betaine,베타인,107-43-7,100.0000,Humectant,,2026-01-28 16:37:18.006524+00
90bca84c-b2e6-447d-bae0-c88d5be6d89e,MAU-0003,4,Tocopheryl Acetate,토코페릴아세테이트,58-95-7,4.0000,Skin Conditioning Agent,스위스,2026-01-28 16:37:16.589765+00
91361cd8-300e-47ba-9639-da7249803807,MPE-0001,2,Phenoxyethanol,페녹시에탄올,122-99-6,0.0000,Preservatives,,2026-01-28 16:37:18.006524+00
913a71da-0aae-4713-b0ea-514c7c3574f8,MOC-0012,1,Eclipta Prostrata Extract,한련초추출물,93165-22-1,81.0000,Skin Conditioning Agent,싱가포르,2026-01-28 16:37:18.006524+00
916ce5a7-c2fe-4cfe-982a-06da79e421bc,MAH-0020,1,Water,정제수,7732-18-5,50.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
9170d856-943f-4db2-9373-1a000bbd45de,MAB-0014,4,Hyacinthus Orientalis (Hyacinth) Extract,히아신스전초추출물,-,0.5000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
918088fe-9236-4501-9a0e-5b3bbd861e28,MAM-0031,1,Water,정제수,7732-18-5,55.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
91cb3756-de73-489e-a8dc-423c896a25c9,MAH-0025,6,Hydrolyzed Hyaluronic Acid,하이드롤라이즈드하이알루로닉애씨드,ㅡ,0.0500,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
91efc46d-eb2e-4816-8816-6d4c7d63847c,MAG-0026,1,Water,정제수,7732-18-5,56.0000,Skin conditioning,대한민국,2026-01-28 16:37:16.589765+00
920021ce-1d90-412d-a0c0-a03df26d2179,MAJ-0001,1,Water,정제수,7732-18-5,55.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
9210a77d-09c5-4272-84ea-93083e2a6052,MAR-0014,1,Water,정제수,"7732-18-5
107-88-0
-",55.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
9229d4d3-3104-4644-bfe2-f0d8bd3c3772,MAS-0029,11,Angelica Dahurica Root Extract,구릿대뿌리추출물,-,0.9000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
92640821-d25f-4585-85fb-db958bd0b1b8,MAP-0036,3,Propolis Extract,프로폴리스추출물,85665-41-4,0.1000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
92789c6d-515a-40f8-a240-977bf01d1ff2,MAJ-0004,3,Glycerin,글리세린,56-81-5,5.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
92a5cd98-3e26-450e-96f1-2eb0abd1189a,MAP-0016,5,Mangifera Indica (Mango) Fruit Extract,만델릭애씨드,90063-86-8,0.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
92adec9d-dc1e-4d8f-ba17-4d65b72f7e46,MUT-0002,4,Trimethoxycaprylylsilane,트라이메톡시카프릴릴실레인,3069-40-7,0.0000,Sunscreen Agents,,2026-01-28 16:37:18.006524+00
93016f2d-ab52-43c6-82d3-bfb9ae69434c,MFB-0101,1,Fragrance,향료,,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
930b800e-54aa-46a7-b6ab-26afa01cadb5,MAU-0003,3,Chromium Hydroxide Green,크로뮴하이드록사이드그린,12001-99-9,5.0000,Skin Conditioning Agent,스위스,2026-01-28 16:37:16.589765+00
93562961-7dae-4fd7-92cd-a45c581613db,MFA-0013,1,Fragrance,향료,-,100.0000,Fragrance,,2026-01-28 16:37:16.589765+00
935e010e-c4b4-477e-9d6c-33d107759e6e,MFC-0024,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
9392af08-34b1-4f8b-9470-ae73bd113d3c,MAR-0012,1,Water,정제수,7732-18-5,57.5000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
93947690-bf44-4922-a6c8-539832b95634,MAD-0014,3,Caulerpa Lentillifera Extract,바다포도추출물,ㅡ,7.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
93b646c0-5466-41ee-b26a-759ddb428bf4,MVL-0002,4,Propylene Glycol,프로필렌글라이콜,57-55-6,0.0000,Skin Conditioning Agent,,2026-01-28 16:37:18.006524+00
93ba6288-7ddd-453a-98a8-7993a6c47b44,MSM-0025,1,Sodium Metabisulfite,,2235-54-3,100.0000,Surfactant,,2026-01-28 16:37:18.006524+00
94168547-8344-435a-84d7-6b2ec2344470,MFP-0027,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:18.006524+00
942309e3-aba9-499e-9a19-2bd7a77c51fb,MAY-0003,4,Velvet Extract,녹용추출물,-,0.2000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
94280c03-bb41-417b-82c8-0bf07308ceb8,MAC-0021,1,Caffeine,카페인,58-08-2,100.0000,Skin Conditioning Agent,Germany,2026-01-28 16:37:16.589765+00
94768e41-aa7b-4687-be7f-777b81df245f,MAV-0012,4,Sodium DNA,소듐디엔에이,9007-49-2,0.1000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
947d89c6-ca10-4e42-884c-011ef97dc727,MFP-0007,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:18.006524+00
9511068c-90b9-49b9-9025-cb9590ce5b4a,MAP-0016,11,Lactic Acid,라즈베리추출물,50-21-5,0.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
95182cce-d407-4d3b-b278-c00058e2fd87,MSP-0007,3,Stearyl Alcohol,스테아릴알코올,112-92-5,25.0000,Emusifying Agents,미국,2026-01-28 16:37:18.006524+00
951d335f-2e51-47bf-a969-06f7e4b1b7b0,MSA-0018,5,Coco-Glucoside,코코-글루코사이드,110615-47-9,0.5000,Surfactant,대한민국,2026-01-28 16:37:18.006524+00
951de25b-b9fe-4012-8e6c-1c65bb506000,MSB-0004,2,Cetearyl Alcohol,세테아릴알코올,8005-44-5,0.0000,Skin Conditioning Agent,한국,2026-01-28 16:37:18.006524+00
953c858f-2bf3-464d-a4c3-f15c118efc03,MSM-0035,1,Sodium Methyl Cocoyl Taurate,,1847-58-1,100.0000,Surfactant,대한민국,2026-01-28 16:37:18.006524+00
953d5794-8bbe-4f5e-98d4-2711eb5e57cb,MAC-0042,2,"1,2-Hexanediol","1,2-헥산다이올",-,2.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
95984080-5ede-4314-a446-0c8133bf362d,MAM-0034,4,Carbomer,카보머,9003-01-4,1.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
95b50d6a-a144-44e3-b5f3-dc4ba9fccb52,MAJ-0005,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
95cef489-9ca3-4c93-bc60-93fc765d8dc1,MAL-0024,3,Lactobacillus/Lycium Chinense Fruit Extract Ferment Filtrate,락토바실러스/구기자추출물발효여과물,,1.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
95d5dc56-6020-49f7-bfc0-59c4d265d913,MAB-0009,3,Nigella Sativa Seed Extract,블랙커민씨추출물,90064-32-7,5.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
95ffb24d-d850-446b-8c7c-3bc033101bfa,MAR-0010,4,Retinol,레티놀,57-55-6,10.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
960deeb3-fb9f-408c-b0e3-e2bc4fcc80b0,MAA-0035,9,Serine,세린,56-45-1(L-Form),0.0100,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
96322e99-48c2-461d-9f4f-8dc2130970a5,MPE-0003,5,Adipic acid,아디픽애씨드,124-04-9,1.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:18.006524+00
9640cf6a-ba75-477d-b984-3856670d4d0e,MAA-0035,6,Arginine,알지닌,74-79-3(L-Form),0.0100,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
9652769a-b0d9-49be-9682-22b5773ac86b,MSS-0010,1,Cetyl PEG/PPG-10/1 Dimethicone,세틸피이지/피피지-10/1다이메티콘,144243-53-8,100.0000,Surfactant,대한민국,2026-01-28 16:37:18.006524+00
965ef8d7-88f8-40aa-87b8-6b71197199c0,MOC-0010,1,Canola Oil,카놀라오일,8002-13-9,100.0000,Skin conditioning agent,,2026-01-28 16:37:18.006524+00
967ba648-da93-404b-81d4-e96b6d66eb63,MAS-0041,3,Coral Extract,산호추출물,ㅡ,1.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
9697ed9f-388b-4f9e-93bb-4b69a33421fc,MFC-0029,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
969c09bc-0b32-47eb-9a56-31ccf3db6f0b,MAD-0008,1,Rosa Canina Flower,로즈힙꽃,-,100.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
96dc26e7-c4a0-4e21-bc8e-7d6317194796,MCP-0001,1,Azo Dye Mixture,아조 다이 믹스처,,100.0000,,,2026-01-28 16:37:16.589765+00
96e2aaf5-9683-4bec-8bb5-f5f83c05758d,MAE-0020,3,Schisandra Chinensis Fruit Extract,오미자추출물,223748-53-6,2.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
96f15ae5-d79f-4c5c-a25d-dd2f98eb8de6,MAS-0018,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
9751c27d-f631-4a69-a9c1-917a8e3fec8f,MAS-0017,1,Plantago Lanceolata Leaf Extract,창질경이잎추출물,85085-64-9,50.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
975c13c5-93b6-4d87-a3b6-00d025bf8254,MAD-0013,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
97691eed-c5f5-4d74-894d-7082bccc8eff,MAC-0026,1,숯가루,,16291-96-6,100.0000,Absorbent,대한민국,2026-01-28 16:37:16.589765+00
97873079-d71c-4156-a3fb-899d330e49fa,MAS-0031,2,Propanediol,프로판다이올,504-63-2,40.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
978ab9fe-4340-4239-8191-4b4df48a6645,MAM-0033,1,4-Terpineol,4-터피네올,562-74-3,100.0000,Skin Conditioning Agent,호주,2026-01-28 16:37:16.589765+00
979ea76f-e202-463e-9b3e-98c640d4afb3,MFB-0091,1,Fragrance,향료,,100.0000,Fragrance,,2026-01-28 16:37:16.589765+00
97c3769d-9603-44e4-b9e0-b2e43df6b881,MUC-0001,3,Stearic acid,스테아릭애씨드,57-11-4,5.0000,Sunscreen Agents,"3, 1, 1, 1, 1",2026-01-28 16:37:18.006524+00
97c8be4e-cf78-4de7-ab2f-5b67fdb9ece2,MAE-0013,10,Lavandula Angustifolia (Lavender)Flower/Leaf/Stem Extract,라벤더꽃/잎/줄기추출물,84776-65-8,0.2300,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
97d95bb6-3ae1-4a37-83c4-a2f5ad72ae4c,MAA-0026,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
97ec4f47-2682-4bd2-97b6-c584a05137a1,MAB-0018,3,Bioflavonoids,바이오플라보노이드,61788-55-4,0.5000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
97fa6384-e45f-47be-9b76-8d941db1e7a1,MUT-0002,3,Polyglyceryl-6 Polyhydroxystearate,폴리글리세릴-6폴리하이드록시스테아레이트,-,0.0000,Sunscreen Agents,,2026-01-28 16:37:18.006524+00
9827cc83-e1a6-40f8-8041-32934bf2433e,MSE-0006,1,PEG-150 Distearate,피이지-150다이스테아레이트,9005-08-7 (Generic),100.0000,Surfactant,일본,2026-01-28 16:37:18.006524+00
98313c2b-e1f4-4764-b0bf-b70d0257c8d2,MAI-0003,5,Opuntia Coccinellifera Fruit Extract,코치닐선인장열매추출물,-,1.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
986d14d3-de5c-4f8c-b6fa-85107a83e9cd,MAL-0019,1,Water,,7732-18-5,50.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
98d06c34-ab34-4355-9a2f-ce7c870d0dee,MKH-0006,4,Caprylyl Glycol,카프릴릴글라이콜,1117-86-8,0.0500,Skin Conditioning Agent,대한민국,2026-01-28 16:37:18.006524+00
98d0a4e5-8114-4832-8237-aa46abe532d5,MAH-0006,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
997617c3-f4ce-40da-bb03-ab525353586a,MCT-0007,3,Silica,실리카,7631-86-9,12.0000,Pearlizing Agent,독일,2026-01-28 16:37:16.589765+00
99768a60-0aa1-47a5-ad0f-2ead2c82757e,MAS-0029,10,Polygonum Multiflorum Root Extract,하수오뿌리추출물,-,0.9000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
9a3723dd-229e-41f2-8b75-5b34f2237dad,MFS-0061,1,Fragrance,향료,-,100.0000,Fragrance,,2026-01-28 16:37:18.006524+00
9a39e813-694b-43a9-8ad6-f23378950aae,MAN-0009,3,Dioscorea Japonica Root Extract,수크로오스,57-50-1,0.5000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
9a45b38b-0864-44f2-9103-1e0933869c0d,MAM-0035,2,Centella Asiatica Extract,병풀추출물,84696-21-9,10.0000,Skin Conditioning Agent,중국,2026-01-28 16:37:16.589765+00
9aa7c8a3-f36a-4558-8961-3bc9690d01d0,MAS-0029,16,Rubus Coreanus Fruit Extract,복분자딸기열매추출물,84650-60-2,0.2500,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
9ab69ee4-a517-4bbd-8777-58a927e578a0,MFB-0105,1,Fragrance,향료,,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
9ad85391-1adf-47c5-ab89-d2b64d2276e2,MAA-0030,3,Angelica Archangelica Root Extract,안젤리카뿌리추출물,,5.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
9af5c98b-c976-4448-b8ca-cae8b4db0a0d,MAT-0012,1,Water,정제수,7732-18-5,58.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
9b0d72d8-a0c8-4e59-8361-0a715091136f,MAY-0008,1,Water,정제수,7732-18-5,55.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
9b0f54ee-b75b-4690-bc9d-d1104912121d,MOK-0003,1,Dimethicone,다이메티콘,9006-65-9,100.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:18.006524+00
9b4731e6-1027-4337-b17d-54453b24bd95,MVS-0001,3,Polyacrylamide,폴리아크릴아마이드,9003-05-08,0.0000,Viscosity Increasing Agent,,2026-01-28 16:37:18.006524+00
9b53aa82-1add-496d-a2e4-d030941758fe,MAP-0029,1,Zingiber Officinale (Ginger) Root Extract,생강추출물,84696-15-1,100.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
9b7a75b4-e02f-4ee3-8258-03890b714cee,MAT-0009,9,Sambucus Nigra Flower Extract,엘더꽃추출물,84603-58-7,1.2500,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
9b865cfc-6e67-40a1-b6cc-4bd97c41bb14,MFS-0042,1,Fragrance,향료,-,100.0000,Fragrance,,2026-01-28 16:37:18.006524+00
9bd3b91d-1ebf-4391-84d8-c9038f6091f7,MVL-0003,1,Water,정제수,7732-18-5,0.0000,Skin Conditioning Agent,,2026-01-28 16:37:18.006524+00
9becef18-c373-4939-b769-ffeb38855ab1,MPP-0006,5,Propylparaben,프로필파라벤,94-13-3,0.0000,Preservative,이스라엘,2026-01-28 16:37:18.006524+00
