id,ingredient_code,component_order,inci_name_en,inci_name_kr,cas_number,composition_ratio,function,country_of_origin,created_at
2d5fed2a-0d2e-47d1-9e66-89f6f8be177f,MFS-0073,1,Fragrance,향료,-,100.0000,Fragrance,,2026-01-28 16:37:18.006524+00
2d658770-3bea-4efa-bf9b-063ed4c23a08,MSM-0005,1,TEA-Lauryl Sulfate,티이에이-라우릴설페이트,139-96-8,30.0000,Surfactant,,2026-01-28 16:37:18.006524+00
2d88da5a-e545-4964-ad2b-0280c1644030,MOD-0008,1,Dimethicone,다이메티콘,63148-62-9,100.0000,"Antifoaming Agents, Skin Conditioning Agent",대한민국,2026-01-28 16:37:18.006524+00
2d8ee04a-cb10-4139-833a-b3fb0742d5ec,MV6-0001,1,Bentonite,벤토나이트,1302-78-9,100.0000,Viscosity Increasing Agent,,2026-01-28 16:37:18.006524+00
2d8f369c-1391-44cb-8590-81f62b54ae7c,MAG-0023,1,Guaiazulene,구아이아줄렌,489-84-9,100.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
2d997896-4726-40df-aebb-0cb32e144b6d,MCC-0002,1,Mica,마이카,12001-26-2,63.0000,"Opacifying Agent, Pearlizing Agent",독일,2026-01-28 16:37:16.589765+00
2dbdab46-c751-4e4c-b205-cd3761683b5d,MFB-0100,1,Fragrance,향료,,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
2dc4e9e1-f312-413e-9f7c-d36f8fa70580,MAE-0015,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
2de0ec23-ed0b-4f39-9f70-ec24ff11ca95,MAA-0035,4,Lysine,라이신,56-87-1(L-),0.0100,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
2deff8cc-a09f-43fa-bf21-1a980fcb3844,MAB-0011,4,Ethylhexylglycerin,에틸헥실글리세린,,0.1000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
2e26bbbc-17ce-45ed-977d-4b7cc91e9320,MDK-0001,1,Kaolin,카올린,1332-58-7,100.0000,Bulking Agents,미국,2026-01-28 16:37:16.589765+00
2e2ecd61-86d7-4e84-bb5e-fc0bb522c624,MAM-0003,1,Morus Bombycis Root Extract,산뽕나무뿌리추출물,-,100.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
2e5bd993-4fd8-4ca8-9179-2ca279f2c533,MKI-0004,1,Methylpropanediol,메틸프로판다이올,2163-42-0,100.0000,Humectant,대한민국,2026-01-28 16:37:18.006524+00
2e955122-a2aa-43df-a6d9-bf3118a8aaee,MFC-0030,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
2ec30a58-2608-4acc-aec1-53022c10cbe4,MXS-0008,1,Sodium Citrate,소듐시트레이트,68-04-2,100.0000,Buffering Agent,,2026-01-28 16:37:18.006524+00
2f18bc95-5874-40a9-92eb-c37248b4aa6f,MAU-0002,1,PEG-12 Glyceryl Laurate,피이지-12글리세릴라우레이트,51248-32-9,0.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
2f77d25e-6fa5-43fd-a6a5-2b1bcf52cd52,MXL-0003,2,Anhydroxylitol,,38139-93-4,25.0000,Film Formers,독일,2026-01-28 16:37:18.006524+00
2f8905ca-8cbf-4163-b3ab-0e4e9dbe441d,MAS-0022,3,Mentha Piperita (Peppermint) Leaf Extract,페퍼민트잎추출물,84082-70-2,5.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
2f8e7639-2629-40aa-b67b-4bea3936da19,MVL-0001,3,Glyceryl Acrylate/Acrylic Acid Copolymer,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,-,0.0000,Skin Conditioning Agent,미국,2026-01-28 16:37:18.006524+00
2f934cc6-8f8a-4e06-867f-3b5c5e0320d3,MXA-0005,5,Tromethamine,트로메타민,77-86-1,10.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:18.006524+00
2f989e38-937b-4fce-ae4c-8e37ad64fa70,MAV-0006,8,Alcohol,에탄올,64-17-5,0.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
2faa74b5-7e76-41a9-93da-3e75df310491,MCR-0008,1,CI 16255,적색102호,,100.0000,Colorant,일본,2026-01-28 16:37:16.589765+00
2fbed530-d460-4ad4-bb04-1b3966580333,MAB-0010,1,Water,정제수,7732-18-5,55.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
3009a55c-c639-441c-920f-9758cb5145c1,MFS-0040,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:18.006524+00
3062b767-21b8-4f57-bb5a-62e9cd554745,MXD-0004,1,Distearyldimonium Chloride,다이스테아릴다이모늄클로라이드,107-64-2,100.0000,"Hair Conditioning Agent, Antistatic Agents",,2026-01-28 16:37:18.006524+00
30a1a92d-00db-4eab-92d6-b10445ae8050,MSA-0018,2,Lauryl Hydroxysultaine,라우릴하이드록시설테인,13197-76-7,13.0000,Surfactant,대한민국,2026-01-28 16:37:18.006524+00
30de24d5-4a6b-4edf-8a4d-7215293bef0b,MAE-0020,4,Camellia Sinensis Leaf Extract,녹차추출물,84650-60-2,2.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
30fdc8a0-1017-442d-99d0-3963d3671ad0,MDB-0002,2,Talc,탤크,14807-96-6,20.2000,Bulking Agents,대한민국,2026-01-28 16:37:16.589765+00
3105f3a1-a345-4890-8ed1-117b4bb0ef1a,MAH-0025,7,Hydrolyzed Sodium Hyaluronate,하이드롤라이즈드소듐하이알루로네이트,ㅡ,0.0500,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
3117aa6e-3c67-4952-836e-7cbedf3fe8d0,MSB-0004,4,Hydrogenated Lecithin,하이드로제네이티드레시틴,92128-87-5,0.0000,Skin Conditioning Agent,한국,2026-01-28 16:37:18.006524+00
312076d5-b52f-413e-9aed-21e7ebfffea1,MSB-0004,1,Glycol Stearate Se,글라이콜스테아레이트에스이,86418-55-5,0.0000,Skin Conditioning Agent,한국,2026-01-28 16:37:18.006524+00
3150d580-9ceb-471f-970e-40808b7e3c5c,MSE-0029,3,Sodium Lauroyl Glutamate,소듐라우로일글루타메이트,29923-31-7,18.0000,Surfactant,대한민국,2026-01-28 16:37:18.006524+00
31da8e5c-3e70-402f-8e2a-61a99f296959,MSM-0004,2,Water,,7732-18-5,70.0000,Surfactant,,2026-01-28 16:37:18.006524+00
31e76218-07ff-46fa-b15d-941d1037ad69,MKP-0003,4,Betaine,베타인,107-43-7,1.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:18.006524+00
3204660a-1d1c-420a-90e5-10356429aa6e,MCO-0001,1,CI 15510,등색205호,633-96-5,100.0000,Colorant,일본,2026-01-28 16:37:16.589765+00
320da2a2-862e-4cdb-b121-a0aaec74d38d,MAL-0024,6,Lactobacillus/Astragalus Membranaceus Root Extract Ferment Filtrate,락토바실러스/황기뿌리추출발효여과물,,1.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
322d6a81-896d-4930-9950-9173e0dd237e,MAM-0032,1,Butylene Glycol,부틸렌글라이콜,107-88-0,50.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
3298f350-9baf-417e-b70b-2ad8fa2bb6c2,MAU-0005,1,Water,정제수,7732-18-5,55.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
32b9bfcc-4cf6-4c32-b5ab-7211291f4f2c,MAN-0008,6,TEA-Cocoyl Glutamate,,,5.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
32bdb29a-113b-448b-9ffd-962e5cb19e96,MAS-0021,7,Glycine Soja (Soybean) Seed Extract,검정콩추출물,,0.1000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
32bf4712-e2b8-4262-81fc-813e81929229,MKM-0003,2,Water,정제수,7732-18-5,0.0000,Skin Conditioning Agent,,2026-01-28 16:37:18.006524+00
32d70264-44c9-406f-aa20-327c5e6da21d,MFE-0021,1,Citrus Limon (Lemon) Peel Oil,레몬껍질오일,8008-56-8,55.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
32fe6139-b0de-4d08-bbfb-eef772c48400,MOT-0003,1,Triethyl Citrate,트라이에틸시트레이트,77-93-0,100.0000,Skin Conditioning Agent,인도,2026-01-28 16:37:18.006524+00
33246d9a-ef31-4d46-98c9-de0d0f7fd5d4,MXB-0006,5,Caprylyl Glycol,카프릴릴글라이콜,1117-86-8,0.1000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:18.006524+00
3324b142-5fbb-4cee-9d32-dad5263c189e,MVA-0009,1,Sodium Polyacrylate,소듐폴리아크릴레이트,9003-04-7/25549-84-2,100.0000,Viscosity Increasing Agent,일본,2026-01-28 16:37:18.006524+00
334cc4af-e789-4f7c-8e53-ced4cfda68ea,MAB-0009,1,Water,정제수,7732-18-5,55.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
338fe4ca-bee0-436f-ba72-9d26cef65986,MXC-0010,5,Hexyldecanol,헥실데칸올,2425-77-6,6.0000,Skin Conditioning Agent,중국,2026-01-28 16:37:18.006524+00
339e5f5d-293c-4194-a1c0-5f26821ee52d,MFE-0021,5,Citrus Paradisi (Grapefruit) Peel Oil,자몽껍질오일,8016-20-4,5.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
339ec1fe-a058-4bc4-b2d3-840898d76396,MAC-0039,3,Symphytum Officinale Leaf Extract,컴프리잎추출물,84696-05-9,5.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
33c1a6ea-9539-4be5-9f36-20ed8354702b,MAG-0012,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
33c54e60-3ef1-4f42-a8fd-64ded409d1fb,MVE-0002,1,Tocopherol,,13475-82-6,100.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:18.006524+00
33e36f35-af8e-457c-afc1-1904490c4b33,MVV-0004,4,Water,정제수,7732-18-5,40.0000,Viscosity Increasing Agent,홍콩,2026-01-28 16:37:18.006524+00
33fe5733-0abe-480a-881c-8a12d08a57f9,MAA-0032,2,Butylene Glycol,부틸렌글라이콜,-,10.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
3414308d-a496-44d5-a52b-d1f2df9c9ab6,MAC-0041,3,Peat Water,토탄수,-,5.0000,Skin Conditioning Agent,덴마크,2026-01-28 16:37:16.589765+00
341eecbe-f574-43c4-9fa9-7b4b2c55a627,MFT-0008,1,Fragrance,향료,-,100.0000,Fragrance,스페인,2026-01-28 16:37:18.006524+00
3463fc18-ca0c-4907-a362-2e9dd0f493d7,MFE-0018,1,Fragrance,향료,-,100.0000,Fragrance,,2026-01-28 16:37:16.589765+00
346d7972-caf0-4750-a8d5-fa7f270bfcb2,MCT-0008,2,Aluminum Hydroxide,알루미늄하이드록사이드,21645-51-2,3.0000,Opacifying Agent,,2026-01-28 16:37:16.589765+00
34968ae8-c36d-4ed7-8d6e-0c9c63207049,MFP-0043,1,Fragrance,향료,,100.0000,Fragrance,싱가포르,2026-01-28 16:37:18.006524+00
34aeca58-1f8b-4db1-a4e0-a708a94a9bbf,MOI-0001,1,Isododecane,아이소도데케인,13475-82-6,100.0000,Skin Conditioning Agent,독일,2026-01-28 16:37:18.006524+00
34b116f0-ca69-4b48-a1df-21b28814c7a4,MAA-0030,1,Water,정제수,84775-41-7,55.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
34b3b05b-6567-4a61-a836-5b089c3656df,MAH-0022,3,Hibiscus Sabdariffa Flower Extract,히비스커스꽃추출물,84775-87-1,5.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
34c7d428-aec2-4ef2-8017-a9edc2b19b53,MSE-0024,1,PPG-2-Deceth-12,피피지-2데세스-12,-,100.0000,Surfactant,,2026-01-28 16:37:18.006524+00
3555018b-62fd-4f1e-a5f5-c006d03d58ca,MAM-0011,3,Hydrolyzed Collagen,하이드롤라이즈드콜라겐,73049-73-7,0.5000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
35583f90-50a5-451d-b54f-56efb1e1ddc2,MAH-0008,3,"1,2-Hexanediol",,,5.0000,"Humectants, Flavoring Agents",,2026-01-28 16:37:16.589765+00
357d7871-6103-45a6-bd2c-a5ac60f70969,MFT-0031,1,Fragrance,향료,-,100.0000,Fragrance,,2026-01-28 16:37:18.006524+00
359bbd54-f368-43ac-a679-eeb6586d3694,MVL-0001,4,Propylene Glycol,프로필렌글라이콜,57-55-6,0.0000,Skin Conditioning Agent,미국,2026-01-28 16:37:18.006524+00
35aaa5a1-7516-4b59-9bc7-ddc511d6dd76,MFF-0021,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
35c9a9f2-e510-4f46-8f0a-ab2630f23505,MAA-0037,3,Cynara Scolymus (Artichoke) Leaf Extract,아티초크잎추출물,84012-14-6,10.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
35f2dabd-d9d7-4951-9570-1290d662603e,MOD-0012,5,Xanthan Gum,잔탄검,11138-66-2,0.3000,"Hair Conditioning Agent, Skin Conditioning Agent",대한민국,2026-01-28 16:37:18.006524+00
3600901d-9d02-42ba-871e-b6ca2678fd6f,MXS-0014,1,Sodium Guaiazulene Sulfonate,소듐구아이아줄렌설포네이트,6223-35-4,100.0000,Skin Conditioning Agent,중국,2026-01-28 16:37:18.006524+00
3615a853-db48-409e-a822-d1fbcee77528,MAP-0033,2,Butylene Glycol,부틸렌글라이콜,107-88-0,45.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
365d7a13-6f08-4028-94ca-8df016135342,MAY-0005,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
365e0751-57e4-4156-bbd1-1441ec60a3bd,MFB-0040,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
366f2b4d-d73a-42b9-96ac-dc080086468d,MAA-0030,2,Butylene Glycol,부틸렌글라이콜,,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
36a092b3-e3ed-4521-a424-f6795e3b7b71,MAC-0033,5,Sodium Hyaluronate,,,8.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
36a0f12d-dd22-47d8-94ad-c8ebc0345cb5,MAY-0009,3,Nelumbo Nucifera Flower Extract,연꽃추출물,85085-51-4,5.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
36a2a008-78a6-452d-bc74-4fb6372d0b33,MPE-0002,1,Methylpropanediol,메틸프로판다이올,2163-42-0,91.0000,Skin Conditioning Agent,,2026-01-28 16:37:18.006524+00
36c3ab0b-dfa7-4c7e-9526-fd2aba1ddf52,MAK-0001,1,Water,정제수,7732-18-5,95.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
36eb2f91-1d0b-4e3c-a58c-bcb041894772,MFS-0038,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:18.006524+00
3724258a-fbfd-42df-9371-2909f3bab796,MAS-0018,1,Water,정제수,7732-18-5,55.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
37578636-80e9-40a6-896d-568aeb992da9,MKP-0003,12,Arginine,알지닌,74-79-3(L-Form),0.0100,Skin Conditioning Agent,대한민국,2026-01-28 16:37:18.006524+00
377a6109-50d9-4121-9650-e19d5c30e8d0,MSM-0005,2,Water,,,70.0000,Surfactant,,2026-01-28 16:37:18.006524+00
37a04265-1049-44d1-9f7c-db745154a551,MFS-0007,1,Fragrance,향료,-,100.0000,Fragrance,,2026-01-28 16:37:18.006524+00
37a2286c-8a63-43ee-bf63-cd6053e4624f,MAE-0013,14,Centella Asiatica Extract,병풀추출물,84696-21-9,0.2000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
37cdcb27-d55a-411f-a6fa-416b65d249ef,MFS-0112,5,Citrus Aurantium Bergamia (Bergamot) Fruit Oil,베르가모트오일,8007-75-8,5.2879,Skin Conditioning Agent,대한민국,2026-01-28 16:37:18.006524+00
37ef6a15-fe3d-437d-b38e-dabb0d65f295,MAE-0013,11,"Mentha Piperita (Peppermint) Leaf
Extract",페퍼민트잎추출물,84082-70-2,0.2300,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
381f27b8-0164-4b4c-a797-0313d4ea2d8a,MAP-0036,1,Water,정제수,7732-18-5,96.9000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
383586ab-e651-4428-9f99-b4abfc59c6a2,MAS-0029,5,Artemisia Princeps Leaf Extract,쑥잎추출물,-,0.9000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
383fc60b-3a3d-4990-9e87-25061b33ca11,MAA-0020,1,Alpinia Katsumadae Fruit Extract,초두구열매추출물,-,100.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
384fd6ca-5620-494a-8be5-e34ef13b8b08,MFT-0023,1,Fragrance,향료,-,100.0000,Fragrance,,2026-01-28 16:37:18.006524+00
386d3a3f-3a64-4701-9a53-9b145b6a70c9,MAB-0014,9,"1,2-Hexanediol","1,2-헥산다이올",6920-22-5,2.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
38707134-692a-4cbc-9fc8-dea7bc9e617d,MAS-0035,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
3898a6af-c39b-4388-af7a-e821aa639678,MFP-0021,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:18.006524+00
38af0f23-7149-4344-a82f-d5eab79c019d,MXH-0002,1,Sodium Chloride,소듐클로라이드,7647-14-5,100.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:18.006524+00
38b32c5e-90ad-43ae-891e-ccb8e65f25e1,MOM-0005,1,Macadamia Ternifolia Seed Oil,마카다미아씨오일,128497-20-1,100.0000,Skin Conditioning Agent,,2026-01-28 16:37:18.006524+00
39705dfe-27c3-4dad-8c0e-550b46c5cfb9,MVP-0003,1,PEG-14M,피이지-14M,25322-68-3,100.0000,Viscosity Increasing Agent,미국,2026-01-28 16:37:18.006524+00
397c647a-bcf7-4bf6-92b6-bec57968ef44,MAP-0038,7,Ascorbyl Palmitate,아스코빌팔미테이트,137-66-6,0.1000,Skin Conditioning Agent,중국,2026-01-28 16:37:16.589765+00
39927b1a-d808-428d-9ede-9b0dba865944,MFB-0085,1,Fragrance,향료,,100.0000,Fragrance,,2026-01-28 16:37:16.589765+00
39c1b903-70f7-4d46-8f35-bde9f8031b74,MKH-0005,9,Hydrolyzed Sodium Hyaluronate,하이드롤라이즈드소듐하이알루로네이트,-,0.0100,Skin Conditioning Agent,대한민국,2026-01-28 16:37:18.006524+00
39c392b5-ac86-4092-bd6b-3a6f4c85191a,MAA-0035,1,Water,정제수,7732-18-5,64.8300,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
39d58a6e-e310-464c-8f53-ee730b6b37f8,MDE-0001,5,CI 77492,황색산화철,1345-27-3,0.0000,Bulking Agents,,2026-01-28 16:37:16.589765+00
39f1c044-4a15-4c73-b03b-91d5e0d264c3,MFN-0001,1,Fragrance,향료,-,100.0000,"Skin Conditioning Agent, Fragrance",대한민국,2026-01-28 16:37:18.006524+00
39f73735-4898-46bb-86c0-df5548f901f1,MFF-0032,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
39faa0ed-85d3-470c-ba88-c52bb62ad300,MOD-0013,1,Cyclopentasiloxane,사이클로펜타실록세인,541-02-6,88.0000,"Hair Conditioning Agent, Skin Conditioning Agent",대한민국,2026-01-28 16:37:18.006524+00
3a055de6-6d80-48e4-b772-c623966f9463,MAC-0037,8,Butylparaben,,,0.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
3a1230ff-a44d-4cf4-9252-fd1527ee019d,MAC-0031,1,Daucus Carota Sativa (Carrot) Root Extract,당근추출물,`,100.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
3a26e1ed-2981-4abb-99ad-2529fac3ffde,MOD-0009,1,Neopentyl Glycol Diheptanoate,네오펜틸글라이콜다이헵타노에이트,-,100.0000,Skin Conditioning Agent,프랑스,2026-01-28 16:37:18.006524+00
3a5afd95-0e14-4dca-9c72-b8700f3759e1,MDG-0001,1,Garcinia Cambogia Fruit Extract,가르시니아열매추출물,90045-23-1,100.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
3a5cfb62-da00-4e40-aa39-46abfe7d5a1f,MAS-0029,14,Morus Alba Root Extract,뽕나무뿌리추출물,94167-05-2,0.2500,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
3a6e93ed-aaa8-4d7e-b952-d5807a66d5f5,MKF-0001,1,Hydrolyzed Jojoba Esters,하이드롤라이즈드호호바에스터,-,100.0000,Skin Conditioning Agent,,2026-01-28 16:37:18.006524+00
3a725420-63f7-4d0a-b136-b82de621a5f4,MAT-0010,2,Butylene Glycol,,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
3a796181-e057-4211-8a3b-89b066f5af04,MKS-0003,1,Glycerin,글리세린,56-81-5,41.5000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:18.006524+00
3a8ce0c1-efc3-40bd-b1e6-6b991143e640,MVL-0002,2,Glycerin,글리세린,56-81-5,0.0000,Skin Conditioning Agent,,2026-01-28 16:37:18.006524+00
3a8f398e-74df-438d-b1e0-1af8efe951bf,MAM-0027,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
3ae3528b-3247-46ad-881c-07eda09de460,MAA-0034,3,Ginkgo Biloba Leaf Extract,은행나무잎추출물,90045-36-6,5.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
3b03c6f1-7223-4c60-8eb0-a976bbd2588f,MVC-0004,1,Carbomer,카보머,9003-01-4,100.0000,Viscosity Increasing Agents,대한민국,2026-01-28 16:37:18.006524+00
3b073842-4f96-409e-8bdd-ef40caecdf9e,MAC-0037,9,"Propylparaben
Isobutylparaben",,,0.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
3b913d2f-bb88-4983-8759-0bb488d09957,MKC-0003,2,Sodium Hyaluronate,소듐하이알루로네이트,9067-32-7,1.0000,Skin Conditioning Agent,중국,2026-01-28 16:37:18.006524+00
3bfa61a7-c7b5-4207-b879-cd05d5ad0189,MFF-0007,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
3c14d708-397e-470d-b4f6-f008e03c80b6,MAN-0011,4,Ascorbic Acid,아스코빅애씨드,50-81-7,0.0000,Skin Conditioning Agent,중국,2026-01-28 16:37:16.589765+00
3ce843ab-5e7d-4074-b0ee-1369093140e6,MAE-0017,1,Water,정제수,7732-18-5,55.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
3d6ec91a-7503-46c7-8ab4-a79a3f7741f9,MFT-0024,1,Fragrance,향료,-,100.0000,Fragrance,스페인,2026-01-28 16:37:18.006524+00
3dc1bd40-652d-427a-8de0-fd65f745a3ff,MXA-0004,1,Styrene/VP Copolymer,스타이렌/브이피코폴리머,25086-29-7,100.0000,Film Formers,,2026-01-28 16:37:18.006524+00
3dd69e23-7775-426a-8caf-d7f30d9f2fe9,MUZ-0002,1,Zinc Oxide,징크옥사이드,1314-13-2,100.0000,"Bulking agents, Sunscreen Agents",벨기에,2026-01-28 16:37:18.006524+00
3dfe7014-61c5-43a9-9515-adbbecd8b85f,MKH-0005,2,Pentylene Glycol,펜틸렌글라이콜,5343-92-0,3.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:18.006524+00
3e168490-7e09-4d36-9692-7f0571f52848,MFB-0077,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
3e1f3354-e59e-40a6-a591-7a480e4b18ed,MPP-0005,1,Phenoxyethanol,페녹시에탄올,122-99-6,100.0000,Preservative,인도,2026-01-28 16:37:18.006524+00
3e2c8a74-f895-40e8-9704-6ebebbad2ade,MAE-0013,6,Chamomilla Recutita (Matricaria)Flower Extract,마트리카리아꽃추출물,84082-60-0,0.2300,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
3e42ae95-e05b-4d1c-ba78-a1d5aee7c154,MAS-0040,1,Water,정제수,7732-18-5,97.5000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
3e951e67-82dc-4b1e-b9e4-935b5c3e6c4d,MAO-0008,1,Water,온천수,"7732-18-5
107-88-0
5343-92-0
6920-22-5
1117-86-8",94.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
3e9a76bd-9e27-4fb6-921b-879e8404ede1,MFS-0058,1,Fragrance,향료,-,100.0000,Fragrance,,2026-01-28 16:37:18.006524+00
3ea07043-720e-4f81-9ad1-eba47ea629df,MXE-0002,4,Cetearyl Alcohol,세테아릴알코올,8005-44-5,7.5000,Skin Conditioning Agent,,2026-01-28 16:37:18.006524+00
3eadee2c-bc22-47ef-b92a-9104dad88ca7,MFK-0020,1,Fragrance,향료,-,100.0000,Fragrance,,2026-01-28 16:37:16.589765+00
3eb1bbb7-0720-4e0d-a50c-02a44c6742a4,MCH-0001,2,Triethoxycaprylylsilane,트라이에톡시카프릴릴실레인,,3.0000,Colorant,대한민국,2026-01-28 16:37:18.006524+00
3eb4f7b8-4562-41f0-a4a9-39be409a6705,MOH-0001,1,Cannabis Sativa (Hemp) Seed Oil,삼씨오일,8016-24-8,100.0000,Skin Conditioning Agent,,2026-01-28 16:37:18.006524+00
3ec689f2-6a08-4210-8580-e3f587203b63,MAA-0027,2,Butylene Glycol(40±4). Persea Gratissima (Avocado) Fruit Extract,,107-88-0,10.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
3edb860b-b3ff-4707-971e-badcdfc8fc83,MAA-0035,13,Alanine,알라닌,56-41-7(L-Form),0.0100,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
3edc2f67-fadf-45a7-afaf-b80d749c676d,MAT-0009,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
3f1c9702-6546-46cc-9719-897976516279,MAA-0016,4,Disodium Adenosine Triphosphate,다이소듐아데노신트라이포스페이트,987-65-5,0.0000,Skin Conditioning Agent,일본,2026-01-28 16:37:16.589765+00
3f521473-ed01-481a-a1ac-5886cde56f47,MCR-0005,1,CI 17200,적색227호,3567-66-6,100.0000,Colorant,일본,2026-01-28 16:37:16.589765+00
3f62e75e-dc51-43d8-a36c-df65e720d2e0,MAO-0008,3,Pentylene Glycol,펜틸렌글라이콜,,0.5000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
3f823f8e-2ed6-41a4-a6b7-849cf10328ed,MAR-0010,2,Macadamia Ternifolia Seed Oil,,83-46-5,15.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
