ingredient_code,ingredient_name,spec_item,spec_standard,result_value,result_date,test_method,remarks
MAC-0031,Carrot Extract,글절률(n20),1.428 ~ 1.350,,,,
MAC-0031,Carrot Extract,비중(d20),1.030 ~ 1.050,,,,
MAC-0031,Carrot Extract,P H,5.60 ~ 7.10,,,,
MAC-0031,Carrot Extract,중금속,10ppm 이하,,,,
MAC-0031,Carrot Extract,비소,2ppm 이하,,,,
MAC-0031,Carrot Extract,건조잔분/수분,0.8% 이상/5% 이하,,,,
MAC-0031,Carrot Extract,용해상태,이 원료 1g을 물 또는 에탄올 50ml에 넣어 녹일때 약간 혼탁하게 녹는다.,,,,
MAC-0032,"Coral Water
(산호수추출물)",성상,무색투명액체,,,,
MAC-0032,"Coral Water
(산호수추출물)",글절률(n20),1.320 ~ 1.360,,,,
MAC-0032,"Coral Water
(산호수추출물)",비중(d25),0.995 ~ 1.015,,,,
MAC-0032,"Coral Water
(산호수추출물)",P H,6.50 ~ 8.50,,,,
MAC-0032,"Coral Water
(산호수추출물)",중금속,10ppm 이하,,,,
MAC-0032,"Coral Water
(산호수추출물)",비소,2ppm 이하,,,,
MAC-0032,"Coral Water
(산호수추출물)",미생물,100Cfu/g 이하,,,,
MAC-0033,Caviar Extract,성상,무색 ~ 연황색의 투명액체,,,,
MAC-0033,Caviar Extract,글절률(n20),1.365 ~ 1.405,,,,
MAC-0033,Caviar Extract,비중(d20),1.020 ~ 1.060,,,,
MAC-0033,Caviar Extract,P H,5.50 ~ 7.50,,,,
MAC-0033,Caviar Extract,중금속,10ppm 이하,,,,
MAC-0033,Caviar Extract,비소,2ppm 이하,,,,
MAC-0033,Caviar Extract,미생물,100Cfu/g 이하,,,,
MFC-0016,Cologne EV 5218,성상,연황녹색의 투명액상,,,,
MFC-0016,Cologne EV 5218,냄새,표준품에 준함,,,,
MFC-0016,Cologne EV 5218,비중(d20),0.958 ~ 0.978,,,,
MFC-0016,Cologne EV 5218,굴절률(n20),1.461 ~ 1.477,,,,
MFC-0017,Curve 404,성상,"연황녹색의 투명액상, 특이취",,,,
MFC-0017,Curve 404,냄새,표준품에 준함,,,,
MFC-0017,Curve 404,비중(d20),0.958 ~ 1.018,,,,
MFC-0017,Curve 404,굴절률(n20),1.442 ~ 1.502,,,,
MFC-0019,Cologne Eva FW9013575,성상,황색의 오일액상,,,,
MFC-0019,Cologne Eva FW9013575,냄새,표준품에 준함,,,,
MFC-0019,Cologne Eva FW9013575,비중(d20),0.957 ~ 0.977,,,,
MFC-0019,Cologne Eva FW9013575,굴절률(n20),1.462 ~ 1.482,,,,
MKC-0001,Cellplus+,성상,"미황색의 점성액, 특이취",,,,
MKC-0001,Cellplus+,P H,6.00 ~ 7.00,,,,
MKC-0001,Cellplus+,비중(d20),1.000 ~ 1.030,,,,
MKC-0001,Cellplus+,굴절률(n20),1.335 ~ 1.370,,,,
MKC-0001,Cellplus+,중금속,10ppm 이하,,,,
MKC-0001,Cellplus+,비소,2ppm 이하,,,,
MKC-0001,Cellplus+,건조잔분,2.0 ~ 5.0%,,,,
MKC-0003,CLEAR HA-100,성상,무색의 점성액,,,,
MKC-0003,CLEAR HA-100,P H,6.50 ~ 7.50,,,,
MKC-0003,CLEAR HA-100,점도,"7,000 ~ 10,000",,,,
MKC-0003,CLEAR HA-100,미생물,100Cfu/g 이하,,,,
MKC-0004,CES-1104,성상,반투명의 젤상,,,,
MKC-0004,CES-1104,P H,4.5 ~ 6.5,,,,
MKC-0004,CES-1104,점도,"60,000 ~ 70,000",,,,
MKC-0004,CES-1104,미생물,100Cfu/g 이하,,,,
MOC-0009,Coconut Oil,성상,미황색의 액상,,,,
MOC-0009,Coconut Oil,산가,0.1 이하,,,,
MOC-0009,Coconut Oil,요오드가,7.0 ~ 11.0,,,,
MOC-0009,Coconut Oil,융점,22.0 ~ 26.0,,,,
MOC-0009,Coconut Oil,수분,0.1 이하,,,,
MSC-0005,Corum 2680,성상,백색의길죽한플레이트상,,,,
MSC-0005,Corum 2680,산가,5.0 이하,,,,
MSC-0005,Corum 2680,요오드가,10.0 이하,,,,
MVC-0001,CMC,성상,"백색~엷은 황색의 분말, 무취",,,,
MVC-0001,CMC,P H,6.0 ~ 8.5,,,,
MVC-0001,CMC,비소,4ppm 이하,,,,
MVC-0001,CMC,건조감량,12.0% 이하,,,,
MVC-0001,CMC,점도,"1,300 ~ 1,700",,,,
MVC-0003,Carbopol-940,성상,"백색가루, 특이취",,,,
MVC-0003,Carbopol-940,점도,"6,000 ~ 10,000",,,,
MVC-0003,Carbopol-940,P H,2.20 ~ 3.80,,,,
MVC-0003,Carbopol-940,중금속,20ppm 이하,,,,
MVC-0003,Carbopol-940,비소,2ppm 이하,,,,
MVC-0003,Carbopol-940,건조감량,2.0% 이하,,,,
MVC-0004,Carbopol-941,성상,"백색가루, 특이취",,,,
MVC-0004,Carbopol-941,점도,"3,000 ~ 6,000",,,,
MVC-0004,Carbopol-941,P H,2.50 ~ 4.00,,,,
MVC-0004,Carbopol-941,중금속,20ppm 이하,,,,
MVC-0004,Carbopol-941,비소,2ppm 이하,,,,
MVC-0004,Carbopol-941,건조감량,7.0% 이하,,,,
MVC-0004,Carbopol-941,강열잔분,0.2% 이하,,,,
MVC-0009,Carbopol-ETD 2020,성상,"백색가루, 특이취",,,,
MVC-0009,Carbopol-ETD 2020,점도,"4,000 ~ 10,000",,,,
MVC-0009,Carbopol-ETD 2020,중금속,10ppm 이하,,,,
MVC-0009,Carbopol-ETD 2020,비소,10ppm 이하,,,,
MVC-0009,Carbopol-ETD 2020,건조감량,2.0% 이하,,,,
MVC-0010,Esaflor EC 3,성상,엷은 황색의 분말가루,,,,
MVC-0010,Esaflor EC 3,점도,"3,000 ~ 4,500",,,,
MVC-0010,Esaflor EC 3,P H,9.00 ~ 11.0,,,,
MVC-0010,Esaflor EC 3,수분,10.0% 이하,,,,
MVC-0010,Esaflor EC 3,미생물,100Cfu/g 이하,,,,
MXC-0001,Citric Acid,성상,"무색~백색의결정성가루,과립",,,,
MXC-0001,Citric Acid,중금속,5ppm 이하,,,,
MXC-0001,Citric Acid,비소,1ppm 이하,,,,
MXC-0001,Citric Acid,강열잔분,0.05% 이하,,,,
MXC-0005,Coffee Exfoliator 1000,성상,"짙은갈색~밤색의가루,특이취",,,,
MXC-0005,Coffee Exfoliator 1000,미생물,100Cfu/g 이하,,,,
MFC-0021,Citrus Floral 4P00134,성상,황색의투명액상,,,,
MFC-0021,Citrus Floral 4P00134,냄새,표준품에준함,,,,
MFC-0021,Citrus Floral 4P00134,비중(d20),0.850 ~ 0.950,,,,
MFC-0021,Citrus Floral 4P00134,굴절률(n20),1.450 ~ 1.470,,,,
MFC-0020,"Charming Bouquet
FY4017811",성상,연황색 ~ 황색의 투명액상,,,,
MFC-0020,"Charming Bouquet
FY4017811",냄새,표준품에준함,,,,
MFC-0020,"Charming Bouquet
FY4017811",비중(d20),0.970 ~ 0.990,,,,
MFC-0020,"Charming Bouquet
FY4017811",굴절률(n20),1.458 ~ 1.478,,,,
MFC-0022,Collagen 100813,성상,연황색의 투명액상,,,,
MFC-0022,Collagen 100813,냄새,표준품에 준함,,,,
MFC-0022,Collagen 100813,굴절률(n20),1.431 ~ 1.471,,,,
MFC-0022,Collagen 100813,비중(d20),0.967 ~ 1.007,,,,
MSC-0006,Eumugin CO 40,성상,무색~황색의바셀린유액납모양,,,,
MSC-0006,Eumugin CO 40,산가,1.0 이하,,,,
MSC-0006,Eumugin CO 40,검화가,50.0~60.0,,,,
MSC-0006,Eumugin CO 40,수분,2.0 이하,,,,
MFC-0023,Coffeebean-25476,성상,미황색의액상,,,,
MFC-0023,Coffeebean-25476,냄새,표준품에 준함,,,,
MFC-0023,Coffeebean-25476,비중(d20),1.038 ~ 1.048,,,,
MFC-0023,Coffeebean-25476,굴절률(n20),1.434 ~ 1.444,,,,
MSC-0003,Cetiol - HE,성상,맑은 황색의 액체,,,,
MSC-0003,Cetiol - HE,P H,5.5 ~ 6.5,,,,
MSC-0003,Cetiol - HE,산가,5 이하,,,,
MSC-0003,Cetiol - HE,검화가,90 ~ 100,,,,
MSC-0003,Cetiol - HE,요오드가,5 이하,,,,
MFC-0024,Citrus Sweet 15P02822,성상,무색투명액상,,,,
MFC-0024,Citrus Sweet 15P02822,냄새,표준품에 준함,,,,
MFC-0024,Citrus Sweet 15P02822,비중(d20),1.010 ~ 1.020,,,,
MFC-0024,Citrus Sweet 15P02822,굴절률(n20),1.470 ~ 1.480,,,,
MAC-0034,Cocoa Powder D-11-S,성상,엷은갈색의 분말,,,,
MAC-0034,Cocoa Powder D-11-S,P H (10% sol),4.00 ~ 8.00,,,,
MXC-0006,DL-Camphor,성상,"무색~백색의결정,결정성가루,특이취",,,,
MXC-0006,DL-Camphor,융점(℃),175 ~ 180,,,,
MAC-0035,"체리 추출물
(Cherry ext)",성상,"적색~갈색의 액상,특이취",,,,
MAC-0035,"체리 추출물
(Cherry ext)",비중(d20),0.980 ~ 1.040,,,,
MAC-0035,"체리 추출물
(Cherry ext)",중금속,10ppm 이하,,,,
MAC-0035,"체리 추출물
(Cherry ext)",비소,2ppm 이하,,,,
MAC-0035,"체리 추출물
(Cherry ext)",미생물,100 Cfu/g 이하,,,,
MAC-0035,"체리 추출물
(Cherry ext)",P H,3.50 ~ 6.50,,,,
MCC-0001,카카오색소,성상,암적갈색의 분말,,,,
MCC-0001,카카오색소,P H,6.00 ~ 8.00,,,,
MCC-0001,카카오색소,중금속,10ppm 이하,,,,
MCC-0001,카카오색소,비소,2ppm 이하,,,,
MCC-0001,카카오색소,미생물,100 Cfu/g 이하,,,,
MWC-0008,CBL NC-11,성상,유백색의 액,,,,
MWC-0008,CBL NC-11,산가,1 이하,,,,
MWC-0008,CBL NC-11,요오드가,30 ~ 50,,,,
MWC-0008,CBL NC-11,융점(℃),30 ~ 50,,,,
MWC-0007,"Cosmethicone 
SF-240-55",성상,백색의 플레이트상,,,,
MWC-0007,"Cosmethicone 
SF-240-55",융점(℃),65 ~ 75,,,,
MWC-0007,"Cosmethicone 
SF-240-55",비중(d25),0.920 ~ 0.970,,,,
MAC-0037,코카오 complex,성상,연황색 액상,,,,
MAC-0037,코카오 complex,pH,5.0 - 8.0,,,,
MAC-0037,코카오 complex,비중,0.98 - 1.04,,,,
MAC-0037,코카오 complex,중금속,10 ppm 이하,,,,
MAC-0037,코카오 complex,비소,2 ppm 이하,,,,
MAC-0037,코카오 complex,미생물,100 cfu/ml 이하,,,,
MAC-0001,Chamomile Ext.,성상,"연노랑 ~ 갈색의 맑은액, 
약간의 특이취",,,,
MAC-0001,Chamomile Ext.,pH,5.5 ~ 7.5,,,,
MAC-0001,Chamomile Ext.,굴절률(n25),1.3 ~ 1.4,,,,
MAC-0001,Chamomile Ext.,비중(d25),0.95 ~ 1.06,,,,
MAC-0001,Chamomile Ext.,건조잔량,1 ~ 4%,,,,
MAC-0001,Chamomile Ext.,미생물,100colony/g이하,,,,
MAC-0001,Chamomile Ext.,납,20ppm이하,,,,
MAC-0001,Chamomile Ext.,비소,2ppm이하,,,,
MFC-0025,Captivation-52B,성상,맑은 연황색 액상,,,,
MFC-0025,Captivation-52B,굴절률(n25),1.4731 - 1.4831,,,,
MFC-0025,Captivation-52B,비중(d25),0.9553 - 0.9753,,,,
MAD-0002,DPG(Lipo DPG),성상,백색 ~ 엷은황색의 결정성가루,,,,
MAD-0002,DPG(Lipo DPG),P H,5.00 ~ 6.00,,,,
MAD-0002,DPG(Lipo DPG),중금속,10ppm 이하,,,,
MAD-0002,DPG(Lipo DPG),비소,4ppm 이하,,,,
MAD-0002,DPG(Lipo DPG),건조감량,6.0% 이하,,,,
MAD-0002,DPG(Lipo DPG),강열잔분,16 ~ 20%,,,,
MAD-0002,DPG(Lipo DPG),미생물,100Cfu/g 이하,,,,
MAD-0006,"Deep Seawater
(해양심층수)",성상,무색투명액체,,,,
MAD-0006,"Deep Seawater
(해양심층수)",P H,6.00 ~ 8.00,,,,
MAD-0006,"Deep Seawater
(해양심층수)",중금속,1ppm 이하,,,,
MAD-0006,"Deep Seawater
(해양심층수)",비소,0.1ppm 이하,,,,
MAD-0006,"Deep Seawater
(해양심층수)",건조잔분,0.34 ~ 0.40%,,,,
MAD-0006,"Deep Seawater
(해양심층수)",미생물,100Cfu/g 이하,,,,
MAD-0008,"Rosagalica Exfoliator 2000
(건조장미꽃잎)",성상,적색 ~ 보라색의 꽃잎,,,,
MAD-0008,"Rosagalica Exfoliator 2000
(건조장미꽃잎)",건조잔분,9.0% 이하,,,,
MAD-0008,"Rosagalica Exfoliator 2000
(건조장미꽃잎)",중금속,20ppm 이하,,,,
MAD-0008,"Rosagalica Exfoliator 2000
(건조장미꽃잎)",비소,2ppm 이하,,,,
MAD-0008,"Rosagalica Exfoliator 2000
(건조장미꽃잎)",미생물,100Cfu/g 이하,,,,
MAD-0011,감나무잎추출물-PF,성상,연한 황색의 액체,,,,
MAD-0011,감나무잎추출물-PF,P H,5.00 ~ 8.00,,,,
MAD-0011,감나무잎추출물-PF,비중(d20),0.98 ~ 1.04,,,,
MAD-0011,감나무잎추출물-PF,중금속,10ppm 이하,,,,
MAD-0011,감나무잎추출물-PF,비소,2ppm 이하,,,,
MAD-0011,감나무잎추출물-PF,미생물,100Cfu/g 이하,,,,
MKD-0003,Dermosoft Octiol,성상,무색투명액상,,,,
MKD-0004,Dub Diol,성상,무색의 맑은액,,,,
MKD-0004,Dub Diol,수분,0.1% 이하,,,,
MOD-0004,"Dow Corining 200(F100)
SF1000N/100CS",성상,무색투명액상,,,,
MOD-0004,"Dow Corining 200(F100)
SF1000N/100CS",점도,95 ~ 105,,,,
MOD-0006,"Dow Coring 345
SF0015Z",성상,무색의맑은액,,,,
MOD-0006,"Dow Coring 345
SF0015Z",점도,4 ~ 6,,,,
MOD-0006,"Dow Coring 345
SF0015Z",비중(d25),0.945 ~ 0.965,,,,
MOD-0006,"Dow Coring 345
SF0015Z",산가,0.01 이하,,,,
MOD-0008,"Dow Corining 200F
(SF1000N/10CS)",성상,무색투명액상,,,,
MOD-0008,"Dow Corining 200F
(SF1000N/10CS)",굴절률(n25),1.398 ~ 1.400,,,,
MOD-0008,"Dow Corining 200F
(SF1000N/10CS)",비중(d25),0.930 ~ 0.940,,,,
MOD-0008,"Dow Corining 200F
(SF1000N/10CS)",산가,0.01 이하,,,,
MOD-0008,"Dow Corining 200F
(SF1000N/10CS)",점도,9 ~ 11,,,,
MOD-0009,Dub DNPG,성상,무색의 맑은액,,,,
MOD-0009,Dub DNPG,수분,0.1 이하,,,,
MOD-0009,Dub DNPG,요오드가,0.5 이하,,,,
MOD-0009,Dub DNPG,산가,0.2 이하,,,,
MOD-0010,Dermofeel BGC,성상,무색투명액상,,,,
MOD-0010,Dermofeel BGC,산가,0.1 이하,,,,
MOD-0010,Dermofeel BGC,검화가,295 ~ 315,,,,
MOD-0010,Dermofeel BGC,요오드가,1.0 이하,,,,
MOD-0012,SeraShine EM 125 (SI6065Z),성상,유백색의액상,,,,
MOD-0012,SeraShine EM 125 (SI6065Z),P H,5.00 ~ 6.50,,,,
MOD-0012,SeraShine EM 125 (SI6065Z),비중(d25),0.960 ~ 1.000,,,,
MOD-0012,SeraShine EM 125 (SI6065Z),점도,"7,000 ~ 15,000",,,,
MOD-0012,SeraShine EM 125 (SI6065Z),미생물,100Cfu/g 이하,,,,
MOD-0013,"Dow Corning FB-9586
SM9140G",성상,무색젤상,,,,
MOD-0013,"Dow Corning FB-9586
SM9140G",점도,100000 ~ 250000,,,,
MOD-0014,DM-HPIB,성상,무색의 맑은액,,,,
MOD-0014,DM-HPIB,점도,21 ~ 31,,,,
MOD-0014,DM-HPIB,비중(d20),0.810 ~ 0.840,,,,
MOD-0014,DM-HPIB,산가,0.1 이하,,,,
MPD-0001,Danisol-B,성상,백색의분말또는결정성가루,,,,
MPD-0001,Danisol-B,융점,69 ~ 72,,,,
MPD-0001,Danisol-B,강열잔분,0.1% 이하,,,,
MPD-0002,Danisol-E,성상,백색의 분말또는결정성가루,,,,
MPD-0002,Danisol-E,융점,116 ~ 118,,,,
MPD-0002,Danisol-E,강열잔분,0.1% 이하,,,,
MPD-0003,"Methyl Paraben(M.P)
[UENO]",성상,백색의분말또는결정성가루,,,,
MPD-0003,"Methyl Paraben(M.P)
[UENO]",융점,125 ~ 128,,,,
MPD-0003,"Methyl Paraben(M.P)
[UENO]",강열잔분,0.1% 이하,,,,
MPD-0004,"Propyl Paraben(P.P)
[UENO]",성상,백색의분말또는결정성가루,,,,
MPD-0004,"Propyl Paraben(P.P)
[UENO]",융점,96 ~ 98,,,,
MPD-0004,"Propyl Paraben(P.P)
[UENO]",강열잔분,0.1% 이하,,,,
MXD-0001,D-Panthenol,성상,"무색의투명점성액,특이취",,,,
MXD-0001,D-Panthenol,굴절률(n20),1.495 ~ 1.502,,,,
MXD-0001,D-Panthenol,P H,8.50 ~ 11.00,,,,
MXD-0001,D-Panthenol,중금속,20ppm 이하,,,,
MXD-0001,D-Panthenol,수분,1.0% 이하,,,,
MFD-0006,동백 J15459,성상,미황색 ~ 황색의 액상,,,,
MFD-0006,동백 J15459,냄새,표준품에 준함,,,,
MFD-0006,동백 J15459,굴절률(n20),1.478 ~ 1.488,,,,
MFD-0006,동백 J15459,비중(d20),0.942 ~ 0.962,,,,
MKD-0005,Diglycerin,성상,"무색~연황색점액상,무취",,,,
MKD-0005,Diglycerin,비중(20/20℃),1.275 ~ 1.285,,,,
MKD-0005,Diglycerin,중금속,5ppm 이하,,,,
MKD-0005,Diglycerin,비소,2ppm 이하,,,,
MKD-0005,Diglycerin,수분,1.0% 이하,,,,
MKD-0005,Diglycerin,염화물,0.011% 이하,,,,
MKD-0005,Diglycerin,강열잔분,0.01% 이하,,,,
MOD-0015,DPM,성상,"무색~연황색점액상,무취",,,,
MOD-0015,DPM,비중(20/20℃),0.945 ~ 0.957,,,,
