공급업체,향료코드,향료명,알러젠명,INCI명,CAS번호,향료중함량,제품중함량,Leave-on라벨,Rinse-off라벨,파일명
한불화농 향알러지데이타 20190307,04546,FLORAL FRESH 15P04546,d-LIMONENE,d-LIMONENE,5989-27-5,,,,,FLORAL FRESH 15P04546 ALLERGEN.xlsx
한불화농 향알러지데이타 20190307,04546,FLORAL FRESH 15P04546,EUGENOL,EUGENOL,97-53-0,,,,,FLORAL FRESH 15P04546 ALLERGEN.xlsx
한불화농 향알러지데이타 20190307,04546,FLORAL FRESH 15P04546,FARNESOL,FARNESOL,4602-84-0,,,,,FLORAL FRESH 15P04546 ALLERGEN.xlsx
한불화농 향알러지데이타 20190307,04546,FLORAL FRESH 15P04546,GERANIOL,GERANIOL,106-24-1,,,,,FLORAL FRESH 15P04546 ALLERGEN.xlsx
한불화농 향알러지데이타 20190307,04546,FLORAL FRESH 15P04546,HEXYL CINNAMAL,HEXYL CINNAMAL,101-86-0,,,,,FLORAL FRESH 15P04546 ALLERGEN.xlsx
한불화농 향알러지데이타 20190307,04546,FLORAL FRESH 15P04546,HYDROXYCITRONELLAL,HYDROXYCITRONELLAL,107-75-5,,,,,FLORAL FRESH 15P04546 ALLERGEN.xlsx
한불화농 향알러지데이타 20190307,04546,FLORAL FRESH 15P04546,ISOEUGENOL,ISOEUGENOL,97-54-1,,,,,FLORAL FRESH 15P04546 ALLERGEN.xlsx
한불화농 향알러지데이타 20190307,04546,FLORAL FRESH 15P04546,LINALOOL,LINALOOL,78-70-6,,,,,FLORAL FRESH 15P04546 ALLERGEN.xlsx
한불화농 향알러지데이타 20190307,04546,FLORAL FRESH 15P04546,LYRAL,LYRAL,31906-04-4,,,,,FLORAL FRESH 15P04546 ALLERGEN.xlsx
한불화농 향알러지데이타 20190307,04546,FLORAL FRESH 15P04546,LYSMERAL,LYSMERAL,80-54-6,,,,,FLORAL FRESH 15P04546 ALLERGEN.xlsx
한불화농 향알러지데이타 20190307,04546,FLORAL FRESH 15P04546,METHYL HEPTINE CARBONATE,METHYL HEPTINE CARBONATE,111-12-6,,,,,FLORAL FRESH 15P04546 ALLERGEN.xlsx
한불화농 향알러지데이타 20190307,04546,FLORAL FRESH 15P04546,OAKMOSS EXTRACT,OAKMOSS EXTRACT,90028-68-5,,,,,FLORAL FRESH 15P04546 ALLERGEN.xlsx
한불화농 향알러지데이타 20190307,04546,FLORAL FRESH 15P04546,TREEMOSS EXTRACT,TREEMOSS EXTRACT,90028-67-4,,,,,FLORAL FRESH 15P04546 ALLERGEN.xlsx
한불화농 향알러지데이타 20190307,50866,FLORAL FRUITY D50866,ALPHA-ISOMETHYL IONONE,ALPHA-ISOMETHYL IONONE,127-51-5,,,,,FLORAL FRUITY D50866 (ALLERGEN).xlsx
한불화농 향알러지데이타 20190307,50866,FLORAL FRUITY D50866,AMYL CINNAMAL,AMYL CINNAMAL,122-40-7,,,,,FLORAL FRUITY D50866 (ALLERGEN).xlsx
한불화농 향알러지데이타 20190307,50866,FLORAL FRUITY D50866,AMYLCINNAMYL ALCOHOL,AMYLCINNAMYL ALCOHOL,101-85-9,,,,,FLORAL FRUITY D50866 (ALLERGEN).xlsx
한불화농 향알러지데이타 20190307,50866,FLORAL FRUITY D50866,ANISYL ALCOHOL,ANISYL ALCOHOL,105-13-5,,,,,FLORAL FRUITY D50866 (ALLERGEN).xlsx
한불화농 향알러지데이타 20190307,50866,FLORAL FRUITY D50866,BENZYL ALCOHOL,BENZYL ALCOHOL,100-51-6,,,,,FLORAL FRUITY D50866 (ALLERGEN).xlsx
한불화농 향알러지데이타 20190307,50866,FLORAL FRUITY D50866,BENZYL BENZOATE,BENZYL BENZOATE,120-51-4,,,,,FLORAL FRUITY D50866 (ALLERGEN).xlsx
한불화농 향알러지데이타 20190307,50866,FLORAL FRUITY D50866,BENZYL CINNAMATE,BENZYL CINNAMATE,103-41-3,,,,,FLORAL FRUITY D50866 (ALLERGEN).xlsx
