공급업체,향료코드,향료명,알러젠명,INCI명,CAS번호,향료중함량,제품중함량,Leave-on라벨,Rinse-off라벨,파일명
타임향료,190601,ESSENTIAL COMPLEX 190601,Anisyl Alcohol,Anisyl Alcohol,105-13-5,0,,,,에바스코스메틱 ESSENTIAL COMPLEX 190601 ALLERGENS CERTIFIED 26항목.xls
타임향료,190601,ESSENTIAL COMPLEX 190601,Benzyl Alcohol,Benzyl Alcohol,100-51-6,5e-05,,NO,NO,에바스코스메틱 ESSENTIAL COMPLEX 190601 ALLERGENS CERTIFIED 26항목.xls
타임향료,190601,ESSENTIAL COMPLEX 190601,Benzyl Benzoate,Benzyl Benzoate,120-51-4,0.006,,NO,NO,에바스코스메틱 ESSENTIAL COMPLEX 190601 ALLERGENS CERTIFIED 26항목.xls
타임향료,190601,ESSENTIAL COMPLEX 190601,Benzyl Cinnamate,Benzyl Cinnamate,103-41-3,0,,,,에바스코스메틱 ESSENTIAL COMPLEX 190601 ALLERGENS CERTIFIED 26항목.xls
타임향료,190601,ESSENTIAL COMPLEX 190601,Benzyl Salicylate,Benzyl Salicylate,118-58-1,0.0025,,NO,NO,에바스코스메틱 ESSENTIAL COMPLEX 190601 ALLERGENS CERTIFIED 26항목.xls
타임향료,190601,ESSENTIAL COMPLEX 190601,Lilial,2-(4-tert-Butylbenzyl)Propionaldehyde,80-54-6,0,,,,에바스코스메틱 ESSENTIAL COMPLEX 190601 ALLERGENS CERTIFIED 26항목.xls
타임향료,190601,ESSENTIAL COMPLEX 190601,Cinnamic Aldehyde,Cinnamal,104-55-2,0,,,,에바스코스메틱 ESSENTIAL COMPLEX 190601 ALLERGENS CERTIFIED 26항목.xls
타임향료,190601,ESSENTIAL COMPLEX 190601,Cinnamic Alcohol,Cinnamyl Alcohol,104-54-1,0,,,,에바스코스메틱 ESSENTIAL COMPLEX 190601 ALLERGENS CERTIFIED 26항목.xls
타임향료,190601,ESSENTIAL COMPLEX 190601,Citral,Citral,5392-40-5,0.005955,,NO,NO,에바스코스메틱 ESSENTIAL COMPLEX 190601 ALLERGENS CERTIFIED 26항목.xls
타임향료,190601,ESSENTIAL COMPLEX 190601,Citronellol,Citronellol,106-22-9,0.01857,,YES,NO,에바스코스메틱 ESSENTIAL COMPLEX 190601 ALLERGENS CERTIFIED 26항목.xls
타임향료,190601,ESSENTIAL COMPLEX 190601,Coumarin,Coumarin,91-64-5,0.0002,,NO,NO,에바스코스메틱 ESSENTIAL COMPLEX 190601 ALLERGENS CERTIFIED 26항목.xls
타임향료,190601,ESSENTIAL COMPLEX 190601,Eugenol,Eugenol,97-53-0,0.000575,,NO,NO,에바스코스메틱 ESSENTIAL COMPLEX 190601 ALLERGENS CERTIFIED 26항목.xls
타임향료,190601,ESSENTIAL COMPLEX 190601,Treemoss Extract,Treemoss Extract,90028-67-4,0,,,,에바스코스메틱 ESSENTIAL COMPLEX 190601 ALLERGENS CERTIFIED 26항목.xls
타임향료,190601,ESSENTIAL COMPLEX 190601,Oakmoss Extract,Oakmoss Extract,90028-68-5,0,,,,에바스코스메틱 ESSENTIAL COMPLEX 190601 ALLERGENS CERTIFIED 26항목.xls
타임향료,190601,ESSENTIAL COMPLEX 190601,Farnesol,Farnesol,4602-84-0,0.002,,NO,NO,에바스코스메틱 ESSENTIAL COMPLEX 190601 ALLERGENS CERTIFIED 26항목.xls
타임향료,190601,ESSENTIAL COMPLEX 190601,Geraniol,Geraniol,106-24-1,0.01045,,YES,NO,에바스코스메틱 ESSENTIAL COMPLEX 190601 ALLERGENS CERTIFIED 26항목.xls
타임향료,190601,ESSENTIAL COMPLEX 190601,Hexyl Cinnamic Aldehyde,Hexyl cinnam-aldehyde,101-86-0,0,,,,에바스코스메틱 ESSENTIAL COMPLEX 190601 ALLERGENS CERTIFIED 26항목.xls
타임향료,190601,ESSENTIAL COMPLEX 190601,Hydroxycitronellal,Hydroxycitronellal,107-75-5,0,,,,에바스코스메틱 ESSENTIAL COMPLEX 190601 ALLERGENS CERTIFIED 26항목.xls
타임향료,190601,ESSENTIAL COMPLEX 190601,Lyral,Hydroxymethylpentylcyclohexane Carboxaldehyde,31906-04-4,0,,,,에바스코스메틱 ESSENTIAL COMPLEX 190601 ALLERGENS CERTIFIED 26항목.xls
타임향료,190601,ESSENTIAL COMPLEX 190601,Isoeugenol,Isoeugenol,97-54-1,0.000515,,NO,NO,에바스코스메틱 ESSENTIAL COMPLEX 190601 ALLERGENS CERTIFIED 26항목.xls
타임향료,190601,ESSENTIAL COMPLEX 190601,D-Limonene,D-Limonene,5989-27-5,0.5683,,YES,YES,에바스코스메틱 ESSENTIAL COMPLEX 190601 ALLERGENS CERTIFIED 26항목.xls
타임향료,190601,ESSENTIAL COMPLEX 190601,Linalool,Linalool,78-70-6,0.02757,,YES,NO,에바스코스메틱 ESSENTIAL COMPLEX 190601 ALLERGENS CERTIFIED 26항목.xls
타임향료,190601,ESSENTIAL COMPLEX 190601,Folione,Methyl Heptin Carbonate,111-12-6,0,,,,에바스코스메틱 ESSENTIAL COMPLEX 190601 ALLERGENS CERTIFIED 26항목.xls
타임향료,60891,TEVB 60891,Alpha Iso Methyl Ionone (Methyl Ionone Gamma),Alpha-Isomethyl Ionone,127-51-5,2e-05,,NO,NO,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,Amyl Cinnamic Aldehyde,Amyl Cinnamal,122-40-7,0.00179,,NO,NO,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,Amyl Cinnamic Alcohol,Amyl Cinamyl Alcohol,101-85-9,0,,,,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,Anisyl Alcohol,Anisyl Alcohol,105-13-5,4.5e-08,,NO,NO,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,Benzyl Alcohol,Benzyl Alcohol,100-51-6,1.024e-05,,NO,NO,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,Benzyl Benzoate,Benzyl Benzoate,120-51-4,0.00029346,,NO,NO,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,Benzyl Cinnamate,Benzyl Cinnamate,103-41-3,0,,,,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,Benzyl Salicylate,Benzyl Salicylate,118-58-1,1.23e-06,,NO,NO,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,Lilial,2-(4-tert-Butylbenzyl)Propionaldehyde,80-54-6,0,,,,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,Cinnamic Aldehyde,Cinnamal,104-55-2,0,,,,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,Cinnamic Alcohol,Cinnamyl Alcohol,104-54-1,0,,,,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,Citral,Citral,5392-40-5,0.01677336,,YES,NO,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,Citronellol,Citronellol,106-22-9,0.00211581,,NO,NO,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,Coumarin,Coumarin,91-64-5,0,,,,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,Eugenol,Eugenol,97-53-0,1.5e-08,,NO,NO,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,Treemoss Extract,Treemoss Extract,90028-67-4,0,,,,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,Oakmoss Extract,Oakmoss Extract,90028-68-5,0,,,,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,Farnesol,Farnesol,4602-84-0,4.5e-08,,NO,NO,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,Geraniol,Geraniol,106-24-1,0.003595255,,NO,NO,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,Hexyl Cinnamic Aldehyde,Hexyl cinnam-aldehyde,101-86-0,0.00012,,NO,NO,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,Hydroxycitronellal,Hydroxycitronellal,107-75-5,0,,,,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,Lyral,Hydroxymethylpentylcyclohexane Carboxaldehyde,31906-04-4,0,,,,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,Isoeugenol,Isoeugenol,97-54-1,0,,,,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,D-Limonene,D-Limonene,5989-27-5,0.555274615,,YES,YES,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,Linalool,Linalool,78-70-6,0.019894895,,YES,NO,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,Folione,Methyl Heptin Carbonate,111-12-6,0,,,,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,* EACH FIGURE IS ROUNDED OFF TO THE SECOND DECIMAL PLACE,* EACH FIGURE IS ROUNDED OFF TO THE SECOND DECIMAL PLACE,,,,,,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
타임향료,60891,TEVB 60891,* BLANK MEANS NOT ADDED ARTIFICIALLY,* BLANK MEANS NOT ADDED ARTIFICIALLY,,,,,,에바스코스메틱 TEVB 60891 ALLERGENS CERTIFIED.xls
