fragrance_id,allergen_id,content_in_fragrance,content_in_product,leave_on_label,rinse_off_label
f37ef16d-6b79-4bf6-aee7-49a9c551a429,d69421e4-4000-460f-ba00-bcb9937a260b,,,,
f37ef16d-6b79-4bf6-aee7-49a9c551a429,67c99f15-167a-4aa8-b7a2-68d3faf1370e,0.21053,1.178968e-05,YES,NO
f37ef16d-6b79-4bf6-aee7-49a9c551a429,a1161fa5-075b-4ca4-a73a-f5e258486013,2.52632,0.00014147392,YES,YES
f37ef16d-6b79-4bf6-aee7-49a9c551a429,b31608e4-37b0-48fe-9dc3-8ef901b12896,0.63158,3.5368480000000004e-05,YES,NO
f37ef16d-6b79-4bf6-aee7-49a9c551a429,e763595d-2870-4bcb-9e14-7743d4f1e5e1,0.22,1.232e-05,YES,NO
f37ef16d-6b79-4bf6-aee7-49a9c551a429,db165cd9-51d1-4fc4-91c3-4df66c93f4fe,,,,
f37ef16d-6b79-4bf6-aee7-49a9c551a429,6b6a877a-3260-4923-8695-c6e6f2b5cf0e,,,,
f37ef16d-6b79-4bf6-aee7-49a9c551a429,fd80214f-d96e-4023-805a-e80740ef8e27,,,,
f37ef16d-6b79-4bf6-aee7-49a9c551a429,b09f97f1-7b86-4138-bff6-006574200b05,,,,
f37ef16d-6b79-4bf6-aee7-49a9c551a429,3e129410-5f1a-455f-a411-7ce2cb4fab72,,,,
f37ef16d-6b79-4bf6-aee7-49a9c551a429,a4b0f562-51cf-4b61-bb17-668ca92afe2f,,,,
f37ef16d-6b79-4bf6-aee7-49a9c551a429,7f1910f0-0e8f-4cb3-8c8b-59af3eec22d2,0.77789,4.356184e-05,YES,NO
f37ef16d-6b79-4bf6-aee7-49a9c551a429,0758c966-c761-4a2e-8d90-e819995343aa,,,,
f37ef16d-6b79-4bf6-aee7-49a9c551a429,ad91248d-c692-49e7-8610-b50344f74a54,,,,
f37ef16d-6b79-4bf6-aee7-49a9c551a429,3b9366e2-f191-46f8-877d-04f1c8a0a86e,,,,
f37ef16d-6b79-4bf6-aee7-49a9c551a429,a441ba50-6b22-4212-ae49-8db580ce6964,,,,
f37ef16d-6b79-4bf6-aee7-49a9c551a429,9c50fb09-2f88-41e8-9ade-bd95352e2fd0,,,,
cc155547-9957-4a9e-96d9-eb64f5683211,006bd578-91fd-4e0e-a536-e211e02c5cec,,,,
cc155547-9957-4a9e-96d9-eb64f5683211,6f4e1b11-60e9-4e71-a82e-4b0f949a89a9,,,,
cc155547-9957-4a9e-96d9-eb64f5683211,39d9f0e6-a6cf-42a2-9004-08120c481715,,,,
cc155547-9957-4a9e-96d9-eb64f5683211,5a3a9378-02bd-4973-919a-e92eb708058c,,,,
cc155547-9957-4a9e-96d9-eb64f5683211,b5e5bde2-8b68-4fb3-a28b-de83cfb5043f,,,,
cc155547-9957-4a9e-96d9-eb64f5683211,2e68ac4c-8245-4888-a4ab-06f1bf242951,,,,
cc155547-9957-4a9e-96d9-eb64f5683211,0ad50bb3-9160-4173-8032-a777e06c7c5b,,,,
cc155547-9957-4a9e-96d9-eb64f5683211,23a994db-a09f-4f2d-aacc-9d2d642c4c78,,,,
cc155547-9957-4a9e-96d9-eb64f5683211,a114d5fa-0d0f-41c7-b52c-bcb03e6b7bcf,,,,
cc155547-9957-4a9e-96d9-eb64f5683211,d69421e4-4000-460f-ba00-bcb9937a260b,,,,
cc155547-9957-4a9e-96d9-eb64f5683211,67c99f15-167a-4aa8-b7a2-68d3faf1370e,,,,
cc155547-9957-4a9e-96d9-eb64f5683211,a1161fa5-075b-4ca4-a73a-f5e258486013,0.9865,2.9595000000000004e-05,YES,NO
cc155547-9957-4a9e-96d9-eb64f5683211,79d7a47d-451c-4c52-9133-d71d0a4f41c2,,,,
cc155547-9957-4a9e-96d9-eb64f5683211,885d3436-469e-4179-8af4-d69e5a5b3200,0.5073,1.5219e-05,YES,NO
cc155547-9957-4a9e-96d9-eb64f5683211,db165cd9-51d1-4fc4-91c3-4df66c93f4fe,0.0316,9.480000000000002e-07,NO,NO
cc155547-9957-4a9e-96d9-eb64f5683211,6b6a877a-3260-4923-8695-c6e6f2b5cf0e,,,,
cc155547-9957-4a9e-96d9-eb64f5683211,fd80214f-d96e-4023-805a-e80740ef8e27,3.1664,9.4992e-05,YES,NO
cc155547-9957-4a9e-96d9-eb64f5683211,2ef6f567-7013-40ca-a2e7-eb452d661f53,5.5789,0.000167367,YES,YES
cc155547-9957-4a9e-96d9-eb64f5683211,3e129410-5f1a-455f-a411-7ce2cb4fab72,4.1053,0.000123159,YES,YES
cc155547-9957-4a9e-96d9-eb64f5683211,a4b0f562-51cf-4b61-bb17-668ca92afe2f,,,,
cc155547-9957-4a9e-96d9-eb64f5683211,7f1910f0-0e8f-4cb3-8c8b-59af3eec22d2,7.3722,0.000221166,YES,YES
cc155547-9957-4a9e-96d9-eb64f5683211,1411bfcb-4726-46cd-a3d6-d50918cec1d6,,,,
cc155547-9957-4a9e-96d9-eb64f5683211,0cfa05ac-f4c9-4ec3-abdf-3cc7333e237d,6.1053,0.000183159,YES,YES
cc155547-9957-4a9e-96d9-eb64f5683211,2cfb5e30-cd0f-408a-8d3d-9afb41b355d0,,,,
cc155547-9957-4a9e-96d9-eb64f5683211,77b96512-a244-4d1a-b3a2-1c3de9e7e155,,,,
cc155547-9957-4a9e-96d9-eb64f5683211,5d4f1026-a838-4921-98e0-a5e93f0e683f,,,,
5871414a-f11f-4d2b-a081-920624ba6907,006bd578-91fd-4e0e-a536-e211e02c5cec,,,,
5871414a-f11f-4d2b-a081-920624ba6907,6f4e1b11-60e9-4e71-a82e-4b0f949a89a9,,,,
5871414a-f11f-4d2b-a081-920624ba6907,39d9f0e6-a6cf-42a2-9004-08120c481715,,,,
5871414a-f11f-4d2b-a081-920624ba6907,5a3a9378-02bd-4973-919a-e92eb708058c,,,,
5871414a-f11f-4d2b-a081-920624ba6907,b5e5bde2-8b68-4fb3-a28b-de83cfb5043f,,,,
5871414a-f11f-4d2b-a081-920624ba6907,2e68ac4c-8245-4888-a4ab-06f1bf242951,,,,
5871414a-f11f-4d2b-a081-920624ba6907,0ad50bb3-9160-4173-8032-a777e06c7c5b,,,,
5871414a-f11f-4d2b-a081-920624ba6907,23a994db-a09f-4f2d-aacc-9d2d642c4c78,,,,
5871414a-f11f-4d2b-a081-920624ba6907,a114d5fa-0d0f-41c7-b52c-bcb03e6b7bcf,,,,
5871414a-f11f-4d2b-a081-920624ba6907,d69421e4-4000-460f-ba00-bcb9937a260b,,,,
5871414a-f11f-4d2b-a081-920624ba6907,67c99f15-167a-4aa8-b7a2-68d3faf1370e,0.0011,3.3000000000000004e-08,NO,NO
5871414a-f11f-4d2b-a081-920624ba6907,a1161fa5-075b-4ca4-a73a-f5e258486013,0.987,2.9610000000000003e-05,YES,NO
5871414a-f11f-4d2b-a081-920624ba6907,79d7a47d-451c-4c52-9133-d71d0a4f41c2,,,,
5871414a-f11f-4d2b-a081-920624ba6907,885d3436-469e-4179-8af4-d69e5a5b3200,0.5073,1.5219e-05,YES,NO
5871414a-f11f-4d2b-a081-920624ba6907,db165cd9-51d1-4fc4-91c3-4df66c93f4fe,0.0316,9.480000000000002e-07,NO,NO
5871414a-f11f-4d2b-a081-920624ba6907,6b6a877a-3260-4923-8695-c6e6f2b5cf0e,,,,
5871414a-f11f-4d2b-a081-920624ba6907,fd80214f-d96e-4023-805a-e80740ef8e27,3.1669,9.5007e-05,YES,NO
5871414a-f11f-4d2b-a081-920624ba6907,2ef6f567-7013-40ca-a2e7-eb452d661f53,5.5789,0.000167367,YES,YES
5871414a-f11f-4d2b-a081-920624ba6907,3e129410-5f1a-455f-a411-7ce2cb4fab72,4.1053,0.000123159,YES,YES
5871414a-f11f-4d2b-a081-920624ba6907,a4b0f562-51cf-4b61-bb17-668ca92afe2f,,,,
5871414a-f11f-4d2b-a081-920624ba6907,7f1910f0-0e8f-4cb3-8c8b-59af3eec22d2,7.3722,0.000221166,YES,YES
5871414a-f11f-4d2b-a081-920624ba6907,1411bfcb-4726-46cd-a3d6-d50918cec1d6,,,,
5871414a-f11f-4d2b-a081-920624ba6907,0cfa05ac-f4c9-4ec3-abdf-3cc7333e237d,,,,
5871414a-f11f-4d2b-a081-920624ba6907,2cfb5e30-cd0f-408a-8d3d-9afb41b355d0,0.0032,9.600000000000001e-08,NO,NO
5871414a-f11f-4d2b-a081-920624ba6907,77b96512-a244-4d1a-b3a2-1c3de9e7e155,,,,
5871414a-f11f-4d2b-a081-920624ba6907,5d4f1026-a838-4921-98e0-a5e93f0e683f,,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,006bd578-91fd-4e0e-a536-e211e02c5cec,5.81395,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,6f4e1b11-60e9-4e71-a82e-4b0f949a89a9,,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,39d9f0e6-a6cf-42a2-9004-08120c481715,,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,868617cd-6b4a-4590-bd7f-ef3fa22f6eb5,,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,b5e5bde2-8b68-4fb3-a28b-de83cfb5043f,,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,2e68ac4c-8245-4888-a4ab-06f1bf242951,,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,0ad50bb3-9160-4173-8032-a777e06c7c5b,,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,23a994db-a09f-4f2d-aacc-9d2d642c4c78,,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,a114d5fa-0d0f-41c7-b52c-bcb03e6b7bcf,,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,d69421e4-4000-460f-ba00-bcb9937a260b,,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,67c99f15-167a-4aa8-b7a2-68d3faf1370e,,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,a1161fa5-075b-4ca4-a73a-f5e258486013,,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,b31608e4-37b0-48fe-9dc3-8ef901b12896,,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,e763595d-2870-4bcb-9e14-7743d4f1e5e1,1.16279,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,db165cd9-51d1-4fc4-91c3-4df66c93f4fe,,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,6b6a877a-3260-4923-8695-c6e6f2b5cf0e,,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,fd80214f-d96e-4023-805a-e80740ef8e27,0.46512,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,b09f97f1-7b86-4138-bff6-006574200b05,3.48837,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,3e129410-5f1a-455f-a411-7ce2cb4fab72,,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,a4b0f562-51cf-4b61-bb17-668ca92afe2f,,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,7f1910f0-0e8f-4cb3-8c8b-59af3eec22d2,1.16279,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,0758c966-c761-4a2e-8d90-e819995343aa,,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,ad91248d-c692-49e7-8610-b50344f74a54,4.65116,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,3b9366e2-f191-46f8-877d-04f1c8a0a86e,,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,a441ba50-6b22-4212-ae49-8db580ce6964,,,,
0e0590c1-c7f6-4ab0-a832-ce49196f6b32,9c50fb09-2f88-41e8-9ade-bd95352e2fd0,,,,
075233ce-fefd-4a67-a1ad-a0153784425d,006bd578-91fd-4e0e-a536-e211e02c5cec,,,,
075233ce-fefd-4a67-a1ad-a0153784425d,6f4e1b11-60e9-4e71-a82e-4b0f949a89a9,,,,
075233ce-fefd-4a67-a1ad-a0153784425d,39d9f0e6-a6cf-42a2-9004-08120c481715,,,,
075233ce-fefd-4a67-a1ad-a0153784425d,5a3a9378-02bd-4973-919a-e92eb708058c,,,,
075233ce-fefd-4a67-a1ad-a0153784425d,b5e5bde2-8b68-4fb3-a28b-de83cfb5043f,,,,
075233ce-fefd-4a67-a1ad-a0153784425d,2e68ac4c-8245-4888-a4ab-06f1bf242951,,,,
075233ce-fefd-4a67-a1ad-a0153784425d,0ad50bb3-9160-4173-8032-a777e06c7c5b,,,,
075233ce-fefd-4a67-a1ad-a0153784425d,23a994db-a09f-4f2d-aacc-9d2d642c4c78,,,,
075233ce-fefd-4a67-a1ad-a0153784425d,a114d5fa-0d0f-41c7-b52c-bcb03e6b7bcf,,,,
075233ce-fefd-4a67-a1ad-a0153784425d,d69421e4-4000-460f-ba00-bcb9937a260b,,,,
075233ce-fefd-4a67-a1ad-a0153784425d,67c99f15-167a-4aa8-b7a2-68d3faf1370e,0.1009,5.650400000000001e-06,NO,NO
075233ce-fefd-4a67-a1ad-a0153784425d,a1161fa5-075b-4ca4-a73a-f5e258486013,0.9478,5.307679999999999e-05,YES,NO
075233ce-fefd-4a67-a1ad-a0153784425d,79d7a47d-451c-4c52-9133-d71d0a4f41c2,0.45,2.5200000000000003e-05,YES,NO
075233ce-fefd-4a67-a1ad-a0153784425d,885d3436-469e-4179-8af4-d69e5a5b3200,5.6628,0.0003171168,YES,YES
075233ce-fefd-4a67-a1ad-a0153784425d,db165cd9-51d1-4fc4-91c3-4df66c93f4fe,,,,
075233ce-fefd-4a67-a1ad-a0153784425d,6b6a877a-3260-4923-8695-c6e6f2b5cf0e,,,,
075233ce-fefd-4a67-a1ad-a0153784425d,fd80214f-d96e-4023-805a-e80740ef8e27,0.0181,1.0136e-06,NO,NO
075233ce-fefd-4a67-a1ad-a0153784425d,2ef6f567-7013-40ca-a2e7-eb452d661f53,,,,
