id,product_code,source_filename,product_name,batch_number,batch_unit,dept_name,actual_qty,mfg_date,operator,approver_1,approver_2,approver_3,notes_content,total_time,special_notes,step_count
fad59b55-6287-4f3a-960b-51baf4ff7008,PTLM001,PTLM001_판테스틱 탑원 6978 비타로닉 립 슬리핑 마스크 공정.xlsx,판테스틱 탑원 6978 비타로닉 립 슬리핑 마스크,,Kg,,Kg,,,결 재,담 당,부서장,,,,5
2b423322-b607-4539-a831-37083c85602f,PTMT001,PTMT001_판테스틱 더마시카에이씨컨트롤미스트.xlsx,판테스틱 더마 시카 에이씨 컨트롤 미스트,,Kg,,Kg,,,결 재,담 당,부서장,,,- 실온 공정 (점증제 분산에만 열수 사용) - 점증제 분산 공정 특히 중요,10
29194d90-5bff-4194-a91a-7dca709c6931,PTPW002,PTPW_판테스틱 더마파우더.xlsx,판테스틱 더마 비타 파우더,,Kg,,Kg,,,결 재,담 당,부서장,,총소요시간,,3
025e9b99-3ca7-47ad-8cb5-c88aebe5f093,RABC004,RABC004_로즈마인 아로마 리 고요 바디워시 공정.xlsx,로즈마인 아로마 리 고요 바디워시,,Kg,,Kg,,,결 재,담 당,부서장,,,,5
1f9050db-0afb-4133-934d-8f96dc1a7a37,RABL004,RABL004_로즈마인 아로마 리 고요 바디로션 공정.xlsx,로즈마인 아로마 리 고요 바디로션,,Kg,,Kg,,,결 재,담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
eb9697db-cc5b-4b80-a1a9-56415ac77dbc,RLBC______,RLBC_로즈마인 라파밀리에 바디워시 제조공정도.xlsx,로즈마린 라파밀리에 바디워시,,Kg,,Kg,,,결 재,담 당,부서장,,,,5
3fa51f78-5e18-471b-aa99-0894a98e3f84,RLBL_____,RLBL_로즈마인 라파밀리에바디모이스처.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
5f0346ee-1bde-458b-9c2d-dfb5b379c90a,RLBM______,RLBM_로즈마인X리사라르손 바디퍼퓸.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,2
cdf7bd5c-e0de-4b41-9161-50f5ce315907,RMAG000,RMAG_로즈마인 더마슈티컬아쥴렌카밍젤.xlsx,로즈마인 더마슈티컬 아쥴렌 카밍젤,,Kg,,Kg,,,결 재,담 당,부서장,*실온공정,,,8
f7855ef3-653d-45c7-953f-c8d6ba1b9893,RMBL_____,RMBL_로즈마인 퍼퓸드바디로션.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
997892eb-a0f1-4980-9f58-219f57dd8a42,RMBP___,RMBP_로즈마인 릴렉싱아로마바디퍼퓸.xlsx,(로즈마인 릴렉싱 아로마 바디퍼퓸),,Kg,,Kg,,,결 재,담 당,부서장,,,,6
9463b8ec-97f2-44ac-ae5f-f31b45421671,RMCD_______,RMCD_로즈마인 홈폴리쉬소이캔들.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,4
4d528405-2c8e-440a-b135-6b7f0dc047a6,RMDF_______,RMDF_로즈마인 홈폴리쉬퍼퓸디퓨져.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,2
88a5206f-bd39-4a14-83cf-2f87fe776f26,RMDM_______,RMDM_로즈마인 홈폴리쉬드레스퍼퓸.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,2
001740b9-0063-4575-a65e-9d29af2c4206,RMDO_______,RMDO_로즈마인 퍼퓸드드라이오일미스트.xlsx,로즈마인 퍼퓸드 드라이 오일 미스트,,Kg,,Kg,,,결 재,담 당,부서장,,,,4
dc571377-b6a5-44a2-b1f3-526edc960112,RMFC000,RMFC_로즈마인 플로랄레메디포밍클렌저.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,8
d885e9f8-0c85-4a26-806f-14282a74bf56,RMHC_____,RMHC022-024_로즈마인 캐시미어 시그니처퍼퓸드핸드크림.xlsx,로즈마인 캐시미어 시그니처 퍼퓸드 핸드크림,,Kg,,Kg,,,결 재,담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,9
5fcda2c0-8b64-4933-8dc1-53686a1ca6d8,RMHC_____,RMHC_로즈마인 퍼퓸드핸드크림.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
e9da86a2-210a-4445-a7e9-e035c867658d,RMHG001,RMHG_로즈마인 해피블러썸퍼퓸드핸드겔.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,5
74b18416-0b9d-460d-8987-b9db3be73df3,RMHW______,RMHW_로즈마인 휘핑밀크핸드워시.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,6
25b65193-d405-4854-938b-863dc5cd10bf,RMLB_______,RMLB-로즈마인 바타민E립밤.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,5
4b0dfb45-6f44-4fa8-9b75-66e643a5a12e,RMMT______,RMMT_로즈마인 퍼퓸드바디미스트.xlsx,로즈마인 퍼퓸드 바디미스트,,Kg,,Kg,,,결 재,담 당,부서장,,,,2
a859f7ee-5feb-4ae9-9a77-92eb052dbbb8,RMOPR00,RMOPR00_로즈마인 5오데퍼퓸.xlsx,로즈마인 5 오데퍼퓸,,Kg,,Kg,,,결 재,담 당,부서장,,,,2
9f80cbc7-c790-4b3a-a591-ec4c242c74de,RMPG_______,RMPG_로즈마인 퍼퓸터치.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,7
365ff862-283e-4c25-a29c-fbff4ce5e6dd,RMSC_______,RMSC002-004_에바스 로즈마인 샤워코롱.xlsx,에바스 로즈마인 샤워코롱,,Kg,,Kg,,,결 재,담 당,부서장,,,,2
43931c85-1963-4b6b-890c-c796c1ef506e,RMSCN10,RMSCN10_에바스 로즈마인5샤워코롱.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,2
aa8c2a83-e43e-4b64-a227-f6de00d23924,RMSG______,RMSG_로즈마인 스팀소프트샤워젤.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,6
f109eecb-303c-48f0-8752-3058fcbe1cc4,RMST_______,RMST_로즈마인 홈폴리쉬퍼퓸사쉐.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,4
5e4f91c1-1c1f-4feb-8d39-ca7a3e3e35ba,RMTS_______,RMTS_로즈마인 퍼퓸드소프트스킨티슈.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,2
38f31a39-f671-4ec5-8641-1ae170cfbeb4,RPBC______,RPBC_로즈마인 퍼퓸드바디워시.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,6
b47b8a43-9722-4388-b7be-c1d613a639d6,RRBC_____,RRBC_로에랑스 밀키소프트바디워시.xlsx,로에랑스 프루츠 주스 바디워시,,Kg,,Kg,,,결 재,담 당,부서장,,,,5
5d5ae4df-38b4-45f5-b80b-fd037a6396a4,RRBL_______,RRBL_로에랑스 블리스 마이바디 퍼퓸로션 공정.xlsx,로에랑스 블리스 마이 바디 퍼퓸 로션,,Kg,,Kg,,,결 재,담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
3103e760-ba58-4028-a7cd-db83e47b9a93,RRBM______,RRBM_로에랑스 블리스 마이바디퍼퓸미스트.xlsx,로에랑스 블리스 마이 바디 퍼퓸 미스트,,Kg,,Kg,,,결 재,담 당,부서장,,,,2
040ccde6-c736-400b-861e-9ed005a0cdfd,RRCR000,RRCR000_로에랑스 마유크림.xlsx,로에랑스 마유크림,,Kg,,Kg,,,결 재,담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,9
1d1aae02-573f-43e7-a87f-e65e5c9d8a4e,RRHC_____,RRHC_로에랑스 터치마이바디프레그런스핸드크림.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
28c552ad-e5db-4f8b-9125-abe10c98b29d,RRHW______,RRHW_로에랑스 블루밍버블 핸드워시 공정.xlsx,로에랑스 블루밍 버블 핸드워시,,Kg,,Kg,,,결 재,담 당,부서장,,,,6
b1a23938-8f20-42e9-bec9-c763a9000480,RRPM______,RRPM_로에랑스 퍼퓸미스트.xlsx,로에랑스 퍼퓸 미스트,,Kg,,Kg,,,결 재,담 당,부서장,,,,2
0f34710c-4dfe-4d0c-ab97-6b2dcf57fd92,RSCF000,RSCF_로즈문 씨씨파운데이션.xlsx,로즈문 씨씨 파운데이션,,Kg,,Kg,,,결 재,담 당,부서장,,,,7
a08e8105-8f52-48a3-9d26-393ece4bb189,RSCR000,RSCR_로즈문 리치카멜리아(동백)하이드레이팅크림.xlsx,로즈문 리치 카멜리아(동백) 하이드레이팅 크림,,Kg,,Kg,,,결 재,담 당,부서장,- 성상: 적황색의 반투명 젤상,,,9
670a3e9a-1c65-44e0-b226-c7319cccc60d,RSEX000,RSEX_로즈문 리치카멜리아트리트먼트에센스.xlsx,로즈문 리치 카멜리아 트리트먼트 에센스,,Kg,,Kg,,,결 재,담 당,부서장,,,,9
adf6092e-ffdd-4857-ae37-bd6d4a7d8432,RSSC001,RSSC001_로즈문 리치카멜리아브라이트닝올인원베이스썬스크린.xlsx,로즈문 리치 카멜리아(동백) 브라이트닝 올인원 베이스 썬스크린,,Kg,,Kg,,,결 재,담 당,부서장,,,,7
ad7f4b70-76fd-4a1e-b8c3-060b132bf230,SBMPNN___,SBMPNN_밀크샴바드 패밀리바디클렌저.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,5
09815e2b-31cc-453d-9155-c7c00592d6dc,SIRSN000,SIRSN000_아이리스 골드모이스처컨트롤린스.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,9
bca14a12-3285-4ffa-9855-2f12db2df161,SISPN000,SISPN000_아이리스 골드모이스처컨트롤샴푸.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,2
030c12b7-7ac3-4144-885b-4da40bf09148,SMBC003,SMBC003_샴바드 플로리엔탈바디워시.xlsx,샴바드 플로리엔탈 바디워시,,Kg,,Kg,,,결 재,담 당,부서장,,,,5
263e03a5-6c2a-48d1-ad03-938713d67102,SMBC_____,SMBC_샴바드 비타민에너지 바디워시.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,5
51679ba2-cc6d-4697-8ca0-88f76cc93e5d,SMBL000,SMBL000_쉐마 리페어인텐시브바디로션.xlsx,쉐마 리페어 인텐시브 아르간오일 바디로션,,Kg,,Kg,,,결 재,담 당,부서장,*원료투입시 100메쉬 여과 거칠 것,총소요시간,,10
645e3fc8-6904-4d3c-8f97-a07916d45797,SMBL_____,SMBL_샴바드 오트밀데일리모이스처바디로션.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,*원료투입시 100메쉬 여과 거칠 것,총소요시간,,10
133b4021-d8ab-4c29-8679-8cfb6155e830,SNIR001,SNIR_수에노라 여성청결제.xlsx,수에노라 프리미엄 여성청결제,,Kg,,Kg,,,결 재,담 당,부서장,,,,8
004a24af-c12d-48f8-852d-450778ba5f06,SOBBP00,SOBBP_어클락 퓨어마일드버블바스.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,5
fb324043-516f-44b7-9935-7deea6e0bfc7,SOBCLM7,SOBCLM7_샴바드 어클락바디클렌저4000ml.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,5
112ca587-ed43-461d-943d-75f8969b6546,SOFCP00,SOFCP00_어클락 퓨어마일드클렌징폼.xlsx,어클락 퓨어 마일드 클렌징폼,,Kg,,Kg,,,결 재,담 당,부서장,*일정 점/경도가 생성되기 전까지 교반을 종료하지 말 것,,,8
da77db0f-d749-4c1e-9acc-f6c4454a758d,SOIRP00,SOIRP_어클락 퓨어마일드이너린스.xlsx,어클락 퓨어 마일드 이너린스,,Kg,,Kg,,,결 재,담 당,부서장,* 투명 점액상,,,8
1a039e95-b7b6-4816-9d46-d340c76f59c5,SORSLM2,SORSLM2_샴바드 어클랑프리미엄린스.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,9
e008b10e-e154-4db7-80fe-a480f0a3de1c,SOSPLM2,SOSPLM2_샴바드 어클락프리미엄샴푸.xlsx,샴바드 어클락 프리미엄 샴푸,,Kg,,Kg,,,결 재,담 당,부서장,,,,2
4d3430f5-eafd-4091-b9cf-9c3da328a4fc,SRHC_____,SRHC_마음이설려 퍼퓸드핸드크림.xlsx,마음이 설려 퍼퓸드 핸드크림,,Kg,,Kg,,,결 재,담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
b735fccc-0e85-402d-81df-7924fe22d423,SSBC002,SSBC_스타바스 샤워바디워시 5종.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,8
e1ee0140-e484-4748-9f22-5ac293d4e937,SSBL_____,SSBL_스타바스 스팀밀크바디로션.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,"1호, 2호, 4호 Unipearls 함유호수는 투입온도를 50℃ Homo는 30초만 약하게 가할것.",10
a28263d0-33b0-4807-938b-a29c314aa861,SSCD_______,SSCD_스타바스 소이캔들.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,4
519af87c-8616-41e5-8d7c-8c3d13e31f25,SSHC_____,SSHC_스타바스 스팀밀크핸드크림.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
2c079b0b-fe74-48af-bfa0-ecebbf103f45,SSSR001,SSSR_스타바스 쉐이크바디스크럽.xlsx,스타바스 쉐이크 바디스크럽- 스파클링쿨라임향,,Kg,,Kg,,,결 재,담 당,부서장,61** (향+유화제 part) 투입전 반드시 교반해 줄 것.,총소요시간,,10
1562859a-fb5c-4ef6-a759-1ff96cb6e604,TOAP001,TOAP001_시온 테카줄렌 블루 카밍 앰플 공정.xlsx,시온 테카줄렌 블루 카밍 앰플,,Kg,,Kg,,,결 재,담 당,부서장,,,,8
6a51d33d-1f70-48fd-9436-e3d6ed3e68fe,TOAP002,TOAP002_시온 세라샷 피디알엔 핑크 리페어앰플 공정.xlsx,시온 세라-샷 피디알엔 핑크 레페어 앰플,,Kg,,Kg,,,결 재,담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,9
56b40860-1d27-4b3b-9863-db68b3c10771,TOAP003,TOAP003_시온 알파알부틴 멀티토닝 앰플 공정.xlsx,시온 알파-알부틴 멀티토닝 앰플,,Kg,,Kg,,,결 재,담 당,부서장,,,,6
f685972f-40e1-4f56-9f73-096d1118ccf3,VMBA001,VMBA001_밸르모나 얼쓰리페어본딩앰플.xlsx,밸르모나 얼쓰리페어 본딩 앰플,,Kg,,Kg,,,결 재,담 당,부서장,* Homo 속도 및 시간에 따라 점도차 크므로 일정하게 할 것. * 100kg제조탱그 기준공정,,,7
51cff0ad-c959-4b01-a87f-cbdfe74e731e,VMBC_____,VMBC_발모나 휘핑 모이스처 바디워시.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,5
7ba66cdc-b790-48d1-b059-6ad87a4752b9,VMCP001,VMCP001_밸르모나 얼쓰리페어본딩컴파운드.xlsx,밸르모나 얼쓰리페어 본딩 컴파운드,,Kg,,Kg,,,결 재,담 당,부서장,,,,6
349c1900-5c1e-4bf2-ac8d-a9db3d59b96a,VMHS_______,VMHS_밸르모나 얼티밋헤어오일세럼.xlsx,밸르모나 얼티밋 헤어 오일 세럼,,Kg,,Kg,,,결 재,담 당,부서장,,,,6
8d62365b-b420-4965-ad97-f18771fa5706,VMOL001,VMOL_밸르모나 얼쓰리페어본딩오일.xlsx,밸르모나 얼쓰리페어 본딩 오일,,Kg,,Kg,,,결 재,담 당,부서장,,,,7
0b487a00-c239-428c-b006-2913c89193b4,VMPF______,VMPF_밸르모나 프로테인필드.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,6
7acb8b8d-32c1-44ce-9525-ed893628405f,VMRS005,VMRS_밸르모나 실크프로테인헤어컨디셔너.xlsx,밸르모나 파워풀 솔루션 블랙피오니 서리태 모발 영양팩,,Kg,,Kg,,,결 재,담 당,부서장,*투명용기 제품,,,9
531e57e5-091c-450e-9b6f-4975c342c9f6,VMSF001,VMSF001_밸르모나 얼쓰테라피스칼프퓨리파이어.xlsx,밸르모나 얼쓰테라피 스칼프 퓨리파이어,,Kg,,Kg,,,결 재,담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
6e0aea0b-4160-4cf9-a3f4-a8ec2516df60,VMSP007,VMSP004 5 6 7 9_밸르모나 아유르베딕두피솔루션블랙커민샴푸액.xlsx,밸르모나 슈가 벨벳 밀크 샴푸액,,Kg,,Kg,,,결 재,담 당,부서장,,,,2
161d0967-f85d-48f4-a673-4e667d3b9133,VMSP014,VMSP014_밸르모나 얼쓰 아르간오일 샴푸 공정.xlsx,밸르모나 얼쓰 아르간 오일 샴푸,,Kg,,Kg,,,결 재,담 당,부서장,,,,2
ff7507ba-2e96-44f1-8e74-6ab2e7968758,VMSP_____,VMSP_발모나 실크프로테인헤어샴푸.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,2
3948040c-234a-4d1d-8876-6d7bc8da247d,VMSS001,VMSS001_밸르모나 얼쓰테라피스칼프스켈러.xlsx,밸르모나 얼쓰테라피 스칼프 스켈러,,Kg,,Kg,,,결 재,담 당,부서장,*2차유화 온도 중요함.,,,8
8ee8d0bc-eca5-4682-b6c2-13dea60e35ac,VTBC______,VTBC_에바스 비타민바디워시.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,,,,5
d9e406c3-615a-4de8-801e-787702195419,VTBL_____,VTBL_에바스 비타민바디로션.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,*원료투입시 100메쉬 여과 거칠 것,총소요시간,,10
339f1fa2-1af3-4206-b2c2-6c926c7efc29,VTDM______,VTDM_보탬 드레스퍼퓸미스트.xlsx,(보탬 드레스 퍼퓸 미스트),,Kg,,Kg,,,결 재,담 당,부서장,,,,2
56f28509-944d-4565-82e4-8f54173f33b7,VTFC______,VTFC_비타민 클렌징폼.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,*일정 점/경도가 생성되기 전까지 교반을 종료하지 말 것,,,8
840d44a9-064f-4a31-8998-d1d54e5610b1,VTHC_____,VTHC_에바스 비타민핸드크림.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
7e0b30fd-8ee4-406f-a1f5-a5df3e00601b,VVCR_____,VVCR_빈시뷰 프래그런스크림.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,9
2f122914-7ed1-4114-b3f3-a105819b44da,VVHC_____,VVHC_빈시뷰 프래그런스 핸드크림 공정.xlsx,빈시뷰 프래그런스 핸드크림,,Kg,,Kg,,,결 재,담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,9
6bbe3813-10fa-4c2b-bcfe-f5cccd0c7d84,WMAP001,WMAP001_위드미 판테스틱더마시카카밍앰플.xlsx,위드미 판테스틱 더마 시카 카밍 앰플,,Kg,,Kg,,,결 재,담 당,부서장,* 메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,*청색의 투명액상,8
5fffa46a-2995-4fc3-8ee3-0e743912fc8c,WMAP002,WMAP002_위드미 판테스틱더마비타에너지앰플.xlsx,위드미 판테스틱 더마 비타에너지 앰플,,Kg,,Kg,,,결 재,담 당,부서장,* 메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,8
32faaf7a-0044-42f0-a9c8-18f5a898a49f,WMAP003,WMAP003_위드미 판테스틱더마화이트닝컨트롤앰플.xlsx,위드미 판테스틱 더마 화이트닝 컨트롤 앰플,,Kg,,Kg,,,결 재,담 당,부서장,,,* 메인탱크에 투입시 100메쉬 여과 거칠 것 * 냉각종료온도 준수할것.,10
39dd1084-b6b4-42f8-a600-d7b2cf92094d,WMBL001,WMBL001_위드미 판테스틱더마시카AC로션.xlsx,위드미 판테스틱 더마 시카 AC로션,,Kg,,Kg,,,결 재,담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
a2915b0d-610a-4730-8a30-690700d02ea6,WMCR004,WMCR004_위드미 판테스틱더마시카크림.xlsx,위드미 판테스틱 더마 시카 크림,,Kg,,Kg,,,결 재,담 당,부서장,,,,8
5a8b2882-574a-4147-b1a6-8fd2d9b8ace2,WMCR003,WMCR_위드미 화이트닝크림.xlsx,위드미 옴므 우디보이 화이트닝 크림,,Kg,,Kg,,,결 재,담 당,부서장,,,*원료투입시 100메쉬 여과 거칠 것 *TiO2분산상태 확인후 진행할 것.,11
c1560669-8ff7-4793-bc67-cb02e1c1f0c0,WMFC000,WMFC000_위드미 화이트퍼펙션포밍클렌저.xlsx,위드미 화이트 퍼펙션 포밍 클렌저,,Kg,,Kg,,,결 재,담 당,부서장,*일정 점/경도가 생성되기 전까지 교반을 종료하지 말 것,,,7
621d5612-3e75-4a0b-9e9a-e86ecc3e4687,WMFO001,WMFO001_위드미 엑스트라너트6딥페이스오일.xlsx,위드미 엑스트라 너트6 딥페이스 오일,,Kg,,Kg,,,결 재,담 당,부서장,,,,4
09b3e71b-642c-463d-85de-5bfd9f0b45a6,WMIT_______,WMIT_위드미 타투아이브로우젤틴트.xlsx,,,Kg,,Kg,,,결 재,담 당,부서장,물보정에 유의한다.,총소요시간,,10
cb10f098-44a7-4a7f-972c-f9e4d86b2f9a,WMMC001,WMMC001_위드미 pH밸런싱모닝클렌저.xlsx,위드미 pH밸런싱 모닝클렌저,,Kg,,Kg,,,결 재,담 당,부서장,,,,8
b2206d97-443c-4bb6-9e31-b217a7a4aea9,WMMO000,WMMO000_위드미 스노우화이트닝너리싱밀크오일.xlsx,위드미 스노우 화이트닝 너리싱 밀크 오일,,Kg,,Kg,,,결 재,담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,9
409473bb-7129-4e99-8700-617ace9bc78e,WMMT001,WMMT001_위드미 하이드레이팅앰플미스트.xlsx,위드미 하이드레이팅 앰플 미스트,,Kg,,Kg,,,결 재,담 당,부서장,,,,7
69f2e399-b828-41d2-8679-61bdd7ae2ccf,WMPK001,WMPK_위드미 어썸블랙포어클리어팩.xlsx,위드미 어썸블랙 포어 클리어 팩,,Kg,,Kg,,,결 재,담 당,부서장,*물보정에 유의한다. (2%내외) *고온에서 진공잡지 말 것.,총소요시간,*피막제 용해는 패들의 속도보다는 고온과 시간에 좌우된다. *부상후 내용물표면에 접하게 비닐커버 할 것. (2중 밀봉),10
8aeb43ec-b66d-4ccc-a45d-6f4a8b8e9807,WMSC002,WMSC_위드미 누드앤쉬어선스틱.xlsx,위드미 누드앤쉬어 선스틱 컨트롤,,Kg,,Kg,,,결 재,담 당,부서장,,,,7
9f4906b3-253c-4608-a739-2e56ed43a1a9,WMSL001,WMSL001_위드미 옴므우디보이올인원스킨로션.xlsx,위드미 옴므 우디보이 올인원 스킨로션,,Kg,,Kg,,,결 재,담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,9
9a1b46ce-8a0c-4d3c-9a6f-2a98a55fa2ef,WMTN001,WMTN001_위드미 스노우화이트닝포어토너.xlsx,위드미 스노우 화이트닝 포어 토너,,Kg,,Kg,,,결 재,담 당,부서장,,,- 실온 공정 (점증제 분산에만 열수 사용) - 점증제 분산 공정 특히 중요,10
4a2b3354-3eed-4e95-9357-31650bbdf689,WMTN002,WMTN002_위드미 판테스틱더마시카퓨리파잉토너.xlsx,위드미 판테스틱 더마 시카 퓨리파잉 토너,,Kg,,Kg,,,결 재,담 당,부서장,특히 동절기에 상온(30-35도)상태의 공정을 유지해야 투명하게 제조된다.,,,6
63880f30-a4df-4307-99ce-bfb472c59993,WMTP000,WMTP_위드미 펄브라이트토닝필.xlsx,위드미 펄 브라이트 토닝 필,,Kg,,Kg,,,결 재,담 당,부서장,,총소요시간,* 첨부된 제조공정 모식도 참조할 것.,9
018c24cf-9e8c-409d-b1ec-8faa5e7c5cbf,ZPDM_______,ZPDM_자코파네 섬유향수.xlsx,자코파네 섬유향수,,Kg,,Kg,,,결 재,담 당,부서장,,,,2
