product_code,sequence_no,ingredient_code,content_ratio
RPBC001,19,MUM-0001,0.03
RPBC001,20,MCR-0001,0.0001199999999999
RPBC002,1,MXD-0002,57.320000000000014
RPBC002,2,MSM-0004,22.0
RPBC002,3,MSM-0003,10.0
RPBC002,4,MSM-0013,5.0
RPBC002,5,MSM-0011,2.4
RPBC002,6,MFB-0050,1.0
RPBC002,7,MAS-0003,0.5
RPBC002,8,MPS-0003,0.4
RPBC002,9,MLM-0003,0.4
RPBC002,10,MXN-0003,0.3
RPBC002,11,MXE-0001,0.2
RPBC002,12,MXC-0001,0.1
RPBC002,13,MAR-0006,0.1
RPBC002,14,MPL-0001,0.08
RPBC002,15,MKP-0001,0.05
RPBC002,16,MAF-0006,0.05
RPBC002,17,MAM-0001,0.05
RPBC002,18,MAL-0020,0.05
RPBC003,1,MXD-0002,57.28934000000002
RPBC003,2,MSM-0004,22.0
RPBC003,3,MSM-0003,10.0
RPBC003,4,MSM-0013,5.0
RPBC003,5,MSM-0011,2.4
RPBC003,6,MFA-0014,1.0
RPBC003,7,MAS-0003,0.5
RPBC003,8,MPS-0003,0.4
RPBC003,9,MLM-0003,0.4
RPBC003,10,MXN-0003,0.3
RPBC003,11,MXE-0001,0.2
RPBC003,12,MXC-0001,0.1
RPBC003,13,MAR-0006,0.1
RPBC003,14,MPL-0001,0.08
RPBC003,15,MKP-0001,0.05
RPBC003,16,MAF-0006,0.05
RPBC003,17,MAM-0001,0.05
RPBC003,18,MAL-0020,0.05
RPBC003,19,MUM-0001,0.03
RPBC003,20,MCF-0006,0.0006
RPBC003,21,MCF-0005,6e-05
LAHC000,1,MXD-0002,78.49864999999998
LAHC000,2,MOL-0002,8.0
LAHC000,3,MKG-0001,4.5
LAHC000,4,MWE-0002,2.7
LAHC000,5,MWP-0009,1.7
LAHC000,6,MSK-0001,1.3
LAHC000,7,MST-0001,0.8
LAHC000,8,MWM-0002,0.5
LAHC000,9,MOD-0004,0.5
LAHC000,10,MXT-0001,0.3
LAHC000,11,MPP-0005,0.3
LAHC000,12,MPD-0003,0.18
LAHC000,13,MPD-0004,0.1
LAHC000,14,MWV-0001,0.1
LAHC000,15,MOO-0001,0.1
LAHC000,16,MVC-0003,0.1
LAHC000,17,MAR-0006,0.1
LAHC000,18,MAL-0018,0.1
LAHC000,19,MFT-0021,0.04
LAHC000,20,MVN-0001,0.03
LAHC000,21,MXE-0001,0.02
LAHC000,22,MAN-0001,0.01
LAHC000,23,MAC-0035,0.01
LAHC000,24,MAF-0006,0.01
LAHC000,25,MAV-0002,0.001
LAHC000,26,MCF-0005,0.00035
RMBL004,1,MXD-0002,74.44799999999998
RMBL004,2,MOL-0002,7.0
RMBL004,3,MKG-0001,6.0
RMBL004,4,MON-0001,2.0
RMBL004,5,MWM-0002,1.5
RMBL004,6,MWE-0001,1.5
RMBL004,7,MST-0001,1.5
RMBL004,8,MWE-0002,1.0
RMBL004,9,MWE-0004,1.0
RMBL004,10,MSK-0001,0.8
RMBL004,11,MSA-0007,0.5
RMBL004,12,MOD-0004,0.5
RMBL004,13,MFB-0053,0.5
RMBL004,14,MXT-0001,0.3
RMBL004,15,MPP-0005,0.3
RMBL004,16,MWV-0001,0.25
RMBL004,17,MPD-0003,0.2
RMBL004,18,MPD-0004,0.1
RMBL004,19,MWS-0001,0.1
RMBL004,20,MVP-0006,0.1
RMBL004,21,MAR-0006,0.1
RMBL004,22,MWM-0005,0.05
RMBL004,23,MOR-0001,0.05
RMBL004,24,MAF-0006,0.05
RMBL004,25,MAM-0001,0.05
RMBL004,26,MAL-0020,0.05
RMBL004,27,MVN-0001,0.03
RMBL004,28,MXE-0001,0.02
RMBL004,29,MAC-0018,0.001
RMBL004,30,MAV-0002,0.001
RMBLM04,1,MXD-0002,74.44799999999998
RMBLM04,2,MOL-0002,7.0
RMBLM04,3,MKG-0001,6.0
RMBLM04,4,MON-0001,2.0
RMBLM04,5,MWM-0002,1.5
RMBLM04,6,MWE-0001,1.5
RMBLM04,7,MST-0001,1.5
RMBLM04,8,MWE-0002,1.0
RMBLM04,9,MWE-0004,1.0
RMBLM04,10,MSK-0001,0.8
RMBLM04,11,MSA-0007,0.5
RMBLM04,12,MOD-0004,0.5
RMBLM04,13,MFB-0053,0.5
RMBLM04,14,MXT-0001,0.3
RMBLM04,15,MPP-0005,0.3
RMBLM04,16,MWV-0001,0.25
RMBLM04,17,MPD-0003,0.2
RMBLM04,18,MPD-0004,0.1
RMBLM04,19,MWS-0001,0.1
RMBLM04,20,MVP-0006,0.1
RMBLM04,21,MAR-0006,0.1
RMBLM04,22,MWM-0005,0.05
RMBLM04,23,MOR-0001,0.05
RMBLM04,24,MAF-0006,0.05
RMBLM04,25,MAM-0001,0.05
RMBLM04,26,MAL-0020,0.05
RMBLM04,27,MVN-0001,0.03
RMBLM04,28,MXE-0001,0.02
RMBLM04,29,MAC-0018,0.001
RMBLM04,30,MAV-0002,0.001
MLDO000,1,MOD-0006,85.76
MLDO000,2,MOM-0004,10.0
MLDO000,3,MON-0004,2.0
MLDO000,4,MOM-0005,1.0
MLDO000,5,MFS-0033,0.5
MLDO000,6,MOB-0004,0.4
MLDO000,7,MOF-0006,0.1
MLDO000,8,MOO-0001,0.1
MLDO000,9,MAV-0002,0.1
MLDO000,10,MWS-0001,0.01
MLDO000,11,MOA-0008,0.01
MLDO000,12,MOA-0007,0.01
MLDO000,13,MOR-0001,0.01
VTHC004,1,MXD-0002,78.71589999999999
VTHC004,2,MOL-0002,7.2
VTHC004,3,MKG-0001,5.0
VTHC004,4,MWE-0002,3.0
VTHC004,5,MST-0001,1.5
VTHC004,6,MWP-0009,1.5
VTHC004,7,MSK-0001,1.0
VTHC004,8,MOD-0004,0.5
VTHC004,9,MPP-0005,0.3
VTHC004,10,MXT-0001,0.3
VTHC004,11,MPD-0003,0.2
VTHC004,12,MVC-0003,0.12
VTHC004,13,MPD-0004,0.1
VTHC004,14,MSA-0007,0.1
VTHC004,15,MWV-0001,0.1
VTHC004,16,MAV-0007,0.1
VTHC004,17,MFS-0033,0.06
VTHC004,18,MWM-0002,0.05
VTHC004,19,MWS-0001,0.05
VTHC004,20,MFT-0021,0.04
VTHC004,21,MVN-0001,0.03
VTHC004,22,MXE-0001,0.02
VTHC004,23,MAA-0026,0.01
VTHC004,24,MAN-0001,0.001
VTHC004,25,MAV-0002,0.001
VTHC004,26,MXD-0001,0.001
VTHC004,27,MAG-0004,0.001
VTHC004,28,MAV-0006,0.0001
RMBL000,1,MXD-0002,74.96799999999999
RMBL000,2,MOL-0002,7.0
RMBL000,3,MKG-0001,6.0
RMBL000,4,MON-0001,2.0
RMBL000,5,MWM-0002,1.5
RMBL000,6,MWE-0001,1.5
RMBL000,7,MST-0001,1.5
RMBL000,8,MWE-0002,1.0
RMBL000,9,MWE-0004,1.0
RMBL000,10,MSK-0001,0.8
RMBL000,11,MSA-0007,0.5
RMBL000,12,MOD-0004,0.5
RMBL000,13,MXT-0001,0.3
RMBL000,14,MPP-0005,0.3
RMBL000,15,MWV-0001,0.25
RMBL000,16,MPD-0003,0.2
RMBL000,17,MFP-0014,0.15
RMBL000,18,MPD-0004,0.1
RMBL000,19,MWS-0001,0.1
RMBL000,20,MVP-0006,0.1
RMBL000,21,MWM-0005,0.05
RMBL000,22,MOR-0001,0.05
RMBL000,23,MAR-0006,0.05
RMBL000,24,MVN-0001,0.03
RMBL000,25,MXE-0001,0.02
RMBL000,26,MAF-0006,0.01
RMBL000,27,MAM-0001,0.01
RMBL000,28,MAL-0020,0.01
RMBL000,29,MAC-0018,0.001
RMBL000,30,MAV-0002,0.001
RMSG001,1,MXD-0002,58.39000000000001
RMSG001,2,MSM-0004,22.0
RMSG001,3,MSM-0003,10.0
RMSG001,4,MSM-0013,5.0
RMSG001,5,MSM-0011,2.2
RMSG001,6,MFT-0024,0.55
RMSG001,7,MPS-0003,0.4
RMSG001,8,MLM-0003,0.4
RMSG001,9,MXN-0003,0.3
RMSG001,10,MKP-0001,0.3
RMSG001,11,MXE-0001,0.2
RMSG001,12,MXC-0001,0.1
RMSG001,13,MPL-0001,0.06
RMSG001,14,MAR-0006,0.05
RMSG001,15,MAS-0003,0.02
RMSG001,16,MAF-0006,0.01
RMSG001,17,MAM-0001,0.01
RMSG001,18,MAL-0020,0.01
RMSG002,1,MXD-0002,58.540000000000006
RMSG002,2,MSM-0004,22.0
RMSG002,3,MSM-0003,10.0
RMSG002,4,MSM-0013,5.0
RMSG002,5,MSM-0011,2.2
RMSG002,6,MPS-0003,0.4
RMSG002,7,MLM-0003,0.4
RMSG002,8,MFS-0046,0.4
RMSG002,9,MXN-0003,0.3
RMSG002,10,MKP-0001,0.3
RMSG002,11,MXE-0001,0.2
RMSG002,12,MXC-0001,0.1
RMSG002,13,MPL-0001,0.06
RMSG002,14,MAR-0006,0.05
RMSG002,15,MAS-0003,0.02
RMSG002,16,MAF-0006,0.01
RMSG002,17,MAM-0001,0.01
RMSG002,18,MAL-0020,0.01
RMHC000,1,MXD-0002,78.30799999999998
RMHC000,2,MOL-0002,7.2
RMHC000,3,MKG-0001,5.0
RMHC000,4,MWE-0002,3.0
RMHC000,5,MWP-0009,1.5
RMHC000,6,MST-0001,1.5
RMHC000,7,MSK-0001,1.0
RMHC000,8,MOD-0004,0.5
RMHC000,9,MXT-0001,0.3
RMHC000,10,MPP-0005,0.3
RMHC000,11,MPD-0003,0.2
RMHC000,12,MFP-0014,0.2
RMHC000,13,MVC-0003,0.12
RMHC000,14,MPD-0004,0.1
RMHC000,15,MSA-0007,0.1
RMHC000,16,MWV-0001,0.1
RMHC000,17,MAR-0006,0.1
RMHC000,18,MWS-0001,0.05
RMHC000,19,MWM-0005,0.05
RMHC000,20,MWM-0002,0.05
RMHC000,21,MAF-0006,0.05
RMHC000,22,MAG-0012,0.05
RMHC000,23,MKC-0003,0.05
RMHC000,24,MAM-0001,0.05
RMHC000,25,MAL-0020,0.05
RMHC000,26,MVN-0001,0.03
RMHC000,27,MXE-0001,0.02
RMHC000,28,MOA-0008,0.01
RMHC000,29,MOR-0001,0.01
RMHC000,30,MAC-0018,0.001
RMHC000,31,MAV-0002,0.001
MLDM001,1,MXD-0002,83.0
MLDM001,2,MKE-0001,12.0
MLDM001,3,MSC-0006,2.5
MLDM001,4,MKG-0001,1.0
MLDM001,5,MFS-0055,0.8
MLDM001,6,MPP-0005,0.7
MLDM002,1,MXD-0002,83.0
MLDM002,2,MKE-0001,12.0
MLDM002,3,MSC-0006,2.5
MLDM002,4,MKG-0001,1.0
MLDM002,5,MFB-0053,0.8
MLDM002,6,MPP-0005,0.7
MLDM003,1,MXD-0002,85.5
MLDM003,2,MKE-0001,10.0
MLDM003,3,MSE-0025,2.2
MLDM003,4,MKG-0001,1.0
MLDM003,5,MPP-0005,0.7
MLDM003,6,MFS-0054,0.37
MLDM003,7,MFP-0004,0.18
MLDM003,8,MXI-0001,0.05
MLDM004,1,MXD-0002,85.5
MLDM004,2,MKE-0001,10.0
MLDM004,3,MSE-0025,2.2
MLDM004,4,MKG-0001,1.0
MLDM004,5,MPP-0005,0.7
MLDM004,6,MFS-0053,0.55
MLDM004,7,MXI-0001,0.05
RLBL001,1,MXD-0002,75.19799999999998
RLBL001,2,MOL-0002,7.3
RLBL001,3,MKG-0001,6.0
RLBL001,4,MON-0001,2.0
RLBL001,5,MWE-0001,1.5
RLBL001,6,MST-0001,1.5
RLBL001,7,MWM-0002,1.0
RLBL001,8,MWE-0002,1.0
RLBL001,9,MWE-0004,1.0
RLBL001,10,MSK-0001,0.8
RLBL001,11,MSA-0007,0.5
RLBL001,12,MOD-0004,0.5
RLBL001,13,MXT-0001,0.3
RLBL001,14,MPP-0005,0.3
RLBL001,15,MPD-0003,0.2
RLBL001,16,MFS-0037,0.2
RLBL001,17,MPD-0004,0.1
RLBL001,18,MWS-0001,0.1
RLBL001,19,MVP-0006,0.1
RLBL001,20,MAR-0006,0.1
RLBL001,21,MWM-0005,0.05
RLBL001,22,MOR-0001,0.05
RLBL001,23,MAF-0006,0.05
RLBL001,24,MAM-0001,0.05
RLBL001,25,MAL-0020,0.05
RLBL001,26,MVN-0001,0.03
RLBL001,27,MXE-0001,0.02
RLBL001,28,MAC-0018,0.001
RLBL001,29,MAV-0002,0.001
RLBL002,1,MXD-0002,75.19799999999998
RLBL002,2,MOL-0002,7.3
RLBL002,3,MKG-0001,6.0
RLBL002,4,MON-0001,2.0
RLBL002,5,MWE-0001,1.5
RLBL002,6,MST-0001,1.5
RLBL002,7,MWM-0002,1.0
RLBL002,8,MWE-0002,1.0
RLBL002,9,MWE-0004,1.0
RLBL002,10,MSK-0001,0.8
RLBL002,11,MSA-0007,0.5
RLBL002,12,MOD-0004,0.5
RLBL002,13,MXT-0001,0.3
RLBL002,14,MPP-0005,0.3
RLBL002,15,MPD-0003,0.2
RLBL002,16,MFB-0037,0.2
RLBL002,17,MPD-0004,0.1
RLBL002,18,MWS-0001,0.1
RLBL002,19,MVP-0006,0.1
RLBL002,20,MAR-0006,0.1
RLBL002,21,MWM-0005,0.05
RLBL002,22,MOR-0001,0.05
RLBL002,23,MAF-0006,0.05
RLBL002,24,MAM-0001,0.05
RLBL002,25,MAL-0020,0.05
RLBL002,26,MVN-0001,0.03
RLBL002,27,MXE-0001,0.02
RLBL002,28,MAC-0018,0.001
RLBL002,29,MAV-0002,0.001
BPOP020,1,MKE-0001,89.3998
BPOP020,2,MFS-0056,10.0
BPOP020,3,MXD-0002,0.5
BPOP020,4,MUA-0001,0.1
BPOP020,5,MCF-0006,0.0002
BPOP060,1,MKE-0001,88.3998
BPOP060,2,MFS-0057,10.0
BPOP060,3,MXD-0002,1.5
BPOP060,4,MUA-0001,0.1
BPOP060,5,MCF-0006,0.0002
BPOP055,1,MKE-0001,88.3998
BPOP055,2,MFH-0010,10.0
BPOP055,3,MXD-0002,1.5
BPOP055,4,MUA-0001,0.1
BPOP055,5,MCF-0006,0.0002
BPOP031,1,MKE-0001,88.3998
BPOP031,2,MFS-0055,10.0
BPOP031,3,MXD-0002,1.5
BPOP031,4,MUA-0001,0.1
BPOP031,5,MCF-0006,0.0002
BPOP101,1,MKE-0001,88.3998
BPOP101,2,MFS-0046,10.0
BPOP101,3,MXD-0002,1.5
BPOP101,4,MUA-0001,0.1
BPOP101,5,MCF-0006,0.0002
MLEM001,1,MKE-0001,88.55
MLEM001,2,MFS-0058,10.0
MLEM001,3,MXD-0002,1.3
MLEM001,4,MAL-0016,0.05
MLEM001,5,MAH-0006,0.05
MLEM001,6,MAC-0035,0.05
MLEM002,1,MKE-0001,89.8
MLEM002,2,MFB-0054,10.0
MLEM002,3,MXD-0002,0.05
MLEM002,4,MAL-0016,0.05
MLEM002,5,MAH-0006,0.05
MLEM002,6,MAA-0028,0.05
MLEM003,1,MKE-0001,89.97
MLEM003,2,MFS-0059,10.0
MLEM003,3,MAL-0016,0.01
MLEM003,4,MAH-0006,0.01
MLEM003,5,MAJ-0001,0.01
RMFC000,1,MXD-0002,32.58
RMFC000,2,MWM-0006,20.0
RMFC000,3,MKG-0001,15.0
RMFC000,4,MWP-0009,7.0
RMFC000,5,MXK-0002,6.3
RMFC000,6,MKM-0004,6.0
RMFC000,7,MWL-0003,4.0
RMFC000,8,MLM-0003,2.0
RMFC000,9,MSA-0007,2.0
RMFC000,10,MAT-0009,2.0
RMFC000,11,MWW-0001,1.5
RMFC000,12,MPS-0002,0.4
RMFC000,13,MFT-0015,0.25
RMFC000,14,MSS-0003,0.2
RMFC000,15,MPD-0003,0.2
RMFC000,16,MAD-0008,0.2
RMFC000,17,MAP-0011,0.1
RMFC000,18,MAL-0013,0.1
RMFC000,19,MAM-0011,0.1
RMFC000,20,MXE-0001,0.05
RMFC000,21,MOM-0005,0.01
RMFC000,22,MOO-0001,0.01
RMPT001,1,MXD-0002,50.92
RMPT001,2,MKC-0003,15.0
RMPT001,3,MKG-0001,12.0
RMPT001,4,MVL-0001,10.0
RMPT001,5,MOD-0008,8.0
RMPT001,6,MVV-0004,2.0
RMPT001,7,MAR-0006,0.5
RMPT001,8,MPS-0002,0.4
RMPT001,9,MCT-0008,0.25
RMPT001,10,MPS-0001,0.2
RMPT001,11,MVN-0001,0.12
RMPT001,12,MCR-0001,0.11
RMPT001,13,MAD-0002,0.1
RMPT001,14,MXD-0001,0.1
RMPT001,15,MAR-0012,0.1
RMPT001,16,MAF-0006,0.1
RMPT001,17,MCR-0005,0.05
RMPT001,18,MAA-0021,0.04
RMPT001,19,MAL-0015,0.01
RMPT002,1,MXD-0002,50.8
RMPT002,2,MKC-0003,15.0
RMPT002,3,MKG-0001,12.0
RMPT002,4,MVL-0001,10.0
RMPT002,5,MOD-0008,8.0
RMPT002,6,MVV-0004,2.0
RMPT002,7,MAR-0006,0.5
RMPT002,8,MPS-0002,0.4
RMPT002,9,MCT-0008,0.25
RMPT002,10,MPS-0001,0.2
RMPT002,11,MCF-0006,0.14
RMPT002,12,MCR-0008,0.14
RMPT002,13,MVN-0001,0.12
RMPT002,14,MAD-0002,0.1
RMPT002,15,MXD-0001,0.1
RMPT002,16,MAR-0012,0.1
RMPT002,17,MAF-0006,0.1
RMPT002,18,MAA-0021,0.04
RMPT002,19,MAL-0015,0.01
MLDF001,1,MKE-0001,43.95
MLDF001,2,MOD-0015,36.0
MLDF001,3,MFD-0009,20.0
MLDF001,4,MUA-0001,0.05
MLDF002,1,MKE-0001,43.82988
MLDF002,2,MOD-0015,36.0
MLDF002,3,MFS-0060,20.0
MLDF002,4,MXD-0002,0.12
MLDF002,5,MUA-0001,0.05
MLDF002,6,MCF-0006,0.0001199999999999
MLDF003,1,MKE-0001,43.909960000000005
MLDF003,2,MOD-0015,36.0
MLDF003,3,MFD-0008,20.0
MLDF003,4,MUA-0001,0.05
MLDF003,5,MXD-0002,0.04
MLDF003,6,MCR-0005,4e-05
MLDFR01,1,MKE-0001,43.95
MLDFR01,2,MOD-0015,36.0
MLDFR01,3,MFD-0009,20.0
MLDFR01,4,MUA-0001,0.05
MLDFR02,1,MKE-0001,43.82988
MLDFR02,2,MOD-0015,36.0
MLDFR02,3,MFS-0060,20.0
MLDFR02,4,MXD-0002,0.12
MLDFR02,5,MUA-0001,0.05
MLDFR02,6,MCF-0006,0.0001199999999999
MLDFR03,1,MKE-0001,43.909960000000005
MLDFR03,2,MOD-0015,36.0
MLDFR03,3,MFD-0008,20.0
MLDFR03,4,MUA-0001,0.05
MLDFR03,5,MXD-0002,0.04
MLDFR03,6,MCR-0005,4e-05
PRAF001,1,MOD-0015,57.81987
PRAF001,2,MFM-0020,20.0
PRAF001,3,MKE-0001,22.0
PRAF001,4,MXD-0002,0.13
PRAF001,5,MUA-0001,0.05
PRAF001,6,MCF-0005,0.00013
PRAF002,1,MOD-0015,57.77983
PRAF002,2,MFW-0001,20.0
PRAF002,3,MKE-0001,22.0
PRAF002,4,MXD-0002,0.17
PRAF002,5,MUA-0001,0.05
PRAF002,6,MCR-0005,0.00017
PRAF003,1,MOD-0015,59.2498
PRAF003,2,MFM-0021,18.5
PRAF003,3,MKE-0001,22.0
PRAF003,4,MXD-0002,0.2
PRAF003,5,MUA-0001,0.05
PRAF003,6,MCR-0005,0.00014
PRAF003,7,MCF-0001,6e-05
PRAF004,1,MOD-0015,57.823874
PRAF004,2,MFH-0006,20.0
PRAF004,3,MKE-0001,22.0
PRAF004,4,MXD-0002,0.126
PRAF004,5,MUA-0001,0.05
PRAF004,6,MCF-0005,0.0001
PRAF004,7,MCF-0001,2.6e-05
PRAF005,1,MOD-0015,59.17983
PRAF005,2,MFH-0007,18.6
PRAF005,3,MKE-0001,22.0
PRAF005,4,MXD-0002,0.17
PRAF005,5,MUA-0001,0.05
PRAF005,6,MCF-0006,0.00017
PRAF006,1,MOD-0015,57.887938000000005
PRAF006,2,MFF-0018,20.0
PRAF006,3,MKE-0001,22.0
PRAF006,4,MXD-0002,0.062
PRAF006,5,MUA-0001,0.05
PRAF006,6,MCF-0001,6.2e-05
RSCO000,1,MOD-0016,100.0
NABC008,1,MXD-0002,58.38774000000001
NABC008,2,MSM-0004,22.0
NABC008,3,MSM-0003,10.0
NABC008,4,MSM-0013,5.0
NABC008,5,MSM-0011,2.2
NABC008,6,MLM-0003,0.8
NABC008,7,MFF-0020,0.6
NABC008,8,MKP-0001,0.3
NABC008,9,MXN-0003,0.3
NABC008,10,MXE-0001,0.2
NABC008,11,MAA-0002,0.1
NABC008,12,MPK-0001,0.05
NABC008,13,MXC-0001,0.04
NABC008,14,MUM-0001,0.02
NABC008,15,MAH-0006,0.001
NABC008,16,MAV-0005,0.001
NABC008,17,MCF-0005,0.0002
NABC008,18,MCF-0001,6e-05
NABC009,1,MXD-0002,58.388000000000005
NABC009,2,MSM-0004,22.0
NABC009,3,MSM-0003,10.0
NABC009,4,MSM-0013,5.0
NABC009,5,MSM-0011,2.2
NABC009,6,MLM-0003,0.8
NABC009,7,MFB-0025,0.6
NABC009,8,MKP-0001,0.3
NABC009,9,MXN-0003,0.3
NABC009,10,MXE-0001,0.2
NABC009,11,MAS-0003,0.1
NABC009,12,MPK-0001,0.05
NABC009,13,MXC-0001,0.04
NABC009,14,MUM-0001,0.02
NABC009,15,MAH-0006,0.001
NABC009,16,MAV-0005,0.001
PDIR001,1,MXD-0002,75.7
PDIR001,2,MK1-0001,7.0
PDIR001,3,MSP-0004,6.0
PDIR001,4,MSM-0013,6.0
PDIR001,5,MAL-0017,1.5
PDIR001,6,MVN-0001,1.2
PDIR001,7,MAY-0007,0.8
PDIR001,8,MPS-0003,0.4
PDIR001,9,MSR-0002,0.4
PDIR001,10,MFT-0009,0.24
PDIR001,11,MXC-0001,0.15
PDIR001,12,MXE-0001,0.1
PDIR001,13,MXS-0008,0.1
PDIR001,14,MAF-0006,0.1
PDIR001,15,MFG-0005,0.06
PDIR001,16,MXL-0001,0.05
PDIR001,17,MAH-0011,0.05
PDIR001,18,MAH-0006,0.05
PDIR001,19,MPL-0001,0.05
PDIR001,20,MXC-0004,0.05
RSCF000,1,MAV-0007,21.479
RSCF000,2,MK1-0001,16.0
RSCF000,3,MON-0001,13.5
RSCF000,4,MDE-0001,12.4
RSCF000,5,MOM-0005,4.0
RSCF000,6,MVB-0003,4.0
RSCF000,7,MOD-0006,3.5
RSCF000,8,MKG-0001,3.0
RSCF000,9,MOA-0005,3.0
RSCF000,10,MOD-0008,3.0
RSCF000,11,MSA-0014,3.0
RSCF000,12,MSN-0002,3.0
RSCF000,13,MAA-0017,2.0
RSCF000,14,MOD-0013,2.0
RSCF000,15,MWW-0001,1.2
RSCF000,16,MOA-0007,1.0
RSCF000,17,MKC-0003,1.0
RSCF000,18,MXN-0003,0.8
RSCF000,19,MPS-0002,0.4
RSCF000,20,MPP-0005,0.3
RSCF000,21,MSO-0004,0.3
RSCF000,22,MWM-0002,0.3
RSCF000,23,MAM-0011,0.1
RSCF000,24,MAE-0014,0.1
RSCF000,25,MAL-0013,0.1
RSCF000,26,MAV-0002,0.1
RSCF000,27,MFK-0022,0.1
RSCF000,28,MXE-0001,0.1
RSCF000,29,MKG-0001,0.1
RSCF000,30,MAA-0016,0.05
RSCF000,31,MAA-0021,0.04
RPBC004,1,MXD-0002,57.07000000000001
RPBC004,2,MSM-0004,22.0
RPBC004,3,MSM-0003,10.0
RPBC004,4,MSM-0013,5.2
RPBC004,5,MSM-0011,2.4
RPBC004,6,MFB-0053,1.0
RPBC004,7,MAS-0003,0.5
RPBC004,8,MPS-0003,0.4
RPBC004,9,MLM-0003,0.4
RPBC004,10,MXN-0003,0.3
RPBC004,11,MXE-0001,0.2
RPBC004,12,MXC-0001,0.1
RPBC004,13,MKP-0001,0.1
RPBC004,14,MAR-0006,0.1
RPBC004,15,MPL-0001,0.08
RPBC004,16,MAF-0006,0.05
RPBC004,17,MAM-0001,0.05
RPBC004,18,MAL-0020,0.05
RPBC005,1,MXD-0002,57.03992000000001
RPBC005,2,MSM-0004,22.0
RPBC005,3,MSM-0003,10.0
RPBC005,4,MSM-0013,5.2
RPBC005,5,MSM-0011,2.4
RPBC005,6,MFS-0041,1.0
RPBC005,7,MAS-0003,0.5
RPBC005,8,MPS-0003,0.4
RPBC005,9,MLM-0003,0.4
RPBC005,10,MXN-0003,0.3
RPBC005,11,MXE-0001,0.2
RPBC005,12,MXC-0001,0.1
RPBC005,13,MKP-0001,0.1
RPBC005,14,MAR-0006,0.1
RPBC005,15,MPL-0001,0.08
RPBC005,16,MAF-0006,0.05
RPBC005,17,MAM-0001,0.05
RPBC005,18,MAL-0020,0.05
RPBC005,19,MUM-0001,0.03
RPBC005,20,MCF-0005,6e-05
RPBC005,21,MCF-0001,2e-05
RMAG000,1,MXD-0002,78.92699999999999
RMAG000,2,MKE-0001,8.0
RMAG000,3,MK1-0001,6.0
RMAG000,4,MAR-0006,2.0
RMAG000,5,MKG-0001,1.0
RMAG000,6,MKU-0002,1.0
RMAG000,7,MAA-0029,0.45
RMAG000,8,MPS-0002,0.4
RMAG000,9,MVC-0003,0.38
RMAG000,10,MXT-0001,0.34
RMAG000,11,MKC-0003,0.3
RMAG000,12,MSC-0006,0.3
RMAG000,13,MPP-0005,0.3
RMAG000,14,MKA-0001,0.2
RMAG000,15,MAA-0001,0.1
RMAG000,16,MAM-0011,0.1
RMAG000,17,MAC-0001,0.1
RMAG000,18,MVN-0001,0.05
RMAG000,19,MAG-0023,0.033
RMAG000,20,MAD-0002,0.02
RMPG001,1,MKE-0001,55.0
RMPG001,2,MXD-0002,34.56000000000002
RMPG001,3,MSE-0025,4.5
RMPG001,4,MFS-0061,3.1
RMPG001,5,MKG-0001,1.5
RMPG001,6,MVP-0006,0.64
RMPG001,7,MXT-0001,0.4
RMPG001,8,MAT-0009,0.1
RMPG001,9,MCC-0002,0.1
RMPG001,10,MCC-0003,0.1
RMPG002,1,MKE-0001,55.0
RMPG002,2,MXD-0002,34.56000000000002
RMPG002,3,MSE-0025,4.5
RMPG002,4,MFS-0041,3.1
RMPG002,5,MKG-0001,1.5
RMPG002,6,MVP-0006,0.64
RMPG002,7,MXT-0001,0.4
RMPG002,8,MAT-0009,0.1
RMPG002,9,MCC-0002,0.1
RMPG002,10,MCC-0003,0.1
RMPG003,1,MKE-0001,55.0
RMPG003,2,MXD-0002,34.56000000000002
RMPG003,3,MSE-0025,4.5
RMPG003,4,MFA-0014,3.1
RMPG003,5,MKG-0001,1.5
RMPG003,6,MVP-0006,0.64
RMPG003,7,MXT-0001,0.4
RMPG003,8,MAT-0009,0.1
RMPG003,9,MCC-0002,0.1
RMPG003,10,MCC-0003,0.1
PDSA000,1,MFE-0019,100.0
ASSL000,1,MXD-0002,83.749
ASSL000,2,MK1-0001,5.0
ASSL000,3,MKG-0001,4.0
ASSL000,4,MKE-0001,3.8
ASSL000,5,MKL-0001,1.0
ASSL000,6,MKA-0001,0.5
ASSL000,7,MKC-0003,0.5
ASSL000,8,MSE-0025,0.3
ASSL000,9,MPP-0005,0.3
ASSL000,10,MPS-0002,0.3
ASSL000,11,MAS-0029,0.2
ASSL000,12,MAM-0011,0.1
ASSL000,13,MAR-0006,0.1
ASSL000,14,MAL-0001,0.05
ASSL000,15,MFT-0015,0.03
ASSL000,16,MXE-0001,0.02
ASSL000,17,MVC-0003,0.02
ASSL000,18,MAD-0002,0.01
ASSL000,19,MAT-0009,0.01
ASSL000,20,MAI-0003,0.01
ASSL000,21,MAE-0014,0.001
ASML000,1,MXD-0002,74.08899999999998
ASML000,2,MK1-0001,4.0
ASML000,3,MKG-0001,4.0
ASML000,4,MON-0004,3.0
ASML000,5,MST-0004,2.5
ASML000,6,MON-0001,2.5
ASML000,7,MKD-0005,2.0
ASML000,8,MOM-0005,2.0
ASML000,9,MWL-0001,1.0
