ingredient_code,ingredient_name,manufacturer,origin_country,purchase_type,purchase_method,coa_urls,composition_urls,msds_kr_urls,msds_en_urls
MCF-0002,FD&C Green No.3(Kishi),Kishi Kasei,신양무역,무작위,원료실,{},{},{},{}
MCF-0005,황색 4호 (FD_C Yellow No.5) [Kishi],Kishi Kasei,신양무역,무작위,원료실,"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCF-0005/COA/MCF-0005_COA_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCF-0005/COMP/MCF-0005_COMP_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCF-0005/MSDS_KR/MCF-0005_MSDS_KR_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCF-0005/MSDS_EN/MCF-0005_MSDS_EN_001.pdf"",""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCF-0005/MSDS_EN/MCF-0005_MSDS_EN_002.pdf""}"
MCF-0006,FD&C Yellow No.6(Kishi),Kishi Kasei,신양무역,무작위,원료실,"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCF-0006/COA/MCF-0006_COA_001.pdf""}",{},"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCF-0006/MSDS_KR/MCF-0006_MSDS_KR_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCF-0006/MSDS_EN/MCF-0006_MSDS_EN_001.pdf""}"
MCG-0001,Eco-Hunter Green,,,무작위,원료실,{},{},{},{}
MCO-0001,Orange 205,Kishi Kasei,신양무역,무작위,원료실,{},"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCO-0001/COMP/MCO-0001_COMP_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCO-0001/MSDS_KR/MCO-0001_MSDS_KR_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCO-0001/MSDS_EN/MCO-0001_MSDS_EN_001.pdf""}"
MCP-0001,Eco - Purple,,,무작위,원료실,{},{},{},{}
MCR-0001,R-2 (아마란스),㈜보락,신양무역,무작위,원료실,{},{},"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCR-0001/MSDS_KR/MCR-0001_MSDS_KR_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCR-0001/MSDS_EN/MCR-0001_MSDS_EN_001.pdf""}"
MCR-0002,R-401(비오라민),Kishi Kasei,신양무역,무작위,원료실,{},{},"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCR-0002/MSDS_KR/MCR-0002_MSDS_KR_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCR-0002/MSDS_EN/MCR-0002_MSDS_EN_001.pdf""}"
MCR-0005,RED 227,Kishi Kasei,신양무역,무작위,원료실,"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCR-0005/COA/MCR-0005_COA_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCR-0005/COMP/MCR-0005_COMP_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCR-0005/MSDS_KR/MCR-0005_MSDS_KR_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCR-0005/MSDS_EN/MCR-0005_MSDS_EN_001.pdf""}"
MCR-0006,RED 225,Kishi Kasei,신양무역,무작위,원료실,{},{},{},{}
MCR-0007,RED 504,Kishi Kasei,신양무역,무작위,원료실,"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCR-0007/COA/MCR-0007_COA_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCR-0007/COMP/MCR-0007_COMP_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCR-0007/MSDS_KR/MCR-0007_MSDS_KR_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCR-0007/MSDS_EN/MCR-0007_MSDS_EN_001.pdf"",""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCR-0007/MSDS_EN/MCR-0007_MSDS_EN_002.pdf""}"
MCR-0008,RED 102,Kishi Kasei,신양무역,무작위,원료실,{},"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCR-0008/COMP/MCR-0008_COMP_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCR-0008/MSDS_KR/MCR-0008_MSDS_KR_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCR-0008/MSDS_EN/MCR-0008_MSDS_EN_001.pdf""}"
MCR-0009,Eco - Red,FC&F,미시우먼,무작위,원료실,{},{},{},"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCR-0009/MSDS_EN/MCR-0009_MSDS_EN_001.pdf""}"
MCT-0006,Tiovel AQ-G,타임향료,타임향료,무작위,원료실,{},{},{},{}
MCT-0007,Timiron Splendid Red,Merck,케미랜드,무작위,원료실,{},{},"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCT-0007/MSDS_KR/MCT-0007_MSDS_KR_001.pdf""}",{}
MCT-0008,Tio2 CR-50,ISK,케미랜드,무작위,원료실,"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCT-0008/COA/MCT-0008_COA_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCT-0008/COMP/MCT-0008_COMP_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCT-0008/MSDS_KR/MCT-0008_MSDS_KR_001.pdf"",""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCT-0008/MSDS_KR/MCT-0008_MSDS_KR_002.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCT-0008/MSDS_EN/MCT-0008_MSDS_EN_001.pdf"",""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCT-0008/MSDS_EN/MCT-0008_MSDS_EN_002.pdf""}"
MCT-0009,Tarox LL-XLO,,,무작위,원료실,"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCT-0009/COA/MCT-0009_COA_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCT-0009/COMP/MCT-0009_COMP_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCT-0009/MSDS_KR/MCT-0009_MSDS_KR_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCT-0009/MSDS_EN/MCT-0009_MSDS_EN_001.pdf""}"
MCT-0010,Tarox R-516-L,,㈜케이에스켐,무작위,원료실,"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCT-0010/COA/MCT-0010_COA_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCT-0010/COMP/MCT-0010_COMP_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCT-0010/MSDS_KR/MCT-0010_MSDS_KR_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCT-0010/MSDS_EN/MCT-0010_MSDS_EN_001.pdf"",""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCT-0010/MSDS_EN/MCT-0010_MSDS_EN_002.pdf""}"
MCU-0001,Ultramarine Blue AS,UNIVAR,케미랜드,무작위,원료실,"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCU-0001/COA/MCU-0001_COA_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCU-0001/COMP/MCU-0001_COMP_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCU-0001/MSDS_KR/MCU-0001_MSDS_KR_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCU-0001/MSDS_EN/MCU-0001_MSDS_EN_002.pdf"",""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCU-0001/MSDS_EN/MCU-0001_MSDS_EN_001.pdf""}"
MCU-0002,UltraMarine Violet 12,VENATOR,㈜케이에스켐,무작위,원료실,"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCU-0002/COA/MCU-0002_COA_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCU-0002/COMP/MCU-0002_COMP_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCU-0002/MSDS_KR/MCU-0002_MSDS_KR_001.pdf"",""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCU-0002/MSDS_KR/MCU-0002_MSDS_KR_002.pdf""}",{}
MCV-0001,"VIOLET No,401(자색401호)",Kishi Kasei,신양무역,무작위,원료실,"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCV-0001/COA/MCV-0001_COA_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCV-0001/COMP/MCV-0001_COMP_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCV-0001/MSDS_KR/MCV-0001_MSDS_KR_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCV-0001/MSDS_EN/MCV-0001_MSDS_EN_001.pdf"",""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCV-0001/MSDS_EN/MCV-0001_MSDS_EN_002.pdf""}"
MCY-0001,Eco - Yellow,FC&F,미시우먼,무작위,원료실,{},{},{},"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MCY-0001/MSDS_EN/MCY-0001_MSDS_EN_001.pdf""}"
MDA-0001,Aerosil 200,Evonik,(주)블루켐,무작위,원료실,"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDA-0001/COA/MDA-0001_COA_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDA-0001/COMP/MDA-0001_COMP_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDA-0001/MSDS_KR/MDA-0001_MSDS_KR_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDA-0001/MSDS_EN/MDA-0001_MSDS_EN_001.pdf"",""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDA-0001/MSDS_EN/MDA-0001_MSDS_EN_002.pdf""}"
MDA-0002,Aerosil R 972,Evonik,(주)블루켐,무작위,원료실,{},"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDA-0002/COMP/MDA-0002_COMP_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDA-0002/MSDS_KR/MDA-0002_MSDS_KR_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDA-0002/MSDS_EN/MDA-0002_MSDS_EN_001.pdf""}"
MDA-0003,Apricot pwd GB 500,GN Bio,GN Bio,무작위,원료실,"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDA-0003/COA/MDA-0003_COA_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDA-0003/COMP/MDA-0003_COMP_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDA-0003/MSDS_KR/MDA-0003_MSDS_KR_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDA-0003/MSDS_EN/MDA-0003_MSDS_EN_001.pdf""}"
MDB-0002,BBC Color Base(#23),보광화학,보광화학,무작위,원료실,{},{},"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDB-0002/MSDS_KR/MDB-0002_MSDS_KR_001.pdf"",""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDB-0002/MSDS_KR/MDB-0002_MSDS_KR_002.pdf""}",{}
MDC-0001,CosRED™,ARGILE DU VELAY,(주)한주씨앤씨,무작위,원료실,"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDC-0001/COA/MDC-0001_COA_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDC-0001/COMP/MDC-0001_COMP_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDC-0001/MSDS_KR/MDC-0001_MSDS_KR_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDC-0001/MSDS_EN/MDC-0001_MSDS_EN_001.pdf""}"
MDD-0001,DRY-FLO PC,Akzo Nobel,주식회사 한송,무작위,원료실,"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDD-0001/COA/MDD-0001_COA_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDD-0001/COMP/MDD-0001_COMP_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDD-0001/MSDS_KR/MDD-0001_MSDS_KR_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDD-0001/MSDS_EN/MDD-0001_MSDS_EN_001.pdf"",""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDD-0001/MSDS_EN/MDD-0001_MSDS_EN_002.pdf""}"
MDE-0001,EVAS BB Color Base-Light 01,,케미랜드,무작위,원료실,{},{},{},{}
MDG-0001,Garcinia pwd GB 50,지엔바이오,지엔바이오,무작위,원료실,"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDG-0001/COA/MDG-0001_COA_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDG-0001/COMP/MDG-0001_COMP_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDG-0001/MSDS_KR/MDG-0001_MSDS_KR_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDG-0001/MSDS_EN/MDG-0001_MSDS_EN_001.pdf""}"
MDI-0001,Inducos 10/5,Induchem,젠슨리무역,무작위,원료실,{},{},{},{}
MDK-0001,Kaolin JP-100,BRENNTAG SPECIALTIES.INC,(주)이현에프앤씨,무작위,원료실,"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDK-0001/COA/MDK-0001_COA_001.pdf""}",{},"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDK-0001/MSDS_KR/MDK-0001_MSDS_KR_002.pdf"",""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDK-0001/MSDS_KR/MDK-0001_MSDS_KR_001.pdf"",""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDK-0001/MSDS_KR/MDK-0001_MSDS_KR_003.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDK-0001/MSDS_EN/MDK-0001_MSDS_EN_001.pdf""}"
MDP-0004,Puennature 7027,puenbiotech,인코스㈜,무작위,원료실,"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDP-0004/COA/MDP-0004_COA_001.pdf"",""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDP-0004/COA/MDP-0004_COA_002.pdf"",""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDP-0004/COA/MDP-0004_COA_003.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDP-0004/COMP/MDP-0004_COMP_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDP-0004/MSDS_KR/MDP-0004_MSDS_KR_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDP-0004/MSDS_EN/MDP-0004_MSDS_EN_001.pdf"",""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDP-0004/MSDS_EN/MDP-0004_MSDS_EN_002.pdf""}"
MDS-0012,Silight 10M DS,보광화학,보광화학,무작위,원료실,{},{},{},{}
MDS-0013,SUNPMMA-S,선진화학,보광화학,무작위,원료실,{},{},{},{}
MDS-0014,Supersil 5500,,㈜씨엔텍,무작위,원료실,{},{},{},{}
MDS-0015,Silnos XL200,ABCNANOTECH,(주)미산캠프인터내셔널,무작위,원료실,"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDS-0015/COA/MDS-0015_COA_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDS-0015/COMP/MDS-0015_COMP_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDS-0015/MSDS_KR/MDS-0015_MSDS_KR_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDS-0015/MSDS_EN/MDS-0015_MSDS_EN_001.pdf""}"
MDS-0016,Silnos 130,ABCNANOTECH,(주)미산캠프인터내셔널,무작위,원료실,"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDS-0016/COA/MDS-0016_COA_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDS-0016/COMP/MDS-0016_COMP_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDS-0016/MSDS_KR/MDS-0016_MSDS_KR_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDS-0016/MSDS_EN/MDS-0016_MSDS_EN_001.pdf""}"
MDT-0009,Tio2 Nanosil,보광화학,보광화학,무작위,원료실,{},{},"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MDT-0009/MSDS_KR/MDT-0009_MSDS_KR_001.pdf""}",{}
MFA-0012,Aloe H15036,한불화농,한불화농,무작위,원료실,{},{},{},{}
MFA-0013,Acacia 35765,고려애프앤애프,고려애프앤애프,무작위,원료실,{},{},{},{}
MFA-0014,Art Show A CSN040444,키맥스㈜,키맥스㈜,무작위,원료실,"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFA-0014/COA/MFA-0014_COA_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFA-0014/COMP/MFA-0014_COMP_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFA-0014/MSDS_KR/MFA-0014_MSDS_KR_001.pdf"",""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFA-0014/MSDS_KR/MFA-0014_MSDS_KR_002.pdf"",""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFA-0014/MSDS_KR/MFA-0014_MSDS_KR_003.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFA-0014/MSDS_EN/MFA-0014_MSDS_EN_001.pdf"",""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFA-0014/MSDS_EN/MFA-0014_MSDS_EN_002.pdf""}"
MFA-0015,Anita-31715,쎈텍㈜,쎈텍㈜,무작위,원료실,{},{},{},{}
MFA-0016,Air Freshner A63454,고려애프앤애프,고려애프앤애프,무작위,원료실,{},{},{},{}
MFB-0001,Baby Powder 40019S,,,무작위,원료실,{},{},{},{}
MFB-0009,BTS 08346,Givaudan,지보단코리아,무작위,원료실,{},{},{},{}
MFB-0014,Body Cleanser A15385,한불화농,한불화농,무작위,원료실,{},{},{},{}
MFB-0016,Body Cleanser A15194,한불화농,한불화농,무작위,원료실,"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFB-0016/COA/MFB-0016_COA_001.pdf""}",{},"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFB-0016/MSDS_KR/MFB-0016_MSDS_KR_001.pdf""}",{}
MFB-0017,BODY CLEANSER A15752/R1,한불화농,한불화농,무작위,원료실,"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFB-0017/COA/MFB-0017_COA_001.pdf""}",{},"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFB-0017/MSDS_KR/MFB-0017_MSDS_KR_001.pdf"",""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFB-0017/MSDS_KR/MFB-0017_MSDS_KR_002.pdf"",""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFB-0017/MSDS_KR/MFB-0017_MSDS_KR_003.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFB-0017/MSDS_EN/MFB-0017_MSDS_EN_001.pdf""}"
MFB-0019,Body Care HP-73035,한빛향료,한빛향료,무작위,원료실,{},{},{},{}
MFB-0020,Body Care E15284,한불화농,한불화농,무작위,원료실,{},{},{},{}
MFB-0021,Body Oil F15295,한불화농,한불화농,무작위,원료실,{},{},{},{}
MFB-0022,Body Cleanser 70822,고려애프앤애프,고려애프앤애프,무작위,원료실,{},{},{},{}
MFB-0024,Body Care 71021,고려애프앤애프,고려애프앤애프,무작위,원료실,{},{},{},{}
MFB-0025,BODY Care 71008,고려애프앤애프,고려애프앤애프,무작위,원료실,{},{},"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFB-0025/MSDS_KR/MFB-0025_MSDS_KR_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFB-0025/MSDS_EN/MFB-0025_MSDS_EN_001.pdf""}"
MFB-0026,Body Care 71247,고려애프앤애프,고려애프앤애프,무작위,원료실,"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFB-0026/COA/MFB-0026_COA_001.pdf""}",{},{},{}
MFB-0027,Blueberry 70939,고려애프앤애프,고려애프앤애프,무작위,원료실,"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFB-0027/COA/MFB-0027_COA_001.pdf""}",{},{},{}
MFB-0028,Body Care 71562/R,고려애프앤애프,고려애프앤애프,무작위,원료실,{},{},"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFB-0028/MSDS_KR/MFB-0028_MSDS_KR_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFB-0028/MSDS_EN/MFB-0028_MSDS_EN_001.pdf""}"
MFB-0029,Body Care 73126,고려애프앤애프,고려애프앤애프,무작위,원료실,{},{},"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFB-0029/MSDS_KR/MFB-0029_MSDS_KR_002.pdf"",""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFB-0029/MSDS_KR/MFB-0029_MSDS_KR_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFB-0029/MSDS_EN/MFB-0029_MSDS_EN_001.pdf"",""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFB-0029/MSDS_EN/MFB-0029_MSDS_EN_002.pdf""}"
MFB-0030,Body Care 73121N,고려애프앤애프,고려애프앤애프,무작위,원료실,"{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFB-0030/COA/MFB-0030_COA_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFB-0030/COMP/MFB-0030_COMP_001.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFB-0030/MSDS_KR/MFB-0030_MSDS_KR_001.pdf"",""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFB-0030/MSDS_KR/MFB-0030_MSDS_KR_002.pdf""}","{""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFB-0030/MSDS_EN/MFB-0030_MSDS_EN_001.pdf"",""https://usvjbuudnofwhmclwhfl.supabase.co/storage/v1/object/public/ingredients-documents/MFB-0030/MSDS_EN/MFB-0030_MSDS_EN_002.pdf""}"
MFB-0031,Balm Mint 80961,타임향료,타임향료,무작위,원료실,{},{},{},{}
