id,supplier,fragrance_code,fragrance_name,source_filename
c0f906be-5fd6-49ef-b7de-29e5fdcfa4e8,고려에프엔에프,B71471,BODY CARE B71471 -----그린버드,BODY CARE B71471_ALLERGY DATA에바스그린버드.xlsx
ee09e3bd-64c1-40c0-8984-5c7bca970ea6,고려에프엔에프,B71588,BODY CARE B71588/BF,BODY CARE B71588 BF_ALLERGY DATA.xlsx
d968d1f0-68a1-41b3-b605-f367dbd48206,고려에프엔에프,B71590,BODY CARE B71590,BODY CARE B71590_ALLERGY DATA.xlsx
a7f4249f-5024-4f68-a7cf-6bbce689801f,고려에프엔에프,B72755,BODY CARE B72755,BODY CARE B72755_ALLERGY DATA.xlsx
0150dbf7-46d5-4e14-ac25-77ee96f3fb61,고려에프엔에프,B72756,BODY CARE B72756,BODY CARE B72756_ALLERGY DATA.xlsx
c8a09318-90eb-4055-8e7a-78e3cb16eae7,고려에프엔에프,B74591,BODY CARE B74591,BODY CARE B74591_ALLERGY DATA.xlsx
2d2a60ca-0177-4fa8-a264-c458d60f49e9,고려에프엔에프,B74999,BODY CARE B74999,BODY CARE B74999_ALLERGY DATA.xlsx
e9a462c2-279a-4707-ac0a-84f6f559ce2f,고려에프엔에프,B75244,BODY CARE B75244,BODY CARE B75244_ALLERGY DATA.xlsx
6713a2bb-bd06-4bb8-aa36-aa5c05062533,고려에프엔에프,B77016,BODY CARE B77016,BODY CARE B77016_ALLERGY DATA.xlsx
55f9ee7e-1fa6-473c-ae92-eaf64fd8df91,고려에프엔에프,B77017,BODY CARE B77017,BODY CARE B77017_ALLERGY DATA.xlsx
d356d2e6-cb2e-49a8-9824-c2956186a6d7,고려에프엔에프,B77646,BODY CARE B77646,BODY CARE B77646_ALLERGY DATA.xlsx
1644de0e-708a-4f90-b785-ac0c59dbb294,고려에프엔에프,B79304,BODY CARE B79304,BODY CARE B79304_ALLERGY DATA.xlsx
0d989562-9247-43c5-a213-518bc630923f,고려에프엔에프,C71340,BODY CARE C71340,BODY CARE C71340_ALLERGY DATA.xlsx
ed06bdb6-b9c1-4f33-8d14-8f450d219eb1,고려에프엔에프,C71341,BODY CARE C71341,BODY CARE C71341_ALLERGY DATA.xlsx
e101a871-30a4-41ca-ad69-e46151533221,고려에프엔에프,C71343,BODY CARE C71343,BODY CARE C71343_ALLERGY DATA.xlsx
251e7e8e-0f1e-4d7a-905c-e9635375bc15,고려에프엔에프,C71345,BODY CARE C71345,BODY CARE C71345_ALLERGY DATA.xlsx
0adf7226-7a68-4085-81d3-f83fd5783de7,고려에프엔에프,C74604,BODY CARE C74604,BODY CARE C74604_ALLERGY DATA.xlsx
148dc32b-f9fd-4cf0-a4bb-9972ec110c4a,고려에프엔에프,C75743,BODY CARE C75743,BODY CARE C75743_ALLERGY DATA.xlsx
f0c63b23-d821-4006-af14-91932cb273c7,고려에프엔에프,C76834,BODY CARE C76834,BODY CARE C76834_ALLERGY DATA.xlsx
154925db-77d5-4076-8d93-2502fba2426c,고려에프엔에프,C77109,BODY CARE C77109,BODY CARE C77109_ALLERGY DATA.xlsx
0e0f620f-4b00-4310-b30c-5410a2ac453e,고려에프엔에프,C77110,BODY CARE C77110,BODY CARE C77110_ALLERGY DATA.xlsx
7b4d145e-ee7a-4851-be48-ce9a28ced8f1,고려에프엔에프,C77113,BODY CARE C77113,BODY CARE C77113_ALLERGY DATA.xlsx
816e0049-8824-492a-b413-32868bca8c25,고려에프엔에프,C77322,BODY CARE C77322,BODY CARE C77322_ALLERGY DATA_26항목.xlsx
70e909f6-af3e-4a8a-9644-995be6d6c2d1,고려에프엔에프,D73778,BODY CARE D73778,BODY CARE D73778_ALLERGY DATA.xlsx
e1770314-48a4-4d7c-b477-e3f278c863dc,고려에프엔에프,D73887,BODY CARE D73887,BODY CARE D73887_ALLERGY DATA.xlsx
2f7ed273-b181-4df8-8c95-6e294c6d527f,고려에프엔에프,D73994,BODY CARE D73994,BODY CARE D73994_ALLERGY DATA.xlsx
461919cc-e816-4c50-bf6c-5961a0893514,고려에프엔에프,D75821,BODY CARE D75821,BODY CARE D75821_ALLERGY DATA.xlsx
5f0c4dad-51e0-4d1d-813a-f3eb036e82cf,고려에프엔에프,D76437,BODY CARE D76437,BODY CARE D76437_ALLERGY DATA.xlsx
a2c67501-5a55-4a86-9223-7c89e740dd1d,고려에프엔에프,D77333,BODY CARE D77333,BODY CARE D77333_ALLERGY DATA (1).xlsx
ce48550e-f9c5-478a-9712-02e58ac3615a,고려에프엔에프,A77013,BODY MIST A77013,BODY MIST A77013_ALLERGY DATA.xlsx
1d61f57d-6998-43a5-9593-a5779ec108d8,고려에프엔에프,B76462,BODY MIST B76462,BODY MIST B76462_ALLERGY DATA.xlsx
78845e70-1b3c-4672-8e31-6f1293a821eb,고려에프엔에프,B76501,BODY MIST B76501,BODY MIST B76501_ALLERGY DATA.xlsx
d065b931-94de-48a4-bfe2-2916f4173489,고려에프엔에프,96878,CANDLE 96878,CANDLE 96878_ALLERGY DATA.xlsx
776e76c2-a30c-4407-a1d2-e8dbfb9f0c12,고려에프엔에프,97231,CANDLE 97231,CANDLE 97231_ALLERGY DATA.xlsx
58c95059-7a1a-4745-a5c6-94be90d39390,고려에프엔에프,97235,CANDLE 97235,CANDLE 97235_ALLERGY DATA.xlsx
f7229bc3-2260-42ef-8350-04d2e404d4dc,고려에프엔에프,97622,CANDLE 97622,CANDLE 97622_ALLERGY DATA.xlsx
37a37804-9ffb-4579-83f6-b089af186955,고려에프엔에프,97623,CANDLE 97623,CANDLE 97623_ALLERGY DATA.xlsx
f7030a96-c62b-4fcd-b18d-cf53045e7c34,고려에프엔에프,99626,CANDLE 99626,CANDLE 99626_ALLERGY DATA.xlsx
3e8c206f-2e76-4e1e-85ca-e1cd3c88ce38,고려에프엔에프,A33949,HAIR CARE A33949 ALLERGY DATA,HAIR CARE A33949 ALLERGY DATA.xlsx
e2d8b2ba-73f5-4918-9318-803b5c62a2dc,고려에프엔에프,A37662,HAIR CARE A37662,HAIR CARE A37662_ALLERGY DATA.xlsx
b32a6082-7570-4a9f-9ce5-f35110e226d9,고려에프엔에프,C33036,HAIR CARE C33036,HAIR CARE C33036_ALLERGY DATA.xlsx
2bc2a872-d179-4d94-bd25-cbb1d97f974e,고려에프엔에프,C35232,HAIR CARE C35232,HAIR CARE C35232_ALLERGY DATA.xlsx
4073e45b-44ae-4560-a951-163a416d94c0,고려에프엔에프,26000,PERFUME 26000/BF,PERFUME 26000 BF_ALLERGY DATA.xlsx
99df0c4f-90e6-491c-bce3-b878cfbc2348,고려에프엔에프,A27986,PERFUME A27986 ALLERGY DATA,PERFUME A27986 ALLERGY DATA.xlsx
b3950750-7421-40e3-b8d1-c251511f4944,고려에프엔에프,A27987,PERFUME A27987/BF,PERFUME A27987 BF_ALLERGY DATA.xlsx
