ingredient_code,component_order,inci_name_en,inci_name_kr,cas_number,composition_ratio,function,country_of_origin
MFE-0002,1,Fragrance,향료,-,100,Fragrance,대한민국
MFE-0004,1,Fragrance,향료,-,100,Fragrance,
MFE-0005,1,Fragrance,향료,-,100,Fragrance,대한민국
MFE-0018,1,Fragrance,향료,-,100,Fragrance,
MFE-0019,1,Citrus Limon (Lemon) Fruit Oil,레몬오일,8808-56-8,35,Skin Conditioning Agent,
MFE-0019,2,Juniperus Communis Fruit Oil,두송열매오일,8002-68-4,25,Skin Conditioning Agent,
MFE-0019,3,Pelargonium Graveolens Flower Oil,센티드제라늄꽃오일,8000-46-2,20,Skin Conditioning Agent,
MFE-0019,4,Cananga Odorata Flower Oil,일랑일랑꽃오일,8006-81-3,15,Skin Conditioning Agent,
MFE-0019,5,Lavandula Angustifolia (Lavender) Oil,라벤더오일,8000-28-0,5,Skin Conditioning Agent,
MFE-0020,1,Eucalyptus Globulus Leaf Oil,유칼립투스잎오일,8000-48-4,100,Skin Conditioning Agent,
MFE-0021,1,Citrus Limon (Lemon) Peel Oil,레몬껍질오일,8008-56-8,55,Skin Conditioning Agent,대한민국
MFE-0021,2,Litsea Cubeba Fruit Oil,리씨열매오일,68855-99-2,25,Skin Conditioning Agent,대한민국
MFE-0021,3,Eucalyptus Citriodora Leaf/Twig Oil,레몬유칼립투스잎/잔가지오일,85203-56-1,10,Skin Conditioning Agent,대한민국
MFE-0021,4,Eucalyptus Globulus Leaf Oil,유칼립투스잎오일,8000-48-4,5,Skin Conditioning Agent,대한민국
MFE-0021,5,Citrus Paradisi (Grapefruit) Peel Oil,자몽껍질오일,8016-20-4,5,Skin Conditioning Agent,대한민국
MFF-0003,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0004,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0005,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0006,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0007,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0008,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0009,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0010,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0011,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0012,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0014,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0015,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0016,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0017,1,Fragrance,향료,-,100,Fragrance,
MFF-0018,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0019,1,Fragrance,향료,-,100,Fragrance,
MFF-0020,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0021,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0022,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0023,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0024,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0025,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0026,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0027,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0028,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0029,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0030,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0031,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0032,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0033,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0034,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0035,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0036,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0037,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0038,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0039,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0040,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0041,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0042,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0043,1,Fragrance,향료,,100,Fragrance,대한민국
MFF-0044,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0045,1,Fragrance,향료,,100,Fragrance,대한민국
MFF-0046,1,Fragrance,향료,,100,Fragrance,대한민국
MFF-0047,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0048,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0049,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0050,1,Fragrance,향료,-,100,Fragrance,대한민국
MFF-0051,1,Fragrance,향료,-,100,Fragrance,대한민국
MFG-0004,1,Fragrance,향료,-,100,Fragrance,스페인
MFG-0005,1,Fragrance,향료,-,100,Fragrance,대한민국
MFG-0006,1,Fragrance,향료,-,100,Fragrance,대한민국
MFH-0001,1,Fragrance,향료,-,100,Fragrance,대한민국
MFH-0005,1,Fragrance,향료,-,100,Fragrance,대한민국
MFH-0006,1,Fragrance,향료,-,100,Fragrance,
MFH-0007,1,Fragrance,향료,-,100,Fragrance,대한민국
MFH-0008,1,Fragrance,향료,-,100,Fragrance,대한민국
MFH-0009,1,Fragrance,향료,-,100,Fragrance,대한민국
MFH-0010,1,Fragrance,향료,-,100,Fragrance,대한민국
MFH-0011,1,Fragrance,향료,-,100,Fragrance,대한민국
MFH-0012,1,Fragrance,향료,-,100,Fragrance,대한민국
MFH-0013,1,Fragrance,향료,-,100,Fragrance,대한민국
MFH-0014,1,Fragrance,향료,-,100,Fragrance,대한민국
MFH-0015,1,Fragrance,향료,-,100,Fragrance,대한민국
MFH-0016,1,Fragrance,향료,-,100,Fragrance,대한민국
MFK-0007,1,Fragrance,향료,-,100,Fragrance,
MFK-0016,1,Fragrance,향료,-,100,Fragrance,
MFK-0018,1,Fragrance,향료,-,100,Fragrance,대한민국
MFK-0019,1,Fragrance,향료,-,100,Fragrance,
MFK-0020,1,Fragrance,향료,-,100,Fragrance,
MFK-0021,1,Fragrance,향료,-,100,Fragrance,
MFK-0022,1,Fragrance,향료,-,100,Fragrance,
MFK-0024,1,Fragrance,향료,-,100,Fragrance,
MFK-0025,1,Fragrance,향료,-,100,Fragrance,
MFK-0026,1,Fragrance,향료,-,100,Fragrance,
MFL-0007,1,Fragrance,향료,-,100,Fragrance,
MFL-0009,1,Fragrance,향료,8000-28-0,100,Fragrance,
MFL-0010,1,Fragrance,향료,-,100,Fragrance,
MFL-0011,1,Fragrance,향료,68855-99-2,100,Fragrance,
MFL-0012,1,Fragrance,향료,8807-75-8,100,Fragrance,대한민국
MFM-0010,1,Fragrance,향료,8008-31-9,100,Fragrance,
MFM-0016,1,Fragrance,향료,-,100,Fragrance,
MFM-0017,1,Fragrance,향료,-,100,Fragrance,대한민국
MFM-0018,1,Fragrance,향료,-,100,Fragrance,대한민국
MFM-0019,1,Fragrance,향료,-,100,Fragrance,대한민국
MFM-0020,1,Fragrance,향료,-,100,Fragrance,대한민국
MFM-0021,1,Fragrance,향료,-,100,Fragrance,대한민국
MFM-0022,1,Fragrance,향료,-,100,Fragrance,대한민국
MFM-0023,1,Fragrance,향료,-,100,Fragrance,대한민국
MFN-0001,1,Fragrance,향료,-,100,"Skin Conditioning Agent, Fragrance",대한민국
MFO-0005,1,Fragrance,향료,8008-57-9,100,"Skin Conditioning Agent, Fragrance",
MFP-0003,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0004,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0005,1,Fragrance,향료,-,100,Fragrance,
MFP-0006,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0007,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0008,1,Fragrance,향료,-,100,Fragrance,
MFP-0009,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0010,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0011,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0012,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0013,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0014,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0015,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0016,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0017,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0018,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0019,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0020,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0021,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0022,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0023,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0024,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0025,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0026,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0027,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0028,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0029,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0030,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0031,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0032,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0033,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0034,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0035,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0036,1,Fragrance,향료,-,100,Fragrance,
MFP-0037,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0038,1,Fragrance,향료,8006-90-4,100,"Fragrance, Skin Conditioning Agent",
MFP-0039,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0040,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0041,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0042,1,Fragrance,향료,-,100,Fragrance,대한민국
MFP-0043,1,Fragrance,향료,,100,Fragrance,싱가포르
MFR-0004,1,Fragrance,향료,8000-25-7,100,Fragrance,
MFR-0005,1,Fragrance,향료,-,100,Fragrance,
MFR-0006,1,Fragrance,향료,-,100,Fragrance,스페인
MFR-0007,1,Fragrance,향료,-,100,Fragrance,
MFS-0007,1,Fragrance,향료,-,100,Fragrance,
MFS-0008,1,Fragrance,향료,-,100,Fragrance,
MFS-0012,1,Fragrance,향료,-,100,Fragrance,
MFS-0013,1,Fragrance,향료,-,100,Fragrance,
MFS-0015,1,Fragrance,향료,-,100,Fragrance,
MFS-0016,1,Fragrance,향료,-,100,Fragrance,대한민국
MFS-0017,1,Fragrance,향료,-,100,Fragrance,대한민국
MFS-0019,1,Fragrance,향료,-,100,Fragrance,
MFS-0020,1,Fragrance,향료,-,100,Fragrance,
MFS-0021,1,Fragrance,향료,-,100,Fragrance,대한민국
MFS-0023,1,Fragrance,향료,-,100,Fragrance,대한민국
MFS-0024,1,Fragrance,향료,-,100,Fragrance,
MFS-0025,1,Fragrance,향료,-,100,Fragrance,
MFS-0026,1,Fragrance,향료,-,100,Fragrance,대한민국
MFS-0030,1,Fragrance,향료,-,100,Fragrance,대한민국
MFS-0031,1,Fragrance,향료,-,100,Fragrance,
MFS-0032,1,Fragrance,향료,-,100,Fragrance,대한민국
MFS-0033,1,Fragrance,향료,-,100,Fragrance,대한민국
MFS-0034,1,Fragrance,향료,-,100,Fragrance,
MFS-0035,1,Fragrance,향료,-,100,Fragrance,대한민국
MFS-0036,1,Fragrance,향료,-,100,Fragrance,대한민국
MFS-0037,1,Fragrance,향료,-,100,Fragrance,대한민국
MFS-0038,1,Fragrance,향료,-,100,Fragrance,대한민국
MFS-0039,1,Fragrance,향료,-,100,Fragrance,
MFS-0040,1,Fragrance,향료,-,100,Fragrance,대한민국
MFS-0041,1,Fragrance,향료,-,100,Fragrance,대한민국
MFS-0042,1,Fragrance,향료,-,100,Fragrance,
MFS-0043,1,Fragrance,향료,-,100,Fragrance,
MFS-0044,1,Fragrance,향료,-,100,Fragrance,
MFS-0045,1,Fragrance,향료,-,100,Fragrance,
MFS-0046,1,Fragrance,향료,-,100,Fragrance,
MFS-0047,1,Fragrance,향료,-,100,Fragrance,
MFS-0048,1,Fragrance,향료,-,100,Fragrance,
MFS-0049,1,Fragrance,향료,-,100,Fragrance,
MFS-0050,1,Fragrance,향료,-,100,Fragrance,
MFS-0051,1,Fragrance,향료,-,100,Fragrance,
MFS-0052,1,Fragrance,향료,-,100,Fragrance,
MFS-0053,1,Fragrance,향료,-,100,Fragrance,
MFS-0054,1,Fragrance,향료,-,100,Fragrance,
MFS-0055,1,Fragrance,향료,-,100,Fragrance,
MFS-0056,1,Fragrance,향료,-,100,Fragrance,
MFS-0057,1,Fragrance,향료,-,100,Fragrance,
MFS-0058,1,Fragrance,향료,-,100,Fragrance,
MFS-0059,1,Fragrance,향료,-,100,Fragrance,
MFS-0060,1,Fragrance,향료,-,100,Fragrance,
MFS-0061,1,Fragrance,향료,-,100,Fragrance,
MFS-0062,1,Fragrance,향료,-,100,Fragrance,
MFS-0063,1,Fragrance,향료,-,100,Fragrance,
MFS-0064,1,Fragrance,향료,-,100,Fragrance,
MFS-0065,1,Fragrance,향료,-,100,Fragrance,
MFS-0066,1,Fragrance,향료,-,100,Fragrance,
MFS-0067,1,Fragrance,향료,-,100,Fragrance,
MFS-0068,1,Fragrance,향료,-,100,Fragrance,
MFS-0069,1,Fragrance,향료,-,100,Fragrance,
MFS-0070,1,Fragrance,향료,-,100,Fragrance,
MFS-0071,1,Fragrance,향료,-,100,Fragrance,
MFS-0072,1,Fragrance,향료,-,100,Fragrance,
MFS-0073,1,Fragrance,향료,-,100,Fragrance,
MFS-0074,1,Fragrance,향료,-,100,Fragrance,
MFS-0075,1,Fragrance,향료,-,100,Fragrance,
MFS-0076,1,Fragrance,향료,-,100,Fragrance,
MFS-0077,1,Fragrance,향료,-,100,Fragrance,
MFS-0078,1,Fragrance,향료,-,100,Fragrance,
MFS-0079,1,Fragrance,향료,-,100,Fragrance,
MFS-0080,1,Fragrance,향료,-,100,Fragrance,
MFS-0081,1,Fragrance,향료,-,100,Fragrance,
MFS-0082,1,Fragrance,향료,-,100,Fragrance,
MFS-0083,1,Fragrance,향료,-,100,Fragrance,
MFS-0084,1,Fragrance,향료,-,100,Fragrance,
MFS-0085,1,Fragrance,향료,-,100,Fragrance,
MFS-0086,1,Fragrance,향료,-,100,Fragrance,
MFS-0087,1,Fragrance,향료,-,100,Fragrance,
MFS-0088,1,Fragrance,향료,-,100,Fragrance,
MFS-0089,1,Fragrance,향료,-,100,Fragrance,
MFS-0090,1,Fragrance,향료,-,100,Fragrance,
MFS-0091,1,Fragrance,향료,-,100,Fragrance,
MFS-0092,1,Fragrance,향료,-,100,Fragrance,
MFS-0093,1,Fragrance,향료,-,100,Fragrance,
MFS-0094,1,Fragrance,향료,-,100,Fragrance,
MFS-0095,1,Fragrance,향료,-,100,Fragrance,
MFS-0096,1,Fragrance,향료,-,100,Fragrance,
MFS-0097,1,Callitris Columellaris Seed Oil,싸이프러스씨오일,192526-11-7,100,Skin Conditioning Agent,프랑스
MFS-0098,1,Fragrance,향료,-,100,Fragrance,대한민국
MFS-0099,1,Fragrance,향료,-,100,Fragrance,대한민국
MFS-0100,1,Fragrance,향료,-,100,Fragrance,대한민국
MFS-0101,1,Fragrance,향료,-,100,Fragrance,대한민국
MFS-0102,1,Fragrance,향료,-,100,Fragrance,대한민국
MFS-0103,1,Fragrance,향료,-,100,Fragrance,대한민국
MFS-0104,1,Salvia Officinalis (Sage) Oil,살비아오일,8022-56-8,100,Skin Conditioning Agent,이탈리아
MFS-0105,1,Fragrance,향료,-,100,Fragrance,대한민국
MFS-0106,1,Fragrance,향료,,100,Fragrance,
MFS-0107,1,Fragrance,향료,8014-09-3,100,Fragrance,대한민국
MFS-0108,1,Fragrance,향료,,100,Fragrance,대한민국
MFS-0109,1,Fragrance,향료,,100,Fragrance,대한민국
MFS-0110,1,Fragrance,향료,,100,Fragrance,대한민국
MFS-0111,1,Fragrance,향료,,100,Fragrance,대한민국
MFS-0112,1,Pelargonium Graveolens Flower Oil,센티드제라늄꽃오일,8000-46-2,47.0034,Skin Conditioning Agent,대한민국
MFS-0112,2,Citrus Limon (Lemon) Peel Oil,레몬껍질오일,8008-56-8,19.389,Skin Conditioning Agent,대한민국
MFS-0112,3,Citrus Aurantium Dulcis (Orange) Peel Oil,오렌지껍질오일,8028-48-6,14.1011,Skin Conditioning Agent,대한민국
MFS-0112,4,Eucalyptus Globulus Leaf Oil,유칼립투스잎오일,8000-48-4,5.8754,Skin Conditioning Agent,대한민국
MFS-0112,5,Citrus Aurantium Bergamia (Bergamot) Fruit Oil,베르가모트오일,8007-75-8,5.2879,Skin Conditioning Agent,대한민국
MFS-0112,6,Rosmarinus Officinalis (Rosemary) Leaf Oil,로즈마리잎오일,8000-25-7,3.5253,Skin Conditioning Agent,대한민국
MFS-0112,7,Anthemis Nobilis Flower Oil,캐모마일꽃오일,8015-92-7,2.1152,Skin Conditioning Agent,대한민국
MFS-0112,8,Cymbopogon Citratus Leaf Oil,레몬그라스잎오일,8007-02-1,1.4101,Skin Conditioning Agent,대한민국
MFS-0112,9,Pinus Sylvestris Leaf Oil,구주소나무잎오일,8023-99-2,0.7051,Skin Conditioning Agent,대한민국
MFS-0112,10,Thymus Vulgaris (Thyme) Flower/Leaf Oil,타임꽃/잎오일,8007-46-3,0.5875,Skin Conditioning Agent,대한민국
MFT-0003,1,Fragrance,향료,-,100,Fragrance,스페인
MFT-0004,1,Fragrance,향료,-,100,Fragrance,스페인
MFT-0006,1,Fragrance,향료,-,100,Fragrance,스페인
MFT-0007,1,Fragrance,향료,-,100,Fragrance,스페인
MFT-0008,1,Fragrance,향료,-,100,Fragrance,스페인
MFT-0009,1,Fragrance,향료,-,100,Fragrance,스페인
MFT-0010,1,Fragrance,향료,-,100,Fragrance,스페인
MFT-0011,1,Fragrance,향료,-,100,Fragrance,스페인
MFT-0014,1,Fragrance,향료,-,100,Fragrance,스페인
MFT-0015,1,Fragrance,향료,-,100,Fragrance,스페인
MFT-0016,1,Fragrance,향료,-,100,Fragrance,
MFT-0018,1,Fragrance,향료,-,100,Fragrance,
MFT-0021,1,Fragrance,향료,-,100,Fragrance,스페인
MFT-0022,1,Fragrance,향료,-,100,Fragrance,스페인
MFT-0023,1,Fragrance,향료,-,100,Fragrance,
MFT-0024,1,Fragrance,향료,-,100,Fragrance,스페인
MFT-0025,1,Fragrance,향료,-,100,Fragrance,
MFT-0026,1,Fragrance,향료,-,100,Fragrance,
MFT-0028,1,Fragrance,향료,-,100,Fragrance,스페인
MFT-0029,1,Fragrance,향료,-,100,Fragrance,
MFT-0030,1,Fragrance,향료,-,100,Fragrance,스페인
MFT-0031,1,Fragrance,향료,-,100,Fragrance,
MFW-0001,1,Fragrance,향료,-,100,Fragrance,
MK1-0001,1,Butylene Glycol,부틸렌글라이콜,107-88-0,100,Humectant,일본
MK1-0002,1,"1,2-Hexanediol","1,2-헥산다이올",6920-22-5,100,Humectant,
MKA-0001,1,Betaine,베타인,107-43-7,100,Humectant,
MKC-0001,1,Bacillus/Soybean Ferment Extract,바실러스/소이빈발효추출물,,100,Skin Conditioning Agent,대한민국
MKC-0003,1,Water,정제수,7732-18-5,98.25,Skin Conditioning Agent,중국
MKC-0003,2,Sodium Hyaluronate,소듐하이알루로네이트,9067-32-7,1,Skin Conditioning Agent,중국
MKC-0003,3,Phenoxyethanol,페녹시에탄올,122-99-6,0.7,Skin Conditioning Agent,중국
MKC-0003,4,Ethylhexylglycerin,에칠헥실글리세린,70445-33-9,0.05,Skin Conditioning Agent,중국
MKC-0004,1,Water,정제수,7732-18-5,0,Skin Conditioning Agent,미국
MKC-0004,2,Dimethicone,다이메티콘,9006-65-9,0,Skin Conditioning Agent,미국
MKC-0004,3,Glycerin,글리세린,56-81-5,0,Skin Conditioning Agent,미국
MKC-0004,4,Dimethicone/Vinyl Dimethicone Crosspolymer,다이메티콘/비닐다이메티콘크로스폴리머,-,0,Skin Conditioning Agent,미국
MKC-0004,5,Pentylene Glycol,펜틸렌글라이콜,5343-92-0,0,Skin Conditioning Agent,미국
MKC-0004,6,Phenoxyethanol,페녹시에탄올,122-99-6,0,Skin Conditioning Agent,미국
MKC-0004,7,Carbomer,카보머,9003-01-4,0,Skin Conditioning Agent,미국
MKC-0004,8,Amodimethicone,아모다이메티콘,-,0,Skin Conditioning Agent,미국
MKC-0004,9,Sodium Hydroxide,소듐하이드록사이드,1310-73-2,0,Skin Conditioning Agent,미국
MKC-0004,10,Disodium EDTA,다이소듐이디티에이,139-33-3,0,Skin Conditioning Agent,미국
MKD-0003,1,Caprylyl Glycol,카프릴릴글라이콜,1117-86-8,100,Skin Conditioning Agent,독일
MKD-0004,1,Methylpropanediol,메틸프로판다이올,2163-42-0,100,Humectant,
MKD-0005,1,Diglycerin,다이글리세린,"25618-55-7 
59113-36-9",100,Humectant,
MKD-0006,1,Dipropylene Glycol,다이프로필렌글라이콜,25265-71-8,100,Humectant,
MKE-0001,1,Alcohol,에탄올,64-17-5,100,Solvent,뉴질랜드
MKF-0001,1,Hydrolyzed Jojoba Esters,하이드롤라이즈드호호바에스터,-,100,Skin Conditioning Agent,
MKG-0001,1,Glycerin,글리세린,56-81-5,100,Humectants,말레이시아
MKH-0003,1,Arginine DNA,알지닌디엔에이,-,100,Humectant,프랑스
MKH-0004,1,Water,정제수,9004-61-9,96.5,Skin Conditioning Agent,대한민국
MKH-0004,2,"1,2-Hexanediol","1,2-헥산다이올",,2.5,Skin Conditioning Agent,대한민국
MKH-0004,3,Hyaluronic Acid,하이알루로닉애씨드,,1,Skin Conditioning Agent,대한민국
MKH-0005,1,Water,정제수,7732-18-5,93.93,Skin Conditioning Agent,대한민국
MKH-0005,2,Pentylene Glycol,펜틸렌글라이콜,5343-92-0,3,Skin Conditioning Agent,대한민국
MKH-0005,3,"1,2-Hexanediol","1,2-헥산다이올",6920-22-5,2,Skin Conditioning Agent,대한민국
MKH-0005,4,Sodium Hyaluronate,소듐하이알루로네이트,9067-32-7,0.53,Skin Conditioning Agent,대한민국
MKH-0005,5,Sodium Hyaluronate Crosspolymer,소듐하이알루로네이트크로스폴리머,-,0.22,Skin Conditioning Agent,대한민국
MKH-0005,6,Hydrolyzed Hyaluronic Acid,하이드롤라이즈드하이알루로닉애씨드,-,0.18,Skin Conditioning Agent,대한민국
MKH-0005,7,Hyaluronic Acid,하이알루로닉애씨드,9004-61-9,0.08,Skin Conditioning Agent,대한민국
MKH-0005,8,Ethylhexylglycerin,에틸헥실글리세린,70445-33-9,0.05,Skin Conditioning Agent,대한민국
MKH-0005,9,Hydrolyzed Sodium Hyaluronate,하이드롤라이즈드소듐하이알루로네이트,-,0.01,Skin Conditioning Agent,대한민국
MKH-0006,1,Water,정제수,7732-18-5,96.95,Skin Conditioning Agent,대한민국
MKH-0006,2,"1,2-Hexanediol","1,2-헥산다이올",6920-22-5,2,Skin Conditioning Agent,대한민국
MKH-0006,3,Sodium Hyaluronate,소듐하이알루로네이트,9067-32-7,1,Skin Conditioning Agent,대한민국
MKH-0006,4,Caprylyl Glycol,카프릴릴글라이콜,1117-86-8,0.05,Skin Conditioning Agent,대한민국
MKI-0003,1,Water,정제수,7732-18-5,94.95,Skin Conditioning Agent,
MKI-0003,2,Lecithin,레시틴,8002-43-5,2,Skin Conditioning Agent,
MKI-0003,3,Glycerin,글리세린,56-81-5,1,Skin Conditioning Agent,
MKI-0003,4,Butylene Glycol,부틸렌글라이콜,107-88-0,2,Skin Conditioning Agent,
MKI-0003,5,Sodium Styrene/Acrylates Copolymer,소듐스타이렌/아크릴레이트코폴리머,9010-92-8,0.05,Skin Conditioning Agent,
MKI-0004,1,Methylpropanediol,메틸프로판다이올,2163-42-0,100,Humectant,대한민국
MKI-0005,1,Isopentyldiol,아이소펜틸다이올,2568-33-4,100,Humectant,일본
MKL-0001,1,Glycereth-26,글리세레스-26,31694-55-0,100,Humectant,
MKM-0002,1,Maltitol,말티톨,585-88-6 (D-Form),100,Humectant,대한민국
MKM-0003,1,Imperata Cylindrica Root Extract,띠뿌리추출물,-,0,Skin Conditioning Agent,
MKM-0003,2,Water,정제수,7732-18-5,0,Skin Conditioning Agent,
MKM-0003,3,Glycerin,글리세린,200-289-5,0,Skin Conditioning Agent,
MKM-0003,4,Carbomer,카보머,9003-01-4,0,Skin Conditioning Agent,
MKM-0003,5,Peg-8,피이지-8,5117-19-1,0,Skin Conditioning Agent,
MKM-0004,1,Polyquaternium-7,폴리쿼터늄-7,26590-05-6,9,Skin Conditioning Agent,대한민국
MKM-0004,2,Water,정제수,7732-18-5,90.6,Skin Conditioning Agent,대한민국
MKM-0004,3,Sodium Benzoate,소듐벤조에이트,532-32-1,0.4,Skin Conditioning Agent,대한민국
MKM-0005,1,Diglycerin,다이글리세린,25618-55-7,10,Humectant,대한민국
MKM-0005,2,Methyl Gluceth-10,메틸글루세스-10,-,25,Humectant,대한민국
MKM-0005,3,Dipropylene glycol,다이프로필렌글라이콜,110-98-5,18,Humectant,대한민국
MKM-0005,4,Ethoxydiglycol,에톡시다이글라이콜,111-90-0,20,Humectant,대한민국
MKM-0005,5,Glycereth-26,글리세레스-26,31694-55-0,10,Humectant,대한민국
MKM-0005,6,Diethoxydiglycol,다이에톡시다이글라이콜,112-36-7,5,Humectant,대한민국
MKM-0005,7,Butoxydiglycol,부톡시다이글라이콜,-,12,Humectant,대한민국
MKO-0001,1,Glycerin,글리세린,56-81-5,0,Skin Conditioning Agent,프랑스
MKO-0001,2,Water,정제수,7732-18-5,0,Skin Conditioning Agent,프랑스
MKO-0001,3,Peg-8,피이지-8,5117-19-1,0,Skin Conditioning Agent,프랑스
MKO-0001,4,Caprylyl Glycol,카프릴릴글라이콜,1117-86-8,0,Skin Conditioning Agent,프랑스
MKO-0001,5,Sodium Polyacrylate,소듐폴리아크릴레이트,9003-04-7,0,Skin Conditioning Agent,프랑스
MKP-0001,1,Propylene Glycol,프로필렌글라이콜,57-55-6,100,Humectant,대한민국
MKP-0003,1,Water,정제수,7732-18-5,63.32,Skin Conditioning Agent,대한민국
MKP-0003,2,Butylene Glycol,부틸렌글라이콜,107-88-0,30,Skin Conditioning Agent,대한민국
MKP-0003,3,Glycerin,글리세린,56-81-5,5,Skin Conditioning Agent,대한민국
MKP-0003,4,Betaine,베타인,107-43-7,1,Skin Conditioning Agent,대한민국
MKP-0003,5,Sodium PCA,소듐피씨에이,28874-51-3 (L-),0.5,Skin Conditioning Agent,대한민국
MKP-0003,6,Sorbitol,솔비톨,3959-53-3(D-),0.1,Skin Conditioning Agent,대한민국
MKP-0003,7,Serine,세린,56-45-1(L-Form),0.01,Skin Conditioning Agent,대한민국
MKP-0003,8,Glycine,글라이신,56-40-6,0.01,Skin Conditioning Agent,대한민국
MKP-0003,9,Glutamic Acid,글루타믹애씨드,56-86-0 (L-),0.01,Skin Conditioning Agent,대한민국
MKP-0003,10,Alanine,알라닌,56-41-7(L-Form),0.01,Skin Conditioning Agent,대한민국
MKP-0003,11,Lysine,라이신,56-87-1(L-),0.01,Skin Conditioning Agent,대한민국
MKP-0003,12,Arginine,알지닌,74-79-3(L-Form),0.01,Skin Conditioning Agent,대한민국
MKP-0003,13,Threonine,트레오닌,72-19-5(L-Form),0.01,Skin Conditioning Agent,대한민국
MKP-0003,14,Proline,프롤린,147-85-3(L-Form),0.01,Skin Conditioning Agent,대한민국
