ingredient_code,component_order,inci_name_en,inci_name_kr,cas_number,composition_ratio,function,country_of_origin
MSM-0026,3,Phenoxyethanol,페녹시에탄올,122-99-6,0.4,Surfactant,대한민국
MSM-0026,4,Water,정제수,7732-18-5,74.1,Surfactant,대한민국
MSM-0027,1,Cocamide MEA,코카마이드엠이에이,68140-00-1,100,Surfactant,
MSM-0028,1,Sucrose Stearate,,68333-82-4,100,Surfactant,
MSM-0029,1,Water,,39354-45-5,70,Surfactant,
MSM-0029,2,Disodium Laureth Sulfosuccinate,다이소듐라우레스설포석시네이트,,30,Surfactant,
MOS-0028,1,Hippophae Rhamnoides Fruit Oil,비타민나무열매오일,90106-68-6,100,Skin Conditioning Agent,중국
MOS-0029,1,Caprylic/Capric Triglyceride,카프릴릭/카프릭트라이글리세라이드,73398-61-5,70,Skin Conditioning Agent,대한민국
MOS-0029,2,Lithospermum Erythrorhizon Root Extract,지치뿌리추출물,223749-76-6 (generic),30,Skin Conditioning Agent,대한민국
MSM-0030,1,Behentrimonium chloride,베헨트라이모늄클로라이드,17301-53-0,80,"Antistatic Agents, Hair Conditioning Agent",대한민국
MSM-0030,2,Isopropyl alcohol,아이소프로필알코올,67-63-0,20,"Antistatic Agents, Hair Conditioning Agent",대한민국
MSM-0031,1,Stearamidopropyl Dimethylamine,스테아라미도프로필다이메틸아민,7651-02-07 00:00:00,100,Surfactant,대한민국
MSM-0032,1,Sodium Cocoyl Glycinate,소듐코코일글라이시네이트,90387-74-9,100,Surfactant,대한민국
MSM-0033,1,Sodium Lauroyl Glutamate,소듐라우로일글루타메이트,29923-31-7,100,Surfactant,대한민국
MSM-0034,1,Sorbitan Stearate,,866889-75-0,50,Surfactant,대한민국
MSM-0034,2,Sucrose Cocoate,,56-81-5,50,Surfactant,대한민국
MSM-0035,1,Sodium Methyl Cocoyl Taurate,,1847-58-1,100,Surfactant,대한민국
MSM-0036,1,Water,정제수,68424-94-2,0,Surfactant,인도
MSM-0036,2,Coco-Betaine,코코-베타인,7732-18-5,0,Surfactant,인도
MSM-0036,3,Sodium Chloride,소듐클로라이드,,0,Surfactant,인도
MSM-0037,1,Sodium C14-16 Olefin Sulfonate,소듐C14-16올레핀설포네이트,68439-57-6,35,Surfactant,대한민국
MSM-0037,2,Tetradecene,테트라데센,1120-36-1,1.25,Surfactant,대한민국
MSM-0037,3,Hexadecane,헥사데케인,544-76-3,1.25,Surfactant,대한민국
MSM-0037,4,Water,정제수,7732-18-5,62.5,Surfactant,대한민국
MSN-0001,1,Beheneth-10,베헤네스-10,-,100,Surfactant,
MSN-0002,1,Cetyl Ethylhexanoate,세틸에틸헥사노에이트,59130-69-7,100,Skin Conditioning Agent,일본
MSN-0003,1,Dihydrocholeth-30,다이하이드로콜레스-30,42766-91-6,100,Emusifying Agents,일본
MSN-0011,1,PEG-60 Hydrogenated Castor Oil,피이지-60하이드로제네이티드캐스터오일,61788-85-0,100,Emusifying Agents,일본
MSO-0003,1,Olive Oil PEG-7 Esters,올리브오일피이지-7에스터,-,100,Emusifying Agents,
MSO-0004,1,Sorbitan Olivate,솔비탄올리베이트,223706-40-9,100,Emusifying Agents,이탈리아
MSO-0005,1,PEG-4 Olivate,피이지-4올리베이트,-,100,Emusifying Agents,
MSO-0006,1,Cetearyl Olivate,세테아릴올리베이트,-,60,Emusifying Agents,이탈리아
MSO-0006,2,Sorbitan Olivate,솔비탄올리베이트,223706-40-9,40,Emusifying Agents,이탈리아
MSP-0001,1,PEG-32,피이지-32,25322-68-3 (Generic),100,Humectants,일본
MSP-0002,1,PEG-400,피이지-400,25322-68-3 (Generic),100,Humectants,
MSP-0003,1,PEG-75,피이지-75,25322-68-3 (Generic),100,Humectants,
MSP-0004,1,Decyl Glucoside,데실글루코사이드,58846-77-8 68515-73-1 141464-42-8,100,Surfactant,중국
MSP-0005,1,Potassium Cocoyl Glycinate,포타슘코코일글리시네이트,301341-58-2,28,Surfactant,대한민국
MSP-0005,2,Water,정제수,7732-18-5,72,Surfactant,대한민국
MSP-0006,1,Sodium Methyl Cocoyl Taurate,소듐메틸코코일타우레이트,12765-39-8,100,Surfactant,영국
MSP-0007,1,Polyglyceryl-2 Stearate,폴리글리세릴-2스테아레이트,9009-32-9,45,Emusifying Agents,미국
MSP-0007,2,Glyceryl Stearate,글리세릴스테아레이트,11099-07-3,30,Emusifying Agents,미국
MSP-0007,3,Stearyl Alcohol,스테아릴알코올,112-92-5,25,Emusifying Agents,미국
MSP-0008,1,Polyglyceryl-4 Laurate,폴리글리세릴-4라우레이트,74504-64-6,60,Emusifying Agents,미국
MSP-0008,2,Polyglyceryl-6 Laurate,폴리글리세릴-6라우레이트,51033-38-6,40,Emusifying Agents,미국
MSP-0009,1,Stearoyl Glutamic Acid,,63705-03-3,100,Emusifying Agents,프랑스
MSR-0002,1,Polysorbate 20,폴리솔베이트20,9005-64-5 (Generic),100,Emusifying Agents,일본
MSR-0003,1,Sorbeth-30 Tetraoleate,솔베스-30테트라올리에이트,63089-86-1,100,Emusifying Agents,일본
MSS-0003,1,PEG-75 Lanolin,피이지-75라놀린,8039-09-6,100,Skin Conditioning Agent,
MSS-0006,1,Sodium Stearoyl Lactylate,,9005-25-8,100,Surfactant,대한민국
MSS-0007,1,Polyglyceryl-10 Laurate,폴리글리세릴-10라우레이트,34406-66-1,37.5,Emusifying Agents,대한민국
MSS-0007,2,Polyglyceryl-4 Laurate,폴리글리세릴-4라우레이트,74504-64-6,27.5,Emusifying Agents,대한민국
MSS-0007,3,Caprylyl/Capryl Glucoside,카프릴릴/카프릴글루코사이드,68515-73-1,17.5,Emusifying Agents,대한민국
MSS-0007,4,Water,정제수,7732-18-5,17.5,Emusifying Agents,대한민국
MSS-0008,1,Sodium Stearoyl Glutamate,,9005-25-8,100,Surfactant,대한민국
MSS-0009,1,"PEG-11 Methyl Ether 
Dimethicone",피이지-11메틸에터다이메티콘,68938-54-5,100,Hair Conditioning Agent,대한민국
MSS-0010,1,Cetyl PEG/PPG-10/1 Dimethicone,세틸피이지/피피지-10/1다이메티콘,144243-53-8,100,Surfactant,대한민국
MST-0001,1,Polysorbate 60,폴리솔베이트60,9005-67-8 (Generic),100,Emusifying Agents,싱카포르
MST-0002,1,Polysorbate 80,폴리솔베이트80,9005-65-6 (Generic),100,Emusifying Agents,일본
MST-0004,1,Polyglyceryl-3 Methylglucose Distearate,폴리글리세릴-3메틸글루코오스다이스테아레이트,-,100,Emusifying Agents,독일
MSX-0001,1,C12-20 Acid PEG-8 Ester,C12-20애씨드피이지-8에스터,68908-68-9,100,Surfactant,이탈리아
MUA-0001,1,Benzophenone-3,벤조페논-3,131-57-7,100,UV Absorber,대한민국
MUC-0001,1,Titanium Dioxide,티타늄디옥사이드,13463-67-7,44,Sunscreen Agents,"3, 1, 1, 1, 1"
MUC-0001,2,Aluminum Hydroxide,알루미늄하이드록사이드,21645-51-2,4,Sunscreen Agents,"3, 1, 1, 1, 1"
MUC-0001,3,Stearic acid,스테아릭애씨드,57-11-4,5,Sunscreen Agents,"3, 1, 1, 1, 1"
MUC-0001,4,C12-15 Alkyl Benzoate,C12-15알킬벤조에이트,68411-27-8,42,Sunscreen Agents,"3, 1, 1, 1, 1"
MUC-0001,5,Polyhydroxystearic Acid,폴리하이드록시스테아릭애씨드,27924-99-8,5,Sunscreen Agents,"3, 1, 1, 1, 1"
MUC-0002,1,Zinc Oxide,징크옥사이드,1314-13-2,62,Sunscreen Agents,"3, -, -, 1"
MUC-0002,2,Triethoxycaprylylsilane,트라이에톡시카프릴릴실레인,2943-75-1,3,Sunscreen Agents,"3, -, -, 1"
MUC-0002,3,Coco-Caprylate/Caprate,코코-카프릴레이트/카프레이트,2306-88-9 2306-89-0 1654-86-0 2306-92-5 129677-93-6,30,Sunscreen Agents,"3, -, -, 1"
MUC-0002,4,Polyhydroxystearic Acid,폴리하이드록시스테아릭애씨드,27924-99-8,5,Sunscreen Agents,"3, -, -, 1"
MUM-0001,1,Benzophenone-9,벤조페논-9,76656-36-5,100,UV Absorber,
MUN-0002,1,Isoamyl p-Methoxycinnamate,이소아밀p-메톡시신나메이트,71617-10-2,100,Sunscreen Agents,
MUP-0002,1,Ethylhexyl Methoxycinnamate,에칠헥실메톡시신나메이트,5466-77-3,100,Sunscreen Agents,대만
MUP-0003,1,4-Methylbenzylidene Camphor,4-메칠벤질리덴캠퍼,"36861-47-9 
38102-62-4",100,Sunscreen Agents,대만
MUP-0004,1,Ethylhexyl Salicylate,에칠헥실살리실레이트,118-60-5,100,Sunscreen Agents,중국
MUP-0005,1,Octocrylene,옥토크릴렌,6197-30-4,100,Sunscreen Agents,
MUT-0001,1,Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,비스-에칠헥실옥시페놀메톡시페닐트리아진,187393-00-6,100,Sunscreen Agents,
MUT-0002,1,Titanium Dioxide,티타늄디옥사이드,13463-67-7,0,Sunscreen Agents,
MUT-0002,2,Diethylhexyl Carbonate,다이에틸헥실카보네이트,14858-73-2,0,Sunscreen Agents,
MUT-0002,3,Polyglyceryl-6 Polyhydroxystearate,폴리글리세릴-6폴리하이드록시스테아레이트,-,0,Sunscreen Agents,
MUT-0002,4,Trimethoxycaprylylsilane,트라이메톡시카프릴릴실레인,3069-40-7,0,Sunscreen Agents,
MUZ-0001,1,C12-15 Alkyl Benzoate,C12-15알킬벤조에이트,68411-27-8,0,Sunscreen Agents,대한민국
MUZ-0001,2,Zinc Oxide,징크옥사이드,1314-13-2,0,Sunscreen Agents,대한민국
MUZ-0001,3,Polyhydroxystearic Acid,폴리하이드록시스테아릭애씨드,27924-99-8,0,Sunscreen Agents,대한민국
MUZ-0001,4,Triethoxycaprylylsilane,트라이에톡시카프릴릴실레인,2943-75-1,0,Sunscreen Agents,대한민국
MUZ-0002,1,Zinc Oxide,징크옥사이드,1314-13-2,100,"Bulking agents, Sunscreen Agents",벨기에
MV6-0001,1,Bentonite,벤토나이트,1302-78-9,100,Viscosity Increasing Agent,
MVA-0005,1,Ammonium Acryloyldimethyltaurate/VP Copolymer,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,-,100,Viscosity increasing agent,스페인
MVA-0006,1,Acrylates Copolymer,아크릴레이트코폴리머,25035-69-2,100,Viscosity Increasing Agent,
MVA-0007,1,PEG-240/HDI Copolymer Bis-Decyltetradeceth-20 Ether,피이지-240/에이치디아이코폴리머비스-데실테트라데세스-20에터,-,0,Viscosity Increasing Agent,대한민국
MVA-0007,2,Butylene Glycol,부틸렌글라이콜,107-88-0,0,Viscosity Increasing Agent,대한민국
MVA-0007,3,Water,정제수,7732-18-5,0,Viscosity Increasing Agent,대한민국
MVA-0008,1,Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer,암모늄아크릴로일다이메틸타우레이트/베헤네스-25메타크라일레이트크로스폴리머,-,100,Viscosity Increasing Agent,스페인
MVA-0009,1,Sodium Polyacrylate,소듐폴리아크릴레이트,9003-04-7/25549-84-2,100,Viscosity Increasing Agent,일본
MVB-0001,1,Sodium Hyaluronate,소듐하이알루로네이트,9067-32-7,100,Skin Conditioning Agent,
MVB-0003,1,Cyclopentasiloxane,사이클로펜타실록세인,541-02-6,0,Skin Conditioning Agent,미국
MVB-0003,2,Disteardimonium Hectorite,다이스테아다이모늄헥토라이트,-,0,Skin Conditioning Agent,미국
MVB-0003,3,Propylene Carbonate,프로필렌카보네이트,108-32-7,0,Skin Conditioning Agent,미국
MVC-0001,1,Cellulose Gum,셀룰로오스검,9004-32-4,100,Viscosity Increasing Agents,
MVC-0003,1,Carbomer,카보머,9003-01-4,100,Viscosity Increasing Agents,대한민국
MVC-0004,1,Carbomer,카보머,9003-01-4,100,Viscosity Increasing Agents,대한민국
MVC-0009,1,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,-,100,Viscosity Increasing Agents,
MVC-0010,1,Guar Hydroxypropyltrimonium Chloride,구아하이드록시프로필트라이모늄클로라이드,65497-29-2,0,Viscosity Increasing Agent,
MVC-0010,2,Water,정제수,7732-18-5,0,Viscosity Increasing Agent,
MVE-0001,1,Dibutyl Ethylhexanoyl Glutamide,다이부틸에틸헥사노일글루타마이드,861390-34-3,100,Viscosity Increasing Agent,
MVE-0002,1,Tocopherol,,13475-82-6,100,Skin Conditioning Agent,대한민국
MVG-0003,1,Dibutyl Lauroyl Glutamide,다이부틸라우로일글루타마이드,63663-21-8,100,Viscosity Increasing Agent,
MVH-0002,1,Agar,아가,9002-18-0,100,Viscosity Increasing Agent,한국
MVK-0001,1,Xanthan Gum,잔탄검,11138-66-2,100,Viscosity Increasing Agent,
MVK-0002,1,Hydrogenated Styrene/Isoprene Copolymer,하이드로제네이티드스타이렌/아이소프렌코폴리머,68648-89-5,100,Viscosity Increasing Agent,
MVL-0001,1,Water,정제수,7732-18-5,0,Skin Conditioning Agent,미국
MVL-0001,2,Glycerin,글리세린,56-81-5,0,Skin Conditioning Agent,미국
MVL-0001,3,Glyceryl Acrylate/Acrylic Acid Copolymer,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,-,0,Skin Conditioning Agent,미국
MVL-0001,4,Propylene Glycol,프로필렌글라이콜,57-55-6,0,Skin Conditioning Agent,미국
MVL-0002,1,Water,정제수,7732-18-5,0,Skin Conditioning Agent,
MVL-0002,2,Glycerin,글리세린,56-81-5,0,Skin Conditioning Agent,
MVL-0002,3,Glyceryl Acrylate/Acrylic Acid Copolymer,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,-,0,Skin Conditioning Agent,
MVL-0002,4,Propylene Glycol,프로필렌글라이콜,57-55-6,0,Skin Conditioning Agent,
MVL-0003,1,Water,정제수,7732-18-5,0,Skin Conditioning Agent,
MVL-0003,2,Glycerin,글리세린,56-81-5,0,Skin Conditioning Agent,
MVL-0003,3,Glyceryl Acrylate/Acrylic Acid Copolymer,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,-,0,Skin Conditioning Agent,
MVL-0003,4,Propylene Glycol,피브이엠/엠에이코폴리머,57-55-6,0,Skin Conditioning Agent,
MVL-0003,5,PVM/MA Copolymer,프로필렌글라이콜,9011-16-9,0,Skin Conditioning Agent,
MVL-0004,1,Lithium Magnesium Sodium Silicate,리튬마그네슘소듐실리케이트,53320-86-8,100,Viscosity Increasing Agent,
MVM-0002,1,Sodium Polyacrylate Starch,소듐폴리아크릴레이트스타치,60323-79-7,100,Viscosity Increasing Agent,일본
MVN-0001,1,Tocopheryl Acetate,,9004-62-0,100,Viscosity Increasing Agent,벨기에
MVN-0002,1,Cellulose,셀룰로오스,9004-34-6,100,Bulking Agents,프랑스
MVN-0003,1,Polyglyceryl-10  Behenate/Eicosadioate,폴리글리세릴-10베헤네이트/에이코사디오에이트,-,100,Viscosity Increasing Agent,
MVN-0004,1,Glyceryl Behenate/Eicosadioate,글리세릴베헤네이트/에이코사디오에이트,-,100,Viscosity Increasing Agent,
MVP-0003,1,PEG-14M,피이지-14M,25322-68-3,100,Viscosity Increasing Agent,미국
MVP-0005,1,PVP,피브이피,9003-39-8,100,"Binders, Film Formers",홍콩
MVP-0006,1,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,-,100,Viscosity Increasing Agent,벨기에
MVP-0009,1,Polyquaternium-10,폴리쿼터늄-10,68610-92-4,100,"Antistatic Agents, Hair Fixatives",대한민국
MVS-0001,1,C13-14 Isoparaffin,C13-14아이소파라핀,-,0,Viscosity Increasing Agent,
MVS-0001,2,Laureth-7,라우레스-7,3055-97-8,0,Viscosity Increasing Agent,
MVS-0001,3,Polyacrylamide,폴리아크릴아마이드,9003-05-08,0,Viscosity Increasing Agent,
MVS-0004,1,Magnesium Aluminum Silicate,마그네슘알루미늄실리케이트,"12199-37-0 
12511-31-8",100,Viscosity Increasing Agent,Japan
MVS-0005,1,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,111286-86-3,100,Viscosity Increasing Agent,프랑스
MVS-0006,1,Hydroxypropyl Starch Phosphate,하이드록시프로필스타치포스페이트,113894-92-1,100,Viscosity Increasing Agent,네덜란드
MVS-0007,1,Tocopheryl Acetate,,8001-78-3,100,Viscosity Increasing Agent,중국
MVT-0001,1,Trihydroxystearin,트라이하이드록시스테아린,139-44-6,100,Viscosity Increasing Agent,
MVV-0001,1,Magnesium Aluminum Silicate,마그네슘알루미늄실리케이트,"12199-37-0 
12511-31-8",100,Viscosity Increasing Agent,
MVV-0004,1,Sodium Polyacryloyldimethyl Taurate,소듐폴리아크릴로일다이메틸타우레이트,ㅡ,40,Viscosity Increasing Agent,홍콩
MVV-0004,2,Hydrogenated Polydecene,하이드로제네이티드폴리데센,68037-01-4,18,Viscosity Increasing Agent,홍콩
MVV-0004,3,Caprylyl/Capryl Glucoside,카프릴릴/카프릴글루코사이드,68515-73-1,2,Viscosity Increasing Agent,홍콩
MVV-0004,4,Water,정제수,7732-18-5,40,Viscosity Increasing Agent,홍콩
MVV-0005,1,Hydroxypropyl Methylcellulose,하이드록시프로필메틸셀룰로오스,9004-65-3,100,Viscosity Increasing Agent,독일
MVZ-0001,1,Glycerin,글리세린,56-81-5,0,Humectants,
MVZ-0001,2,Water,정제수,7732-18-5,0,Humectants,
MVZ-0001,3,Sodium Polyacrylate,소듐폴리아크릴레이트,9003-04-7,0,Humectants,
MVZ-0001,4,PVM/MA Copolymer,피브이엠/엠에이코폴리머,9011-16-9,0,Humectants,
MWA-0003,1,Cetyl Dimethicone,세틸다이메티콘,191044-49-2,100,"Antifoaming Agents, Skin Conditioning Agent",독일
MWC-0007,1,Stearyl Dimethicone,스테아릴다이메티콘,67762-83-8,100,Skin Conditioning Agent,중국
MWC-0008,1,Hydrogenated Palm Glyceride,하이드로제네이티드팜글리세라이드,"91744-73-9 
91744-66-0",100,Surfactants,
MWC-0009,1,Soy WaX,소이 왁스,,100,,미국
MWD-0001,1,Bis-PEG-18 Methyl Ether Dimethyl Silane,비스-피이지-18메틸에터다이메틸실레인,67846-47-3,100,Skin Conditioning Agent,대한민국
MWE-0001,1,Stearic Acid,스테아릭애씨드,57-11-4,100,Surfactants,말레이시아
MWE-0002,1,Stearyl Alcohol,스테아릴알코올,112-92-5,100,"Emulsion Stabilizer, Surfactants",대한민국
MWE-0004,1,Cetyl Alcohol,세틸알코올,36653-82-4,100,"Emulsion Stabilizer, Surfactants",대한민국
MWI-0001,1,Synthetic Wax,합성왁스,8002-74-2,100,"Binders, Emulsion Stabilizer",케나다
MWK-0001,1,Cetyl Alcohol,세틸알코올,36653-82-4,100,"Emulsion Stabilizer, Opacifying Agents",일본
MWK-0002,1,Stearyl Alcohol,스테아릴알코올,112-92-5,100,"Emulsion Stabilizer, Opacifying Agents",
MWK-0003,1,Ozokerite,오조케라이트,12198-93-5,100,"Emulsion Stabilizer, Opacifying Agents",
MWL-0001,1,Cetearyl Alcohol,세테아릴알코올,67762-27-0,100,"Emulsion Stabilizer, Opacifying Agents",필리핀
MWL-0003,1,Lauric Acid,라우릭애씨드,143-07-7,100,"Emulsion Stabilizer, Opacifying Agents",
MWL-0004,1,Myristyl Alcohol,미리스틸알코올,112-72-1,100,"Emulsion Stabilizer, Opacifying Agents",대한민국
MWM-0001,1,Microcrystalline Wax,마이크로크리스탈린왁스,63231-60-7,100,Emulsion Stabilizer,
MWM-0002,1,Microcrystalline Wax,마이크로크리스탈린왁스,63231-60-7,100,Emulsion Stabilizer,미국
MWM-0005,1,Mangifera Indica (Mango) Seed Butter,망고씨버터,"90063-86-8
(generic)",100,Skin Conditioning Agent,인도
MWM-0006,1,Myristic Acid,미리스틱애씨드,544-63-8,100,"Emulsion Stabilizer, Opacifying Agents",말레이시아
MWO-0002,1,Cetyl Palmitate,세틸팔미테이트,540-10-3,0,Skin Conditioning Agent,
MWO-0002,2,Sorbitan Palmitate,소르비탄팔미테이트,15050-91-9,0,Skin Conditioning Agent,
MWO-0002,3,Sorbitan Olivate,소르비탄올리베이트,223706-40-9,0,Skin Conditioning Agent,
MWP-0004,1,Cetearyl Alcohol,세테아릴알코올,8005-44-5,0,"Emulsion Stabilizer, Opacifying Agents",싱카포르
MWP-0004,2,PEG-20 Stearate,피이지-20스테아레이트,9004-99-3,0,"Emulsion Stabilizer, Opacifying Agents",싱카포르
MWP-0006,1,Lauric Acid,라우릭애씨드,143-07-7,100,"Emulsion Stabilizer, Surfactants",말레이시아
MWP-0007,1,Myristic Acid,미리스틱애씨드,544-63-8,100,"Emulsion Stabilizer, Surfactants",
MWP-0008,1,Palmitic Acid,팔미틱애씨드,057-10-03,100,"Emulsion Stabilizer, Surfactants",
MWP-0009,1,Hydrogenated Polydecene,,57-11-4,100,"Emulsion Stabilizer, Surfactants",말레이시아
MWP-0011,1,Synthetic Wax,합성왁스,68527-08-2,100,Viscosity controlling agents,미국
MWS-0001,1,Butyrospermum Parkii (Shea) Butter,시어버터,194043-92-0,100,Skin Conditioning Agent,스웨덴
MWV-0001,1,Petrolatum,페트롤라툼,8009-03-8 (NF),100,Skin Conditioning Agent,
MWW-0001,1,Beeswax,비즈왁스,8006-40-4,100,"Emulsion Stabilizer, Skin Conditioning Agent",독일
MXA-0003,1,Zeolite,제올라이트,1318-02-1,100,Bulking Agent,
MXA-0004,1,Styrene/VP Copolymer,스타이렌/브이피코폴리머,25086-29-7,100,Film Formers,
MXA-0005,1,Malachite Extract,말라카이트추출물,-,6,Skin Conditioning Agent,대한민국
MXA-0005,2,Water,정제수,7732-18-5,73.8,Skin Conditioning Agent,대한민국
MXA-0005,3,Arginine,알지닌,74-79-3,0.1,Skin Conditioning Agent,대한민국
MXA-0005,4,Glycine,글라이신,56-40-6,0.1,Skin Conditioning Agent,대한민국
MXA-0005,5,Tromethamine,트로메타민,77-86-1,10,Skin Conditioning Agent,대한민국
MXA-0005,6,Tetrahydroxypropyl Ethylenediamine,테트라하이드록시프로필에틸렌다이아민,102-60-3,10,Skin Conditioning Agent,대한민국
MXB-0001,1,Black Strap Powder,흑당밀가루,-,100,Humectants,
MXB-0002,1,Sucrose,수크로오스,57-50-1,100,Skin Conditioning Agent,
MXB-0004,1,Capryloyl Salicylic Acid,카프릴로일살리실릭애씨드,78418-01-6,100,Skin Conditioning Agent,중국
MXB-0005,1,Hydrolyzed Sponge,하이드롤라이즈드해면,-,91,Skin Conditioning Agent,대한민국
MXB-0005,2,Bisabolol,비사보롤,23089-26-1,9,Skin Conditioning Agent,대한민국
MXB-0006,1,Water,정제수,7732-18-5,48,Skin Conditioning Agent,대한민국
MXB-0006,2,Octadecane,옥타데케인,593-45-3,30,Skin Conditioning Agent,대한민국
MXB-0006,3,Lactic Acid/Glycolic Acid Copolymer,락틱애씨드/글라이콜릭애씨드코폴리머,-,20,Skin Conditioning Agent,대한민국
MXB-0006,4,"1,2-Hexanediol","1,2-헥산다이올",6920-22-5,2,Skin Conditioning Agent,대한민국
MXB-0006,5,Caprylyl Glycol,카프릴릴글라이콜,1117-86-8,0.1,Skin Conditioning Agent,대한민국
MXB-0006,6,Xanthan Gum,잔탄검,11138-66-2,0.1,Skin Conditioning Agent,대한민국
MXC-0001,1,Citric Acid,시트릭애씨드,77-92-9,100,pH Adjuster,호주
MXC-0002,1,Climbazole,클림바졸,38083-17-9,100,Anti-dandruff,
MXC-0004,1,Chlorhexidine Digluconate,클로헥시딘다이글루코네이트,-,100,Preservative,인도
MXC-0005,1,Coffea Arabica (Coffee) Seed Powder,커피콩가루,-,100,Scrubs,아프리카
MXC-0006,1,Camphor,캠퍼,"76-22-2 
464-49-3",100,Skin Conditioning Agent,중국
MXC-0007,1,Cyclodextrin,사이클로덱스트린,"7585-39-9 
12619-70-4",100,"Absorbents, Chelating Agents",
MXC-0008,1,Calcium dichloride,칼슘클로라이드,10043-52-4,100,Astringents,대한민국
MXC-0009,1,Methyl Diisopropyl Propionamide,메틸다이아이소프로필프로피온아마이드,51115-67-4,100,Skin Conditioning Agent,중국
MXC-0010,1,Ceramide NP,세라마이드엔피,100403-19-8,5.5,Skin Conditioning Agent,중국
MXC-0010,2,Ceramide AP,세라마이드에이피,-,2.2,Skin Conditioning Agent,중국
MXC-0010,3,Ceramide EOP,세라마이드이오피,-,0.3,Skin Conditioning Agent,중국
MXC-0010,4,Phytosphingosine,피토스핑고신,554-62-1,2,Skin Conditioning Agent,중국
MXC-0010,5,Hexyldecanol,헥실데칸올,2425-77-6,6,Skin Conditioning Agent,중국
MXC-0010,6,Behenyl Alcohol,베헤닐알코올,661-19-8,21.8,Skin Conditioning Agent,중국
MXC-0010,7,Stearyl Alcohol,스테아릴알코올,112-92-5,19,Skin Conditioning Agent,중국
MXC-0010,8,Cetyl Alcohol,세틸알코올,36653-82-4,7,Skin Conditioning Agent,중국
MXC-0010,9,Phytosterols,피토스테롤,?,9.8,Skin Conditioning Agent,중국
MXC-0010,10,Glyceryl Stearate,글리세릴스테아레이트,?,14.7,Skin Conditioning Agent,중국
MXC-0010,11,Stearic Acid,스테아릭애씨드,?,4.27,Skin Conditioning Agent,중국
MXC-0010,12,Hydrogenated Lecithin,하이드로제네이티드레시틴,92128-87-5,7.43,Skin Conditioning Agent,중국
MXD-0001,1,Panthenol,판테놀,"81-13-0 (D-Form) 
16485-10-2",100,"Hair Conditioning Agent, Skin Conditioning Agent",중국
MXD-0002,1,Water,정제수,7732-18-5,100,Solvent,한국
MXD-0004,1,Distearyldimonium Chloride,다이스테아릴다이모늄클로라이드,107-64-2,100,"Hair Conditioning Agent, Antistatic Agents",
MXD-0005,1,Dihydroxyacetone,다이하이드록시아세톤,96-26-4,100,Skin Conditioning Agent,독일
MXE-0001,1,Disodium EDTA,다이소듐이디티에이,139-33-3,100,Chelating Agent,일본
MXE-0002,1,Water,정제수,7732-18-5,63,Skin Conditioning Agent,
MXE-0002,2,Cetearyl Isononanoate,세테아릴아이소노나노에이트,-,15,Skin Conditioning Agent,
MXE-0002,3,Ceteareth-20,세테아레스-20,68439-49-6(Generic),7.5,Skin Conditioning Agent,
MXE-0002,4,Cetearyl Alcohol,세테아릴알코올,8005-44-5,7.5,Skin Conditioning Agent,
MXE-0002,5,Glyceryl Stearate,글리세릴스테아레이트,85251-77-0 (generic),3,Skin Conditioning Agent,
MXE-0002,6,Glycerin,글리세린,56-81-5,3,Skin Conditioning Agent,
MXE-0002,7,Cetyl Palmitate,세틸팔미테이트,540-10-3,0.5,Skin Conditioning Agent,
MXE-0002,8,Ceteareth-12,세테아레스-12,68439-49-6(Generic),0.5,Skin Conditioning Agent,
MXG-0002,1,Gold,금,7440-57-5,100,Skin Conditioning Agent,
MXG-0003,1,Glycolic Acid,글라이콜릭애씨드,79-14-1,70,pH Adjuster,
MXG-0003,2,Water,정제수,7732-18-5,30,pH Adjuster,
MXG-0004,1,Gluconic Acid,글루코닉애씨드,133-42-6,100,pH Adjuster,
MXH-0002,1,Sodium Chloride,소듐클로라이드,7647-14-5,100,Skin Conditioning Agent,대한민국
MXH-0003,1,Sea Salt,씨솔트,7647-14-5,100,Skin Conditioning Agent,호주
MXI-0001,1,Triclosan,트리클로산,3380-34-5,100,Preservatives,
MXK-0002,1,Potassium Hydroxide,포타슘하이드록사이드,1310-58-3,100,pH Adjuster,
MXL-0001,1,Lactic Acid,락틱애씨드,79-33-4,70,pH Adjuster,
MXL-0001,2,Water,정제수,7732-18-5,30,pH Adjuster,
MXL-0002,1,Aluminum Chlorohydrate,알루미늄클로로하이드레이트,"1327-41-9 
7784-13-6 
12042-91-0",100,Cosmetic Astringents,
MXL-0003,1,Xylitylglucoside,,7732-18-5,50,Film Formers,독일
